CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_저가_clust_id
754,2,-3,0,3,0,-2,4
755,-2,2,-1,0,-1,0,0
756,-1,-1,3,-1,0,-1,2
757,-3,0,3,-2,0,2,2
758,-3,3,-2,2,-1,-1,1
759,-1,0,3,-1,-2,3,2
760,2,-1,0,-1,0,1,5
761,-1,-2,3,-2,1,-1,3
762,0,-1,1,-1,-1,3,2
763,-1,-2,3,-1,-2,2,2
764,2,-1,1,-1,0,-1,3
765,0,0,0,0,0,0,2
766,1,-2,1,-1,0,1,3
767,-2,-1,3,-1,0,0,2
768,-1,0,3,-1,0,-2,2
769,1,0,-1,0,0,1,5
770,0,0,4,-3,3,-3,3
771,-2,0,2,-2,3,-3,3
772,-2,3,0,-3,3,0,0
773,3,0,0,-2,-1,0,5
774,2,-3,0,3,0,-3,4
775,0,2,-2,1,1,-3,0
776,1,-1,2,-1,-2,0,2
777,1,-1,-1,2,1,-2,5
778,1,1,-1,0,1,0,5
779,0,1,1,-2,2,-3,5
780,1,0,1,-3,0,0,3
781,2,0,-2,-1,3,-2,5
782,-1,0,2,-3,3,-2,3
783,0,4,-3,3,-3,-1,1
784,0,0,0,0,4,-1,5
785,-1,0,4,-3,3,-3,3
786,0,0,0,0,0,4,2
787,0,4,-1,-2,3,-3,0
788,0,0,-1,-1,3,0,5
789,0,0,0,0,0,0,2
790,0,2,-3,3,-3,3,1
791,-3,1,2,-2,0,1,2
792,0,0,0,0,4,-3,5
793,1,0,1,-2,0,3,3
794,0,0,0,0,0,0,2
795,0,4,-1,1,-1,0,1
796,0,1,-2,3,-2,0,1
797,-2,2,-3,3,-3,0,1
798,1,-3,0,1,-1,1,4
799,2,-3,0,3,-3,3,4
800,0,-3,2,0,-1,0,2
801,0,-3,3,-3,3,-2,3
802,1,-3,2,-2,3,-1,3
803,3,0,0,-3,-1,4,5
804,1,-1,0,-1,2,-2,5
805,1,0,-1,2,-2,1,4
806,0,0,0,0,0,0,2
807,3,-3,0,3,-2,-1,4
808,0,0,3,-3,0,3,3
809,-1,-1,2,-2,2,0,3
810,-3,3,-3,0,3,-3,0
811,3,-3,3,0,-3,0,4
812,0,0,-1,4,0,-3,1
813,0,-1,0,0,0,2,2
814,-3,0,3,-1,-2,3,2
815,-3,3,-3,-1,0,0,0
816,-1,3,-3,2,1,-3,1
817,-2,3,-3,-1,4,-3,0
818,1,0,-1,-1,0,-1,5
819,0,-2,0,3,-2,2,4
820,0,1,-1,0,1,0,5
821,2,-3,2,-1,1,-2,3
822,0,1,0,1,0,-2,2
823,-3,0,0,3,-3,3,1
824,1,0,-1,2,-1,-1,4
825,0,0,4,-3,-1,0,3
826,0,1,-2,0,3,-3,5
827,3,-3,3,-3,3,-2,3
828,-3,-1,0,4,-3,-1,1
829,-1,-2,2,1,-2,-1,2
830,-2,2,1,-2,0,1,0
831,-2,1,-1,1,-1,0,1
832,0,0,0,0,4,0,5
833,1,-1,0,1,-2,0,4
834,2,-2,-1,3,-2,-1,4
835,0,2,-2,1,0,0,1
836,0,-2,2,-3,3,-1,3
837,0,0,-1,0,1,0,5
838,3,0,-3,1,2,0,5
839,3,0,-1,-2,3,-2,5
840,-3,3,-3,-1,4,-3,0
841,4,-3,1,1,-2,3,4
842,3,-2,2,-1,-2,3,4
843,2,-2,1,2,-1,-1,4
844,0,-3,0,3,-1,-2,4
845,0,-1,0,4,0,-3,4
846,2,-3,3,-1,-1,-1,3
847,-3,0,3,-1,-2,3,2
848,3,-2,-1,3,-3,0,4
849,-3,0,3,-2,1,-2,2
850,-3,3,0,-1,-2,1,0
851,-1,-2,3,0,-3,1,2
852,2,1,-2,0,-1,3,5
853,4,-3,-1,0,0,0,4
854,1,0,-1,0,-1,3,4
855,0,3,0,-2,-1,0,0
856,0,4,-3,3,-2,-1,1
857,3,-3,-1,0,4,-3,5
858,0,-1,-2,3,-2,-1,1
859,-3,1,2,-2,2,-1,0
860,-1,1,-1,2,-2,1,1
861,-1,4,-3,3,-2,-1,1
862,2,1,-1,-1,0,1,5
863,-3,0,0,3,0,-2,1
864,2,-1,1,-1,0,-1,3
865,-2,-1,2,0,-1,-1,2
866,3,0,-3,3,-3,0,4
867,-1,1,-1,0,1,0,0
868,4,-1,-1,0,-1,3,4
869,-3,3,0,-3,3,0,0
870,0,0,4,-2,-1,-1,3
871,0,-1,1,-1,0,0,2
872,-1,-1,0,0,0,0,2
873,4,0,0,-1,0,-2,5
874,2,-2,0,0,1,-2,5
875,3,-3,3,-3,1,-1,3
876,1,-1,0,0,1,-2,5
877,0,0,1,-3,3,-1,3
878,2,-1,-2,0,3,-1,5
879,-2,0,0,1,-1,0,2
880,4,0,-2,1,0,0,4
881,0,-2,1,0,-2,3,2
882,-1,4,-3,3,0,-3,1
883,0,0,0,0,0,0,2
884,-1,1,-2,1,2,0,0
885,0,-3,0,3,-3,0,4
886,-2,2,1,-2,-1,0,0
887,2,-3,3,-2,2,-3,3
888,0,0,0,1,1,-3,5
889,3,-3,2,0,-1,-1,4
890,-3,3,-3,3,-3,3,1
891,-1,0,1,0,0,0,2
892,2,-1,-1,0,1,0,5
893,1,-1,0,1,0,-1,4
894,0,1,-2,0,3,-3,5
895,0,0,3,-3,3,-3,3
896,-2,-1,1,0,0,-1,2
897,-1,4,-3,3,-3,3,1
898,3,-3,3,-1,-1,1,3
899,0,4,-3,3,0,-3,1
900,2,1,-1,-1,-1,3,5
901,-2,1,1,0,-2,2,2
902,3,-3,2,-1,1,-1,3
903,-2,1,-1,1,0,-1,1
904,-3,-1,0,0,0,0,2
906,2,1,-3,3,-2,0,1
907,0,0,0,0,0,0,2
908,3,0,-3,1,2,-3,5
909,1,0,-2,2,0,0,4
910,-1,2,1,-3,3,-3,0
911,3,-2,1,1,-3,3,4
912,1,2,-3,3,-3,3,1
913,-3,-1,0,0,0,4,2
914,0,-1,-2,1,-1,3,4
915,-2,2,-3,3,0,-1,1
916,0,0,4,-1,1,-3,3
917,2,-3,3,0,-2,1,4
918,-1,-1,3,-2,2,-3,3
919,2,-2,3,-3,1,-1,3
920,-2,0,1,0,-2,2,2
921,-1,-1,1,0,2,-1,2
922,3,-3,2,-1,1,-2,3
923,0,0,4,-3,0,-1,3
924,0,0,4,-3,3,0,3
925,4,-3,-1,0,0,0,4
926,2,-2,0,-1,3,-3,5
927,-3,0,2,1,-3,0,2
928,2,0,-1,1,-2,1,4
929,-3,-1,0,4,-1,-2,1
930,0,1,-3,3,-1,-2,1
931,-3,3,-3,0,-1,0,0
932,3,0,0,-2,1,-1,5
933,0,2,-1,0,0,-1,0
934,0,-1,3,-2,0,2,3
935,3,0,0,-3,-1,0,5
936,0,0,4,-3,-1,0,3
937,-3,2,0,1,-3,0,1
938,0,2,-3,1,2,-2,0
939,-3,3,-3,0,3,0,0
940,4,-1,0,0,-2,2,4
941,-2,-1,2,-2,3,0,3
942,1,0,-2,2,-1,1,4
943,0,1,0,0,-2,1,2
944,0,0,1,0,-1,0,2
945,-3,3,-2,1,-2,3,1
946,-3,-1,4,-1,-2,3,2
947,-1,-2,3,-3,0,0,3
948,0,0,0,4,0,0,1
949,-1,0,4,-1,-2,1,2
950,-2,-1,1,1,1,-1,2
951,0,-3,3,-2,0,1,3
952,-1,3,-2,-1,3,0,0
953,0,0,0,3,0,-3,1
954,3,-3,0,3,0,-3,4
955,2,-3,2,-1,1,-1,3
956,1,-2,1,-1,2,-2,3
957,4,-1,-1,0,1,-2,5
958,-3,3,-3,3,0,-3,1
959,-3,0,3,-3,0,3,2
960,-3,2,1,-3,0,0,0
961,1,1,-2,1,1,-1,5
962,-1,0,0,0,0,0,2
963,-1,-2,2,1,0,-3,2
964,0,2,-2,0,0,2,0
965,0,0,0,2,-2,-1,1
966,4,0,-3,0,-1,4,4
967,-1,3,-3,2,0,-1,1
968,-1,-2,3,-3,3,-3,3
969,0,-2,2,-2,1,1,3
970,-1,1,-1,-2,-1,0,0
971,0,0,-1,2,0,1,1
972,1,-3,3,-3,3,-2,3
973,-3,0,3,-3,3,-3,3
974,-3,-1,0,0,0,0,2
975,2,-3,1,1,0,1,4
976,2,-1,1,0,-2,3,4
977,3,-3,3,-1,0,1,3
978,3,-2,2,0,-3,3,4
979,2,0,0,-2,2,0,5
980,1,0,2,-2,1,-1,3
981,0,1,-3,1,1,0,5
982,0,-3,0,0,3,-3,5
983,1,0,0,-1,1,-1,5
984,0,0,0,0,0,0,2
986,-1,-1,3,-1,-1,-1,2
987,1,-2,2,-1,2,-2,3
988,3,-3,2,-2,0,3,3
989,0,-3,3,0,-3,3,2
990,0,4,0,-3,3,-1,0
991,-3,0,3,-3,0,1,2
992,2,0,-2,2,-1,0,4
993,0,4,0,-2,-1,3,0
994,0,3,0,-3,1,0,0
995,0,-2,2,0,-1,0,2
996,0,-3,2,-2,0,3,3
997,0,1,2,-2,-1,0,2
998,-2,2,0,1,-3,1,1
999,-1,0,0,3,-1,-2,1
1000,-1,0,0,1,-1,1,2
1001,-2,3,-3,0,3,-3,0
1002,1,0,1,1,-3,1,4
1003,2,1,-2,0,-1,3,5
1004,0,-2,3,-3,3,-3,3
1005,-2,1,-2,3,0,-3,1
1006,-1,2,-1,0,0,2,0
1007,3,0,-2,-1,3,0,5
1008,0,4,-3,3,-2,-1,1
1009,-2,3,-2,1,1,-3,0
1010,1,0,-1,1,0,-1,5
1011,3,-3,3,-3,3,-3,3
1012,-1,3,-2,0,1,0,0
1013,-3,0,3,0,-3,1,2
1014,4,-3,0,0,-1,0,4
1015,0,-1,4,0,-3,2,2
1016,-1,-1,0,1,-1,0,2
1017,0,3,-1,-1,2,-1,0
1018,4,0,0,-2,0,1,5
1019,3,-3,3,-3,1,2,3
1020,-3,3,-2,2,-2,1,1
1021,-1,1,-1,1,1,-3,0
1022,4,0,-3,3,-1,-2,4
1023,1,0,-1,1,-2,2,4
1024,-1,-1,-1,2,1,-3,5
1025,-3,3,-3,0,-1,0,0
1026,-2,3,-3,3,0,0,1
1027,3,-2,1,1,-2,-1,4
1028,0,-3,2,-2,3,-3,3
1029,0,0,1,1,-3,2,2
1030,3,-3,3,-3,-1,4,3
1031,-1,2,-1,1,-1,0,1
1032,3,-3,2,-2,3,0,3
1033,-3,3,0,-3,3,-3,0
1034,1,-1,2,-3,3,-3,3
1035,-2,2,-2,0,-1,2,1
1036,-1,-2,0,1,-1,3,2
1037,-1,0,0,1,-2,1,2
1038,3,-1,0,1,-3,3,4
1039,-2,3,0,0,-3,1,1
1040,3,-3,-1,0,4,-3,5
1041,-3,1,1,0,-2,1,2
1042,1,-2,2,-1,-2,0,2
1043,-1,0,-1,0,0,4,2
1044,-3,3,-3,0,3,-3,0
1045,4,-3,-1,0,0,4,4
1046,3,-3,-1,0,4,-3,5
1047,-3,1,-1,0,3,-3,0
1048,1,0,-1,-1,0,2,5
1049,-3,3,-3,3,-3,0,1
1050,2,-1,2,-3,3,-3,3
1051,-1,-2,3,-1,-2,0,2
1052,-1,0,-1,0,0,2,2
1053,-1,0,0,4,-3,3,1
1054,3,0,-2,-1,3,-3,5
1055,0,-1,0,-1,0,2,2
1056,-3,3,-3,2,-1,1,1
1057,0,0,-1,4,0,0,1
1058,0,3,-3,0,0,3,0
1059,3,-3,-1,0,0,0,4
1060,-1,-2,3,-1,0,1,2
1061,-2,-1,0,4,-3,3,1
1062,-1,0,1,-1,1,0,2
1063,1,-1,2,-1,-1,2,2
1064,-1,0,0,0,0,2,2
1065,1,0,1,-3,0,1,3
1066,0,0,0,0,0,0,2
1068,-1,0,0,0,-1,-1,2
1069,-3,1,1,-1,2,-2,0
1070,1,-2,2,0,-2,2,2
1071,3,-3,3,0,-2,1,4
1072,0,4,0,-1,-1,1,0
1073,-1,1,-2,-1,-1,0,0
1074,0,-1,4,0,-1,-2,2
1075,0,0,0,0,0,4,2
1076,-1,1,-1,2,-3,0,1
1077,0,1,2,-3,3,0,3
1078,1,1,0,-1,-1,3,2
1079,0,0,1,0,-1,1,2
1080,0,-2,2,-1,0,0,3
1081,-1,0,1,0,0,-2,2
1082,2,-2,1,2,0,-1,4
1083,1,-1,1,-2,1,0,3
1084,-1,0,4,-3,-1,4,3
1085,0,0,-3,1,0,0,1
1086,3,-1,0,-2,3,-2,5
1087,0,0,0,4,-3,3,1
1088,0,3,-3,3,-3,-1,1
1089,-2,2,-1,1,-2,1,1
1090,-2,-1,-1,4,-2,2,1
1091,4,-1,-1,1,-2,3,4
1092,-3,-1,0,0,0,4,2
1094,-1,4,0,-2,1,-2,0
1095,0,0,-2,3,0,-2,1
1096,0,-2,0,-1,0,0,2
1097,1,0,0,-1,1,-2,5
1098,-2,1,1,-1,1,-1,0
1099,0,4,-3,-1,0,0,0
1100,3,-3,-1,4,-3,0,4
1101,0,-3,3,-3,0,0,3
1102,-2,2,0,-1,-1,3,0
1103,0,0,4,-3,-1,0,3
1104,-1,0,3,-3,3,-3,3
1105,-2,2,-3,2,-2,1,1
1106,-1,0,2,-2,1,-1,2
1107,-2,3,-1,-2,3,-1,0
1108,4,-3,3,0,-2,-1,4
1109,0,-1,3,-3,1,-1,3
1110,0,0,0,0,4,0,5
1111,4,-1,1,-3,3,-3,3
1112,1,-1,0,1,0,0,4
1113,0,-3,2,1,-1,-2,2
1114,-2,2,-1,-2,2,-1,0
1115,0,4,-2,2,-3,1,1
1116,1,-2,3,0,-1,-1,2
1117,4,-3,0,0,-1,4,4
1118,-2,-1,3,-2,-1,3,2
1119,-3,0,0,0,3,-3,0
1120,1,-1,-1,3,-1,-2,4
1122,-2,2,0,1,-3,3,1
1123,1,-2,3,-3,1,1,3
1124,2,-2,3,-3,3,-3,3
1125,-1,2,1,-2,-1,3,2
1126,4,-3,3,-3,-1,4,3
1127,-3,0,2,-2,3,0,0
1128,3,-1,1,0,-3,1,4
1129,-1,0,4,0,-2,-1,2
1130,-1,0,4,-1,-2,3,2
1131,3,-3,2,0,-1,-1,4
1132,1,-2,2,-1,1,-1,3
1133,4,-3,-1,0,0,0,4
1134,3,-2,-1,3,-3,3,4
1135,0,-1,0,4,0,0,4
1136,0,-1,1,-1,2,-3,3
1137,3,-3,2,-2,0,3,3
1138,2,-2,3,-1,-1,-1,3
1139,0,4,-3,3,-3,0,1
1140,0,1,0,-1,0,2,2
1141,-2,2,0,0,-2,3,1
1142,0,4,-3,3,-3,3,1
1143,-3,3,-2,1,-1,1,1
1144,-1,3,-1,0,-1,-1,0
1145,-3,3,-2,1,1,-3,0
1146,0,0,0,0,0,0,2
1147,0,0,0,0,0,0,2
1148,-1,4,-3,-1,0,4,0
1149,1,2,-1,-1,0,1,5
1150,-2,3,-3,2,1,-3,1
1151,0,3,-3,1,-1,3,1
1152,2,0,-2,3,-3,0,4
1153,-1,0,0,1,-3,3,2
1154,-3,0,3,-1,-2,0,2
1155,-3,-1,0,0,0,0,2
1156,0,1,-1,1,0,0,1
1157,4,-3,1,-1,-1,4,4
1158,1,0,1,-2,-1,3,2
1159,-2,2,-3,3,-3,3,1
1160,-2,2,1,0,-1,-1,2
1161,-3,3,-3,1,2,-1,0
1162,-3,0,3,0,0,-3,2
1163,-2,3,0,-2,1,0,0
1164,-1,0,2,-3,2,-1,3
1165,-1,-1,1,0,0,-1,2
1166,-2,2,0,-2,2,-2,0
1167,0,4,-3,-1,0,0,0
1168,1,1,-3,1,-1,3,1
1169,0,1,0,-2,3,-2,5
1170,1,0,0,-2,2,1,5
1172,2,-3,3,-1,-2,3,3
1173,0,4,-3,3,0,-3,1
1174,2,-3,3,-2,1,-1,3
1175,2,-1,1,-3,2,-1,3
1176,3,0,-2,-1,0,3,5
1177,0,3,0,-3,3,-3,0
1178,0,-3,0,3,-3,3,4
1179,-1,0,0,0,0,-1,2
1180,3,-3,2,-1,2,-3,3
1181,0,4,0,-3,0,-1,0
1182,-1,0,3,-2,2,-1,3
1183,0,1,-2,3,-2,1,1
1184,0,-2,3,-1,0,-1,3
1185,-1,0,1,0,-2,0,2
1186,-1,3,-3,1,2,-2,0
1187,0,4,-3,3,0,-3,1
1188,3,0,-2,2,-2,-1,4
1189,0,0,0,4,-3,3,1
1190,1,2,-3,3,-2,1,1
1191,-3,-1,4,-1,-2,-1,2
1192,0,3,-3,2,-2,-1,1
1193,-2,0,2,-2,-1,0,2
1194,0,3,0,-2,1,-2,0
1195,3,-1,1,-2,-1,0,3
1196,3,0,0,0,-2,0,4
1197,0,0,3,-3,3,0,3
1198,-2,3,-1,0,-1,2,0
1199,-1,0,0,-1,-1,1,2
1200,0,-1,1,0,-3,3,2
1201,-1,1,-1,-1,1,-2,0
1202,2,-2,3,-3,2,-1,3
1203,0,3,-3,0,3,0,0
1204,-2,3,-3,1,2,-1,0
1205,3,-2,-1,1,-1,3,4
1206,1,-3,2,1,-2,-1,4
1207,3,-3,0,-1,0,0,4
1209,0,-3,1,1,1,-3,2
1210,0,3,-1,0,0,-1,0
1211,0,3,0,-3,0,3,0
1212,3,-3,0,-1,0,4,4
1213,1,0,-1,1,-1,2,4
1214,-3,3,0,-1,-2,3,0
1215,1,2,-3,0,3,-2,5
1216,3,-3,-1,0,0,0,4
1217,2,1,-3,3,-3,3,1
1218,4,-3,-1,4,-3,0,4
1219,-3,0,0,0,-1,4,2
1220,2,-2,1,-1,1,-1,3
1221,0,3,-3,1,-1,3,1
1222,-3,0,3,-3,3,-3,3
1223,-3,1,2,-3,1,2,0
1224,-3,-1,0,4,-3,3,1
1225,-3,3,-1,-2,3,-1,0
1226,3,0,0,0,-3,3,4
1227,2,-2,3,-3,2,-2,3
1228,0,3,-2,0,-1,3,1
1229,-3,0,2,-2,3,-3,0
1230,4,-3,-1,0,4,-3,5
1231,-1,0,0,0,1,-1,2
1232,0,4,-3,-1,4,-3,0
1233,0,0,0,0,0,0,2
1234,0,-1,3,-1,1,-1,3
1235,0,-3,0,-1,4,-3,5
1236,-1,-2,2,0,0,0,2
1237,2,-2,3,0,-3,2,4
1238,0,0,0,0,4,0,5
1239,-2,2,1,-1,-1,-1,2
1240,0,-3,0,-1,0,4,2
1241,-3,2,-2,0,3,0,0
1242,-2,2,1,-3,3,-2,0
1243,3,-3,3,-3,3,-3,3
1244,3,-3,2,1,-3,0,4
1245,0,0,0,0,4,-3,5
1246,0,4,-3,-1,0,0,0
1247,3,-3,1,2,-2,2,4
1248,-1,-1,0,1,-1,2,2
1249,0,2,-2,-1,2,-1,0
1250,-1,0,1,-1,2,-2,2
1251,-2,0,1,0,1,-2,2
1252,1,0,1,0,0,-2,2
1253,-1,1,-1,0,1,-1,0
1254,3,0,-3,3,0,-2,4
1255,-3,-1,0,0,0,0,2
1256,0,-3,3,0,0,-1,3
1257,4,-3,3,0,-3,2,4
1258,0,-2,2,-1,2,-2,3
1259,0,0,0,0,0,0,2
1260,3,-1,-2,2,0,0,4
1261,-3,3,0,-3,0,3,0
1263,-1,0,4,-3,3,-3,3
1264,-1,-1,3,-1,0,-2,2
1265,0,0,-2,0,0,2,5
1266,0,0,-3,0,3,-3,5
1267,0,-3,-1,0,0,0,4
1268,-3,-1,0,0,4,0,0
1269,-3,0,3,-3,0,3,2
1270,1,-1,0,1,-1,1,4
1271,0,0,0,4,-3,-1,1
1272,4,-3,0,3,-3,3,4
1273,-3,-1,4,-3,-1,0,2
1274,-3,2,0,-2,3,-3,0
1275,0,-2,3,-3,1,-1,3
1276,1,1,1,-1,-1,0,2
1277,-2,-1,3,-1,0,-1,2
1278,0,-1,0,2,-3,1,4
1279,0,0,-1,-2,0,3,5
1280,-1,2,0,0,-2,1,1
1281,-1,-1,3,-1,0,-1,2
1282,1,-1,3,-1,-1,-1,3
1283,0,0,0,0,4,-3,5
1284,0,2,-1,1,-2,2,1
1285,0,0,0,0,0,0,2
1286,2,-1,0,0,1,-1,5
1287,0,-3,0,3,0,-3,4
1288,0,0,0,4,0,-3,1
1289,0,0,0,4,-3,0,1
1290,0,3,0,-2,2,-1,0
1291,0,4,-3,-1,0,0,0
1292,-1,1,-3,0,3,-2,0
1293,1,1,1,-2,-1,0,2
1294,3,-3,3,-1,-2,1,3
1295,0,0,0,4,-3,-1,1
1296,4,-3,-1,0,0,4,4
1297,-1,4,0,-3,3,-3,0
1298,3,-3,3,-2,0,-1,3
1299,2,0,1,-2,1,-1,3
1300,1,0,1,-3,1,1,3
1301,0,-2,1,-1,3,0,3
1302,4,-2,1,-2,3,-2,3
1303,-2,0,2,-2,-1,1,2
1304,2,1,-2,-1,3,-1,5
1305,0,-1,1,-2,1,-1,3
1306,-3,2,-1,1,-1,1,1
1307,1,-3,3,0,0,-2,3
1308,3,-3,1,2,0,-1,4
1309,-1,-2,1,2,-2,0,2
1310,3,-3,3,-3,3,-3,3
1311,2,0,0,-1,0,1,5
1312,3,-3,2,1,-2,0,4
1313,0,0,0,0,0,0,2
1314,-1,1,0,0,0,0,2
1315,1,-1,3,-3,3,-3,3
1316,0,0,4,0,-2,-1,2
1317,0,0,0,0,4,-3,5
1318,2,-1,-2,2,-1,2,4
1319,-3,3,-3,3,-1,-2,1
1320,1,1,0,1,-2,1,4
1321,2,0,-2,2,-3,2,4
1322,2,-1,2,-2,-1,2,3
1323,4,-3,3,-3,3,-3,3
1324,1,-1,1,0,0,0,2
1325,0,-1,1,0,-2,0,2
1326,2,0,-1,0,0,1,5
1327,0,4,-3,-1,0,0,0
1328,2,-2,-1,2,0,0,4
1329,0,3,-3,3,0,-3,1
1331,1,1,-2,1,1,1,5
1332,-3,0,3,-3,2,-2,3
1333,-1,-2,3,-2,1,1,3
1334,0,3,-1,0,-2,1,1
1335,0,0,0,0,0,0,2
1336,-3,3,-3,1,2,-3,0
1337,-1,2,-2,1,-1,2,1
1338,0,1,-1,0,-1,3,1
1339,3,0,-1,1,-3,3,4
1340,-2,1,-2,0,3,-3,0
1341,4,-3,0,3,0,-3,4
1342,4,-3,-1,4,-3,-1,4
1343,-3,3,-1,-2,3,-1,0
1344,3,-3,3,-2,-1,3,3
1345,3,-3,3,0,0,-3,3
1346,3,0,-2,0,2,-1,5
1347,0,0,4,-3,-1,0,3
1348,3,-3,0,3,-1,0,4
1349,3,-1,0,-2,3,0,5
1350,1,-1,3,-2,2,-3,3
1351,2,0,-1,0,0,1,5
1352,0,1,0,-1,1,0,5
1353,2,0,-1,-2,1,-1,5
1354,0,-1,-2,1,1,-2,5
1355,3,-3,-1,0,0,0,4
1356,3,-3,3,0,-3,0,4
1357,2,-1,1,-1,0,2,3
1358,3,0,-2,2,-1,-1,4
1359,0,-3,2,1,-1,-2,2
1360,2,-2,1,2,0,-3,4
1361,-1,4,-1,1,0,0,0
1362,0,0,1,-1,-1,2,2
1363,1,-2,1,-1,2,-3,3
1364,-1,3,-3,0,3,-2,0
1365,0,-3,0,3,-3,2,4
1366,-2,3,-3,3,-2,2,1
1367,0,0,0,0,0,0,2
1368,2,-1,-1,2,-3,0,4
1369,1,-3,3,-3,2,-2,3
1370,-3,0,3,-3,3,-3,3
1371,2,-3,2,-1,2,-3,3
1372,-1,0,0,0,0,0,2
1373,0,2,-2,-1,3,-2,0
1374,1,-1,1,1,-3,1,4
1375,-1,0,3,-3,2,-1,3
1376,0,0,-1,-2,3,-2,5
1377,-1,-1,3,0,-3,3,2
1378,0,3,-3,0,3,-3,0
1380,-3,0,3,-3,0,3,2
1381,-2,0,3,-3,0,3,2
1382,1,-2,3,-2,-1,3,3
1383,2,-3,2,-2,0,3,3
1384,-1,0,1,0,0,0,2
1385,-3,3,-3,3,-1,-2,1
1386,1,-1,-1,1,-2,3,4
1387,3,-3,1,-1,3,-3,3
1388,-1,0,-1,3,-1,0,1
1389,0,0,4,-3,3,-3,3
1390,2,-3,3,-2,0,2,3
1391,0,3,-3,3,-3,-1,1
1392,-2,1,0,2,-2,1,1
1393,0,0,4,0,0,-1,2
1394,0,3,-3,0,3,0,0
1395,3,-2,2,0,-3,1,4
1396,3,-2,2,0,-2,0,4
1397,0,1,0,0,-1,1,2
1398,1,2,-3,3,-3,3,1
1399,-1,0,0,4,-3,-1,1
1400,-1,3,-3,0,3,-1,0
1401,2,0,-2,3,-3,2,4
1402,-1,0,0,0,2,-3,5
1403,0,-1,4,-3,3,-3,3
1404,1,1,-1,0,-2,1,1
1405,2,-1,0,2,-3,3,4
1406,-1,0,0,0,0,0,2
1407,-3,-1,4,-3,-1,0,2
1408,-3,3,-1,-2,0,3,0
1409,-1,0,3,0,-3,0,2
1410,2,-2,1,1,-1,-1,4
1411,0,-2,3,0,-3,1,2
1412,3,-2,1,-1,1,0,3
1413,3,-1,-2,2,0,0,4
1414,-1,-1,2,0,-1,1,2
1415,-1,-1,2,0,-2,1,2
1416,0,0,1,-1,2,-3,5
1417,-3,3,-1,0,-2,3,1
1418,-1,-1,2,-3,1,-1,3
1419,0,4,-3,-1,0,0,0
1420,1,-1,2,-2,0,0,3
1421,3,-1,1,-3,3,-2,3
1422,3,-3,0,3,-3,3,4
1423,0,-2,3,-2,2,-3,3
1424,0,-3,3,0,-2,-1,2
1425,-1,0,0,0,0,0,2
1426,3,-1,0,-2,3,0,5
1427,-3,3,-1,1,-3,1,1
1428,-1,-1,3,-3,2,0,3
1429,-1,-1,-1,-1,0,4,2
1430,-3,0,3,-3,3,-3,3
1431,3,-1,0,-2,3,0,5
1432,0,-2,2,0,0,-2,2
1433,-1,-2,2,1,-3,3,2
1434,0,3,-3,3,-2,-1,1
1435,-1,2,1,-2,0,0,0
1436,-1,0,2,-1,0,0,2
1437,-3,3,-3,0,3,-3,0
1438,2,1,-1,0,-1,-1,5
1439,-1,0,0,-2,0,3,2
1440,1,-1,-1,3,-1,-1,4
1441,1,-1,0,0,0,1,5
1442,0,0,0,0,4,0,5
1443,0,4,0,-1,-2,-1,0
1444,0,2,-1,-1,0,0,0
1445,3,0,-3,3,-1,-2,4
1446,0,4,-3,-1,0,0,0
1447,3,-2,-1,3,-3,3,4
1448,-3,0,1,-1,2,1,0
1449,-3,1,1,1,-1,1,2
1450,0,0,0,0,0,0,2
1451,4,0,-1,1,-3,1,4
1452,2,1,-2,0,2,-1,5
1453,4,-3,3,-3,-1,0,3
1454,-1,-2,3,0,-3,2,2
1455,0,0,0,0,0,0,2
1456,1,-1,2,-2,1,-1,3
1457,-2,-1,0,3,0,-2,1
1458,-3,-1,0,0,0,0,2
1459,0,0,4,-3,0,-1,3
1460,-1,-1,-1,3,0,-2,1
1461,2,-2,0,2,-1,-1,4
1462,-3,3,0,-3,0,3,0
1463,0,0,1,0,-1,-1,2
1464,3,-2,1,0,-1,2,4
1465,-2,3,0,-2,-1,3,0
1466,0,1,0,-1,0,1,2
1467,0,4,-3,-1,0,4,0
1468,-2,0,0,1,0,-1,2
1469,-2,-1,3,0,-2,0,2
1470,0,0,0,-1,-2,1,2
1471,-1,4,-3,-1,0,0,0
1472,-1,1,2,-2,-1,1,2
1473,0,0,0,0,0,0,2
1474,-1,0,1,0,-2,1,2
1475,0,-2,-1,1,2,-2,5
1476,0,0,0,0,0,4,2
1477,2,-3,2,0,-2,0,4
1478,-3,2,0,0,1,-2,0
1479,3,-3,-1,0,0,4,4
1480,2,0,0,-1,0,0,5
1481,2,-1,1,-1,0,1,3
1482,2,-3,2,1,-1,1,4
1483,2,0,0,-1,-1,1,5
1484,0,0,1,2,-3,3,4
1485,-1,1,0,-1,0,2,2
1486,-1,0,4,-1,1,-3,3
1487,0,0,-1,1,0,-2,5
1488,3,0,-3,3,0,-3,4
1489,3,-3,3,-3,0,0,3
1490,-2,0,2,-3,3,-3,3
1491,4,0,-1,-2,3,-3,5
1492,0,4,0,-3,-1,0,0
1493,-2,2,-1,-1,3,-3,0
