CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,식품_생활_고가_clust_id
751,-3,3,-3,3,-2,1,2
752,-2,1,-2,3,-1,-2,2
753,0,0,-1,1,-1,0,4
754,2,1,-3,1,0,0,1
755,0,0,0,-2,3,-2,1
756,2,-2,-1,0,3,-1,1
757,-1,1,0,1,-2,2,2
758,0,3,-3,3,-3,1,2
759,0,-1,1,-1,0,2,0
760,-3,3,-3,3,-3,3,2
761,-2,2,-3,1,0,0,2
762,-2,0,1,0,-1,1,0
763,-1,1,-2,2,0,-1,2
764,-2,1,-2,3,-2,0,2
765,-1,1,0,0,-1,0,0
766,-2,1,-1,1,-1,2,2
767,-2,1,-2,3,-2,0,2
768,-1,0,-1,1,-2,3,2
769,0,2,-2,2,-3,2,2
770,-1,2,-3,2,-1,2,2
771,-2,0,0,1,-1,0,0
772,0,1,-3,0,3,-2,5
773,0,2,-2,1,-1,1,2
774,0,1,-2,3,-2,1,2
775,-1,1,0,-1,0,1,5
776,2,-2,1,0,0,-1,3
777,-1,2,1,-3,2,-1,5
778,2,-1,1,-1,2,-3,3
779,0,0,-2,2,0,0,4
780,3,-3,3,-3,3,-3,3
781,-3,0,1,2,-3,3,0
782,2,-2,1,-1,-1,3,3
783,-2,3,-1,1,-3,1,2
784,1,-2,1,1,-2,1,4
785,0,-1,0,0,2,-3,1
786,-2,3,-1,0,-1,1,2
787,-2,1,1,0,0,-1,0
788,-1,2,-2,-1,2,1,5
789,-1,0,-2,2,1,0,1
790,1,0,-2,0,2,0,1
791,-3,2,-1,2,-3,3,2
792,1,-1,1,1,-2,-1,4
793,-2,2,-3,2,-1,1,2
794,2,0,-2,0,3,-2,1
795,1,-1,1,0,1,-2,1
796,-1,0,0,1,0,-1,0
797,1,-1,2,-2,0,-1,3
798,-1,4,-2,1,1,-1,5
799,-1,-1,-1,3,-2,0,4
800,1,-1,2,-3,3,-2,3
801,-2,1,0,-1,0,1,5
802,-2,0,1,-1,1,-1,0
803,-1,2,-3,3,-1,1,2
804,3,-2,-1,3,-3,3,4
805,-1,3,-2,1,0,-1,2
806,0,1,0,0,-2,3,0
807,2,0,0,-1,2,-1,1
808,-1,1,0,-1,0,1,5
809,-1,0,1,-1,0,0,0
810,-2,3,-3,2,-2,3,2
811,0,1,0,1,-3,1,4
812,3,-2,-1,3,-3,2,4
813,-1,2,-2,0,1,-1,5
814,1,1,-2,-1,3,-2,1
815,0,2,-2,0,-1,1,2
816,3,-3,3,-3,1,1,3
817,-1,2,-3,1,2,-3,5
818,-1,1,1,-3,2,-1,5
819,3,0,-3,3,-3,2,4
820,-1,1,0,-1,0,1,5
821,1,0,-1,1,-1,0,4
822,-1,1,-1,1,-1,2,2
823,0,2,-3,2,-1,-1,2
824,-2,3,-3,3,-2,1,2
825,3,0,-2,1,-2,0,4
826,-3,0,0,3,-3,3,2
827,1,0,-1,-1,2,1,1
828,0,0,0,2,-3,1,4
829,-3,1,-1,2,0,-1,2
830,-1,0,-2,2,-1,1,2
831,1,0,-2,3,-1,0,4
832,-2,2,-2,0,1,1,5
833,-1,1,-1,1,-1,1,2
834,1,0,0,-1,0,2,1
835,3,-3,2,0,-2,2,3
836,0,1,-2,0,2,-1,1
837,1,-1,-1,3,-1,-1,4
838,-2,2,-3,2,0,-1,2
839,2,0,-1,0,1,0,1
840,0,0,4,-2,2,-1,3
841,4,0,-3,3,-3,3,4
842,-3,2,1,-3,3,-3,5
843,0,1,-1,0,2,-1,1
844,-3,3,-2,0,0,0,5
845,-2,2,0,-1,2,-3,5
846,1,-1,0,1,-2,2,4
847,0,1,-1,2,-1,-1,2
848,3,-3,2,1,-1,0,3
849,1,-1,1,1,-3,2,4
850,-1,0,0,1,-1,1,0
851,-1,-1,0,0,-1,3,0
852,-2,2,-1,0,-1,0,2
853,0,-1,1,-1,1,0,3
854,1,0,-1,0,1,-1,1
855,0,0,-2,2,-1,2,4
856,-3,3,-3,2,-2,0,2
857,-1,3,-1,0,0,-1,5
858,-3,1,2,-2,1,0,5
859,1,0,-2,3,-1,-2,4
860,0,1,-1,1,-1,1,2
861,-1,-1,1,-2,3,0,3
862,0,-1,1,-1,1,-1,3
863,-3,3,-3,3,-2,1,2
864,2,-1,2,-1,-2,3,0
865,0,1,-2,3,-2,1,2
866,1,-1,2,-3,2,-2,3
867,2,-1,-1,1,-1,0,4
868,-2,0,-1,3,-2,1,2
869,-3,1,0,2,-1,-2,2
870,3,-2,1,-1,-1,3,3
871,0,2,-1,0,-1,1,2
872,-1,0,0,2,-3,2,4
873,3,0,-1,0,-1,1,1
874,-1,0,2,-1,-1,-1,0
875,0,-1,1,-1,0,0,0
876,1,-2,3,-2,1,-2,3
877,0,0,0,0,-2,3,0
878,1,1,-2,2,-3,1,4
879,-2,3,-3,3,-2,2,2
880,-2,2,0,-1,0,1,5
881,-2,3,-3,2,-2,3,2
882,1,-1,0,-1,-1,2,1
883,3,-3,3,-3,3,-3,3
884,2,-1,1,-2,2,1,3
885,0,1,-1,1,0,0,1
886,-3,3,-3,3,-1,0,2
887,-2,0,0,2,-1,-2,2
888,-1,1,0,-2,3,-2,5
889,0,-1,2,1,-3,1,0
890,0,-1,0,2,-2,0,4
891,1,-1,0,1,0,-2,1
892,1,1,-2,-1,3,-2,1
893,-1,1,0,0,-1,0,0
894,3,0,-1,-2,2,1,1
895,-2,1,0,1,-2,-1,2
896,-3,2,-1,1,-1,-1,2
897,0,-3,3,-1,-1,0,3
898,-1,1,-1,0,1,0,5
899,-3,1,0,-1,3,0,5
900,-1,1,-1,1,0,0,2
901,-3,1,-1,3,-3,0,2
902,0,-2,-1,3,-2,0,4
903,3,-3,1,2,-1,-2,4
904,-1,1,-1,1,-1,1,2
906,2,-1,1,1,-1,-1,4
907,1,-3,3,-1,-1,1,3
908,1,-1,1,1,-3,3,4
909,-1,0,0,1,-1,1,0
910,2,1,-2,2,-2,1,4
911,-3,3,-2,0,-1,1,2
912,2,-1,1,0,-1,0,1
913,1,-1,-1,3,-2,0,4
914,1,2,-3,3,-3,1,2
915,-1,2,1,-1,-2,3,0
916,-2,3,-2,-1,2,0,5
917,1,0,-2,2,-2,3,4
918,-1,0,-2,3,-2,0,2
919,-3,3,-2,0,2,-3,5
920,-1,3,-1,0,0,-2,5
921,-2,-1,3,-3,2,0,3
922,3,-3,2,-1,1,-1,3
923,-2,1,-1,0,1,-2,5
924,0,-3,2,1,-3,0,0
925,-2,0,0,2,-2,0,2
926,1,0,-1,1,-2,1,4
927,1,0,-1,0,0,-1,1
928,0,0,-2,2,-1,0,4
929,1,-1,-2,0,3,-3,1
930,-1,1,-2,1,1,1,5
931,0,-1,0,0,1,-1,1
932,-2,1,0,0,1,1,5
933,1,0,-2,2,0,-1,4
934,0,3,-3,3,-2,1,2
935,2,-3,2,-1,0,0,3
936,-1,3,-3,2,-2,3,2
937,3,-1,-1,-1,3,0,1
938,3,0,-2,0,1,-1,1
939,1,1,-2,2,0,1,4
940,4,0,-3,3,-3,3,4
941,0,0,0,-2,3,-3,1
942,0,-1,0,0,-1,3,0
943,0,1,-1,1,-1,1,2
944,0,1,0,-2,3,-2,5
945,-1,1,-1,2,-2,1,2
946,3,-1,0,1,-1,-1,4
947,3,-2,1,1,-3,3,4
948,-3,3,-1,0,-2,2,2
949,-3,2,1,0,-3,1,0
950,2,-2,-1,1,1,1,1
951,-1,0,-1,3,-2,1,2
952,-1,-1,3,-2,1,-1,3
953,3,-1,-2,3,-3,2,4
954,-3,2,-1,1,-1,2,2
955,2,-2,0,0,1,-1,1
956,3,-3,3,-3,2,1,3
957,1,-2,-1,3,-3,3,4
958,1,-1,2,-3,2,1,3
959,-2,2,-3,2,-2,0,2
960,0,2,-2,-1,0,3,5
961,2,0,-3,3,-1,0,4
962,-2,-1,3,-1,-2,3,0
963,2,-3,0,3,-1,-2,4
964,-3,3,-2,2,-2,0,2
965,-1,1,-3,3,-2,1,2
966,-1,1,-2,1,0,2,2
967,0,1,-2,3,-1,-1,2
968,-2,1,-1,1,-2,1,2
969,-2,3,0,-3,0,3,5
970,-2,1,-2,2,-2,3,2
971,-3,3,-2,1,-2,3,2
972,2,0,-2,0,-1,4,1
973,0,1,0,-1,1,-1,5
974,-1,0,-2,3,-2,-1,2
975,-2,3,-1,-2,1,2,5
976,-3,2,-1,2,-3,3,2
977,3,-3,3,-3,3,-3,3
978,-3,0,-1,4,-3,3,2
979,0,0,0,-1,0,2,1
980,0,1,-2,1,-1,1,2
981,0,0,-1,-1,2,0,1
982,0,-2,0,0,2,-3,1
983,-2,2,-1,1,-1,1,2
984,0,1,0,-2,2,-1,5
986,2,-2,3,-3,3,-3,3
987,3,0,-3,0,3,0,1
988,3,0,-3,0,-1,0,1
989,-1,3,-2,1,-2,3,2
990,-3,1,2,-3,2,-1,5
991,-2,2,-2,3,-3,1,2
992,-1,3,-3,3,-3,3,2
993,0,0,4,-2,1,1,3
994,-3,3,-1,1,-2,-1,2
995,0,2,-2,1,-1,-1,2
996,-1,1,-2,3,-3,0,2
997,0,-1,2,-1,-2,2,0
998,-3,2,1,-3,3,-3,5
999,-2,3,-3,3,0,-1,2
1000,0,2,-2,1,-2,2,2
1001,-1,0,-2,3,-3,2,2
1002,-1,3,-2,1,-2,2,2
1003,-1,1,-2,1,0,-1,2
1004,3,-3,0,3,-2,2,4
1005,-2,1,-1,2,-3,1,2
1006,0,2,-2,0,0,1,5
1007,3,-3,3,-3,0,3,3
1008,3,-1,-1,0,1,-1,1
1009,1,-3,3,-2,1,-2,3
1010,-2,1,-1,2,-2,-1,2
1011,2,-1,1,-2,3,-3,3
1012,-3,3,-1,-1,0,1,5
1013,1,1,-3,1,0,0,1
1014,-3,3,-3,2,1,-3,2
1015,-2,2,-3,3,-2,-1,2
1016,-2,3,-2,0,-1,3,2
1017,-1,-1,0,0,-1,2,0
1018,-3,2,-1,2,-1,-1,2
1019,-1,-1,-1,3,-2,-1,4
1020,3,-3,2,0,-1,1,3
1021,-2,3,-3,3,-1,-1,2
1022,0,0,1,-1,1,-1,0
1023,0,0,-2,1,1,1,1
1024,1,-1,-2,2,1,-2,1
1025,1,0,2,-1,-2,3,0
1026,1,0,0,-2,3,-1,1
1027,2,-3,1,2,-1,-2,4
1028,2,-3,2,0,-1,-1,3
1029,1,-1,-1,3,-1,-1,4
1030,-1,-1,1,0,-1,1,0
1031,-2,2,-1,0,1,0,5
1032,-2,1,1,-3,3,-3,5
1033,-1,1,-1,0,1,0,5
1034,1,0,-1,-1,2,0,1
1035,-1,-1,-1,3,-2,1,4
1036,-2,-1,0,3,-1,-1,4
1037,-2,0,0,1,-1,0,0
1038,-1,2,-3,3,-2,1,2
1039,-3,3,-1,0,-2,1,2
1040,3,-3,3,-1,-2,3,3
1041,3,-3,3,-1,0,-1,3
1042,0,-2,1,-1,-1,0,0
1043,-2,0,0,2,-3,2,2
1044,-1,-1,2,-2,-1,3,0
1045,1,-3,3,-3,2,1,3
1046,1,-1,-1,3,-1,-1,4
1047,-3,3,-3,1,2,-3,5
1048,0,0,0,-1,0,1,1
1049,-3,3,-3,1,2,-3,5
1050,1,1,0,-2,3,-2,1
1051,1,-3,0,1,-1,3,4
1052,0,1,-2,-1,3,-2,5
1053,1,-1,0,-1,0,3,1
1054,-2,2,-3,0,3,-3,5
1055,-1,3,-2,1,-1,0,2
1056,3,-3,3,-3,3,-3,3
1057,-1,0,1,0,-1,2,0
1058,-2,0,1,1,-2,0,0
1059,-2,-1,2,0,-1,1,0
1060,-3,3,-3,3,-2,1,2
1061,3,0,-3,2,-2,0,4
1062,3,-3,3,-3,3,-3,3
1063,-2,1,-1,1,-1,1,2
1064,2,-2,1,-1,-1,3,3
1065,-1,1,0,-1,0,0,5
1066,-1,1,-3,2,-2,3,2
1068,-3,3,-2,0,0,1,5
1069,-2,1,1,-1,1,-1,5
1070,0,2,-1,0,-2,2,2
1071,-1,1,-2,1,1,-1,5
1072,-2,0,0,0,-1,3,0
1073,1,1,-2,1,-1,1,4
1074,-1,0,0,0,0,0,0
1075,1,0,-1,2,-2,0,4
1076,1,-1,1,0,-2,2,0
1077,0,1,-1,2,-2,0,2
1078,3,-2,-1,3,-3,0,4
1079,3,-3,2,-2,1,1,3
1080,0,0,2,-3,2,-1,3
1081,-1,-1,1,-1,1,-1,0
1082,1,-2,2,0,0,0,3
1083,3,-3,0,3,-1,-1,4
1084,-1,-2,3,0,-3,3,0
1085,1,0,-2,3,-3,2,4
1086,2,0,-1,0,1,0,1
1087,1,-1,0,2,-3,2,4
1088,0,1,0,-2,3,-3,5
1089,-2,0,1,-1,0,1,0
1090,0,-1,-1,2,-2,3,4
1091,0,2,-1,-1,1,-1,5
1092,-2,2,-1,-2,1,2,5
1094,-1,-1,1,-1,1,-1,0
1095,-1,-2,0,3,0,-3,4
1096,-3,3,-3,3,-3,0,2
1097,-3,3,-3,3,-2,0,2
1098,-1,0,1,-2,2,-1,5
1099,-2,1,0,1,-1,1,2
1100,0,-2,3,-2,0,2,3
1101,1,-2,-1,3,-3,2,4
1102,0,-1,0,1,-2,3,4
1103,2,-1,2,-2,1,0,3
1104,-3,2,1,-2,0,1,5
1105,0,0,-2,1,1,-1,1
1106,0,-1,1,-1,0,-1,0
1107,-3,3,-3,3,0,0,2
1108,-1,2,-2,2,-2,1,2
1109,-1,1,-1,1,-2,0,2
1110,-2,1,-2,2,1,-1,2
1111,0,-2,1,0,1,-1,3
1112,-1,0,-2,1,0,2,2
1113,-3,1,1,0,-1,0,0
1114,-1,2,-2,1,-2,2,2
1115,-1,1,0,-1,1,-1,5
1116,3,-2,1,-2,3,-2,3
1117,-3,3,-2,2,-3,2,2
1118,-2,1,-1,2,-1,0,2
1119,0,2,-3,2,-2,3,2
1120,-1,0,-2,3,-2,-1,2
1122,1,0,-2,3,-3,2,4
1123,-1,1,0,-1,1,0,5
1124,-2,3,-2,1,-1,0,2
1125,-3,3,-2,2,-3,3,2
1126,0,2,-2,-1,2,1,5
1127,3,-3,3,-3,0,2,3
1128,3,-3,3,0,-3,3,3
1129,0,1,0,0,-2,2,0
1130,2,1,-1,-1,1,-2,1
1131,-1,2,-2,1,-1,1,2
1132,-2,-1,3,0,-2,-1,0
1133,3,-3,3,-3,3,-3,3
1134,1,-1,1,-2,2,-1,3
1135,0,-1,0,0,-2,2,0
1136,-1,-1,1,0,-1,0,0
1137,0,1,-1,0,0,1,1
1138,3,-3,3,-2,2,-3,3
1139,-1,1,0,0,-2,0,0
1140,-1,1,-1,0,0,2,5
1141,0,1,-1,1,-1,1,2
1142,0,-3,0,3,-3,3,4
1143,-1,-1,1,-1,0,1,0
1144,3,-2,-1,1,1,0,1
1145,0,1,-2,3,-3,2,2
1146,-2,0,0,-1,2,1,5
1147,1,-3,3,-1,-1,1,3
1148,-2,3,-2,0,0,2,5
1149,-2,3,-3,3,-3,1,2
1150,1,-1,1,-2,3,-2,3
1151,3,-2,-1,3,-1,-2,4
1152,0,-1,1,-1,1,0,3
1153,-3,3,-3,2,-2,0,2
1154,0,-3,1,-1,3,0,3
1155,-1,1,0,0,-1,1,0
1156,0,1,-1,1,-1,1,2
1157,2,1,-1,-1,1,-1,1
1158,0,1,-2,2,0,1,2
1159,-1,-1,0,1,-2,2,0
1160,-1,3,-3,2,-1,1,2
1161,2,-2,1,-2,3,-2,3
1162,-2,3,-1,-1,1,-1,5
1163,-2,1,0,1,-2,0,2
1164,-3,1,1,0,-2,2,0
1165,-1,2,-2,0,1,-1,5
1166,-1,-1,1,0,-1,1,0
1167,0,2,-1,-1,0,2,5
1168,3,-2,0,1,0,-1,1
1169,0,0,-1,1,0,-1,1
1170,1,-1,1,-1,1,-1,3
1172,-1,0,0,2,-3,2,4
1173,-3,3,-3,3,-3,3,2
1174,2,-3,3,-1,-2,2,3
1175,-3,3,-3,1,1,-1,5
1176,0,2,-3,3,-3,2,2
1177,-3,3,-3,3,-3,3,2
1178,-3,3,-2,1,-1,0,2
1179,0,-1,1,1,-1,-1,0
1180,3,-1,-2,3,-3,2,4
1181,-3,2,-1,1,-2,1,2
1182,-2,2,0,-2,2,-1,5
1183,0,-1,1,-2,2,-2,3
1184,2,-2,1,0,-1,1,3
1185,-1,-2,3,-1,-2,3,0
1186,-3,3,-2,1,-2,3,2
1187,2,-3,3,-2,2,-3,3
1188,-3,3,-1,-1,0,0,5
1189,0,3,0,-2,1,1,5
1190,-1,3,-3,2,0,0,2
1191,-2,0,3,-3,1,1,0
1192,1,0,-1,0,-1,-1,1
1193,2,-2,-1,2,0,-2,4
1194,-3,3,-3,3,-1,-2,2
1195,-1,3,-3,2,-1,-1,2
1196,-1,3,-3,0,3,0,5
1197,3,0,-3,2,0,0,4
1198,3,-2,2,-3,2,-1,3
1199,-3,2,1,-2,0,2,5
1200,-2,2,1,-3,1,2,5
1201,0,2,-1,-1,2,-2,5
1202,-1,2,-1,0,-1,1,2
1203,3,-2,-1,3,0,-3,4
1204,-2,0,1,-1,1,1,0
1205,0,0,0,1,-2,3,4
1206,1,0,-1,0,0,1,1
1207,3,-3,3,-3,2,0,3
1209,-2,0,0,1,0,0,0
1210,-2,3,-1,-1,1,-1,5
1211,-3,2,0,1,-3,1,2
1212,-2,3,-2,0,0,0,5
1213,-2,1,-1,0,1,1,5
1214,-1,0,-2,3,-1,-2,2
1215,-1,0,0,0,-2,2,0
1216,1,-1,0,1,-2,3,4
1217,-3,3,-3,2,0,-1,2
1218,-2,1,0,2,-3,0,2
1219,0,0,0,0,-1,0,0
1220,-1,1,-1,1,-2,2,2
1221,-1,1,0,0,-2,2,0
1222,-2,1,-2,1,-1,2,2
1223,1,-3,0,2,0,-1,4
1224,-2,2,-3,3,-3,2,2
1225,-2,1,-1,1,-1,2,2
1226,1,-2,3,-3,3,-3,3
1227,1,1,-1,0,-1,1,1
1228,-2,3,-2,2,-3,2,2
1229,3,-3,3,-3,3,-2,3
1230,3,-3,3,-3,3,-3,3
1231,-1,1,-1,0,1,0,5
1232,-1,1,-1,0,0,2,5
1233,4,-3,3,-3,3,0,3
1234,2,0,0,0,-1,1,1
1235,-1,1,-1,0,1,0,5
1236,-1,1,0,-1,0,1,5
1237,0,0,-2,2,-2,3,4
1238,3,-1,0,-2,3,-3,3
1239,1,0,-1,2,-3,1,4
1240,0,1,0,-2,1,-1,5
1241,-1,1,-1,-1,2,0,5
1242,0,0,-1,1,0,0,1
1243,2,-2,0,1,0,0,1
1244,-1,1,-1,0,0,0,5
1245,-3,0,3,0,-3,1,0
1246,3,-2,-1,2,0,-2,4
1247,-1,1,-1,-1,-1,2,5
1248,-2,0,-1,3,-1,-1,2
1249,3,-1,-2,2,1,-1,1
1250,1,0,-1,1,-1,0,4
1251,1,0,-1,0,1,-2,1
1252,-2,3,-1,0,-1,1,2
1253,-2,2,-1,0,1,-2,5
1254,3,-2,-1,2,1,-3,1
1255,-2,0,-1,2,0,0,2
1256,0,-2,2,0,-1,-1,0
1257,-1,0,-2,3,-3,3,2
1258,1,-1,1,0,-2,2,0
1259,3,-2,0,1,-2,1,4
1260,1,0,-2,2,0,-1,4
1261,-2,1,-1,0,0,1,5
1263,3,-3,3,-3,2,-2,3
1264,-3,1,1,1,-3,0,0
1265,4,-1,-1,0,1,1,1
1266,2,-2,3,-3,3,-3,3
1267,1,-1,1,0,-1,0,0
1268,1,2,-3,2,1,-1,1
1269,1,0,-2,3,-2,1,4
1270,1,0,-2,3,-3,3,4
1271,1,-1,2,-3,2,1,3
1272,-2,3,-2,1,-1,0,2
1273,-1,-2,3,-2,-1,1,0
1274,0,2,-3,3,-2,0,2
1275,-2,2,0,-2,2,-2,5
1276,-2,3,-2,0,1,-1,5
1277,2,-1,-1,1,-1,1,4
1278,1,1,-2,1,-2,1,4
1279,3,0,-3,3,-2,2,4
1280,-1,-2,2,1,-3,3,0
1281,-1,0,1,0,-1,0,0
1282,3,-2,0,1,1,-1,1
1283,0,0,-1,1,0,-1,1
1284,1,0,1,-3,0,1,3
1285,-3,3,-3,-1,4,0,5
1286,1,1,-2,0,1,-2,1
1287,-2,1,2,-1,-1,0,0
1288,2,-2,0,2,0,-2,4
1289,-3,3,-2,0,1,-2,5
1290,1,0,-1,2,-2,1,4
1291,-3,0,3,-1,-1,-1,0
1292,-3,3,-3,0,0,3,5
1293,1,-1,0,1,-1,1,4
1294,1,-1,1,1,-3,1,4
1295,1,-1,2,-2,2,-3,3
1296,0,2,-3,3,-1,0,2
1297,-1,2,-2,1,-2,3,2
1298,0,0,1,-1,1,0,0
1299,2,0,-3,2,-2,2,4
1300,2,0,-1,-1,1,-2,1
1301,2,-3,3,-3,3,-3,3
1302,0,0,-1,1,0,-1,1
1303,3,-2,1,-2,0,3,3
1304,-1,3,-1,-1,0,1,5
1305,1,-2,0,0,-1,3,4
1306,-2,0,1,0,0,-2,0
1307,-2,0,2,-1,-1,0,0
1308,-3,2,1,-2,0,2,5
1309,-1,0,1,0,-2,3,0
1310,-3,3,-2,2,-3,3,2
1311,3,-3,3,-3,3,-3,3
1312,1,-2,2,-1,-1,2,3
1313,-2,-1,0,4,-2,0,4
1314,-1,-1,1,1,-2,0,0
1315,1,1,-3,1,1,0,1
1316,-1,3,-3,3,-1,-1,2
1317,-1,3,-1,1,-3,0,2
1318,-2,3,-1,0,-1,1,2
1319,-1,2,-3,0,3,0,5
1320,2,0,-1,2,-2,0,4
1321,-2,2,-1,2,-1,-1,2
1322,1,-1,0,1,-1,2,4
1323,0,-1,0,1,-2,3,4
1324,0,2,-1,-2,3,-2,5
1325,-1,3,-1,0,-1,0,2
1326,3,-2,1,-1,1,-1,3
1327,2,1,-2,0,2,-2,1
1328,1,0,-2,3,-2,1,4
1329,-1,1,0,-2,1,1,5
1331,0,1,-1,1,-1,1,2
1332,-1,0,1,-1,0,2,0
1333,2,-2,-1,0,3,0,1
1334,-1,3,-2,2,-2,1,2
1335,-1,1,-1,1,-1,2,2
1336,3,0,-2,0,1,0,1
1337,-2,2,-2,1,-1,2,2
1338,-2,3,-2,1,-1,2,2
1339,-1,4,-3,-1,4,-2,5
1340,-1,0,1,0,0,0,0
1341,0,0,1,-1,1,-2,0
1342,-1,-1,0,2,-3,1,4
1343,0,0,-1,0,1,-1,1
1344,-1,2,-3,3,-3,2,2
1345,0,2,-1,-1,0,0,5
1346,-1,0,1,0,-1,1,0
1347,1,-1,3,-1,-2,3,0
1348,-1,0,0,2,-1,-2,4
1349,2,-1,-2,2,-1,0,4
1350,3,-2,0,1,0,-2,1
1351,-2,1,-1,0,0,0,5
1352,-2,2,0,0,-1,0,5
1353,0,0,-2,2,-1,1,4
1354,-1,1,0,-1,0,1,5
1355,3,-1,0,-1,-1,2,1
1356,1,-2,1,-1,0,0,3
1357,-3,3,-3,3,-2,-1,2
1358,2,1,-3,2,-2,2,4
1359,-1,-1,1,0,-1,2,0
1360,1,0,0,1,-3,2,4
1361,-3,3,-3,3,-3,3,2
1362,0,-1,1,-2,3,-1,3
1363,2,1,-3,2,-1,0,4
1364,0,2,-3,-1,4,-2,5
1365,0,0,-1,0,0,1,1
1366,-3,3,-2,1,-2,2,2
1367,-3,2,-1,2,-3,3,2
1368,-1,0,-1,1,-2,2,2
1369,0,-2,-1,3,-1,0,4
1370,-2,0,2,-2,0,1,0
1371,-2,3,-3,2,-2,3,2
1372,-2,2,-2,-1,0,0,5
1373,3,-1,0,-1,-1,3,1
1374,1,0,-1,1,-1,1,4
1375,1,-2,0,-1,3,0,3
1376,-1,1,-1,0,2,-2,5
1377,-1,2,-3,1,1,0,5
1378,1,-2,1,2,-2,-1,4
1380,1,0,-1,1,-2,1,4
1381,2,-2,-1,3,-2,1,4
1382,1,-1,1,0,-2,2,0
1383,1,-1,1,-2,3,-3,3
1384,0,1,-2,3,-3,3,2
1385,3,-2,1,0,-2,2,4
1386,3,-3,3,-2,2,-2,3
1387,0,-2,2,1,-3,1,0
1388,-3,2,-1,0,1,-1,5
1389,-1,2,-3,3,-2,0,2
1390,-1,-1,4,-3,3,-3,3
1391,-1,-1,3,-1,-2,-1,0
1392,0,-2,-1,0,3,-1,1
1393,-3,-1,0,4,-1,-2,2
1394,0,-3,3,-2,0,-1,3
1395,-1,3,-2,1,-2,3,2
1396,0,1,-2,1,-1,1,2
1397,2,-1,-1,0,1,0,1
1398,0,2,-3,3,-3,1,2
1399,1,0,-1,2,-2,0,4
1400,0,-1,1,0,-1,0,0
1401,0,-2,2,-1,-1,1,0
1402,-1,0,-1,1,-1,0,2
1403,-3,3,-1,0,-1,1,2
1404,0,1,-3,3,-1,-1,2
1405,-1,1,-2,3,0,-3,2
1406,0,2,-1,2,-2,1,2
1407,-1,0,2,-2,3,-3,3
1408,1,-1,1,-2,2,-2,3
1409,-1,2,1,-2,0,1,5
1410,3,-2,-1,3,-1,-2,4
1411,0,-1,1,-1,1,-2,3
1412,2,-3,1,2,-1,-1,4
1413,0,0,0,1,-1,0,0
1414,0,2,-2,1,-2,3,2
1415,-2,1,-1,1,-1,2,2
1416,-1,1,1,-1,1,-1,5
1417,2,0,-2,3,0,-3,4
1418,0,1,-1,1,-2,2,2
1419,-2,1,-2,3,-2,0,2
1420,-1,1,-1,2,-2,1,2
1421,-2,3,-2,1,-2,1,2
1422,-1,-2,3,-2,0,-1,3
1423,2,-2,3,-2,-1,2,3
1424,-2,2,0,0,-1,2,5
1425,-2,1,-1,3,-3,1,2
1426,-3,3,-3,3,-1,1,2
1427,-1,3,-3,2,-2,3,2
1428,0,-1,0,0,2,-2,1
1429,2,-1,-1,1,1,-2,1
1430,1,-1,-1,3,-3,3,4
1431,-1,1,0,0,-1,1,0
1432,2,-2,3,-3,3,0,3
1433,0,-2,2,-2,0,3,3
1434,0,-1,-1,3,-3,1,4
1435,1,0,-2,1,1,1,1
1436,-1,1,-1,1,0,0,2
1437,-1,0,-2,1,1,-1,1
1438,0,-1,1,0,-1,-1,0
1439,1,-1,1,0,1,-3,1
1440,-1,1,0,0,-1,0,0
1441,1,1,-2,0,-1,3,1
1442,0,0,-2,2,-2,3,4
1443,-3,3,-3,3,0,-3,2
1444,3,-2,0,0,1,-1,1
1445,-1,3,0,-2,-1,3,5
1446,0,0,-1,-1,3,-2,1
1447,1,-2,3,-1,-1,2,3
1448,-1,-1,-1,2,-1,2,4
1449,-3,3,-2,1,-2,3,2
1450,-2,-1,3,-3,3,-3,3
1451,2,0,-1,-1,3,-2,1
1452,0,1,0,-1,0,1,1
1453,-1,3,-2,1,-2,3,2
1454,-1,2,-3,3,-3,3,2
1455,-3,1,-1,2,0,-1,2
1456,-2,3,0,-3,2,0,5
1457,-1,-2,3,-3,3,-1,3
1458,2,-1,-2,3,-3,3,4
1459,-3,3,-3,-1,0,0,5
1460,0,-1,2,-2,1,-1,3
1461,-1,-2,1,1,-1,2,0
1462,-2,1,-1,1,-1,0,2
1463,-1,0,0,0,0,-1,0
1464,2,0,1,-3,0,3,3
1465,-3,3,-3,3,-2,0,2
1466,1,-2,2,-1,-1,3,3
1467,3,0,-3,0,0,3,1
1468,-1,1,-1,1,-1,1,2
1469,-3,2,-1,1,0,-1,2
1470,-3,3,-3,0,3,0,5
1471,-1,-1,0,0,2,-3,1
1472,1,-1,0,2,-3,3,4
1473,0,-1,0,1,-2,0,4
1474,0,2,-1,-1,-1,3,5
1475,-2,1,0,2,-2,2,2
1476,0,-3,3,0,-3,2,0
1477,3,-2,1,-2,3,-3,3
1478,-1,0,-1,3,-2,1,2
1479,-1,-1,0,1,1,-3,1
1480,0,1,-3,3,-3,2,2
1481,-1,1,-1,1,-1,2,2
1482,1,0,0,1,-3,3,4
1483,3,-3,3,-2,1,-1,3
