CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_고가_clust_id
761,4,-3,-1,0,0,4,2
762,-3,3,-2,-1,-1,0,4
763,2,0,-2,3,0,-2,3
764,-3,0,0,-1,0,0,0
765,-2,2,-2,2,-1,-2,5
766,0,4,-3,0,3,0,4
767,-1,-1,2,-2,0,1,1
768,4,-3,-1,4,0,-3,3
769,0,-1,0,4,-3,3,3
770,2,1,-3,3,-3,2,3
771,1,0,-1,-1,3,-2,0
772,3,0,-3,1,1,-2,0
773,1,-3,1,0,2,-1,2
774,2,-2,3,-3,3,-3,2
775,-2,-1,1,2,0,-3,0
776,-3,-1,0,0,0,0,0
777,0,-1,-1,3,0,-3,3
778,0,0,0,0,0,0,0
779,-2,0,0,0,-1,3,0
780,-2,1,2,-3,0,2,1
781,2,1,-3,3,-3,2,3
782,0,0,4,-3,-1,0,1
783,3,-3,3,-3,3,0,2
784,1,0,1,-1,-1,2,0
785,2,-3,1,2,-3,3,3
786,2,1,-1,-2,3,0,0
787,3,-3,3,0,-2,-1,2
788,-1,1,0,-2,3,-1,4
789,0,-3,1,2,-3,3,3
790,0,0,4,-3,-1,0,1
791,-3,-1,4,-3,0,3,1
792,2,-3,2,0,-1,0,2
793,0,0,0,0,0,0,0
794,-1,3,-2,1,0,-1,5
795,0,1,2,-3,3,-2,1
796,1,1,-3,3,0,-3,5
797,1,-1,2,-2,1,-1,1
798,0,0,0,0,0,0,0
799,0,0,4,-3,3,-3,1
800,-2,0,0,1,0,0,0
801,-2,1,1,-1,2,-3,0
802,-2,1,2,-1,0,-2,1
803,3,0,-3,3,-3,0,3
804,-1,0,0,4,-3,-1,3
805,0,0,0,0,0,0,0
806,0,1,0,0,0,-1,0
807,1,-1,2,-1,-1,0,1
808,-3,3,-3,2,1,-3,5
809,4,-2,-1,3,-2,1,3
810,-1,0,0,0,2,-2,0
811,4,-3,3,-2,-1,3,2
812,2,-3,2,0,0,-1,2
813,0,0,0,0,0,0,0
814,3,-1,-1,0,0,1,2
815,-3,3,-3,-1,0,0,4
816,-2,1,0,2,-2,0,5
817,0,0,0,-2,3,-2,0
818,3,-3,-1,4,0,-3,3
819,1,-2,3,-1,1,-3,1
820,-1,0,4,-3,-1,0,1
821,-3,-1,0,0,0,0,0
822,0,4,-3,-1,0,4,4
823,-1,0,-1,1,-1,2,0
824,2,-3,3,-3,3,-2,2
825,2,-2,3,0,-3,0,2
826,0,0,0,0,0,0,0
827,-3,3,-3,1,2,0,4
828,3,-2,0,0,-1,1,2
829,4,-3,-1,0,4,-3,2
830,-1,0,0,4,-2,1,3
831,4,-3,-1,0,4,-3,2
832,1,0,0,0,-1,1,0
833,-3,3,-2,2,-3,2,5
834,0,0,0,0,0,0,0
835,-1,3,-1,1,-3,-1,5
836,0,0,0,0,0,0,0
837,-3,-1,0,4,-3,3,3
838,-1,1,-1,1,0,0,0
839,2,0,0,-1,-1,3,0
840,0,0,4,-3,-1,4,1
841,-1,1,0,-1,1,-1,0
842,1,2,-3,3,-2,2,5
843,0,4,-3,-1,0,0,4
844,-3,2,0,1,-3,1,5
845,-1,1,-2,3,-3,2,5
846,1,-1,1,0,-1,0,0
847,-1,-2,3,-3,1,2,1
848,1,0,-1,0,0,1,0
849,0,0,0,0,0,0,0
850,-3,0,2,1,-3,1,0
851,0,0,0,0,4,-3,0
852,-1,2,-3,3,0,-2,5
853,0,0,4,-3,-1,0,1
854,-3,3,-3,3,0,-3,5
855,3,-2,0,1,1,-2,2
856,-3,3,-2,0,0,-1,4
857,-2,-1,3,0,-3,3,1
858,-2,1,0,-1,0,2,0
859,-1,0,1,0,-1,1,0
860,0,0,0,0,0,0,0
861,1,2,0,-3,1,-1,4
862,0,0,4,-3,-1,0,1
863,-1,3,-1,0,-2,2,5
864,0,0,0,0,0,4,0
865,2,-3,3,-3,3,-3,2
866,1,0,-2,3,0,-3,3
867,0,-2,0,1,-1,0,0
868,0,-1,4,-3,-1,0,1
869,-2,-1,2,1,-3,0,3
870,1,-1,0,0,2,-2,0
871,0,0,4,-3,3,-3,1
872,0,-3,-1,0,0,0,0
873,0,-3,-1,0,4,0,0
874,-1,0,2,-3,0,2,1
875,0,2,-3,3,-3,3,5
876,0,4,-3,-1,0,0,4
877,0,0,0,0,0,0,0
878,-1,-1,1,-2,1,2,1
879,-2,2,-3,1,1,-2,4
880,0,-1,4,-1,-1,1,1
881,0,0,0,0,0,0,0
882,-1,3,-1,1,-3,3,5
883,0,-1,2,-3,3,-1,1
884,2,0,0,-1,0,1,0
885,3,-3,0,3,-2,-1,3
886,-1,0,2,0,-1,-1,0
887,0,-2,3,-1,-2,0,1
888,0,4,-3,3,-2,-1,5
889,-3,3,-3,3,-3,3,5
890,2,-2,3,-2,1,-1,2
891,4,-3,3,-3,3,-3,2
892,0,0,0,0,0,0,0
893,-1,-1,0,1,-1,-1,0
894,0,1,-2,3,-1,0,5
895,0,-3,3,-3,1,-1,1
896,0,4,-3,-1,0,0,4
897,1,1,-1,0,1,-1,0
898,4,-3,-1,4,-3,2,3
899,-1,2,-2,0,-1,3,5
900,-3,3,-3,-1,0,0,4
901,0,0,0,0,4,-3,0
902,0,0,0,0,0,0,0
903,3,-1,0,1,-2,-1,3
904,1,-2,3,-1,0,1,1
906,0,4,-2,-1,3,-2,4
907,3,-2,0,2,-3,1,3
908,0,0,0,0,0,0,0
909,0,0,0,4,-3,-1,3
910,0,0,0,0,0,0,0
911,0,-1,1,-2,3,-3,0
912,2,1,-1,-2,3,0,0
913,-1,1,0,-1,0,2,0
914,1,-3,0,-1,4,-3,2
915,0,0,2,-3,3,-3,1
916,0,-2,3,-2,0,0,1
917,0,0,0,0,0,0,0
918,3,-3,2,1,-2,1,2
919,0,3,-3,3,0,-1,5
920,3,-2,-1,3,-1,-1,3
921,0,4,-3,-1,0,0,4
922,0,0,0,0,0,0,0
923,0,4,0,-3,2,0,4
924,-2,3,0,0,-3,3,5
925,2,-1,-2,3,0,-3,3
926,0,0,0,0,0,0,0
927,2,-2,-1,3,-3,1,3
928,1,-2,3,-2,1,-1,1
929,-1,1,1,-1,0,-1,0
930,0,0,0,0,0,0,0
931,0,2,-3,1,-1,0,5
932,0,4,-3,-1,4,-3,4
933,-3,-1,0,0,0,0,0
934,-1,1,-2,0,0,3,0
935,3,-3,3,-3,2,-1,2
936,-2,2,-2,2,0,0,5
937,-1,4,-3,3,-2,1,5
938,0,0,0,0,0,0,0
939,0,-1,0,1,0,-1,0
940,0,0,0,0,0,0,0
941,-1,3,-2,2,-3,3,5
942,0,0,0,0,0,0,0
943,0,-1,1,-2,0,3,1
944,-1,1,1,-3,1,2,1
945,-3,2,-1,0,1,-1,4
946,-2,-1,3,-2,-1,1,1
947,1,-2,2,-1,0,1,2
948,0,-1,-1,4,-3,3,3
949,0,3,-3,3,-3,0,5
950,0,-3,1,-1,3,0,2
951,0,0,4,-1,-2,3,1
952,2,0,-1,1,-2,1,3
953,-3,2,-2,3,-3,3,5
954,1,-3,3,-1,-1,1,1
955,-2,1,-2,1,2,-3,4
956,0,0,0,0,0,0,0
957,2,-1,-1,0,2,-3,0
958,-3,3,-1,-2,3,-1,4
959,3,-3,3,-2,0,-1,2
960,-1,3,-2,-1,-1,0,4
961,-3,-1,0,0,0,0,0
962,-1,-2,0,3,0,-2,3
963,-1,3,-3,-1,0,4,4
964,0,0,0,0,0,0,0
965,1,2,-2,2,-3,1,5
966,-2,2,-2,1,-2,3,5
967,0,0,4,-3,-1,0,1
968,-2,-1,0,0,4,-3,0
969,0,4,-3,0,3,-1,4
970,-1,0,0,0,0,0,0
971,-2,0,1,0,-2,2,0
972,0,-1,-1,4,0,-3,3
973,2,0,1,-1,0,-2,0
974,0,1,-2,2,0,-1,5
975,0,-2,3,-3,-1,4,1
976,0,0,0,0,0,0,0
977,-1,0,1,-1,0,0,0
978,1,-1,1,0,-2,3,0
979,0,0,0,0,0,0,0
980,-1,-1,3,-2,2,-2,1
981,0,0,0,0,0,0,0
982,-3,3,-3,3,-2,2,5
983,-1,0,2,-3,3,-2,1
984,0,2,-3,0,3,-2,4
986,0,-2,2,-1,-1,3,1
987,0,0,0,0,0,0,0
988,0,4,-3,-1,0,0,4
989,-2,2,0,-1,0,2,4
990,3,-1,0,-2,3,-2,2
991,2,1,-2,2,-3,1,3
992,-3,0,1,2,-1,0,0
993,-3,2,-2,3,-1,-2,5
994,0,-1,-1,3,-3,2,3
995,0,-2,3,-3,-1,4,1
996,2,-3,2,-2,3,-2,2
997,-2,-1,1,1,-1,2,0
998,-3,3,-3,3,-2,-1,5
999,-1,-1,1,-2,2,1,1
1000,-1,0,0,0,0,0,0
1001,0,-2,2,-1,1,-1,1
1002,-3,2,-1,1,0,-2,5
1003,0,0,0,0,0,0,0
1004,0,0,0,1,0,-1,0
1005,-1,1,-2,-1,0,-1,4
1006,2,0,-3,2,-1,-1,3
1007,-1,0,0,0,0,0,0
1008,1,0,-1,-1,1,2,0
1009,0,0,4,-3,-1,0,1
1010,0,0,0,0,0,0,0
1011,2,1,0,-3,0,3,0
1012,-1,0,0,0,4,-3,0
1013,-1,1,-1,-1,2,-2,4
1014,-1,1,0,-1,2,-2,0
1015,1,-1,0,1,-1,1,0
1016,3,-1,0,-1,0,1,2
1017,-3,-1,4,-3,2,-1,1
1018,0,1,0,-1,0,1,0
1019,-3,1,1,-2,3,0,4
1020,-1,4,0,-1,-2,3,4
1021,0,0,0,0,0,0,0
1022,-1,1,-1,0,0,1,0
1023,-1,0,0,4,-1,0,3
1024,-2,-1,3,0,-3,3,1
1025,-1,2,-2,-1,3,-2,4
1026,-3,3,-1,-2,2,0,4
1027,-2,2,0,0,0,0,4
1028,-1,1,1,0,-2,-1,0
1029,-3,2,1,-3,3,0,4
1030,3,-1,-2,-1,4,-3,2
1031,-3,-1,0,0,0,0,0
1032,3,0,-3,2,-1,1,3
1033,2,-1,-2,2,-1,2,3
1034,0,0,0,0,0,0,0
1035,0,0,0,0,0,0,0
1036,1,2,-2,1,-2,3,5
1037,2,1,-2,-1,3,-2,0
1038,3,-3,3,-3,0,3,2
1039,3,-1,1,-2,-1,0,2
1040,1,-1,1,-1,1,-2,0
1041,0,0,0,0,0,0,0
1042,0,0,0,2,-3,0,3
1043,0,0,1,0,-1,2,0
1044,3,-1,-2,1,2,-2,2
1045,-3,2,-2,3,-3,3,5
1046,0,-2,2,-1,0,-1,1
1047,-2,2,-1,1,-1,1,5
1048,0,0,0,0,0,0,0
1049,1,0,1,0,-2,1,0
1050,0,0,0,0,4,-3,0
1051,0,0,0,0,0,0,0
1052,-2,2,0,-2,-1,4,4
1053,-1,-2,3,-2,2,-3,1
1054,0,0,0,0,0,0,0
1055,0,0,0,0,0,0,0
1056,-3,3,-3,-1,0,0,4
1057,3,0,-3,2,1,-1,3
1058,1,0,-2,3,-3,3,3
1059,-2,-1,3,-1,-2,3,1
1060,-1,1,0,1,-2,1,5
1061,-3,3,-3,-1,0,4,4
1062,0,0,-1,-1,3,-2,0
1063,0,0,0,0,0,0,0
1064,0,4,-3,-1,0,4,4
1065,2,-3,1,2,-3,0,3
1066,-2,3,-1,-1,1,-1,4
1068,-3,1,-1,-1,0,0,4
1069,2,-2,0,0,1,-1,2
1070,0,0,0,0,0,0,0
1071,3,-3,3,-3,0,3,2
1072,2,-1,2,-3,2,0,2
1073,3,-2,-1,3,-3,3,3
1074,0,0,0,0,0,0,0
1075,-2,3,-2,-1,3,-3,4
1076,0,1,0,0,0,-1,0
1077,-1,1,-2,3,-2,-1,5
1078,-3,3,-2,-1,-1,0,4
1079,-3,-1,0,4,-3,-1,3
1080,0,0,0,0,0,0,0
1081,-2,-1,0,0,0,0,0
1082,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0
1084,-1,-2,2,1,-2,-1,3
1085,3,-3,3,-3,3,-3,2
1086,0,0,0,0,0,0,0
1087,1,-3,2,-2,3,-2,2
1088,0,-2,1,-1,1,0,0
1089,0,0,0,0,0,0,0
1090,2,0,-1,1,-1,0,3
1091,0,0,1,1,-3,0,3
1092,-1,-2,3,-3,0,3,1
1094,-3,2,1,-3,-1,0,4
1095,0,-1,3,-2,0,1,1
1096,-1,4,-3,3,0,-3,5
1097,0,4,-3,-1,0,0,4
1098,3,-1,-2,3,-3,2,3
1099,3,-3,3,0,-3,3,2
1100,0,-1,3,-3,3,-1,1
1101,-3,3,-2,0,-1,3,5
1102,0,0,0,0,0,0,0
1103,0,1,-1,0,1,-1,0
1104,-1,2,-3,1,-1,2,5
1105,-1,-1,4,-3,3,-3,1
1106,0,0,0,0,0,0,0
1107,0,-1,-2,0,3,-1,0
1108,-3,2,1,-2,-1,0,4
1109,0,0,0,0,0,0,0
1110,-3,2,-1,1,-2,3,5
1111,-3,1,-1,3,-2,2,5
1112,0,0,0,0,0,0,0
1113,3,-3,-1,0,0,0,2
1114,4,-3,-1,0,4,-3,2
1115,-1,1,-2,3,-2,0,5
1116,0,0,0,0,0,0,0
1117,0,-1,1,-1,0,1,0
1118,2,-2,-1,0,3,0,2
1119,3,-3,2,1,-2,0,2
1120,0,0,0,0,0,0,0
1122,-1,-1,0,4,-3,3,3
1123,-1,1,-1,0,-1,3,0
1124,3,-2,0,2,-2,0,3
1125,0,-3,3,-3,3,0,1
1126,-2,1,-2,3,-3,-1,5
1127,0,-2,0,1,-2,3,3
1128,3,-3,-1,4,0,-3,3
1129,3,-3,2,-2,3,0,2
1130,0,0,0,-1,1,-1,0
1131,3,-1,-2,3,-1,0,3
1132,0,0,0,0,0,0,0
1133,1,2,-2,0,-1,2,0
1134,0,4,-3,3,-3,-1,5
1135,0,-1,0,1,0,-2,0
1136,4,-3,0,0,3,-3,2
1137,1,2,-2,1,-2,2,5
1138,0,-1,1,0,-1,1,0
1139,-1,3,0,-3,2,-1,4
1140,0,0,0,0,0,0,0
1141,3,-3,0,3,0,-2,3
1142,0,-1,1,-1,3,-2,0
1143,0,0,0,0,0,4,0
1144,-2,3,0,-3,3,0,4
1145,0,0,0,0,0,0,0
1146,-2,2,-1,1,1,-1,4
1147,0,-1,0,2,-3,3,3
1148,4,-3,-1,0,4,-3,2
1149,0,0,0,0,0,0,0
1150,0,2,-3,3,-1,-2,5
1151,-1,3,-3,3,-1,-2,5
1152,-1,0,0,1,-1,-1,0
1153,3,-3,0,0,3,-3,2
1154,3,-3,-1,4,-3,2,3
1155,3,-3,2,1,-3,3,2
1156,-3,0,3,-3,-1,0,1
1157,1,-2,1,2,-2,0,3
1158,-3,-1,0,4,-3,3,3
1159,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0
1161,2,0,-2,1,-2,3,3
1162,1,0,2,-2,0,2,1
1163,0,2,-2,2,-3,2,5
1164,3,-3,2,-2,3,-3,2
1165,-3,3,-2,0,-1,3,5
1166,3,-2,1,-1,1,-1,2
1167,-3,-1,4,0,-3,1,1
1168,3,-3,3,-3,3,-3,2
1169,0,0,0,4,-3,3,3
1170,0,0,0,4,-3,-1,3
1172,1,-3,3,-3,3,-3,1
1173,0,3,-2,2,-3,2,5
1174,0,0,0,0,0,0,0
1175,4,-3,-1,0,0,0,2
1176,1,0,2,-2,1,-2,1
1177,3,-3,2,0,-1,2,2
1178,2,1,-2,1,-2,3,3
1179,0,0,-1,-1,3,-1,0
1180,0,0,0,0,0,0,0
1181,4,-1,1,-3,0,-1,2
1182,0,0,0,0,0,0,0
1183,-3,-1,0,0,0,0,0
1184,4,-3,3,-3,-1,0,2
1185,0,0,4,-3,3,-3,1
1186,-3,3,0,-1,-2,0,4
1187,-1,1,2,-3,3,-3,1
1188,0,0,0,0,0,0,0
1189,-1,4,0,0,0,-3,4
1190,0,0,0,0,0,0,0
1191,-2,-1,-1,0,0,0,0
1192,4,0,-3,-1,0,4,2
1193,-3,-1,0,4,-2,-1,3
1194,0,-2,1,-1,3,-3,0
1195,0,0,0,0,0,0,0
1196,-1,0,0,0,4,-3,0
1197,2,-3,3,-3,2,0,2
1198,0,0,0,0,0,0,0
1199,3,-2,1,1,-3,2,3
1200,-1,2,-3,3,-3,3,5
1201,-3,3,0,-3,-1,0,4
1202,0,0,0,0,0,0,0
1203,4,-3,-1,4,-3,-1,3
1204,0,0,0,4,-3,-1,3
1205,0,0,0,0,0,0,0
1206,0,0,0,4,-1,-2,3
1207,4,-1,-2,3,-2,2,3
1209,1,0,-1,3,-2,-1,3
1210,-3,-1,0,4,-3,-1,3
1211,-1,3,0,-3,2,-2,4
1212,0,-1,1,-1,0,1,0
1213,0,4,-3,-1,0,0,4
1214,0,-2,2,1,-1,-1,0
1215,-2,-1,3,-3,0,3,1
1216,4,-3,-1,4,-3,3,3
1217,4,-3,-1,0,0,0,2
1218,-1,4,-3,3,-3,-1,5
1219,-1,1,0,-1,0,1,0
1220,0,0,0,0,0,0,0
1221,3,-3,3,0,-2,-1,2
1222,3,-2,1,-1,-1,-1,2
1223,0,0,0,0,0,0,0
1224,0,-1,1,0,-1,0,0
1225,0,0,0,0,0,4,0
1226,0,-3,3,-3,1,-1,1
1227,-1,0,0,-2,2,-1,0
1228,-3,-1,4,-3,-1,0,1
1229,0,3,-3,3,-1,0,5
1230,-2,3,-2,2,-3,3,5
1231,-1,4,-1,-1,1,0,4
1232,1,-1,1,0,-2,1,0
1233,3,-3,0,3,-1,-2,3
1234,3,-3,3,-2,1,-2,2
1235,-3,3,-3,3,-3,3,5
1236,2,-3,0,-1,0,0,2
1237,0,4,-3,-1,4,-3,4
1238,0,1,-1,2,0,-3,0
1239,0,0,0,0,0,0,0
1240,0,-1,-1,3,-2,-1,3
1241,-1,1,-2,-1,0,4,4
1242,-1,0,0,1,0,-1,0
1243,-3,2,-1,0,-1,3,5
1244,0,0,-2,3,-2,0,3
1245,0,1,-2,2,-1,1,5
1246,2,-2,2,-3,1,2,2
1247,-1,4,-3,2,-2,3,5
1248,0,4,0,-3,-1,0,4
1249,0,0,0,0,0,0,0
1250,0,4,-3,-1,0,0,4
1251,0,0,0,0,0,0,0
1252,-3,0,0,3,-3,0,5
1253,0,0,0,0,0,0,0
1254,-1,-2,3,0,-1,0,1
1255,-3,1,2,-2,1,-1,1
1256,0,0,0,0,0,4,0
1257,4,-3,3,0,-3,0,2
1258,0,0,0,0,0,0,0
1259,0,0,-2,3,-2,1,3
1260,0,0,0,0,0,0,0
1261,-3,3,-2,2,-3,0,5
1263,-1,-1,3,-1,-1,2,1
1264,-1,2,-1,2,-3,3,5
1265,0,0,4,-3,3,-3,1
1266,-1,2,1,-3,2,0,4
1267,0,-1,3,0,-2,0,1
1268,0,1,0,-1,2,-1,0
1269,3,-3,-1,4,-3,-1,3
1270,0,0,0,0,4,-1,0
1271,-2,0,0,1,1,-3,0
1272,1,1,0,-1,1,-2,0
1273,0,1,-1,0,0,0,0
1274,-2,2,-1,2,-1,-1,5
1275,-1,0,-1,3,-2,-1,3
1276,0,0,0,0,0,0,0
1277,-1,0,1,-2,3,-2,0
1278,0,0,0,0,0,0,0
1279,3,-3,-1,4,0,-2,3
1280,-3,-1,0,4,-3,-1,3
1281,0,0,0,0,0,0,0
1282,0,0,-1,1,-2,3,3
1283,2,-3,2,-2,3,-3,2
1284,-1,1,-1,-1,3,-2,4
1285,-1,2,-3,2,-1,2,5
1286,0,0,0,0,0,0,0
1287,0,0,1,-2,3,-1,0
1288,1,-3,3,0,-3,2,1
1289,1,-1,1,-1,0,1,0
1290,-2,0,-1,2,1,-2,0
1291,3,-3,3,-1,1,-2,2
1292,4,-2,-1,3,-1,-1,3
1293,-1,0,0,4,-3,-1,3
1294,2,-1,1,0,0,-1,2
1295,-3,3,-2,-1,-1,4,4
1296,0,-2,0,3,-3,1,3
1297,-1,3,-1,-1,0,1,4
1298,3,-3,3,-3,3,-3,2
1299,0,0,4,-3,-1,0,1
1300,0,0,0,0,0,0,0
1301,3,0,-3,3,-3,2,3
1302,0,3,-2,2,-3,0,5
1303,0,0,0,4,-3,-1,3
1304,0,0,0,4,-1,-2,3
1305,3,-1,-2,0,3,0,2
1306,0,0,0,0,0,0,0
1307,-2,-1,3,-3,3,0,1
1308,-3,0,3,-2,-1,3,1
1309,0,0,0,0,0,0,0
1310,-1,-2,2,-1,2,-3,1
1311,-1,-2,3,-2,2,-1,1
1312,-2,1,0,-1,3,-3,4
1313,0,-1,3,0,-2,0,1
1314,0,0,4,0,-3,-1,1
1315,1,-1,0,1,0,-1,0
1316,0,1,0,-1,1,1,0
1317,-1,3,-2,1,-1,2,5
1318,-1,0,0,0,0,0,0
1319,0,4,-3,-1,0,0,4
1320,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0
1322,0,0,0,0,4,-3,0
1323,0,4,-3,-1,0,0,4
1324,3,-3,3,-3,-1,0,2
1325,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0
1327,1,-1,1,0,-1,0,0
1328,-1,4,-3,3,-3,-1,5
1329,0,0,-1,1,-2,2,3
1331,0,4,-3,-1,0,0,4
1332,3,-3,0,3,-3,2,3
1333,0,4,-3,3,-3,2,5
1334,0,0,0,1,0,0,0
1335,-3,0,3,-3,2,-2,1
1336,3,-2,0,1,-1,0,2
1337,0,0,0,4,-3,-1,3
1338,0,0,0,0,0,0,0
1339,0,0,0,0,4,-3,0
1340,1,0,-1,1,-1,1,0
1341,-2,0,1,0,0,-1,0
1342,-3,-1,0,4,-3,-1,3
1343,2,0,-2,0,2,-1,0
1344,-1,1,-2,3,-2,2,5
1345,3,0,-3,0,3,-3,0
1346,3,-2,1,-2,3,0,2
1347,-3,2,1,-2,-1,3,4
1348,1,-1,0,1,-1,1,0
1349,-3,0,3,-1,-2,3,1
1350,0,0,0,0,0,0,0
1351,0,0,0,4,-1,-2,3
1352,0,0,0,0,0,0,0
1353,-3,2,-2,-1,4,-2,4
1354,-2,3,-1,-1,0,0,4
1355,-1,1,2,-2,1,1,1
1356,1,-3,2,0,-1,0,2
1357,-3,-1,4,-3,-1,0,1
1358,-2,-1,3,-3,2,0,1
1359,2,-3,0,3,-3,3,3
1360,2,1,0,-2,1,-2,0
1361,-3,3,0,-3,0,-1,4
1362,0,0,0,0,4,-3,0
1363,-3,-1,4,-3,-1,0,1
1364,-1,0,1,-2,3,-3,0
1365,0,0,0,2,-1,-1,3
1366,-3,3,0,-3,3,-3,4
1367,1,0,0,1,-1,-2,0
1368,4,-3,-1,0,0,0,2
1369,4,-3,-1,0,0,0,2
1370,-2,3,-2,-1,3,-3,4
1371,0,0,0,0,0,0,0
1372,1,0,1,-2,-1,-1,0
1373,3,-2,-1,3,-3,-1,3
1374,3,-3,3,-3,3,-3,2
1375,-2,3,-3,3,-1,-2,5
1376,0,4,-3,-1,0,0,4
1377,0,-1,1,-2,3,-3,0
1378,-1,0,2,-2,1,0,1
1380,0,-2,2,0,-2,-1,1
1381,1,-1,-1,3,-2,0,3
1382,2,-2,0,2,-3,1,3
1383,0,0,0,0,0,0,0
1384,2,-3,3,-3,3,-3,2
1385,0,-3,2,-1,1,1,1
1386,-1,0,0,0,0,0,0
1387,0,0,0,0,0,0,0
1388,0,-3,0,3,-3,-1,3
1389,-1,4,-3,0,0,-1,4
1390,-1,0,0,0,4,-3,0
1391,1,1,-3,3,-3,1,3
1392,0,0,0,0,0,0,0
1393,4,-3,-1,0,0,0,2
1394,0,-2,2,-2,-1,3,1
1395,-1,2,0,0,0,-2,0
1396,2,-3,2,0,-1,0,2
1397,0,0,0,0,0,0,0
1398,0,0,0,0,0,0,0
1399,1,2,-2,2,-3,0,5
1400,0,0,4,-3,-1,0,1
1401,-1,-1,-1,2,-2,-1,3
1402,-1,3,-3,-1,4,0,4
1403,2,-1,1,-1,2,-3,2
1404,-3,-1,0,0,0,0,0
1405,0,0,0,0,0,0,0
1406,-1,2,1,-2,-1,2,0
1407,-1,-1,1,2,-2,1,3
1408,-1,0,1,0,-1,2,0
1409,-1,0,-1,0,-1,3,0
1410,0,0,0,0,0,0,0
1411,2,-1,-2,3,-3,3,3
1412,0,0,0,4,-3,-1,3
1413,0,-2,3,-2,1,-1,1
1414,0,0,0,0,0,0,0
1415,-1,3,-3,2,-1,-1,5
1416,0,0,0,0,0,0,0
1417,1,0,0,-1,1,-1,0
1418,4,-3,0,-1,4,-3,2
1419,0,2,-3,3,-2,2,5
1420,2,-3,2,-1,-1,3,2
1421,-3,3,-1,-1,-1,2,4
1422,1,-1,1,0,0,-2,0
1423,-1,3,-3,3,-3,3,5
1424,1,0,1,-3,2,-1,1
1425,-3,3,-3,0,0,3,4
1426,3,-1,-2,3,-3,2,3
1427,0,0,0,0,0,0,0
1428,0,0,0,0,0,0,0
1429,-1,-1,0,0,0,4,0
1430,2,-2,1,-2,3,0,2
1431,2,-3,3,-2,-1,-1,2
1432,0,0,0,0,0,0,0
1433,0,-1,-1,0,-1,0,0
1434,0,-3,1,1,0,0,0
1435,0,0,4,-3,-1,0,1
1436,3,-2,2,-2,0,1,2
1437,-3,3,-3,3,-3,3,5
1438,-1,3,-3,1,0,1,5
1439,0,4,-3,-1,0,0,4
1440,1,-1,1,0,-2,2,0
1441,-1,2,-3,2,-1,1,5
1442,0,3,-3,2,-1,1,5
1443,4,0,-3,2,-2,-1,3
1444,0,0,0,0,0,0,0
1445,-2,-1,3,0,-1,-2,1
1446,2,-1,-2,3,-3,1,3
1447,-3,3,-2,1,-2,3,5
1448,0,0,4,-3,-1,4,1
1449,-2,2,-2,-1,3,-1,4
1450,0,-3,3,-2,-1,3,1
1451,2,-3,3,-3,3,-2,2
1452,0,1,-1,1,0,-1,0
1453,-2,2,0,-2,3,-3,4
1454,0,1,1,0,-3,1,0
1455,-1,-1,2,-1,-1,1,1
1456,4,-3,3,-3,-1,0,2
1457,1,-1,1,-1,2,-1,0
1458,-1,-1,4,-1,1,0,1
1459,-1,1,0,-1,0,1,0
1460,1,1,0,0,-2,3,0
1461,0,0,-1,2,-3,3,3
1462,-1,1,-1,1,-1,1,5
1463,0,0,0,0,0,4,0
1464,4,-3,-1,4,-3,-1,3
1465,-1,1,-1,0,2,-3,0
1466,0,0,4,-1,0,-1,1
1467,-1,0,-1,3,-1,-2,3
1468,0,0,0,0,0,0,0
1469,2,-3,3,-1,-2,-1,2
1470,1,-2,3,-3,3,0,1
1471,2,-1,-1,3,-2,1,3
1472,-2,1,1,-2,-1,3,1
1473,0,4,-3,-1,0,4,4
1474,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0
1476,0,-2,2,0,-2,3,1
1477,0,0,0,0,0,0,0
1478,-2,0,3,-3,3,-1,1
1479,3,0,-2,2,-3,3,3
1480,-3,-1,0,0,4,-3,0
1481,3,-3,2,-2,3,0,2
1482,0,0,0,0,0,0,0
1483,0,0,0,0,4,-3,0
1484,3,-2,-1,3,-3,0,3
1485,0,0,4,-1,-1,-1,1
1486,0,2,-1,2,-3,1,5
1487,0,0,0,0,0,0,0
1488,0,0,0,0,0,0,0
1489,-1,-1,2,1,-2,0,0
1490,1,0,-2,2,-2,3,3
1491,4,-3,3,0,-3,-1,2
1492,-1,1,-2,3,-3,2,5
1493,0,0,0,0,0,0,0
1494,2,0,0,0,-2,1,0
1495,4,-3,-1,0,0,0,2
1496,0,0,0,0,0,0,0
1497,-3,3,-2,-1,-1,0,4
1498,2,-1,1,-3,1,0,2
1499,2,-3,3,0,-3,3,2
1500,0,0,0,0,0,0,0
1501,0,2,-2,-1,3,-3,4
1502,-2,-1,1,0,0,2,0
1503,0,0,0,0,0,0,0
1504,0,0,0,0,0,0,0
1505,1,-1,-1,-1,3,-3,0
1506,0,0,0,0,4,-3,0
1507,3,-3,3,-3,-1,4,2
