CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_저가_clust_id
790,-1,-1,0,0,4,-3,1
791,4,0,-3,-1,4,-3,5
792,0,0,0,0,0,0,3
793,4,-3,0,3,-3,-1,4
794,0,0,0,0,0,0,3
795,0,0,0,4,-3,-1,4
796,0,0,0,0,4,-1,1
797,3,-3,-1,0,0,0,5
798,0,0,0,4,-3,-1,4
799,0,0,0,4,-3,-1,4
800,0,0,0,0,0,0,3
801,4,-3,-1,0,0,0,5
802,0,0,0,0,0,0,3
803,0,0,0,0,0,0,3
804,-2,3,-2,0,0,2,0
805,4,-3,-1,0,0,4,5
806,0,0,0,0,0,0,3
807,-1,0,0,0,0,0,3
808,0,0,0,0,0,0,3
809,0,0,0,4,-3,3,4
810,0,0,0,0,0,0,3
811,0,0,0,0,0,0,3
812,0,0,0,0,0,0,3
813,1,0,-2,3,-1,-1,4
814,-3,-1,4,-3,-1,4,2
815,0,0,0,0,0,0,3
816,0,4,-3,-1,4,0,1
817,0,0,0,0,0,0,3
818,-3,3,-2,-1,3,-3,1
819,0,0,0,0,0,0,3
820,3,-3,3,-3,0,-1,5
821,-1,1,-2,2,-1,-1,0
822,4,-3,-1,0,0,0,5
823,4,-2,0,0,-1,-1,5
824,-1,0,-2,0,3,-3,1
825,0,0,0,0,0,0,3
826,3,-3,-1,4,-3,3,4
827,0,0,0,0,0,0,3
828,0,0,0,0,0,0,3
829,0,0,0,0,0,0,3
830,4,-2,-1,3,-3,-1,4
831,4,-3,-1,0,0,0,5
832,0,0,0,0,4,-1,1
833,4,-3,3,-2,-1,-1,5
834,0,-1,1,1,-3,1,4
835,4,-3,3,-1,-2,-1,5
836,1,-1,1,-1,1,0,3
837,1,-2,-1,4,-2,1,4
838,0,0,0,0,0,0,3
839,3,-2,1,-2,3,-3,5
840,0,0,0,0,0,0,3
841,0,0,4,-3,3,-3,2
842,-3,-1,0,4,-1,-2,4
843,4,-3,-1,0,4,-2,5
844,0,0,0,0,0,0,3
845,-1,0,0,0,0,0,3
846,0,0,0,0,0,4,3
847,0,0,0,0,0,0,3
848,0,0,0,0,0,0,3
849,-1,0,4,-1,1,-3,2
850,0,0,0,0,0,0,3
851,0,0,0,0,0,0,3
852,0,0,0,0,0,0,3
853,4,-3,-1,0,0,0,5
854,0,0,0,0,0,4,3
855,-1,-2,3,-3,-1,0,2
856,0,0,0,0,0,0,3
857,0,0,0,0,0,0,3
858,4,-3,-1,0,4,-3,5
859,1,-1,-1,3,-1,-1,4
860,0,0,0,0,0,0,3
861,0,0,0,0,0,0,3
862,-3,3,-1,0,0,-2,0
863,0,0,0,0,0,0,3
864,-1,1,-1,1,-2,2,3
865,0,0,0,0,0,0,3
866,0,0,0,0,0,0,3
867,-1,4,-3,3,-3,-1,0
868,0,0,0,0,0,0,3
869,0,0,0,0,0,0,3
870,0,0,0,0,0,0,3
871,0,4,-3,-1,0,4,0
872,0,0,0,0,0,0,3
873,0,0,0,0,0,0,3
874,-1,4,-3,-1,0,4,0
875,-3,3,-3,0,-1,0,0
876,-1,-1,-1,-1,0,0,3
877,0,4,-3,2,-1,2,0
878,3,-1,0,-2,3,0,5
879,4,-2,2,-3,-1,4,5
880,0,0,0,0,0,0,3
881,-1,4,-3,1,2,-3,0
882,0,0,0,4,-3,-1,4
883,-1,0,0,0,0,0,3
884,-1,0,-1,3,-3,-1,4
885,4,-3,-1,0,0,0,5
886,-3,-1,0,0,0,0,3
887,0,4,-3,-1,0,0,0
888,0,0,0,0,0,4,3
889,3,-3,-1,0,0,0,5
890,0,4,-3,-1,0,0,0
891,0,0,4,-3,2,1,2
892,0,0,0,0,0,0,3
893,0,0,0,0,0,0,3
894,0,0,0,0,0,0,3
895,-1,0,0,0,0,0,3
896,-3,-1,0,0,0,4,3
897,0,0,0,0,0,0,3
898,0,0,0,4,0,-3,4
899,0,0,0,0,4,-3,1
900,-2,-1,3,0,-3,3,2
901,-3,-1,0,0,4,-2,1
902,3,-3,1,1,-2,-1,5
903,-3,1,-1,3,-1,-2,0
904,0,0,0,0,0,0,3
906,3,-3,3,-1,-2,-1,5
907,0,0,0,0,0,0,3
908,4,0,-3,-1,0,0,5
909,-1,1,-1,3,-1,1,4
910,0,0,0,0,0,0,3
911,4,-3,-1,4,-3,-1,4
912,-1,0,0,0,0,0,3
913,0,0,0,0,0,0,3
914,0,0,4,-3,-1,4,2
915,-3,3,-2,1,0,-2,0
916,0,0,0,0,0,0,3
917,3,-3,3,-1,-1,-1,5
918,-2,-1,-1,0,0,0,3
919,0,0,0,0,0,0,3
920,0,0,0,0,4,-2,1
921,0,-2,2,-1,2,-2,2
922,0,-1,0,4,-3,-1,4
923,0,0,0,0,0,0,3
924,0,0,0,0,0,0,3
925,4,-3,-1,0,0,0,5
926,0,0,4,-3,3,-2,2
927,-3,3,-1,-2,3,-2,1
928,-1,-1,-1,-1,4,-3,1
929,0,0,0,0,0,0,3
930,-3,3,-3,0,3,-2,1
931,0,0,0,0,0,0,3
932,0,-3,-1,0,4,-3,1
933,0,4,-3,3,-3,0,0
934,-1,1,-3,3,-1,-1,0
935,0,4,-3,-1,0,0,0
936,0,0,0,0,0,0,3
937,0,0,4,-3,-1,0,2
938,4,-3,3,-3,-1,4,5
939,-1,0,0,0,0,0,3
940,4,0,-3,2,0,0,4
941,0,0,0,0,0,0,3
942,-2,3,-2,0,1,-1,0
943,0,-1,0,0,0,-1,3
944,-1,4,-1,-1,0,-1,0
945,-3,2,-2,3,-3,-1,0
946,0,0,0,0,0,4,3
947,-2,2,1,-3,2,-2,1
948,0,0,0,0,0,0,3
949,0,0,4,-1,-2,-1,2
950,-1,0,0,0,0,0,3
951,0,-1,-2,3,-3,0,4
952,0,0,0,0,0,0,3
953,0,0,0,0,0,0,3
954,0,0,0,0,0,0,3
955,-2,2,0,-2,3,-2,1
956,4,-3,3,-1,-1,-1,5
957,0,0,0,0,0,0,3
958,0,0,0,0,0,0,3
959,0,0,0,0,0,0,3
960,0,0,0,0,0,0,3
961,-3,-1,4,-3,-1,4,2
962,-1,0,0,0,0,0,3
963,4,0,-3,3,-1,-1,4
964,-1,1,-2,-1,4,-2,1
965,-1,-1,0,0,4,-3,1
966,0,0,4,-3,-1,0,2
967,0,0,0,4,-1,-2,4
968,0,0,0,0,0,0,3
969,4,-3,-1,4,-3,-1,4
970,0,0,4,-3,-1,0,2
971,0,0,0,0,4,-3,1
972,0,0,0,0,0,0,3
973,0,0,0,0,0,4,3
974,0,0,0,0,0,0,3
975,3,-2,-1,-1,0,4,5
976,-3,2,-2,3,0,-2,0
977,4,-3,3,-3,-1,4,5
978,-2,-1,0,3,-3,-1,4
979,-1,0,-1,3,-1,-1,4
980,-1,0,0,0,0,0,3
981,-2,-1,4,0,-3,-1,2
982,0,0,0,0,0,0,3
983,-3,-1,0,4,-1,1,4
984,0,0,0,0,0,0,3
986,4,-3,-1,0,4,-2,5
987,3,-3,3,-3,3,-1,5
988,-1,0,1,-2,-1,4,3
989,0,0,0,0,0,0,3
990,0,0,0,0,0,0,3
991,4,-3,0,-1,0,0,5
992,3,-3,0,3,-1,-1,4
993,0,0,0,0,4,-3,1
994,0,4,-3,-1,0,0,0
995,0,0,0,-1,0,0,3
996,0,0,4,-3,-1,0,2
997,-1,0,4,-2,-1,-1,2
998,0,0,0,0,0,4,3
999,0,0,0,0,4,-3,1
1000,1,1,-3,3,-2,1,4
1001,0,4,-3,-1,0,0,0
1002,0,0,0,0,0,0,3
1003,0,0,0,4,-3,3,4
1004,0,0,0,0,0,4,3
1005,4,-3,3,-3,-1,0,5
1006,3,-3,3,-2,-1,-1,5
1007,4,-2,-1,3,-3,3,4
1008,0,0,4,-3,3,-3,2
1009,-1,-1,4,-3,-1,4,2
1010,0,1,-2,3,-3,1,4
1011,0,0,0,0,0,0,3
1012,3,-1,-2,3,-2,2,4
1013,0,0,0,0,0,0,3
1014,0,0,0,0,0,0,3
1015,-3,-1,0,0,0,0,3
1016,1,-1,3,-3,-1,0,2
1017,0,0,0,0,0,0,3
1018,0,0,0,0,0,0,3
1019,4,-2,-1,-1,0,0,5
1020,0,0,0,0,0,0,3
1021,0,0,0,0,4,-3,1
1022,0,0,0,0,0,0,3
1023,-1,4,-3,-1,4,0,1
1024,-3,-1,0,0,0,0,3
1025,-3,-1,0,0,0,0,3
1026,0,0,0,0,0,0,3
1027,4,-3,-1,0,0,0,5
1028,0,0,0,0,0,0,3
1029,-3,-1,0,0,4,-3,1
1030,0,0,0,0,0,0,3
1031,-2,3,-3,-1,0,0,0
1032,-1,4,-3,-1,0,0,0
1033,0,0,0,0,0,4,3
1034,3,-2,-1,3,-2,2,4
1035,-3,1,2,-2,-1,3,2
1036,0,0,0,0,0,4,3
1037,-1,-1,4,-1,0,0,2
1038,0,0,0,0,0,0,3
1039,1,-2,2,-1,2,-3,5
1040,0,-2,-1,0,0,0,3
1041,3,-1,0,-2,-1,0,5
1042,-3,-1,4,-3,3,-3,2
1043,0,0,0,0,0,0,3
1044,0,0,0,0,0,0,3
1045,0,0,0,0,0,0,3
1046,0,0,0,0,0,0,3
1047,0,0,0,0,0,0,3
1048,-1,0,0,4,-3,-1,4
1049,0,0,0,0,4,-3,1
1050,0,4,-3,-1,4,-3,1
1051,2,0,-1,1,-1,1,3
1052,0,0,0,0,0,0,3
1053,0,0,0,0,0,0,3
1054,-3,0,-1,0,4,-3,1
1055,-1,0,-2,3,-1,-1,4
1056,0,2,-2,1,0,-2,0
1057,0,0,0,0,0,0,3
1058,-1,0,0,0,0,0,3
1059,0,0,0,0,0,0,3
1060,0,0,0,4,-3,3,4
1061,0,0,0,0,0,0,3
1062,-1,4,-3,-1,0,0,0
1063,0,3,0,-3,3,-1,1
1064,-1,-2,3,-2,-1,-1,2
1065,-3,3,-3,-1,4,-3,1
1066,0,0,0,0,0,0,3
1068,0,0,4,-2,0,0,2
1069,0,0,0,0,0,4,3
1070,-1,0,4,-3,3,-3,2
1071,0,0,0,0,0,4,3
1072,0,0,4,-3,2,-2,2
1073,-3,-1,0,0,0,0,3
1074,0,0,0,0,0,0,3
1075,0,0,0,0,0,0,3
1076,4,-3,-1,0,0,0,5
1077,-1,4,0,-3,3,0,1
1078,2,1,-1,-2,0,-1,3
1079,-2,3,-2,-1,3,-3,1
1080,0,0,4,-3,3,-1,2
1081,-2,3,-1,-2,3,-2,1
1082,-1,1,-2,-1,0,4,3
1083,0,4,-2,0,1,-2,0
1084,0,0,0,0,0,0,3
1085,0,0,4,-3,-1,0,2
1086,-3,2,0,-1,-1,3,0
1087,0,0,0,0,0,0,3
1088,0,0,0,0,0,0,3
1089,0,4,-3,-1,0,4,0
1090,0,4,-3,-1,0,0,0
1091,4,-3,-1,0,0,0,5
1092,0,0,0,0,0,0,3
1094,0,0,0,0,0,0,3
1095,0,0,0,0,0,0,3
1096,0,0,0,0,0,0,3
1097,-3,3,-3,-1,4,-3,1
1098,0,-1,1,-1,1,-1,3
1099,0,0,0,0,0,0,3
1100,0,0,4,-3,-1,0,2
1101,0,0,0,0,0,0,3
1102,-1,0,4,-3,-1,0,2
1103,0,0,0,0,0,0,3
1104,0,0,4,-3,-1,0,2
1105,0,0,0,0,0,0,3
1106,-3,3,-2,-1,3,-2,1
1107,0,0,0,0,0,0,3
1108,0,0,0,4,-3,3,4
1109,-1,1,-1,1,-1,2,3
1110,0,0,0,0,0,4,3
1111,-1,0,0,0,0,0,3
1112,-2,2,-3,-1,0,0,0
1113,0,0,0,0,0,0,3
1114,-2,0,3,-3,3,-1,2
1115,0,4,-1,-2,3,-3,1
1116,0,0,0,0,0,0,3
1117,0,0,0,0,0,0,3
1118,-1,-2,-1,4,-3,-1,4
1119,0,0,0,0,0,0,3
1120,-1,-2,-1,4,-3,-1,4
1122,-1,0,0,0,4,-3,1
1123,1,1,-2,0,0,0,3
1124,0,0,0,0,4,-3,1
1125,0,0,4,-3,3,-3,2
1126,-3,-1,0,0,0,0,3
1127,-1,0,4,-3,-1,0,2
1128,0,0,4,-1,-2,3,2
1129,0,0,0,0,4,-3,1
1130,0,0,0,0,0,0,3
1131,0,0,0,0,0,0,3
1132,-3,-1,0,0,4,-2,1
1133,0,0,4,-3,-1,0,2
1134,1,-2,2,-2,2,-2,5
1135,0,0,0,0,0,0,3
1136,0,-3,-1,0,0,0,3
1137,4,-3,-1,0,0,0,5
1138,-2,1,0,-2,2,-1,1
1139,-3,-1,0,0,0,0,3
1140,0,0,2,-1,-2,3,3
1141,4,-3,-1,0,0,0,5
1142,0,0,0,4,-3,-1,4
1143,0,3,-2,0,1,-1,0
1144,0,0,0,0,0,0,3
1145,0,4,0,-3,-1,0,0
1146,0,0,0,0,0,0,3
1147,0,0,0,0,0,0,3
1148,0,0,0,0,0,0,3
1149,4,-2,-1,-1,0,0,5
1150,0,0,0,0,0,0,3
1151,0,0,0,0,0,0,3
1152,0,0,0,0,0,0,3
1153,-1,0,0,0,0,0,3
1154,0,0,0,0,4,-3,1
1155,0,0,0,0,0,0,3
1156,-3,-1,0,0,4,-3,1
1157,0,0,0,0,0,4,3
1158,-2,-1,-1,0,0,0,3
1159,-1,-1,1,-1,0,1,3
1160,-3,3,-3,0,-1,0,0
1161,-3,-1,4,-3,-1,0,2
1162,4,-3,-1,0,0,0,5
1163,0,0,4,-1,-2,-1,2
1164,0,0,0,0,0,0,3
1165,-3,3,-3,2,-1,2,0
1166,0,0,4,-3,3,-3,2
1167,0,0,0,0,0,0,3
1168,0,-1,1,-1,2,-3,3
1169,0,-1,1,-1,2,-3,3
1170,0,1,-1,1,-1,0,3
1172,-1,0,0,0,0,0,3
1173,0,0,0,0,0,0,3
1174,-3,3,-2,1,-1,0,0
1175,4,-3,3,-3,-1,0,5
1176,-1,0,0,0,0,0,3
1177,0,0,0,0,0,0,3
1178,0,0,0,0,0,0,3
1179,0,0,0,4,-3,-1,4
1180,-2,0,-1,4,-3,-1,4
1181,0,0,0,0,0,0,3
1182,4,0,-3,3,-3,-1,4
1183,3,-1,1,-3,2,-2,5
1184,3,-3,3,-3,2,-1,5
1185,0,-3,2,0,-2,3,3
1186,-1,1,-1,-1,2,-2,1
1187,4,-3,0,-1,0,0,5
1188,-1,0,0,4,-3,-1,4
1189,0,0,4,-3,-1,0,2
1190,-2,2,0,0,0,-1,3
1191,0,0,0,0,0,0,3
1192,4,-2,-1,3,-3,-1,4
1193,-3,2,1,-2,0,-1,3
1194,4,-3,3,-3,-1,0,5
1195,-1,4,-2,-1,3,-3,1
1196,4,-3,3,-3,3,-3,5
1197,4,-3,-1,0,0,0,5
1198,-1,-2,3,-3,0,3,2
1199,4,-3,3,-3,-1,0,5
1200,-2,0,2,-2,1,-1,2
1201,0,0,4,-3,-1,4,2
1202,-3,-1,0,4,-3,3,4
1203,-1,0,4,-3,-1,0,2
1204,-3,0,-1,4,-3,3,4
1205,-3,3,-3,3,-3,-1,0
1206,1,-1,1,-1,0,-1,3
1207,0,0,0,0,0,0,3
1209,-1,-2,2,0,0,-2,3
1210,-3,3,-2,-1,-1,0,0
1211,0,4,-3,-1,0,0,0
1212,0,0,0,0,0,0,3
1213,0,0,0,0,0,0,3
1214,0,0,0,0,0,0,3
1215,3,-1,-2,-1,0,0,5
1216,0,0,0,0,0,0,3
1217,1,-3,0,-1,0,4,5
1218,0,0,0,0,0,0,3
1219,0,0,0,0,0,0,3
1220,-3,2,0,-2,2,-1,1
1221,-1,0,0,0,0,0,3
1222,-3,-1,0,0,0,0,3
1223,3,-3,-1,0,0,0,5
1224,0,0,0,0,0,0,3
1225,-1,0,4,-1,0,-1,2
1226,4,-1,-2,-1,0,4,5
1227,0,0,0,0,0,0,3
1228,-2,-1,0,0,4,-1,1
1229,-1,0,0,0,0,0,3
1230,0,0,0,0,0,0,3
1231,-1,-1,4,-2,-1,3,2
1232,0,0,0,0,0,0,3
1233,0,0,0,0,0,0,3
1234,0,0,0,0,0,0,3
1235,0,0,0,0,0,0,3
1236,-1,-2,-1,4,-3,-1,4
1237,1,-3,-1,0,4,-3,5
1238,0,0,4,-3,0,-1,2
1239,0,0,0,0,0,0,3
1240,0,0,0,0,0,0,3
1241,0,-1,-1,0,0,0,3
1242,0,4,-1,-2,3,-3,1
1243,-1,0,0,0,0,0,3
1244,-1,0,0,0,0,0,3
1245,0,0,0,0,0,0,3
1246,0,4,-3,-1,0,0,0
1247,0,0,0,0,0,0,3
1248,0,0,0,4,-3,-1,4
1249,-2,0,3,-3,-1,0,2
1250,-2,1,-2,3,-3,0,4
1251,0,-1,4,-3,2,-2,2
1252,0,-3,-1,4,-3,3,4
1253,-1,4,-3,1,2,0,0
1254,-1,4,-3,-1,4,0,1
1255,0,0,0,0,0,0,3
1256,0,4,-3,-1,0,0,0
1257,0,0,0,0,0,0,3
1258,2,-2,-1,0,4,-3,5
1259,0,0,0,0,0,0,3
1260,0,-1,0,-2,3,-1,1
1261,4,-1,-1,-1,-1,4,5
1263,0,0,0,4,-3,-1,4
1264,-2,-1,4,-3,3,-2,2
1265,4,-2,-1,3,-3,-1,4
1266,0,0,0,0,0,0,3
1267,0,0,0,0,0,0,3
1268,0,0,0,4,-3,3,4
1269,-3,3,-3,3,-3,3,0
1270,-3,3,-3,3,0,-3,0
1271,0,0,0,0,0,0,3
1272,-3,-1,0,0,0,0,3
1273,0,0,0,0,0,0,3
1274,-1,4,-3,-1,0,0,0
1275,4,-3,-1,4,-3,3,4
1276,-3,-1,0,0,4,-3,1
1277,-1,0,4,-3,-1,0,2
1278,0,4,-3,-1,0,0,0
1279,4,-3,-1,0,4,-3,5
1280,3,-3,-1,0,4,-2,5
1281,3,-2,-1,3,-1,-2,4
1282,0,0,0,0,0,0,3
1283,-3,-1,0,0,0,0,3
1284,-1,0,0,0,0,0,3
1285,0,0,0,0,0,0,3
1286,-1,-2,0,3,-3,3,4
1287,0,0,0,0,0,0,3
1288,0,0,0,0,0,0,3
1289,0,0,0,0,0,0,3
1290,3,-3,3,-1,-2,3,5
1291,0,0,0,0,0,0,3
1292,0,0,0,0,0,4,3
1293,4,-3,0,3,-2,-1,4
1294,0,0,0,0,0,0,3
1295,0,0,0,0,0,0,3
1296,0,0,0,0,0,0,3
1297,0,0,0,0,0,0,3
1298,0,0,0,0,0,0,3
1299,-1,4,-3,-1,0,4,0
1300,-3,3,-3,2,1,-3,0
1301,0,-2,3,-3,-1,0,2
1302,0,0,0,0,0,0,3
1303,4,-3,-1,0,0,0,5
1304,-1,4,-3,-1,4,-3,1
1305,-3,-1,0,0,0,0,3
1306,0,-2,-1,0,4,-3,1
1307,0,4,-3,-1,0,0,0
1308,0,4,-3,-1,0,0,0
1309,-3,3,0,-3,0,-1,0
1310,-3,3,0,-2,1,-2,1
1311,0,1,0,0,0,-1,3
1312,3,-2,-1,-1,4,-3,5
1313,0,0,0,0,0,0,3
1314,-1,0,-1,1,-1,0,3
1315,-3,-1,0,0,0,0,3
1316,0,0,0,4,-3,-1,4
1317,0,0,0,0,0,0,3
1318,-1,0,4,-2,-1,-1,2
1319,0,0,0,0,0,0,3
1320,-2,0,-1,-1,0,4,3
1321,0,0,4,-3,3,-3,2
1322,-1,1,0,-1,1,-1,3
1323,-3,-1,0,0,0,0,3
1324,4,-3,3,-3,-1,4,5
1325,-1,-1,0,1,-1,1,3
1326,-3,-1,0,4,-1,-2,4
1327,0,0,0,0,0,0,3
1328,0,4,-1,-2,-1,4,0
1329,0,0,0,0,0,0,3
1331,0,0,-1,3,0,-3,4
1332,0,0,0,0,0,0,3
1333,0,-2,3,-3,3,-2,2
1334,0,0,0,0,0,0,3
1335,4,-3,-1,0,0,0,5
1336,0,0,0,0,4,-3,1
1337,-3,-1,4,-3,0,-1,2
1338,-1,0,4,-3,3,-3,2
1339,-1,0,4,-3,3,-2,2
1340,0,0,0,0,0,4,3
1341,0,4,-3,-1,0,0,0
1342,0,0,0,4,-3,-1,4
1343,-3,3,-3,-1,4,-3,1
1344,-3,-1,0,0,0,4,3
1345,0,0,0,0,4,-3,1
1346,0,4,-2,-1,-1,4,0
1347,0,0,0,0,0,0,3
1348,-1,-1,0,0,0,0,3
1349,0,0,0,4,-3,3,4
1350,0,-2,2,0,-1,0,3
1351,-1,4,-3,0,-1,0,0
1352,4,-3,-1,0,4,-3,5
1353,0,0,0,0,0,0,3
1354,3,-3,3,-3,-1,0,5
1355,0,0,0,0,0,0,3
1356,0,0,4,-3,-1,0,2
1357,0,0,0,4,-3,-1,4
1358,0,0,0,0,0,0,3
1359,0,0,0,0,0,0,3
1360,0,0,0,0,0,0,3
1361,0,0,0,0,0,0,3
1362,1,-1,0,1,0,0,3
1363,-1,0,0,0,0,4,3
1364,-2,-1,0,0,0,0,3
1365,0,0,0,0,0,0,3
1366,0,0,0,0,0,4,3
1367,0,0,0,0,0,0,3
1368,4,0,-3,-1,4,-3,5
1369,0,0,4,-1,-2,-1,2
1370,-3,-1,0,0,0,0,3
1371,4,0,-3,-1,0,0,5
1372,0,0,0,0,0,0,3
1373,0,-2,3,-2,-1,3,2
1374,-3,0,3,-3,-1,4,2
1375,0,4,-3,-1,0,0,0
1376,0,-3,3,-1,0,0,2
1377,-2,-1,0,4,-2,0,4
1378,-1,-1,0,0,0,0,3
1380,0,0,0,0,0,0,3
1381,0,0,0,4,-1,-2,4
1382,-1,0,0,0,0,0,3
1383,1,2,-3,1,-1,-1,0
1384,4,-3,-1,0,0,0,5
1385,0,0,0,0,0,0,3
1386,-1,0,4,-3,-1,0,2
1387,0,2,-1,0,-1,-1,0
1388,4,-3,3,-3,0,-1,5
1389,0,0,0,0,0,0,3
1390,0,0,0,0,0,4,3
1391,0,0,0,0,0,0,3
1392,0,1,-2,-1,0,4,3
1393,0,0,4,0,-2,1,2
1394,0,0,4,-3,-1,0,2
1395,3,-3,-1,4,-3,-1,4
1396,-2,-1,0,0,0,0,3
1397,-1,0,0,0,0,0,3
1398,0,-1,3,-1,-2,3,2
1399,0,0,0,0,0,0,3
1400,0,4,-2,-1,-1,4,0
1401,0,4,-3,-1,0,0,0
1402,0,0,4,-3,-1,0,2
1403,0,0,0,0,4,-3,1
1404,0,-3,-1,4,-2,-1,4
1405,-2,-1,-1,0,0,0,3
1406,0,0,0,0,0,0,3
1407,0,0,0,0,0,0,3
1408,0,4,-3,3,-3,-1,0
1409,-1,4,-3,3,-3,-1,0
1410,-1,-1,-1,4,0,-3,4
1411,-1,4,-3,-1,4,-3,1
1412,-3,3,-1,-2,3,-3,1
1413,0,0,0,0,0,0,3
1414,-1,4,-3,3,-3,3,0
1415,4,-3,-1,0,0,0,5
1416,3,-3,1,2,-1,-2,5
1417,-3,-1,0,0,4,-1,1
1418,0,0,0,0,0,0,3
1419,0,0,0,0,0,0,3
1420,-1,0,4,-3,3,-3,2
1421,0,4,-3,3,-3,-1,0
1422,-3,-1,0,0,4,-3,1
1423,4,0,-2,-1,-1,4,5
1424,0,0,0,0,0,0,3
1425,0,0,0,0,0,0,3
1426,0,0,0,4,-3,-1,4
1427,-1,4,-2,-1,3,0,1
1428,-3,-1,0,0,4,-3,1
1429,0,4,-3,-1,0,0,0
1430,0,0,0,0,0,0,3
1431,0,0,0,0,4,-1,1
1432,-3,0,3,-3,-1,4,2
1433,-3,3,-3,-1,0,0,0
1434,0,0,0,0,0,0,3
1435,-3,-1,0,0,0,0,3
1436,-1,0,0,0,0,0,3
1437,0,0,0,0,0,0,3
1438,0,0,4,-3,-1,0,2
1439,-1,0,0,4,-2,-1,4
1440,-1,-1,0,0,0,4,3
1441,0,3,-1,-2,0,-1,0
1442,0,0,0,0,0,0,3
1443,0,4,-3,3,-3,-1,0
1444,0,-1,1,-1,1,-1,3
1445,-1,4,-2,2,-2,-1,0
1446,0,0,0,0,0,0,3
1447,-3,-1,4,-3,3,-1,2
1448,-2,-1,2,-2,1,0,2
1449,0,0,0,0,4,-3,1
1450,0,0,0,0,0,0,3
1451,0,4,-2,0,2,-2,0
1452,1,0,-1,0,1,0,3
1453,-1,4,0,-2,0,-1,0
1454,-1,0,4,-3,-1,0,2
1455,0,0,0,0,0,0,3
1456,-1,0,4,-3,2,-2,2
1457,0,0,0,0,0,0,3
1458,0,0,0,0,0,0,3
1459,0,0,0,0,0,0,3
1460,3,-2,1,0,0,-1,5
1461,0,4,-3,3,-3,-1,0
1462,0,4,-2,-1,0,-1,0
1463,3,-3,3,-3,0,-1,5
1464,0,0,0,4,-3,-1,4
1465,0,0,0,0,4,0,1
1466,-3,3,-3,3,-3,-1,0
1467,0,0,0,0,0,4,3
1468,-1,4,-3,-1,0,4,0
1469,0,-3,-1,0,4,-3,1
1470,0,-3,2,-1,0,1,2
1471,0,0,0,0,0,0,3
1472,3,-3,3,-3,0,-1,5
1473,0,0,0,0,0,0,3
1474,-1,4,-3,3,0,-3,0
1475,-1,1,-1,0,1,0,3
1476,0,0,0,4,-3,-1,4
1477,4,-3,0,3,-2,-1,4
1478,0,0,0,0,0,0,3
1479,0,0,0,0,0,0,3
1480,0,1,-1,1,-1,1,3
1481,3,-3,0,3,-2,1,4
1482,-2,0,-1,4,-3,3,4
1483,3,-3,-1,0,4,-3,5
1484,-1,0,0,0,0,0,3
1485,0,-3,3,0,-3,-1,2
1486,0,0,0,0,0,0,3
1487,0,4,-1,0,-2,3,0
1488,0,0,0,4,-3,-1,4
1489,0,0,4,-3,-1,0,2
1490,0,0,4,-3,-1,0,2
1491,0,0,0,0,0,0,3
1492,0,0,0,0,0,0,3
1493,-3,0,-1,4,-3,3,4
1494,0,0,0,0,0,0,3
1495,-3,0,-1,0,0,0,3
1496,0,3,-3,-1,4,-3,1
1497,0,0,0,0,4,-3,1
1498,0,-3,3,-3,-1,4,2
1499,0,0,0,0,0,0,3
1500,3,-3,3,-1,-2,3,5
1501,0,0,0,0,0,0,3
1502,0,0,0,0,0,0,3
1503,-3,3,0,-3,3,-3,1
1504,-1,4,-3,3,-3,0,0
1505,0,0,0,0,0,0,3
1506,1,-2,-1,3,0,-2,4
1507,2,-1,2,-2,0,1,5
1508,0,4,-2,0,-1,3,0
1509,0,0,0,4,-3,-1,4
1510,4,-1,1,-3,3,-2,5
1511,4,-3,-1,4,-3,0,4
1512,0,0,0,0,0,0,3
1513,-3,0,3,-3,-1,0,2
1514,4,-3,-1,4,-3,1,4
1515,3,0,-3,3,-1,-2,4
1516,0,0,0,0,0,0,3
1517,0,0,0,0,0,0,3
1518,0,0,0,0,0,0,3
1519,0,0,0,0,0,0,3
1520,0,0,-1,0,4,-1,1
1521,0,0,0,0,0,0,3
1522,0,4,-3,-1,0,0,0
1523,0,0,0,0,0,0,3
1524,-3,3,-3,0,-1,0,0
1525,-1,0,0,0,0,4,3
1526,4,-3,-1,0,0,0,5
1527,0,0,-2,3,-2,1,4
1528,-2,1,-1,0,1,-2,3
1529,-3,0,3,-1,-1,2,2
1530,4,-2,2,-2,1,-1,5
1531,0,3,0,-1,0,-1,3
1532,-1,4,-1,-2,2,-2,1
1533,-3,-1,0,4,-3,-1,4
1534,0,0,0,0,0,0,3
1535,0,0,0,0,0,4,3
1536,0,0,0,0,0,0,3
1537,0,0,0,0,0,0,3
1538,0,0,0,4,-3,-1,4
1539,4,0,-3,3,-3,3,4
1540,0,0,-1,1,-2,2,3
1541,-1,0,0,0,0,0,3
1542,0,0,0,4,-3,-1,4
1543,0,4,-3,1,2,-3,0
1544,4,-3,3,-3,1,-1,5
1545,0,0,0,0,0,0,3
1546,0,0,0,0,0,0,3
1547,4,-3,-1,0,4,-2,5
1548,0,0,0,0,0,0,3
1549,0,0,0,0,0,0,3
1550,-1,0,0,0,0,0,3
