CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_저가_clust_id
762,0,-3,-1,4,-1,-2,4
763,-3,3,-2,-1,-1,0,5
764,0,3,-2,-1,2,-2,3
765,0,0,0,0,4,-3,3
766,-2,0,-1,3,-1,0,4
767,-1,0,0,0,0,0,0
768,0,0,0,0,0,0,0
769,-2,-1,3,-2,1,1,2
770,0,0,0,4,-3,0,4
771,3,-3,-1,0,4,-2,1
772,2,0,1,-3,3,-3,1
773,4,-3,0,-1,0,0,1
774,3,-3,-1,0,4,-3,1
775,-3,0,-1,0,0,0,0
776,0,1,-1,1,-1,0,0
777,-2,-1,4,-3,3,-3,2
778,-2,2,-3,2,-1,1,5
779,0,0,2,-1,0,-2,2
780,-3,3,-2,-1,3,-3,3
781,0,4,-3,-1,4,0,3
782,0,3,-2,1,-1,1,5
783,0,0,0,0,0,0,0
784,4,-3,-1,4,-3,-1,4
785,0,0,0,0,0,4,0
786,4,-3,3,-3,-1,4,1
787,0,0,4,-3,-1,0,2
788,4,-3,-1,4,-3,3,4
789,0,0,0,0,0,0,0
790,-2,3,-2,2,-3,2,5
791,2,-2,-1,0,3,0,1
792,0,0,0,0,0,0,0
793,1,-2,-1,3,-3,3,4
794,0,4,-3,3,-3,-1,5
795,0,0,0,0,0,4,0
796,1,-1,1,0,0,-1,0
797,-3,3,-3,3,-2,2,5
798,4,-3,-1,0,0,0,1
799,-3,0,3,0,-2,-1,2
800,-3,2,-2,3,-3,-1,5
801,0,0,4,-2,-1,3,2
802,0,2,-2,2,-1,0,5
803,0,0,0,0,0,0,0
804,0,-3,-1,0,0,0,0
805,0,0,4,-3,-1,0,2
806,0,4,-3,-1,0,0,5
807,-2,0,3,-3,-1,0,2
808,4,-3,-1,0,0,0,1
809,-1,-1,3,-1,-1,1,2
810,-3,-1,0,0,0,0,0
811,-3,-1,0,4,-1,-2,4
812,3,-3,-1,4,-2,-1,4
813,0,-2,2,-3,3,0,2
814,0,-3,3,-1,-1,-1,2
815,-3,3,-3,-1,0,0,5
816,-3,3,-3,2,1,-1,5
817,-3,-1,0,0,0,0,0
818,-2,2,0,-1,-1,2,0
819,3,-3,0,-1,0,0,1
820,-1,1,-1,2,-2,-1,5
821,-1,0,0,4,-3,-1,4
822,0,-2,2,-3,3,-3,2
823,-3,2,-1,2,-1,1,5
824,3,-3,3,-2,-1,3,1
825,0,0,4,-3,-1,0,2
826,1,-2,-1,2,-2,3,4
827,0,4,-3,-1,4,-3,3
828,-3,-1,0,0,0,0,0
829,1,1,-2,2,1,-2,0
830,-1,1,0,0,-1,-1,0
831,-3,0,-1,0,0,0,0
832,0,0,0,0,0,4,0
833,0,0,-1,4,0,-2,4
834,-2,0,1,-1,2,-2,3
835,-3,3,-3,3,-3,3,5
836,-3,3,-3,3,-2,-1,5
837,0,0,0,0,0,4,0
838,0,0,0,0,4,-3,3
839,1,0,-1,1,0,-1,0
840,-2,0,-1,-1,4,-3,3
841,0,4,-3,-1,0,4,5
842,-3,-1,0,0,0,0,0
843,-3,0,3,-1,-1,1,2
844,4,-3,-1,0,4,-3,1
845,0,0,0,0,0,4,0
846,4,-3,-1,0,4,-3,1
847,0,0,0,0,0,0,0
848,4,-3,-1,4,-3,-1,4
849,-3,1,1,-2,3,-2,3
850,0,4,0,0,-3,0,5
851,0,0,0,0,0,0,0
852,0,0,0,0,0,4,0
853,4,-3,-1,0,0,0,1
854,1,1,-3,1,2,-2,3
855,0,0,0,0,0,0,0
856,0,0,0,4,-3,3,4
857,4,-3,-1,0,0,4,1
858,0,0,4,-3,-1,0,2
859,-2,2,1,-3,3,-3,3
860,0,2,-3,1,2,-2,3
861,0,0,0,4,-3,-1,4
862,3,-3,3,-1,-2,0,1
863,-3,1,2,-3,3,-3,3
864,3,-3,2,1,-3,0,4
865,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0
867,3,-3,3,-1,-2,-1,1
868,4,-3,3,0,-2,-1,1
869,-3,-1,0,0,0,0,0
870,0,0,0,0,0,4,0
871,3,-1,-1,-1,2,1,1
872,4,-3,-1,0,0,0,1
873,0,0,0,0,4,-3,3
874,-1,0,0,0,0,4,0
875,2,-1,1,0,0,-2,1
876,-2,3,-3,0,3,-1,3
877,-2,1,-1,0,1,1,3
878,-3,3,-1,-2,-1,0,5
879,-3,-1,4,-3,-1,0,2
880,0,0,4,-3,-1,0,2
881,-1,4,0,-3,2,1,3
882,0,4,-2,2,-2,-1,5
883,0,-1,0,0,0,0,0
884,3,-3,-1,0,0,0,1
885,0,0,0,0,0,0,0
886,-3,0,3,-3,3,-3,2
887,-2,0,2,-2,-1,0,2
888,1,-2,3,-2,0,2,2
889,1,-2,-1,4,0,-2,4
890,0,0,0,0,0,0,0
891,3,-1,-1,1,-1,0,4
892,1,-3,2,0,0,-1,1
893,0,0,0,0,0,0,0
894,2,-1,-2,1,-1,3,4
895,-1,0,4,-3,3,-1,2
896,2,-2,1,0,-2,3,1
897,0,0,0,0,0,4,0
898,4,0,-3,2,-2,3,4
899,0,4,-3,0,3,-1,3
900,-1,3,-3,3,-1,-2,5
901,-1,0,0,0,0,0,0
902,0,0,0,0,4,-1,3
903,2,-3,1,2,-3,3,4
904,-1,0,0,4,-3,-1,4
906,0,2,-3,1,1,0,5
907,0,0,0,0,4,-3,3
908,2,-2,-1,0,3,0,1
909,-1,1,-2,1,1,1,0
910,0,3,0,-3,0,3,3
911,4,-2,-1,1,1,-2,1
912,3,-3,-1,0,0,4,1
913,0,0,4,0,-3,-1,2
914,4,-1,0,-2,3,-3,1
915,-3,3,-3,3,-3,3,5
916,0,0,0,4,-3,3,4
917,-2,-1,3,-3,3,-1,2
918,-1,0,0,-2,3,-3,3
919,-1,0,4,0,-3,3,2
920,0,0,0,4,-3,0,4
921,0,-1,1,-1,1,-1,0
922,3,-1,1,-2,-1,3,1
923,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0
925,4,-3,-1,0,0,4,1
926,-2,0,3,-3,2,-1,2
927,0,-3,-1,4,-3,-1,4
928,0,0,-1,0,0,-1,0
929,0,0,0,0,0,0,0
930,-1,1,-1,0,2,-2,3
931,0,0,0,0,0,0,0
932,0,-3,3,-1,-2,3,2
933,2,-1,-2,2,1,-3,4
934,1,-2,2,0,-2,2,0
935,4,-3,3,-3,-1,0,1
936,0,0,0,0,0,4,0
937,3,-2,-1,3,-3,1,4
938,0,2,1,-3,3,-3,3
939,3,0,-3,-1,4,-1,3
940,4,-2,2,-2,-1,3,1
941,-3,3,0,-3,-1,4,0
942,3,-1,-1,0,-1,3,1
943,-1,0,0,0,1,-1,0
944,0,0,0,0,0,0,0
945,3,-1,0,-1,1,1,1
946,-3,0,3,0,-3,3,2
947,4,-3,-1,4,-3,3,4
948,0,0,4,-3,-1,4,2
949,-1,0,0,0,0,0,0
950,0,-1,-2,3,0,-3,4
951,0,-2,-1,3,-3,1,4
952,-1,-1,0,4,-3,3,4
953,2,-3,0,-1,4,-3,1
954,0,0,0,0,0,4,0
955,-1,0,2,-2,2,-2,2
956,-3,1,0,2,-3,3,5
957,4,-3,-1,0,0,0,1
958,0,4,-3,3,-2,1,5
959,0,4,0,-2,-1,0,5
960,3,-3,3,-3,-1,4,1
961,1,-1,0,2,-2,1,4
962,0,0,0,0,4,0,3
963,4,-3,3,-3,3,-3,1
964,2,1,-3,3,-3,1,4
965,-1,3,-3,3,-3,2,5
966,0,4,-2,-1,-1,0,5
967,1,-1,1,-2,2,-2,1
968,2,1,-2,2,-3,2,4
969,-3,3,-3,3,-2,-1,5
970,-1,0,0,0,0,0,0
971,-3,3,-3,1,2,-2,5
972,-3,0,3,-3,3,-3,2
973,-1,0,0,4,-3,3,4
974,0,0,0,0,0,0,0
975,0,3,-2,1,0,-2,5
976,-1,0,0,0,4,-3,3
977,-1,4,-2,-1,-1,0,5
978,0,-3,3,0,-2,0,2
979,-3,0,3,-3,2,0,2
980,2,-3,3,-3,3,0,1
981,-3,0,3,-1,0,1,2
982,0,0,4,-3,3,-3,2
983,0,1,-3,3,-2,2,5
984,0,0,0,0,4,-3,3
986,-3,2,-2,3,-2,1,5
987,4,-3,-1,0,0,0,1
988,0,3,-1,-2,0,-1,3
989,1,-1,3,-3,-1,4,2
990,0,0,0,0,0,0,0
991,0,0,0,0,0,0,0
992,0,0,-2,3,-3,1,4
993,0,4,-3,3,-3,-1,5
994,-2,0,2,-3,3,-3,2
995,-1,3,-2,1,0,-1,5
996,0,0,0,0,4,-3,3
997,4,-3,-1,0,0,0,1
998,-3,3,-3,3,-3,-1,5
999,-3,3,-3,3,-1,1,5
1000,-1,-1,2,-3,3,-3,2
1001,-1,0,4,-3,-1,4,2
1002,-1,-2,3,0,-3,3,2
1003,-2,2,-2,3,-3,2,5
1004,-2,3,-2,0,2,-3,3
1005,-3,-1,0,4,-1,-2,4
1006,-2,3,-2,1,-1,-1,5
1007,-1,0,4,-3,-1,4,2
1008,0,4,-1,1,-3,0,5
1009,-3,0,3,0,-3,1,2
1010,0,-1,3,-2,0,1,2
1011,-1,4,-3,3,-3,0,5
1012,1,2,-3,-1,4,0,3
1013,-1,0,0,0,4,-3,3
1014,0,0,0,0,0,4,0
1015,-1,0,0,0,0,0,0
1016,-3,-1,0,4,-3,-1,4
1017,0,0,0,0,4,-3,3
1018,3,-3,2,-2,-1,4,1
1019,-1,0,0,0,0,4,0
1020,0,4,-3,3,-3,3,5
1021,1,-1,-2,1,2,-1,0
1022,0,0,0,0,0,0,0
1023,-3,3,-3,3,-3,2,5
1024,2,-1,-1,1,2,-3,1
1025,0,3,0,-3,2,0,3
1026,3,-3,-1,4,-1,0,4
1027,4,-1,-2,3,-3,-1,4
1028,-3,3,-3,0,-1,0,5
1029,-2,2,-1,-1,0,-1,0
1030,4,-3,-1,0,0,0,1
1031,4,-1,-2,-1,0,4,1
1032,-1,0,0,4,-3,2,4
1033,-1,3,-2,-1,0,3,5
1034,3,-3,3,-2,0,2,1
1035,-3,2,-1,2,-2,1,5
1036,0,0,0,0,4,-3,3
1037,-1,0,0,0,0,0,0
1038,3,-3,3,-1,-2,3,1
1039,-1,3,0,-3,0,1,3
1040,4,-3,-1,0,4,-3,1
1041,0,-1,2,-1,-2,3,2
1042,0,-2,2,-1,1,-2,2
1043,-1,0,0,0,0,0,0
1044,-3,-1,0,0,4,-3,3
1045,0,0,0,0,0,0,0
1046,-3,0,-1,0,0,0,0
1047,-3,-1,0,0,0,0,0
1048,2,-1,-2,3,-3,3,4
1049,-1,0,0,4,-3,0,4
1050,-1,4,0,-1,-1,-1,5
1051,3,-3,0,3,-1,-2,4
1052,2,-1,-1,1,-1,0,4
1053,-3,-1,0,0,4,-2,3
1054,2,-2,1,-2,0,-1,1
1055,0,-2,1,0,0,-2,0
1056,-2,2,-1,2,-2,1,5
1057,0,0,0,4,-3,3,4
1058,0,0,0,0,0,0,0
1059,0,-1,0,0,0,0,0
1060,-3,3,-2,0,2,-1,3
1061,0,0,0,0,0,4,0
1062,0,0,4,-3,-1,4,2
1063,0,4,0,-3,3,-3,3
1064,2,-2,-1,2,-1,2,4
1065,3,0,-3,3,-3,2,4
1066,0,0,0,0,4,-3,3
1068,-1,4,-1,1,-3,-1,5
1069,4,-3,-1,0,0,0,1
1070,-1,0,3,-2,2,-2,2
1071,-1,4,-3,3,-3,-1,5
1072,0,0,0,4,-3,-1,4
1073,3,-3,-1,4,-3,-1,4
1074,-1,0,0,4,-3,3,4
1075,4,-3,-1,0,0,0,1
1076,-3,2,0,-2,2,0,3
1077,-1,2,-1,-1,3,-3,3
1078,0,-2,0,1,-1,0,0
1079,-3,-1,0,0,4,-3,3
1080,-1,0,-2,3,-3,-1,4
1081,-1,-1,3,-3,0,3,2
1082,4,-1,-2,3,0,-2,4
1083,-3,2,-1,2,-3,3,5
1084,-1,4,-3,3,-3,-1,5
1085,-3,3,-3,3,-2,1,5
1086,0,-1,-1,3,-1,-2,4
1087,0,0,0,4,-3,3,4
1088,0,0,0,0,0,4,0
1089,0,4,-3,3,0,-3,5
1090,4,-3,0,-1,0,4,1
1091,4,-3,0,-1,4,-3,1
1092,-3,-1,0,0,0,0,0
1094,0,0,4,-3,3,-1,2
1095,1,-1,2,-3,2,-2,2
1096,4,-3,-1,0,0,0,1
1097,-2,2,-1,1,-1,-1,5
1098,3,-1,-1,1,-1,1,4
1099,0,0,0,0,0,0,0
1100,0,0,0,4,-3,3,4
1101,3,-3,3,-2,-1,3,1
1102,-1,4,0,-3,0,-1,3
1103,0,0,0,0,0,0,0
1104,0,0,0,0,0,0,0
1105,0,0,4,-3,-1,0,2
1106,1,2,-1,-1,2,-3,3
1107,0,0,0,0,0,0,0
1108,0,0,0,4,-3,3,4
1109,3,0,-3,3,-2,-1,4
1110,0,0,0,0,0,0,0
1111,3,-2,2,-3,-1,4,1
1112,0,-1,3,-3,0,3,2
1113,0,0,0,0,0,0,0
1114,0,0,-2,0,1,2,0
1115,0,4,-3,-1,4,-3,3
1116,-2,0,0,2,-3,0,4
1117,0,0,0,0,0,0,0
1118,1,-2,3,-2,0,-1,2
1119,0,0,0,0,4,-3,3
1120,1,2,-3,3,0,-2,5
1122,1,-1,1,-2,1,-1,1
1123,-2,3,-3,3,0,-3,5
1124,-3,3,-1,-2,3,-1,3
1125,1,-3,2,0,-1,-1,1
1126,0,0,0,0,0,0,0
1127,-3,3,-3,0,3,-3,3
1128,-1,1,0,-1,-2,3,0
1129,0,0,0,0,0,0,0
1130,-1,0,0,4,-3,-1,4
1131,0,3,-3,3,-3,3,5
1132,0,0,0,0,0,0,0
1133,0,0,0,0,0,0,0
1134,0,0,0,1,-1,1,0
1135,0,0,0,0,0,4,0
1136,-1,-2,3,-2,-1,0,2
1137,0,-2,2,-2,3,-2,2
1138,0,4,-3,-1,0,4,5
1139,0,0,0,0,0,0,0
1140,-3,3,-3,1,0,2,5
1141,-3,2,-2,3,-1,0,5
1142,1,-1,-1,0,4,-2,3
1143,-1,2,-2,-1,1,0,3
1144,-3,2,-2,3,-1,-1,5
1145,3,-3,3,-1,-2,3,1
1146,4,-3,-1,0,4,-3,1
1147,0,4,-3,-1,0,0,5
1148,0,-3,-1,0,0,0,0
1149,0,-2,0,-1,2,-2,0
1150,-3,0,-1,0,0,0,0
1151,0,0,0,0,0,4,0
1152,3,-3,2,-1,-1,-1,1
1153,0,0,0,0,0,0,0
1154,-1,3,0,0,-3,3,5
1155,0,0,0,0,4,-3,3
1156,-1,-1,-1,-1,0,0,0
1157,0,0,0,0,0,4,0
1158,0,-1,-1,3,-3,2,4
1159,1,-1,2,-3,1,-1,2
1160,1,-1,2,-3,3,-3,2
1161,4,-3,-1,0,0,0,1
1162,0,-3,3,-1,0,-2,2
1163,-1,0,0,0,0,0,0
1164,1,-1,2,-3,2,0,2
1165,-3,3,-3,3,-3,1,5
1166,2,-3,1,-1,3,-1,1
1167,0,0,0,0,0,0,0
1168,0,-1,2,-2,0,0,2
1169,-1,3,-2,0,-1,2,5
1170,-1,1,-1,1,0,-2,0
1172,-1,0,-1,3,-3,1,4
1173,0,4,-3,-1,0,0,5
1174,2,-2,0,1,0,-1,1
1175,0,2,-3,3,-2,2,5
1176,3,0,0,-3,3,-2,1
1177,-1,0,0,0,0,0,0
1178,-3,-1,0,4,-3,-1,4
1179,2,-3,2,-1,2,0,1
1180,1,-1,-1,3,-1,0,4
1181,0,0,4,-3,-1,0,2
1182,1,-1,-1,4,-1,1,4
1183,-3,3,0,-3,0,3,3
1184,3,-2,2,-3,3,-2,1
1185,2,-1,2,-1,-2,3,1
1186,0,1,0,0,-1,1,0
1187,0,-1,-2,3,-3,3,4
1188,3,-1,1,-3,3,-3,1
1189,0,0,4,-3,-1,4,2
1190,0,2,-1,1,0,0,5
1191,-3,-1,0,0,4,-3,3
1192,3,-2,2,-2,-1,0,1
1193,-2,-1,3,-3,0,3,2
1194,-3,0,3,-3,3,-3,2
1195,-2,1,1,1,-3,0,0
1196,-1,2,-2,3,-2,2,5
1197,0,-1,0,4,-3,3,4
1198,1,0,2,-2,2,-2,2
1199,-2,-1,3,-3,2,-2,2
1200,-3,0,3,-3,0,3,2
1201,-3,3,-2,1,-2,2,5
1202,0,-1,0,1,-1,2,0
1203,0,0,0,0,0,4,0
1204,1,-1,1,0,-1,1,0
1205,0,-2,1,2,-3,3,4
1206,3,-1,-2,3,-1,-2,4
1207,3,-3,-1,0,4,-3,1
1209,-1,1,-3,3,0,0,5
1210,1,1,-2,3,0,-3,4
1211,-1,2,0,-2,1,2,3
1212,0,0,0,0,0,0,0
1213,0,2,-2,0,2,-3,3
1214,-3,3,-3,2,0,0,5
1215,4,-3,3,-3,-1,4,1
1216,0,0,0,0,0,0,0
1217,1,0,-1,2,-2,-1,4
1218,0,0,0,4,-2,2,4
1219,0,4,-3,-1,0,0,5
1220,0,4,-3,-1,0,0,5
1221,4,-2,-1,-1,4,-2,1
1222,3,-3,3,-3,3,-3,1
1223,0,3,0,-3,3,-3,3
1224,-3,3,-1,0,-1,1,5
1225,1,-2,2,1,-2,0,4
1226,0,-3,0,3,0,-3,4
1227,0,-1,-1,0,-1,-1,0
1228,-2,3,-1,-1,1,-1,3
1229,1,0,1,-2,1,1,0
1230,0,0,4,-3,3,-2,2
1231,4,0,-3,0,-1,0,4
1232,0,0,0,0,4,-3,3
1233,0,0,0,0,0,0,0
1234,3,-2,-1,3,-2,2,4
1235,-3,-1,0,0,0,4,0
1236,3,-3,-1,0,0,0,1
1237,3,-3,3,-3,0,-1,1
1238,-3,-1,0,0,0,0,0
1239,0,1,0,-1,0,-1,0
1240,0,-3,0,-1,0,0,0
1241,0,-1,-1,3,-1,-1,4
1242,3,-3,0,-1,4,-3,1
1243,0,0,0,0,4,-3,3
1244,1,0,1,-1,2,-2,0
1245,0,4,-3,3,-3,-1,5
1246,-1,0,0,0,0,0,0
1247,-1,-2,0,3,-3,3,4
1248,1,-1,3,-2,2,-2,2
1249,-2,1,2,-1,0,-1,2
1250,1,-2,0,0,2,-3,1
1251,0,-2,3,-3,2,-2,2
1252,-2,3,-3,2,0,-2,5
1253,0,4,-3,3,-1,-2,5
1254,3,-1,-2,3,-2,-1,4
1255,-3,-1,0,0,0,0,0
1256,-1,1,1,-3,2,0,3
1257,4,-3,-1,4,0,-1,4
1258,-3,3,-1,-1,1,-2,3
1259,-1,0,0,0,0,4,0
1260,1,-1,3,-1,0,-1,2
1261,-3,3,-3,3,-3,3,5
1263,0,0,0,0,0,0,0
1264,0,-1,-1,1,-2,2,4
1265,-1,0,-2,3,-2,0,4
1266,2,-2,-1,3,-3,3,4
1267,-1,0,0,0,0,0,0
1268,-3,-1,4,0,0,-2,2
1269,-3,2,-2,3,-3,-1,5
1270,-3,-1,0,4,-3,-1,4
1271,0,4,-3,3,-3,0,5
1272,4,-2,-1,-1,4,-3,1
1273,0,0,0,0,0,0,0
1274,-1,2,-2,3,-2,0,5
1275,4,-3,-1,0,0,0,1
1276,0,-1,-1,2,-1,-1,4
1277,0,-3,-1,0,0,4,0
1278,3,-2,1,-1,0,-1,1
1279,0,4,0,-3,3,-3,3
1280,0,0,0,-1,0,2,0
1281,1,-3,3,0,-3,3,2
1282,-1,1,1,1,-3,2,0
1283,4,-3,3,-2,-1,2,1
1284,3,-1,-1,1,-2,0,4
1285,0,0,0,0,0,0,0
1286,0,-3,3,-3,-1,4,2
1287,4,-3,-1,0,4,-3,1
1288,0,0,0,0,4,-3,3
1289,0,0,0,0,4,-3,3
1290,0,0,0,4,-3,-1,4
1291,0,4,0,-3,0,-1,3
1292,-2,2,-3,1,1,0,5
1293,0,-3,3,0,-3,3,2
1294,-1,0,0,0,0,0,0
1295,0,0,0,0,0,0,0
1296,0,0,0,0,0,0,0
1297,0,0,0,0,0,0,0
1298,0,4,-3,3,-3,-1,5
1299,2,1,-1,-2,3,-3,3
1300,0,-2,0,3,-2,1,4
1301,2,-2,2,-3,0,3,1
1302,4,-3,-1,4,-3,-1,4
1303,-1,1,-3,2,-1,0,5
1304,0,0,2,-2,0,1,2
1305,-3,3,-3,3,-2,-1,5
1306,-1,0,0,2,-3,2,4
1307,0,0,0,4,-3,-1,4
1308,3,0,-3,3,0,-3,4
1309,0,-3,3,-3,-1,0,2
1310,-3,3,-3,3,0,-3,5
1311,0,0,0,-2,2,-2,3
1312,-3,1,1,-2,3,-3,3
1313,-1,4,-3,-1,0,0,5
1314,0,-3,3,-1,0,1,2
1315,-3,0,2,1,-3,3,0
1316,0,0,0,4,-3,3,4
1317,0,0,0,0,0,0,0
1318,2,0,-2,3,-2,2,4
1319,-2,-1,3,-2,0,-1,2
1320,2,0,1,-3,2,0,1
1321,1,-3,3,-3,3,-1,2
1322,0,-1,2,1,-2,0,0
1323,0,0,0,0,0,0,0
1324,-2,3,-3,3,-3,3,5
1325,-1,0,0,2,-1,0,0
1326,1,-1,2,-3,3,-3,2
1327,0,0,0,0,4,-3,3
1328,3,-1,1,-3,3,-2,1
1329,-3,-1,0,4,-3,-1,4
1331,-3,3,-3,3,-3,3,5
1332,0,0,0,0,0,0,0
1333,1,-2,-1,3,-2,1,4
1334,2,1,-3,1,0,-1,5
1335,3,-3,-1,0,0,0,1
1336,0,-1,-2,3,0,-1,4
1337,-1,-2,1,2,-3,0,4
1338,2,-3,3,-3,1,0,1
1339,2,-3,3,-2,1,-1,1
1340,-3,3,0,-3,3,-2,3
1341,4,0,-3,-1,4,-3,3
1342,0,0,4,0,-3,0,2
1343,-1,3,-3,0,3,-3,3
1344,-1,-2,1,2,-3,3,4
1345,-1,0,4,0,-3,0,2
1346,4,0,-3,0,3,0,1
1347,0,0,4,-3,-1,0,2
1348,-2,0,3,-3,-1,0,2
1349,3,-3,2,1,-2,-1,1
1350,0,-1,0,-1,3,-3,3
1351,-2,1,0,0,-2,2,0
1352,0,-1,0,1,1,-1,0
1353,-1,4,0,-3,3,-3,3
1354,2,-2,1,0,0,-2,1
1355,0,0,0,0,4,-3,3
1356,3,-3,3,-1,-2,0,1
1357,0,2,-2,1,-2,0,5
1358,-1,0,0,1,-2,3,0
1359,-1,0,0,0,0,0,0
1360,-3,0,-1,0,4,-3,3
1361,-1,0,0,0,4,-2,3
1362,-1,-1,3,0,0,-1,2
1363,0,-1,1,-2,2,-1,2
1364,3,-2,-1,1,2,-2,1
1365,0,0,0,4,0,-3,4
1366,-1,-1,0,0,4,-3,3
1367,0,0,0,0,0,0,0
1368,0,0,-1,1,0,-2,0
1369,2,0,-2,0,3,-2,3
1370,-3,-1,0,0,0,0,0
1371,0,3,-3,3,-3,3,5
1372,0,0,0,0,0,0,0
1373,0,0,1,-2,2,1,3
1374,-3,3,-1,0,-1,0,5
1375,3,-2,2,-2,0,-1,1
1376,0,0,0,-1,1,-1,0
1377,4,-3,-1,0,0,0,1
1378,0,-1,0,0,0,0,0
1380,0,0,0,0,0,0,0
1381,-3,-1,0,0,4,-3,3
1382,-1,0,-2,-1,4,0,3
1383,1,2,-3,0,-1,0,5
1384,2,1,0,0,-3,-1,0
1385,0,0,0,0,0,0,0
1386,3,-1,-1,2,-2,1,4
1387,3,0,-2,-1,2,1,1
1388,3,0,-3,0,3,-2,3
1389,-3,-1,4,-1,1,-3,2
1390,-2,0,0,1,-1,2,0
1391,-3,3,-3,-1,0,0,5
1392,0,1,-1,0,1,0,0
1393,4,-3,-1,4,0,-2,4
1394,0,4,-3,3,0,-3,5
1395,-2,1,-2,3,-3,2,5
1396,3,-2,-1,3,-2,2,4
1397,-2,3,-3,3,0,-3,5
1398,0,1,-1,0,1,1,0
1399,-1,0,4,-3,-1,0,2
1400,0,3,-3,-1,4,-1,3
1401,-1,2,1,-2,-1,2,0
1402,1,-3,3,-3,3,-3,2
1403,0,3,0,-3,3,-2,3
1404,0,0,2,-2,1,0,2
1405,0,-1,-2,0,3,-3,3
1406,0,0,0,0,0,0,0
1407,0,0,0,0,0,0,0
1408,-3,3,0,-3,-1,4,0
1409,-2,-1,3,0,-2,0,2
1410,-1,0,0,-2,3,-2,3
1411,0,0,0,0,0,0,0
1412,2,-2,1,-1,1,-1,1
1413,-2,2,-1,0,-1,-1,5
1414,1,-1,2,-1,-2,3,2
1415,0,-1,-2,-1,0,0,0
1416,0,0,0,0,4,0,3
1417,1,-2,-1,3,-3,3,4
1418,-2,0,3,-2,2,-3,2
1419,0,0,0,0,4,-2,3
1420,3,0,-3,-1,4,-3,3
1421,-1,2,-2,0,-1,3,5
1422,-3,0,0,3,-3,2,4
1423,1,-3,3,-3,3,0,2
1424,-3,3,-3,3,-1,-2,5
1425,0,0,0,0,0,0,0
1426,4,-3,-1,0,0,0,1
1427,0,-2,-1,2,1,-3,0
1428,1,-3,2,-1,0,2,1
1429,0,-1,-1,4,-3,3,4
1430,0,0,0,0,4,-3,3
1431,0,0,0,0,0,0,0
1432,2,-2,3,0,-3,3,1
1433,0,0,4,-3,3,-3,2
1434,2,-2,-1,4,0,-2,4
1435,1,-1,-1,3,-1,-2,4
1436,1,-3,1,2,-3,2,4
1437,4,-3,3,-2,1,-2,1
1438,0,1,-1,2,-2,-1,4
1439,3,-2,1,-2,-1,0,1
1440,-1,1,-2,2,-1,2,5
1441,0,3,-3,0,3,0,3
1442,0,0,0,0,4,-3,3
1443,0,0,0,0,0,0,0
1444,0,-1,0,1,0,-2,0
1445,-1,4,-3,3,-3,3,5
1446,0,0,0,0,0,0,0
1447,-3,-1,0,0,0,0,0
1448,-2,0,1,-2,3,0,3
1449,0,0,0,0,0,0,0
1450,0,0,0,4,-3,-1,4
1451,0,0,0,4,-3,-1,4
1452,0,0,-1,3,0,-1,4
1453,-3,0,-1,0,0,0,0
1454,3,-3,2,-2,3,-3,1
1455,0,0,0,0,0,0,0
1456,-2,1,-1,2,-2,1,5
1457,0,0,0,0,4,-3,3
1458,0,0,0,0,0,0,0
1459,0,0,0,0,0,0,0
1460,-2,1,0,-2,3,-2,3
1461,-2,1,2,-2,2,-3,2
1462,0,0,4,-3,3,-2,2
1463,0,-1,4,-1,-2,-1,2
1464,0,-3,2,0,0,-1,2
1465,0,0,0,0,4,-3,3
1466,-2,1,0,1,1,-3,0
1467,0,0,0,0,0,0,0
1468,0,2,-3,1,1,-2,5
1469,4,-2,0,2,-3,2,4
1470,2,-1,-2,2,0,0,4
1471,0,0,0,4,-3,0,4
1472,0,0,4,0,-3,0,2
1473,0,0,0,0,0,0,0
1474,-2,1,-2,3,-3,1,5
1475,-1,-1,0,1,0,-1,0
1476,4,-3,-1,0,0,0,1
1477,1,-2,0,2,-3,1,4
1478,1,-3,3,0,-3,3,2
1479,0,0,0,0,4,-3,3
1480,0,3,-2,1,1,-2,5
1481,-3,2,1,-3,0,3,2
1482,0,3,-1,0,-1,0,5
1483,0,4,-3,3,-3,3,5
1484,-3,0,3,-1,1,-3,2
1485,-2,2,1,-1,-1,1,0
1486,3,-3,0,-1,4,-3,1
1487,-1,0,-1,1,1,-3,0
1488,1,1,-1,0,0,-1,0
1489,3,-3,3,-3,-1,0,1
1490,4,-3,0,-1,4,-3,1
1491,0,4,-3,3,-3,1,5
1492,0,4,-3,-1,0,0,5
1493,-1,1,-1,0,1,-2,0
1494,0,0,0,0,0,0,0
1495,1,-2,3,-3,2,-2,2
1496,0,-3,3,-3,3,-3,2
1497,3,-2,1,-1,2,-3,1
1498,3,-2,0,2,-1,-2,4
1499,4,0,-3,-1,0,0,1
1500,2,-1,0,1,1,-3,1
1501,-3,-1,0,0,4,-3,3
1502,-1,-1,0,0,4,-1,3
1503,0,1,-2,3,-1,-2,4
1504,4,-1,-1,-1,3,-3,1
1505,0,0,0,4,-3,-1,4
