CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가구인테리어_잡화_저가_clust_id
742,-2,3,-1,1,-2,-1,0
743,0,1,0,-1,-1,3,1
744,0,3,-1,-2,3,-2,4
745,1,-1,0,1,-1,0,3
746,-1,1,-3,2,0,-1,0
747,1,-3,1,2,-1,-2,3
748,0,4,-3,1,2,-3,4
749,0,4,-3,-1,0,0,4
750,0,-3,2,-1,1,-2,5
751,1,-2,2,-1,0,-1,2
752,0,0,1,1,-1,-1,1
753,-3,2,-1,1,1,-3,4
754,0,1,-2,1,-1,3,0
755,3,-3,0,3,-3,2,3
756,-3,0,3,-1,-2,1,1
757,-3,1,2,-2,-1,2,1
758,-3,2,-1,0,1,-2,4
759,0,-1,1,0,-1,1,1
760,-3,3,-3,-1,4,-1,4
761,0,0,0,0,0,4,1
762,0,0,-1,1,-1,0,1
763,1,-1,3,0,-3,2,1
764,-2,3,0,-3,3,-1,4
765,-1,0,-2,3,-3,3,0
766,2,1,-3,1,-1,3,3
767,-2,-1,1,-1,3,-2,5
768,1,-2,1,-1,1,-2,2
769,-1,3,-3,3,-2,0,0
770,0,-2,2,-1,1,0,5
771,0,1,0,-1,1,-2,4
772,-1,-1,-1,3,-2,2,3
773,0,0,-2,2,-2,0,3
774,-3,2,-2,-1,4,-3,4
775,1,-2,0,2,1,-3,3
776,-2,0,-1,0,-1,4,1
777,-2,2,-2,3,-3,3,0
778,2,-2,-1,3,-1,0,3
779,-3,1,2,-1,-2,3,1
780,-1,2,0,-2,2,-2,4
781,-2,0,2,-1,-2,3,1
782,-2,0,1,0,1,-2,1
783,-3,-1,4,-1,-2,3,1
784,1,-2,3,-1,-2,0,1
785,-2,-1,1,0,2,-3,1
786,-2,3,-1,-2,3,-1,4
787,-3,3,-3,3,0,-3,0
788,3,-1,-1,1,-1,0,3
789,-1,3,-2,1,-1,1,0
790,3,-3,3,-3,3,-3,2
791,-1,1,-3,3,-3,1,0
792,-3,2,-2,-1,4,0,4
793,0,4,-3,3,-3,-1,0
794,1,0,-2,3,-3,3,3
795,-1,0,1,-2,2,0,5
796,0,1,0,0,-2,3,1
797,-2,3,-3,2,0,0,0
798,0,0,0,0,0,0,1
799,-1,-1,0,1,-1,1,1
800,0,0,0,-1,0,0,1
801,-2,1,0,-1,1,-1,4
802,3,0,-3,-1,4,-1,2
803,-2,3,-3,2,0,-1,0
804,0,4,-3,-1,4,-3,4
805,4,-3,-1,4,-3,3,3
806,1,2,-1,-1,0,1,4
807,0,-3,1,2,-3,3,3
808,-1,-2,1,1,0,-2,1
809,0,-1,3,-2,-1,3,5
810,-2,2,-3,3,-2,-1,0
811,-1,1,1,-3,2,1,5
812,-1,-1,2,-1,-1,0,1
813,-3,2,0,0,-1,0,0
814,3,-2,2,-2,1,-2,2
815,-1,-1,0,3,-2,-1,3
816,0,-1,2,0,-1,2,1
817,-1,2,-3,2,-1,2,0
818,1,-3,0,2,1,-3,3
819,3,-3,3,-1,-1,1,2
820,3,-2,1,0,-2,0,2
821,-3,3,-3,-1,0,4,4
822,-1,-2,0,3,-3,3,3
823,-2,2,1,-3,2,0,4
824,-1,1,0,-1,0,1,1
825,-2,-1,3,-1,-2,0,1
826,0,-3,-1,0,0,4,1
827,-1,-2,3,-2,2,-2,5
828,1,-2,1,2,-2,-1,3
829,-3,-1,0,0,0,0,1
830,-3,3,-3,-1,0,4,4
831,3,-3,3,-1,0,-1,2
832,-1,-2,3,-2,-1,2,5
833,2,1,-2,-1,2,-1,4
834,0,-2,-1,3,-2,-1,3
835,0,-2,0,3,-2,0,3
836,0,0,4,-3,-1,0,5
837,-3,-1,0,0,4,-3,4
838,2,0,-2,2,1,-1,3
839,0,0,0,0,0,2,1
840,-3,-1,0,0,0,4,1
841,2,-1,2,-3,3,-1,2
842,1,-1,-1,3,-1,-2,3
843,4,-3,3,-3,3,-3,2
844,-3,2,0,1,-2,0,0
845,3,-2,-1,2,-2,2,3
846,2,-2,-1,3,-1,1,3
847,-2,2,-2,1,-2,3,0
848,2,-2,0,3,-1,-2,3
849,0,3,0,-3,3,-3,4
850,-3,2,-2,2,1,-2,0
851,1,-2,2,0,-1,1,1
852,0,1,-2,1,0,1,0
853,1,-1,1,-1,1,0,2
854,3,-1,-2,3,-1,0,3
855,3,-2,-1,1,2,-1,2
856,-3,1,1,1,-2,-1,1
857,2,0,-2,0,0,1,3
858,1,2,-2,0,2,-3,4
859,0,1,-1,-1,3,0,4
860,0,4,-1,-2,0,-1,4
861,-1,3,-2,-1,2,-1,4
862,3,-3,-1,4,0,-1,3
863,3,-1,-2,3,-3,0,3
864,0,-1,-1,-1,3,-1,4
865,-3,3,-2,-1,2,-1,4
866,0,3,-3,3,0,-3,0
867,-2,-1,3,-2,-1,3,5
868,1,-2,3,-3,3,-3,5
869,0,1,-1,0,1,-1,4
870,0,0,2,-3,0,3,5
871,-1,3,-3,-1,0,4,4
872,0,-1,0,-1,2,0,2
873,-1,3,0,-2,0,-1,4
874,2,0,-3,3,-2,0,3
875,2,-3,1,2,-3,3,3
876,1,-2,3,-2,2,-3,5
877,-2,-1,0,3,0,-3,1
878,-3,3,-2,0,1,-1,4
879,-1,-1,3,0,-2,0,1
880,0,3,-3,3,-3,-1,0
881,-3,3,-3,3,-1,-2,0
882,0,1,-2,3,-2,0,0
883,1,-1,2,-2,-1,2,1
884,-1,1,-2,3,-1,1,0
885,-1,-1,1,2,-2,1,1
886,-1,1,-2,2,0,0,0
887,-2,0,-1,4,-1,0,0
888,1,-3,0,3,-3,3,3
889,0,0,2,-3,3,-1,5
890,0,-1,2,-3,0,0,5
891,-3,0,3,-2,2,-3,5
892,-2,3,-3,3,-3,3,0
893,-1,1,-1,0,1,-1,4
894,-1,1,-1,-1,3,-3,4
895,2,-2,1,0,0,-2,2
896,-1,0,4,0,-1,-1,1
897,-1,-2,0,3,-2,0,3
898,0,-2,3,-1,-1,-1,1
899,3,-3,3,0,-3,0,2
900,-1,-1,0,0,4,-1,4
901,2,-2,-1,0,4,-3,2
902,-2,0,1,-2,3,-1,5
903,3,-3,3,-1,-2,1,2
904,1,-1,0,1,-1,1,3
906,-3,1,1,-2,3,-3,4
907,0,-2,2,0,-2,2,1
908,-1,4,-3,-1,0,0,4
909,4,-3,-1,4,-3,0,3
910,-1,4,0,-3,3,-3,4
911,0,1,-2,1,1,1,4
912,1,-2,1,-2,2,1,2
913,0,1,-1,0,0,1,4
914,3,-2,-1,-1,4,0,2
915,3,-3,3,-2,-1,3,2
916,3,-3,-1,0,4,-1,2
917,-3,0,2,0,0,0,1
918,0,1,0,0,-2,3,1
919,-2,-1,3,-2,1,1,5
920,-1,2,-3,3,-2,0,0
921,1,-1,3,-2,-1,0,5
922,-1,-1,3,-3,3,0,5
923,-1,-1,-1,3,-3,2,3
924,-3,-1,4,0,-3,3,1
925,-1,1,0,-1,1,0,4
926,3,-3,1,1,1,-3,2
927,2,0,-2,2,-1,2,3
928,-3,3,-3,1,2,-2,4
929,3,0,-3,2,-2,3,3
930,-1,1,0,2,-1,-1,0
931,-1,3,-3,3,-3,-1,0
932,0,-3,1,1,1,-3,1
933,-3,1,2,-1,0,-1,1
934,-2,0,3,-3,2,-2,5
935,0,-1,0,1,-1,0,1
936,1,-1,2,-1,-1,0,1
937,2,0,-2,2,-2,3,3
938,-3,-1,0,0,4,-3,4
939,0,2,-3,2,-2,3,0
940,4,-2,-1,2,0,-1,3
941,-1,0,1,-3,1,-1,5
942,1,0,0,0,0,0,1
943,1,0,0,-2,2,0,2
944,1,0,-2,0,3,-3,4
945,0,0,-3,0,3,0,4
946,0,0,1,-2,3,0,5
947,0,-1,2,-2,1,-2,5
948,-2,3,-2,-1,3,-3,4
949,-1,3,-2,2,-3,0,0
950,3,-3,0,3,-1,-2,3
951,-2,2,0,-3,2,-2,4
952,0,3,-3,-1,4,-1,4
953,-3,3,-3,0,0,3,4
954,3,0,-3,2,0,0,3
955,0,-1,-1,3,-1,-1,3
956,1,-3,2,-2,3,-3,2
957,-2,-1,3,0,-2,0,1
958,0,2,-3,3,-3,3,0
959,-3,0,0,3,0,-3,0
960,-2,3,-2,-1,0,-1,4
961,4,-1,1,-3,0,3,2
962,3,0,-2,1,0,-2,3
963,1,2,-3,0,3,-2,4
964,-2,-1,0,0,0,0,1
965,3,0,-2,-1,2,-1,2
966,-2,3,-3,3,-3,3,0
967,-1,4,-3,3,-3,3,0
968,-2,3,-2,-1,3,0,4
969,-1,0,0,2,-2,1,1
970,-1,-2,0,2,1,-3,1
971,0,-1,-1,3,-1,1,3
972,2,-1,0,1,0,-1,3
973,2,-2,1,1,-2,0,3
974,-2,1,1,-3,0,3,5
975,-3,2,1,-3,3,-2,4
976,0,4,-2,-1,3,-3,4
977,1,-1,2,-3,3,-3,5
978,-1,1,-3,0,3,-3,4
979,-1,4,-3,-1,0,0,4
980,-2,3,-1,-1,1,0,4
981,4,-1,1,-3,3,-2,2
982,-2,2,-3,3,-1,1,0
983,0,0,0,-1,-1,-1,1
984,0,0,2,-1,-1,2,1
986,-2,3,-2,0,1,-1,4
987,2,-1,0,-1,3,-3,2
988,3,-3,3,-3,-1,0,2
989,-2,1,2,-3,2,-1,5
990,3,-2,-1,0,3,-3,2
991,0,3,-1,-1,0,0,4
992,1,0,-2,2,-1,2,3
993,4,-3,-1,4,-2,1,3
994,-1,2,-3,3,-1,1,0
995,1,-3,2,-2,2,1,2
996,-1,-1,3,-3,0,1,5
997,-1,-2,2,-1,1,-1,5
998,-2,1,0,-2,3,-2,4
999,1,0,-1,0,-1,3,1
1000,-2,1,2,-3,3,-1,5
1001,1,0,-2,2,-1,0,3
1002,3,-3,2,1,-3,3,3
1003,-3,-1,0,4,-3,-1,0
1004,-1,1,-1,-1,3,-2,4
1005,3,-1,-1,-1,3,-2,2
1006,4,0,0,-2,-1,0,2
1007,0,0,0,0,0,4,1
1008,3,0,-2,0,-1,3,3
1009,0,0,4,-2,-1,3,5
1010,2,1,-1,-1,-1,3,1
1011,-2,2,-2,1,-2,3,0
1012,-3,3,-3,3,-3,-1,0
1013,3,0,0,-3,1,1,2
1014,2,0,-3,3,-1,0,3
1015,0,0,3,-3,3,-1,5
1016,-2,1,-2,2,-1,-1,0
1017,-2,2,-3,0,2,1,4
1018,-2,0,3,-3,3,0,5
1019,1,-1,0,1,0,-1,3
1020,3,-3,1,2,-2,-1,3
1021,-3,-1,0,0,4,-3,4
1022,-3,3,-3,3,-2,0,0
1023,1,-1,0,0,2,-3,2
1024,1,-1,1,-2,3,-3,2
1025,2,-2,0,-1,3,-3,2
1026,-3,3,-1,-2,2,0,4
1027,-1,2,-1,-2,2,0,4
1028,2,-2,-1,2,0,-1,3
1029,-3,3,-1,-1,-1,2,4
1030,0,1,-3,3,-2,0,0
1031,-3,0,0,3,-3,3,0
1032,3,-2,1,-2,3,0,2
1033,-3,3,-2,1,0,-1,0
1034,2,0,-1,2,-2,1,3
1035,-1,-2,0,3,-3,3,3
1036,-2,3,-2,1,-1,1,0
1037,3,-2,2,-3,3,-1,2
1038,0,-3,1,1,-2,2,1
1039,1,-1,0,0,-2,2,1
1040,3,-1,-2,1,0,2,3
1041,0,4,0,-3,-1,0,4
1042,2,-2,2,-2,-1,1,2
1043,-1,0,1,-1,0,1,1
1044,-3,0,3,-1,1,-3,5
1045,3,-2,1,0,-1,0,2
1046,0,2,-3,3,-2,0,0
1047,1,2,-3,2,-2,3,0
1048,3,-3,3,-3,0,3,2
1049,-1,0,-1,0,2,-3,4
1050,3,-3,3,0,-1,-2,2
1051,0,-1,2,1,-3,3,1
1052,-3,3,-3,3,-2,1,0
1053,-1,0,0,-2,0,3,1
1054,-2,0,0,-1,3,-3,4
1055,-2,0,-1,0,4,-3,4
1056,-2,3,-3,1,1,-2,4
1057,3,-2,-1,3,0,-3,3
1058,-2,3,-3,3,-3,3,0
1059,-3,2,1,-2,1,-2,4
1060,3,-1,-2,3,-1,-1,3
1061,-3,2,-2,3,-3,2,0
1062,1,-2,3,-1,-2,2,1
1063,0,-1,0,2,0,-3,3
1064,0,1,-1,1,0,0,0
1065,-1,1,-1,2,-3,1,0
1066,-1,1,0,-1,-1,3,1
1068,-2,3,-3,0,3,0,4
1069,2,-2,-1,0,3,0,2
1070,-1,0,4,-3,3,-3,5
1071,3,-1,-2,2,-2,3,3
1072,-2,1,-2,2,-2,3,0
1073,-2,3,-1,0,0,-1,4
1074,0,0,0,0,0,0,1
1075,0,-2,3,-2,0,1,5
1076,-1,1,-1,1,-1,0,0
1077,-1,1,0,0,-1,-1,1
1078,4,-3,3,-3,-1,0,2
1079,-1,4,-3,3,-3,2,0
1080,1,1,0,0,1,-3,4
1081,-1,1,1,-3,3,-3,5
1082,0,0,0,0,0,4,1
1083,-3,3,-3,3,-3,3,0
1084,1,-1,-1,3,-3,0,3
1085,0,-1,3,-1,-2,2,1
1086,-3,3,-3,3,0,-3,0
1087,-1,1,-1,0,1,-1,4
1088,0,1,-2,0,-1,1,0
1089,-2,-1,2,-1,0,1,1
1090,0,0,-2,1,2,-2,4
1091,3,-3,1,2,-2,0,3
1092,0,-1,2,1,-3,2,1
1094,-2,-1,0,3,-3,0,0
1095,0,-1,0,-1,3,-1,5
1096,-1,0,0,0,-2,2,1
1097,2,-3,3,-1,-1,1,2
1098,0,0,3,-1,0,1,5
1099,0,-1,3,-1,-1,1,1
1100,1,-1,1,-1,0,0,2
1101,1,-1,1,-2,3,-2,2
1102,4,-3,3,-1,-2,3,2
1103,-2,2,-3,3,-2,1,0
1104,-1,0,1,1,-2,0,1
1105,3,-3,2,-1,-1,3,2
1106,0,0,1,-3,2,-1,5
1107,1,2,-2,0,-1,3,0
1108,2,0,0,0,-2,3,3
1109,0,-1,-1,3,-3,1,3
1110,-3,2,-1,1,-1,1,0
1111,-3,0,1,2,-2,1,1
1112,3,0,-1,-2,-1,0,2
1113,1,-3,3,-2,0,2,2
1114,1,0,0,-2,3,-2,2
1115,2,-2,-1,3,-2,1,3
1116,4,-3,-1,4,-3,3,3
1117,-3,3,-3,3,-2,0,0
1118,3,-3,3,-2,1,-1,2
1119,1,0,-2,3,-2,2,3
1120,-2,1,0,-2,3,-3,4
1122,-1,2,-3,3,-3,3,0
1123,-3,0,-1,4,-3,-1,0
1124,1,-1,1,0,0,-1,1
1125,-3,3,-2,-1,3,-2,4
1126,-3,2,0,0,-2,3,0
1127,1,-1,0,1,0,-2,3
1128,-1,-2,3,-1,-1,1,1
1129,0,3,-3,-1,4,-1,4
1130,1,-1,1,0,-1,1,1
1131,1,1,-3,3,-3,3,0
1132,-1,3,-3,0,-1,4,0
1133,0,0,2,-2,0,-1,5
1134,3,-3,3,-2,1,-1,2
1135,-2,1,-2,1,0,0,0
1136,3,-2,-1,3,-3,3,3
1137,-1,1,-2,1,-2,2,0
1138,-1,2,-2,3,-3,0,0
1139,0,-2,-1,4,0,-3,3
1140,-3,3,0,-3,3,-3,4
1141,2,-3,2,0,-1,-1,2
1142,3,-3,0,3,-3,3,3
1143,-3,3,-2,1,-2,3,0
1144,-3,3,0,-3,0,3,4
1145,0,0,0,0,0,4,1
1146,3,-3,1,0,2,-3,2
1147,0,3,0,-3,3,0,4
1148,-1,0,0,-1,1,-1,1
1149,-3,3,-3,-1,0,0,4
1150,3,-2,0,-1,3,-1,2
1151,0,0,-3,1,2,-3,4
1152,-1,-1,0,-1,4,-3,4
1153,-1,0,2,-3,2,-2,5
1154,-1,3,-3,2,1,-2,0
1155,-1,4,0,-3,2,0,4
1156,3,0,-3,3,-3,3,3
1157,-1,3,-2,2,-3,3,0
1158,0,3,-3,3,-3,0,0
1159,-3,-1,0,0,4,0,4
1160,-1,-2,3,-3,0,3,5
1161,-1,1,-3,0,-1,0,0
1162,2,-3,0,3,-1,0,3
1163,-2,1,2,-1,-2,3,1
1164,1,0,-2,3,-3,3,3
1165,0,1,1,-3,3,-2,5
1166,3,-2,1,0,1,-3,2
1167,2,0,1,-3,2,1,2
1168,-2,-1,-1,0,0,0,1
1169,-3,-1,4,-2,1,-2,5
1170,0,-2,3,-1,-2,3,1
1172,2,-3,3,-1,-2,1,2
1173,-3,0,3,-3,3,-3,5
1174,2,-2,0,-1,3,0,2
1175,1,-2,-1,3,-2,0,3
1176,1,2,-3,3,-3,2,0
1177,0,2,-3,3,-1,-1,0
1178,-1,-1,2,0,-1,2,1
1179,3,-1,-2,3,-2,0,3
1180,4,-2,1,-2,3,-3,2
1181,2,-1,2,-1,-1,-1,2
1182,-1,-2,3,-3,3,-3,5
1183,1,-1,0,0,0,-2,1
1184,1,-3,3,-1,0,-1,2
1185,3,-1,-2,3,-2,1,3
1186,3,-3,-1,4,-3,1,3
1187,-2,-1,3,-2,2,-2,5
1188,4,-3,-1,4,-1,-2,3
1189,-1,0,4,-1,-1,-1,1
1190,-2,2,-1,0,2,-2,4
1191,-3,2,-1,2,-2,0,0
1192,-2,1,-1,1,-2,3,0
1193,-2,3,-3,3,-3,0,0
1194,-3,0,1,2,-2,-1,1
1195,-3,-1,4,-2,0,-1,5
1196,-2,2,-3,3,-3,3,0
1197,3,-1,-2,3,-2,0,3
1198,3,-3,0,3,-1,1,3
1199,0,-2,2,1,-1,-2,1
1200,0,1,1,-3,0,3,5
1201,3,-2,1,0,-1,0,2
1202,2,-2,0,1,-1,-1,3
1203,3,-3,3,0,-2,1,2
1204,0,1,-2,3,-2,0,0
1205,0,0,-2,3,-2,-1,3
1206,-1,-2,2,1,0,-3,1
1207,-3,-1,4,-2,1,0,5
1209,-3,3,-2,1,-1,1,0
1210,-1,3,-2,-1,3,0,4
1211,3,-3,2,0,-2,2,2
1212,-2,1,-1,0,1,-1,4
1213,-1,-1,3,-1,-2,3,1
1214,-3,1,-1,1,1,1,4
1215,3,-1,0,-1,0,1,2
1216,1,0,-1,1,-1,1,3
1217,1,-1,-1,3,-2,1,3
1218,0,2,-2,-1,3,-1,4
1219,-3,2,1,-2,1,-2,4
1220,-1,2,-2,0,1,-1,4
1221,2,-2,1,0,0,-1,2
1222,-3,1,2,-2,-1,-1,1
1223,3,-3,3,-3,3,-3,2
1224,-3,3,-3,0,3,-2,4
1225,4,0,-3,-1,4,-3,2
1226,-1,3,-3,3,-2,1,0
1227,1,0,-2,3,-3,2,3
1228,-2,-1,4,-3,3,-1,5
1229,-1,0,0,2,-2,2,1
1230,-2,0,0,1,-1,-1,1
1231,-3,3,-2,0,1,-1,4
1232,0,0,0,-1,-1,3,1
1233,-1,3,-3,3,-2,2,0
1234,-1,4,-3,3,-2,-1,0
1235,0,1,-1,1,-1,-1,0
1236,0,2,-2,2,1,-3,0
1237,3,-1,-1,-1,3,0,2
1238,-1,-1,4,-1,1,-3,5
1239,3,-3,2,-2,-1,0,2
1240,-2,0,1,1,-3,0,1
1241,1,-3,0,3,-2,-1,3
1242,3,-1,0,-1,1,-1,2
1243,-2,0,1,0,-1,2,1
1244,-1,0,2,-2,1,0,5
1245,-3,3,-3,3,-2,1,0
1246,-1,3,-3,0,3,-1,4
1247,-2,3,-3,3,0,0,0
1248,-3,-1,0,4,-3,-1,0
1249,-1,4,0,-3,-1,0,4
1250,-3,2,-2,0,3,-3,4
1251,2,-2,3,-3,-1,4,2
1252,-3,1,0,1,0,-2,0
1253,0,1,0,-2,3,-3,4
1254,2,-2,3,-2,1,-2,2
1255,2,-3,3,-3,3,-2,2
1256,-1,0,0,4,-3,-1,0
1257,-1,1,-1,-1,3,-3,4
1258,3,-3,0,-1,0,0,2
1259,0,2,-2,1,-1,1,0
1260,-3,3,0,-2,0,1,4
1261,-2,2,-1,-2,0,3,4
1263,1,-2,3,-3,3,-1,5
1264,1,0,2,-2,0,1,5
1265,-1,0,-1,0,0,2,1
1266,-1,0,0,0,2,-2,4
1267,-1,1,-2,2,0,-2,0
1268,-1,2,-3,3,-1,-1,0
1269,3,-2,1,-2,0,3,2
1270,2,1,-3,3,-3,3,3
1271,0,0,0,-2,1,2,4
1272,0,-1,1,-1,0,1,1
1273,3,-3,0,3,-2,2,3
1274,-1,1,-2,2,-2,3,0
1275,0,0,1,1,-2,-1,1
1276,0,-2,2,0,0,0,1
1277,2,0,0,-1,2,-2,2
1278,0,0,0,0,4,-3,4
1279,3,-3,-1,4,-2,0,3
1280,-3,3,-2,1,-2,3,0
1281,0,0,0,4,-3,-1,3
1282,1,0,-2,3,-3,3,3
1283,1,2,-2,0,2,0,4
1284,-1,3,-1,-1,-1,3,4
1285,2,0,-2,1,-1,3,3
1286,0,0,0,0,0,4,1
1287,0,-1,1,0,-1,1,1
1288,0,1,0,1,-2,2,1
1289,4,0,-3,-1,4,0,2
1290,2,-3,2,1,-2,0,3
1291,-1,4,-3,3,-2,0,0
1292,-1,-1,0,0,1,0,1
1293,3,-3,3,-3,3,-3,2
1294,-3,2,0,-1,2,-2,4
1295,0,-1,3,-1,-2,0,1
1296,0,-1,-1,3,-1,-1,3
1297,0,3,-2,-1,2,-1,4
1298,3,-3,3,-2,1,-2,2
1299,-1,3,0,-1,-2,3,0
1300,2,-2,2,0,-1,-1,2
1301,1,-1,1,0,-1,0,1
1302,-1,-1,3,-2,2,-2,5
1303,4,-3,0,-1,0,0,2
1304,-2,1,0,-1,0,0,4
1305,-1,1,-1,2,-3,3,0
1306,0,-3,3,0,-3,-1,1
1307,-2,1,-2,0,0,3,4
1308,-2,0,0,2,-1,-1,1
1309,0,0,0,0,0,0,1
1310,-1,1,-2,3,-2,0,0
1311,-1,3,-1,-1,-1,3,4
1312,0,2,-1,-2,2,-1,4
1313,3,-3,-1,4,-1,-1,3
1314,-2,0,0,2,-3,-1,0
1315,-3,2,0,-1,0,1,4
1316,-2,1,1,-3,1,2,5
1317,2,-2,3,-1,-2,3,2
1318,0,0,0,0,4,-3,4
1319,-2,3,-3,-1,4,-3,4
1320,0,4,-3,3,-3,-1,0
1321,-3,-1,4,-3,3,-3,5
1322,-3,0,-1,4,-3,3,0
1323,-2,-1,1,-1,3,-3,5
1324,3,-1,-1,0,1,1,2
1325,3,-1,-2,-1,4,-3,2
1326,-1,1,-3,3,-2,0,0
1327,-2,3,-2,1,0,-2,0
1328,0,1,0,-2,-1,4,1
1329,2,-2,1,1,-3,1,3
1331,-3,3,-3,3,0,-1,0
1332,-3,-1,4,0,0,-1,5
1333,3,-3,3,0,-3,0,2
1334,0,0,-2,-1,4,0,4
1335,2,-3,3,-3,2,0,2
1336,-1,1,2,-2,2,-1,5
1337,-1,1,-1,0,-1,3,1
1338,4,-3,-1,0,0,0,2
1339,-3,3,-1,0,-1,-1,0
1340,-3,1,2,-2,0,1,5
1341,-1,0,0,0,0,0,1
1342,-2,0,-1,4,-3,3,0
1343,0,1,0,-1,-1,1,1
1344,-3,1,-1,3,-3,2,0
1345,0,-1,1,0,-1,0,1
1346,3,0,-2,0,0,2,3
1347,-2,1,-1,1,-2,3,0
1348,-2,3,-2,-1,2,-1,4
1349,1,0,0,-1,0,1,1
1350,2,-2,1,-2,3,0,2
1351,1,-2,0,3,-2,-1,3
1352,-3,1,1,0,-1,0,1
1353,-1,-2,0,3,0,-3,3
1354,1,-2,0,2,-2,-1,3
1355,0,3,-3,3,-2,1,0
1356,2,-3,2,-1,0,2,2
1357,-3,-1,0,0,4,-1,4
1358,1,1,0,-1,0,1,1
1359,1,-2,2,0,-1,1,1
1360,-2,3,-2,1,-1,0,0
1361,1,-1,-1,2,-2,0,3
1362,-2,1,-1,3,-2,-1,0
1363,-3,0,3,-1,-2,3,1
1364,-2,0,1,-2,3,-3,5
1365,0,0,1,0,0,-1,1
1366,0,3,-1,-1,2,-2,4
1367,-3,0,2,1,-3,3,1
1368,1,-3,2,1,0,-3,2
1369,3,-3,3,-3,3,0,2
1370,2,-2,3,-1,0,0,2
1371,-1,0,4,-3,-1,0,5
1372,0,4,-1,-2,2,-1,4
1373,4,0,-3,2,0,-2,3
1374,-2,1,1,0,0,-1,1
1375,-2,3,-3,3,-2,1,0
1376,-2,1,-2,3,-1,-2,0
1377,0,0,-2,1,2,-2,4
1378,-1,3,-2,1,-1,2,0
1380,1,-3,1,0,2,-3,2
1381,2,1,-3,3,-1,-2,3
1382,-3,3,-2,2,-3,1,0
1383,0,-2,3,-3,-1,4,5
1384,0,-1,4,0,-3,3,1
1385,0,1,-1,0,2,-3,4
1386,0,0,0,-3,3,-3,5
1387,-3,3,-1,-2,0,-1,4
1388,2,-2,1,-1,0,-1,2
1389,-1,1,-1,1,1,-2,4
1390,3,-3,-1,0,0,4,2
1391,-2,-1,3,-1,-2,3,1
1392,3,-2,0,0,0,2,2
1393,0,0,0,4,-1,-1,3
1394,0,0,-1,-1,0,1,1
1395,0,-1,2,-2,1,-1,5
1396,-1,-1,2,-3,1,1,5
1397,3,-3,3,-3,0,-1,2
1398,0,1,0,-2,3,-2,4
1399,1,-2,2,0,1,-3,2
1400,-1,0,-2,1,1,-1,4
1401,0,-3,2,-2,-1,0,1
1402,0,0,0,-2,2,-1,4
1403,-1,3,0,-3,2,0,4
1404,3,-3,-1,4,-3,3,3
1405,-2,3,-3,-1,0,0,4
1406,0,-3,3,-2,-1,3,5
1407,-3,3,-3,3,0,-3,0
1408,-3,1,1,0,-2,2,1
1409,2,0,0,-2,1,0,2
1410,-1,4,-3,3,-1,-2,0
1411,3,-3,-1,4,-3,-1,3
1412,3,-1,0,1,-3,1,3
1413,-1,0,1,0,-2,1,1
1414,4,-3,3,-1,-2,1,2
1415,-1,2,1,-2,-1,3,1
1416,4,-3,-1,0,4,-1,2
1417,-2,0,2,-2,0,0,5
1418,-2,2,0,0,-1,0,0
1419,0,1,-1,0,2,-1,4
1420,3,-2,1,0,-2,2,2
1421,3,-3,-1,4,0,-1,3
1422,-3,3,-1,-1,-1,3,4
1423,-3,1,1,1,-3,3,1
1424,2,-1,1,-2,2,0,2
1425,0,3,-3,1,1,1,4
1426,1,0,-2,3,-3,3,3
1427,-2,3,0,-1,-2,0,0
1428,3,-3,-1,4,0,-3,3
1429,0,-3,2,1,-2,0,1
1430,-2,2,-3,3,0,-3,0
1431,-1,0,0,1,0,0,1
1432,2,-3,3,-2,1,-2,2
1433,-3,2,-1,-1,0,-1,4
1434,-2,3,-1,0,-2,0,0
1435,0,-1,3,0,-2,0,1
1436,-2,0,1,-1,2,-1,5
1437,0,0,-2,3,-1,-2,3
1438,1,-1,1,0,-2,1,1
1439,1,-1,1,-2,1,2,2
1440,-1,1,-2,2,-1,0,0
1441,-3,2,-1,1,-1,2,0
1442,-2,2,-1,-2,3,-2,4
1443,1,2,-1,0,-2,3,0
1444,0,3,0,-1,-2,3,1
1445,3,0,-3,2,-1,1,3
1446,-1,3,-1,0,0,0,4
1447,2,-2,0,2,-3,2,3
1448,0,-3,3,-3,-1,0,5
1449,0,-1,1,-2,2,-1,5
1450,2,-3,3,-2,1,-1,2
1451,-1,-2,0,3,-1,-2,3
1452,0,1,-1,-1,2,1,4
1453,-1,0,0,1,1,-3,1
1454,-1,0,1,0,-1,1,1
1455,-2,0,3,-2,0,0,5
1456,-1,-2,1,2,-2,0,1
1457,-1,3,-2,1,-1,1,0
1458,3,-3,-1,0,0,4,2
1459,0,-3,0,3,-2,0,3
1460,2,-3,3,-2,1,-2,2
1461,0,2,-3,2,-1,1,0
1462,0,-1,1,0,-1,1,1
1463,-1,3,-2,1,-1,-1,0
1464,3,-2,-1,2,-2,3,3
1465,3,0,-1,-1,2,-3,2
1466,2,-1,-1,3,-2,-1,3
1467,0,0,0,1,0,-2,1
1468,3,-1,-2,3,-3,3,3
1469,-1,0,-1,0,-1,2,1
1470,-3,0,-1,0,0,0,1
1471,3,0,-3,3,-3,3,3
