CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids,전체_clust_ids
338,1,5,1,0,5,2,0,1,1,3,4,4,0,2,4,0,0,1,1
339,1,0,2,0,4,4,0,5,4,4,1,4,0,2,2,0,5,1,4
340,3,3,2,0,4,3,0,0,0,5,1,2,0,0,3,1,4,1,1
341,4,2,0,5,3,3,1,2,5,2,0,0,0,1,2,1,2,5,5
342,1,0,2,0,4,3,0,0,0,2,4,5,0,3,4,0,1,5,5
343,2,5,4,3,1,2,0,0,0,0,1,0,0,5,1,3,5,1,0
344,1,1,3,0,2,3,0,0,0,2,0,1,0,4,1,2,2,1,2
345,1,0,2,1,3,3,0,0,0,1,0,0,5,4,0,1,0,4,2
346,0,2,1,0,1,3,0,0,0,2,0,2,3,5,0,4,2,1,2
347,0,2,3,3,2,4,1,2,0,4,2,1,0,2,1,3,1,5,0
348,1,0,1,0,4,2,0,0,0,2,3,2,3,3,4,0,1,2,4
349,2,2,2,2,5,1,1,0,0,3,4,4,0,3,0,1,5,3,1
350,0,2,4,1,5,2,5,5,2,1,0,4,3,3,2,3,1,4,2
351,5,5,5,0,2,5,0,3,3,0,4,3,4,2,1,4,3,0,3
352,0,3,2,0,4,3,0,3,3,3,0,1,2,4,1,2,4,2,3
353,1,0,5,0,1,5,0,5,4,3,1,0,0,5,3,0,4,4,1
354,1,0,2,0,3,2,0,0,3,5,0,1,0,3,2,0,2,1,4
355,3,2,0,3,2,2,0,0,0,2,2,5,5,0,5,4,1,4,5
356,3,4,4,2,4,0,0,4,0,5,5,5,4,3,1,0,4,1,5
357,1,4,1,0,2,4,4,4,3,0,3,1,0,5,3,3,1,3,4
358,2,3,3,2,2,3,0,3,0,2,2,1,0,1,2,4,4,1,2
359,1,1,3,4,4,3,0,2,0,5,1,3,0,0,2,2,5,1,1
360,4,1,4,0,3,0,2,5,0,4,3,1,0,1,4,3,2,2,0
361,0,1,0,4,3,0,3,5,1,4,3,3,4,1,1,2,0,0,5
362,1,5,5,0,3,1,0,5,4,5,5,1,1,4,1,2,2,5,3
363,5,0,5,3,1,3,0,0,0,0,4,2,2,2,0,5,1,1,1
364,1,0,2,5,3,2,0,4,5,2,1,0,1,2,4,5,2,5,1
365,2,2,4,0,1,3,0,4,4,1,5,1,3,1,5,4,4,1,2
366,1,0,4,0,4,5,0,3,3,0,4,3,0,3,1,0,1,3,2
367,1,3,4,4,1,4,0,0,0,0,0,0,0,4,4,2,0,3,2
368,3,5,5,1,4,0,0,0,3,1,4,2,1,0,5,4,1,1,1
369,4,0,1,2,4,3,0,0,0,4,0,3,1,4,3,3,2,1,4
370,1,0,1,0,5,1,2,4,4,2,0,0,0,3,4,0,3,5,2
371,1,4,5,0,4,1,4,0,0,3,3,4,2,0,4,0,4,5,5
372,1,0,0,0,0,3,0,0,0,5,2,4,0,3,5,0,2,1,2
373,4,5,3,0,1,5,1,4,4,5,2,0,3,1,1,2,1,2,2
374,4,1,5,5,4,3,0,4,0,1,5,3,0,3,0,4,0,5,3
375,0,4,4,0,1,3,0,0,2,5,1,0,2,0,4,1,3,5,3
376,1,0,5,0,4,3,0,0,0,3,4,4,0,3,4,0,1,2,1
377,1,2,4,5,2,3,2,5,0,4,3,4,5,0,1,5,4,1,3
378,2,1,3,1,2,4,2,1,5,2,4,3,4,1,1,0,3,2,2
379,5,0,4,4,0,3,0,3,0,3,0,0,2,1,2,4,0,1,1
380,3,0,5,0,2,1,0,0,0,2,0,4,0,3,0,0,1,1,2
381,3,5,5,3,0,3,0,1,0,5,1,2,5,4,0,3,2,1,1
382,2,4,2,1,2,0,2,2,0,2,1,4,3,2,0,1,0,2,2
383,4,4,1,1,2,3,0,5,0,5,0,0,0,1,5,3,3,0,2
384,1,2,3,0,0,1,4,4,4,2,0,0,0,3,4,0,4,1,2
385,1,0,2,0,0,5,0,0,0,2,3,4,2,1,1,0,2,0,4
386,3,4,3,1,1,3,0,0,4,3,3,2,0,1,0,2,3,1,0
387,1,5,4,2,0,2,0,5,0,1,0,4,3,5,2,2,2,3,5
388,1,1,5,4,2,3,0,5,0,2,4,3,5,0,2,5,0,0,2
389,1,0,1,0,0,1,2,3,2,0,4,3,0,2,3,0,5,5,1
390,1,0,0,0,4,4,4,5,3,4,0,3,2,3,5,0,0,0,2
391,2,4,3,1,5,4,0,0,3,0,4,3,5,3,4,2,2,5,4
392,1,0,4,5,2,3,0,0,0,4,3,2,0,3,1,0,5,0,2
393,4,3,1,2,0,3,0,1,0,2,0,3,5,0,3,5,1,1,2
394,1,3,0,0,0,1,0,3,0,0,0,2,1,4,0,4,0,1,3
395,0,3,5,3,4,4,0,1,5,1,2,5,4,0,4,0,0,5,3
396,1,3,0,0,4,2,0,0,2,2,0,4,1,4,0,4,0,2,2
397,0,1,4,0,5,2,0,3,1,5,2,3,4,5,4,5,2,5,5
398,2,5,3,3,4,0,0,4,0,1,2,2,5,0,3,4,4,2,2
399,1,2,0,3,5,3,0,3,0,0,1,5,0,4,0,5,3,1,4
400,4,0,4,0,5,3,0,4,0,4,4,2,0,4,0,4,2,4,2
401,3,1,1,2,5,3,3,3,0,4,4,0,4,5,0,0,3,1,3
402,5,2,0,2,2,3,0,4,0,3,0,4,2,2,0,1,1,1,1
403,1,0,2,0,4,3,0,0,2,4,0,4,0,2,0,0,0,2,3
404,0,1,4,1,0,5,0,2,3,4,3,2,2,4,2,4,3,0,4
405,3,5,4,0,5,3,0,5,3,3,4,5,1,3,0,5,1,1,4
406,1,5,3,0,5,1,0,5,4,2,2,2,0,3,1,0,5,4,2
407,4,4,3,5,3,3,0,0,0,3,1,2,5,4,0,0,1,1,2
408,1,5,5,0,4,3,3,1,0,0,3,0,1,1,0,4,1,1,2
409,4,3,3,3,0,2,1,5,3,4,2,2,3,3,4,4,0,0,2
410,1,1,1,0,4,3,3,0,3,3,0,4,0,0,4,0,3,2,1
411,4,4,4,3,0,0,2,5,0,1,5,1,5,3,0,5,1,1,5
412,1,1,3,1,3,1,0,5,2,0,1,2,0,0,5,4,1,1,2
413,3,5,2,1,2,2,5,1,4,3,4,0,3,1,5,2,3,4,1
414,4,2,0,2,1,0,0,4,2,0,0,2,3,0,2,4,3,4,2
415,1,4,2,0,0,2,0,4,0,0,4,2,0,2,2,0,1,0,1
416,1,3,2,0,5,3,0,4,3,2,1,5,0,3,5,3,1,0,5
417,4,3,4,2,0,3,0,1,0,2,2,4,0,0,4,0,1,1,2
418,1,0,2,0,2,3,0,5,1,1,5,0,0,2,1,0,0,1,5
419,1,0,1,0,4,3,0,0,0,2,2,2,0,3,2,4,0,1,3
420,1,1,4,2,2,3,0,2,1,2,3,2,1,3,1,0,3,5,4
421,5,0,5,1,3,3,0,0,4,2,5,0,1,2,0,4,0,0,4
422,2,4,1,1,3,3,0,0,0,5,1,4,4,4,0,0,4,1,2
423,1,5,2,3,2,3,0,4,0,3,4,3,2,1,0,5,2,1,5
424,1,0,2,0,4,4,3,0,0,2,1,4,0,3,0,0,1,1,4
425,1,2,5,0,2,4,0,1,3,4,0,1,3,3,3,0,0,5,2
426,1,2,5,2,4,4,0,5,0,1,2,0,4,2,5,1,1,0,3
427,5,1,2,5,5,3,0,1,0,1,3,3,3,5,0,5,1,1,1
428,2,5,3,1,4,3,3,3,1,0,4,1,3,1,2,2,2,0,2
429,1,1,1,0,4,3,2,4,5,0,1,3,1,2,4,4,4,1,4
430,3,3,4,1,2,3,0,3,0,0,2,3,5,3,0,2,5,1,2
431,1,4,2,3,1,4,0,0,0,4,4,1,3,5,0,2,0,0,5
432,1,1,5,4,2,5,0,4,0,2,0,5,4,3,4,0,1,5,2
433,2,3,0,2,1,3,3,5,5,3,3,4,5,3,5,4,3,2,2
434,0,4,1,5,3,3,0,5,0,3,4,2,0,1,2,3,1,4,0
435,2,4,0,2,3,3,0,2,0,5,1,2,0,2,0,4,4,4,4
436,0,3,0,0,0,1,3,2,0,0,4,2,4,0,5,4,3,0,3
437,1,0,3,1,3,4,0,0,0,3,4,4,0,1,0,0,1,2,0
438,3,5,1,0,3,3,0,5,0,3,0,1,0,0,5,2,2,3,1
439,1,0,5,0,4,2,0,0,0,2,1,2,0,3,2,0,1,5,1
440,4,5,2,0,4,3,0,0,0,0,4,4,2,5,2,5,1,1,3
441,5,2,3,1,0,3,0,0,4,4,3,1,1,1,5,0,3,2,3
442,1,0,2,0,3,4,3,0,0,2,3,0,3,3,4,0,4,5,2
443,3,3,4,2,0,3,0,0,0,2,2,2,0,3,3,4,0,1,3
444,2,4,4,1,4,0,1,2,0,3,3,1,2,4,3,1,0,4,0
445,1,5,2,0,4,3,0,0,4,2,2,2,4,4,4,0,1,5,2
446,5,3,5,0,4,1,5,0,3,4,5,5,5,4,4,0,2,0,5
447,2,0,5,3,1,3,0,2,2,1,3,5,1,5,0,2,5,0,1
448,4,1,4,1,3,5,4,0,2,5,2,0,1,0,0,2,1,4,1
449,2,4,3,1,2,3,0,1,1,2,1,3,0,4,3,5,5,5,0
450,0,0,4,3,3,3,0,4,0,0,4,0,0,3,5,5,4,0,3
451,1,1,4,0,1,5,5,0,5,2,3,5,4,1,4,4,5,2,4
452,3,0,2,0,1,4,5,2,4,1,3,4,0,5,4,4,1,1,0
453,0,3,5,4,3,3,0,3,0,4,0,5,0,1,2,4,3,3,2
454,1,1,3,2,2,4,1,5,1,3,0,0,1,2,0,0,1,4,5
455,1,0,2,1,3,1,0,0,0,4,0,0,2,5,0,4,1,1,2
456,0,4,3,4,3,0,0,3,0,2,3,3,4,3,1,0,0,2,2
457,1,0,0,0,3,3,0,4,0,4,3,2,5,2,4,5,1,5,2
458,1,0,4,0,4,3,0,1,5,1,5,0,0,0,2,0,2,4,5
459,4,2,3,0,4,3,0,0,0,4,3,4,2,1,1,0,4,1,0
461,3,4,3,0,5,3,2,5,0,2,0,4,0,1,3,2,3,3,2
462,2,0,0,0,0,3,0,5,0,0,3,5,2,1,4,2,5,1,0
463,2,1,3,5,4,3,0,3,0,4,4,2,0,3,0,3,0,1,1
464,5,3,3,0,0,1,5,2,0,0,2,1,3,1,0,0,3,5,4
465,5,1,4,0,4,0,0,0,5,5,0,5,0,4,1,4,0,3,3
466,1,5,1,3,0,2,0,4,5,2,4,3,5,1,1,4,5,5,1
467,5,2,2,0,0,1,0,1,0,1,0,0,0,5,0,5,0,0,3
468,5,2,1,2,3,0,0,4,4,4,1,5,0,2,3,1,1,1,4
469,1,4,3,2,0,3,0,2,0,4,3,0,1,4,3,0,3,1,2
470,1,3,2,0,4,2,0,4,0,2,0,1,0,2,4,0,3,3,4
471,4,3,2,4,4,5,0,0,0,0,3,3,1,2,1,1,0,1,3
472,1,5,3,0,3,1,0,0,2,2,0,5,0,2,2,5,1,2,5
473,1,4,2,0,5,0,0,0,1,2,2,4,0,0,0,0,4,5,5
474,0,1,3,5,1,3,0,5,0,4,3,1,5,4,4,4,0,5,2
475,1,3,0,5,5,0,0,5,4,3,4,5,2,5,5,1,0,1,4
476,1,3,5,0,2,0,0,0,0,1,0,4,0,3,5,0,1,5,5
477,2,4,0,1,5,3,4,0,5,3,4,3,2,4,5,2,5,5,0
478,4,2,4,3,3,5,0,5,4,5,2,0,0,3,2,4,3,3,3
479,2,1,1,0,0,3,0,0,3,3,1,1,0,2,4,0,1,4,3
480,2,0,2,1,2,2,0,1,2,3,2,1,0,3,3,5,2,3,5
481,0,2,2,5,4,3,0,4,3,1,4,0,5,0,1,1,1,4,0
482,1,1,4,0,4,3,0,0,0,2,2,0,5,3,5,0,2,3,2
483,1,0,4,0,0,3,0,2,0,2,3,2,3,0,0,4,4,0,3
484,4,3,0,0,1,3,0,5,0,2,4,1,4,1,0,0,2,1,2
485,1,4,2,1,1,3,1,2,4,3,4,1,3,3,3,5,4,2,5
486,1,3,1,0,2,3,0,0,0,1,2,2,0,3,0,5,5,4,4
487,1,2,1,0,4,3,0,0,3,0,3,1,2,1,0,0,4,1,4
488,1,0,2,0,4,5,0,0,0,1,0,5,0,4,3,0,1,3,4
489,1,2,0,3,3,3,0,0,3,2,1,4,4,3,4,4,0,4,2
490,2,3,5,2,3,3,0,4,0,5,1,2,0,4,3,0,2,1,2
491,1,3,2,4,2,0,0,3,0,1,4,5,3,4,0,0,1,1,2
492,2,2,4,4,5,3,0,1,0,4,3,2,1,3,3,5,4,1,1
493,1,3,2,0,2,0,0,0,0,1,2,1,0,5,5,0,1,1,5
494,2,2,4,2,2,3,0,4,5,2,0,1,0,4,0,3,4,2,2
495,2,4,2,0,0,0,0,0,0,4,3,2,0,5,0,0,1,1,0
496,2,4,2,3,2,3,0,4,0,2,0,4,3,5,2,1,5,3,0
497,1,3,4,0,0,4,0,2,2,3,4,2,0,3,0,0,1,2,4
498,2,1,3,5,1,0,0,0,0,4,4,4,4,1,4,2,5,5,1
499,1,0,1,0,4,3,0,4,2,1,2,5,0,3,0,0,5,3,3
500,2,2,3,2,4,0,0,4,5,4,1,1,3,2,3,2,4,1,1
501,0,3,0,2,4,3,1,0,1,0,2,0,5,0,4,4,3,1,2
502,0,3,2,0,1,1,0,0,0,4,1,2,4,1,5,0,1,1,4
503,4,4,1,3,0,3,1,5,0,4,5,5,4,1,5,2,4,1,3
504,2,5,5,0,1,5,2,0,5,0,0,3,0,2,2,0,1,4,1
505,0,0,4,5,5,2,0,1,4,2,0,0,4,4,5,5,3,4,2
506,1,0,1,2,5,3,0,3,3,1,1,1,4,2,1,0,4,3,3
507,1,2,2,0,4,5,0,0,0,0,0,5,0,0,2,4,4,2,2
508,0,1,3,2,3,5,0,5,3,4,4,4,5,2,0,1,5,0,5
509,2,3,2,5,5,3,3,0,0,4,4,5,3,3,0,0,3,3,0
510,0,5,4,4,0,0,0,0,5,5,2,4,4,3,2,1,4,3,3
511,1,1,5,0,3,0,4,5,2,2,0,1,4,3,2,5,0,4,4
512,1,0,4,0,0,3,0,0,0,3,1,3,0,3,1,0,3,4,1
513,5,4,2,4,5,3,0,0,0,5,0,2,5,3,0,3,0,1,2
514,5,1,3,0,4,3,0,0,0,1,1,3,5,1,4,4,0,0,5
515,4,5,1,2,0,5,0,0,3,4,5,3,5,0,5,2,3,0,2
516,1,5,1,0,4,2,0,0,3,5,2,2,1,5,2,0,5,2,3
517,2,3,0,3,2,3,0,5,2,5,0,1,0,5,0,3,0,4,2
518,1,0,0,2,1,3,0,0,0,0,1,3,2,5,2,2,1,1,0
519,4,2,4,2,2,0,2,5,1,5,0,0,4,3,5,2,0,4,3
520,0,0,4,0,4,3,0,2,1,5,2,0,3,3,0,1,0,1,5
521,5,3,2,2,0,4,0,3,2,3,2,4,0,0,5,2,4,1,1
522,1,3,5,0,2,3,0,3,3,5,5,4,1,1,3,5,0,4,4
523,1,3,5,0,4,1,0,0,0,0,1,2,0,3,2,0,4,2,1
524,4,1,1,4,5,5,0,3,0,4,4,0,0,4,1,0,0,2,3
525,1,1,1,0,4,0,2,3,5,3,1,4,5,0,3,5,0,0,5
526,3,5,1,0,4,0,5,0,0,4,1,4,3,1,5,4,2,2,4
527,1,0,4,0,2,0,0,0,0,0,3,2,0,3,4,0,1,0,2
528,1,0,5,0,4,2,0,0,0,2,1,4,0,3,4,0,4,5,4
529,4,4,2,1,4,2,0,5,0,1,1,2,4,2,1,3,0,0,1
530,1,4,4,0,1,3,0,0,0,2,3,3,5,1,0,3,3,1,2
531,2,0,0,4,2,3,0,0,4,0,4,3,3,4,5,0,2,1,2
532,4,4,2,1,2,3,2,2,0,4,4,3,2,1,1,3,4,5,0
533,1,0,5,0,4,0,0,4,5,2,3,5,0,3,2,0,3,5,5
534,1,4,3,0,2,3,0,5,0,1,1,1,1,3,0,2,5,1,5
535,4,0,1,1,2,3,0,0,0,2,2,5,1,5,3,5,5,4,2
536,1,0,3,0,4,3,0,0,0,5,4,0,4,1,2,5,3,5,1
537,1,0,2,0,3,2,0,0,1,2,1,2,0,3,2,0,2,0,3
538,3,1,1,5,3,3,0,4,0,2,4,1,5,2,0,5,3,1,5
539,5,3,5,1,3,5,0,3,1,0,2,5,2,3,1,2,3,2,3
540,3,3,0,3,3,1,0,0,0,2,2,3,3,4,2,5,1,5,3
541,1,0,3,0,5,5,2,5,1,1,3,5,0,2,5,0,1,2,5
542,2,1,4,1,5,3,0,0,0,2,3,3,0,1,1,4,3,3,2
543,1,0,0,5,4,3,0,0,0,2,0,2,0,3,0,4,4,5,2
544,4,4,0,5,0,0,0,0,0,3,1,2,3,0,3,5,3,1,2
545,3,2,0,5,4,5,0,4,0,0,4,3,0,1,3,3,2,1,0
546,5,5,0,4,4,1,0,0,0,1,4,2,4,2,1,2,2,3,1
547,2,2,3,4,3,4,0,5,5,2,5,1,0,5,3,3,1,3,3
548,1,1,3,4,3,5,4,1,4,3,4,3,1,1,2,2,3,0,1
549,0,3,0,0,3,3,1,4,5,2,4,0,4,0,2,0,1,5,2
550,4,1,3,0,2,5,0,4,3,4,5,1,2,1,1,4,3,3,1
551,5,2,3,3,0,0,0,2,2,5,1,2,0,2,1,2,2,1,3
552,5,4,2,4,3,3,0,4,0,2,1,2,4,4,2,0,1,0,4
553,4,4,5,0,2,3,0,4,2,0,3,3,5,3,4,5,0,1,3
554,0,5,5,0,1,3,0,3,0,4,0,1,1,3,0,3,0,1,3
555,4,3,3,2,4,1,0,0,2,5,5,5,1,3,1,4,2,2,3
556,1,3,2,0,2,5,0,4,2,2,5,2,0,1,1,0,1,0,3
557,3,3,4,0,4,1,0,0,3,1,2,0,4,4,2,0,0,0,3
558,4,3,1,0,3,3,0,3,0,2,0,1,4,0,5,3,1,1,2
559,4,1,5,5,0,3,0,0,0,2,5,2,2,4,3,3,3,1,5
560,2,4,3,3,3,3,0,5,0,3,3,4,5,3,0,0,5,1,0
561,4,2,3,1,1,4,0,0,4,0,1,3,1,5,3,3,3,3,1
562,1,3,0,1,3,3,0,5,0,2,2,2,3,3,2,4,3,1,5
563,1,5,5,3,0,3,0,1,1,5,1,3,2,2,3,0,2,4,1
564,4,4,3,3,4,5,0,0,0,5,2,2,0,0,1,4,5,1,3
565,4,4,5,3,5,0,0,2,0,5,1,5,0,3,0,1,0,5,0
566,5,1,5,0,0,3,0,5,0,4,3,0,5,2,4,2,4,1,4
567,2,4,0,0,4,3,0,4,2,1,4,5,1,3,5,3,1,0,1
568,1,2,1,0,5,4,0,0,0,3,1,2,3,5,0,0,1,0,0
569,4,0,3,4,3,1,0,1,0,2,5,0,0,3,4,4,0,1,2
570,1,0,1,0,4,3,0,0,0,1,1,2,0,3,5,0,1,0,4
571,3,3,5,4,2,3,2,5,0,3,4,4,2,4,5,1,1,2,1
572,0,5,1,5,1,3,0,1,5,4,3,4,3,3,5,3,1,4,1
573,1,4,1,3,2,3,0,0,4,1,4,1,1,5,4,2,5,1,0
574,5,2,4,1,3,1,0,0,4,5,4,1,1,0,1,5,0,0,3
575,1,1,1,0,4,4,2,1,3,0,1,2,3,2,3,4,0,2,4
576,2,1,0,1,3,3,2,2,3,2,1,3,2,2,5,4,0,5,0
577,3,3,5,4,4,3,0,0,0,4,5,1,5,3,2,4,0,4,1
578,3,2,1,0,2,3,0,0,2,2,2,0,5,2,5,3,4,0,5
579,1,0,0,0,3,1,0,0,5,5,1,2,0,3,5,0,1,1,4
580,1,3,2,2,1,2,0,0,3,0,4,3,4,2,2,2,4,0,5
581,1,0,1,0,4,3,0,0,0,2,1,1,0,2,5,0,1,0,2
582,1,5,4,0,0,3,0,0,0,5,1,2,3,2,4,3,2,1,3
583,2,0,1,0,3,4,0,0,2,5,5,0,0,1,3,0,4,4,3
584,5,0,2,0,2,3,0,1,0,2,3,5,4,1,0,5,3,1,3
585,5,1,5,4,3,3,0,3,1,2,4,3,0,5,3,1,4,3,1
586,5,2,1,4,0,3,4,4,5,2,5,2,0,0,4,2,3,3,1
587,2,1,0,0,1,3,0,0,0,2,3,4,4,3,3,1,4,2,3
588,5,0,0,0,3,3,0,0,3,2,3,5,0,0,5,2,3,1,3
589,2,4,5,2,5,3,0,4,5,0,0,1,3,2,5,0,1,4,1
590,2,0,1,0,4,1,0,3,0,2,3,4,4,5,1,0,1,4,4
591,1,0,2,0,1,2,0,0,0,1,1,2,0,3,2,0,1,4,4
592,5,0,3,0,2,2,0,0,0,2,1,3,1,2,1,4,0,0,0
593,0,4,3,3,1,3,0,5,5,2,0,1,1,4,5,4,3,0,2
594,5,5,4,0,3,3,2,5,4,2,0,2,0,0,0,3,0,2,2
595,1,1,4,0,5,3,0,0,0,5,0,0,3,2,0,5,5,1,1
596,3,0,1,4,1,3,0,5,0,1,5,2,2,0,0,1,3,1,5
597,1,1,5,0,0,3,3,4,0,5,2,0,0,3,0,0,2,5,3
598,0,1,2,0,3,4,0,0,0,2,5,2,0,3,0,4,4,3,3
599,1,2,2,2,2,5,0,0,0,5,0,1,5,1,0,4,2,4,2
600,4,1,5,0,5,3,0,2,4,3,4,3,3,5,4,1,2,3,5
601,3,4,2,1,4,3,0,2,0,4,4,2,2,0,0,2,4,1,4
602,0,1,4,1,4,3,0,0,0,3,4,1,3,2,2,3,5,3,0
603,4,0,4,4,3,1,0,5,2,2,2,1,2,3,3,2,1,0,3
604,1,5,3,2,5,3,0,4,0,1,2,1,1,4,3,2,3,2,2
605,1,0,3,0,4,5,0,0,0,2,3,1,0,3,4,0,2,4,4
606,4,1,4,4,0,1,0,5,2,5,2,1,5,0,3,0,0,1,3
607,0,4,4,1,5,0,0,0,0,2,2,0,3,1,1,1,4,2,4
608,5,4,3,4,0,3,1,3,5,2,5,3,3,3,2,2,3,1,2
609,1,0,5,0,0,1,4,0,5,1,3,4,0,0,0,0,2,0,2
610,2,0,4,0,3,3,0,0,0,5,2,2,2,1,3,0,1,1,0
611,5,0,0,0,3,3,0,1,0,0,2,2,0,1,0,1,3,5,4
612,4,0,4,0,3,3,0,5,0,5,2,3,4,2,4,1,0,0,5
613,5,3,2,3,1,2,4,5,0,2,5,2,5,1,5,4,2,2,2
614,0,0,0,2,5,3,0,0,0,3,1,4,0,2,0,0,4,1,2
615,0,2,1,0,0,3,4,3,2,3,0,4,1,2,5,4,0,1,4
616,1,4,3,0,1,3,5,1,3,4,1,5,2,2,2,0,3,0,4
617,5,4,0,5,2,3,0,4,3,5,1,0,0,5,5,4,0,4,1
618,1,0,1,3,4,0,0,0,2,4,5,1,1,0,4,5,1,4,3
619,1,4,1,3,2,4,1,3,1,5,0,4,0,1,3,0,1,1,4
620,4,4,3,2,5,3,0,0,3,2,0,2,0,0,0,0,4,1,4
621,1,0,5,0,3,1,0,0,3,4,5,0,0,3,5,0,1,4,5
622,4,4,4,2,2,3,0,4,0,2,2,3,1,2,1,2,1,1,3
623,1,5,3,1,1,2,0,0,2,2,5,5,5,0,0,0,0,4,5
624,1,0,1,0,4,3,0,0,5,2,0,2,0,3,3,0,4,2,2
625,1,2,1,0,4,2,0,4,0,2,2,4,2,5,0,2,1,1,2
626,1,3,0,0,4,5,0,0,1,0,1,5,0,3,3,0,1,2,3
627,3,3,4,3,1,3,0,4,0,2,0,1,0,1,0,5,2,3,0
628,4,0,2,0,3,0,0,2,2,4,1,2,0,5,5,2,2,1,0
629,4,3,0,0,0,3,0,4,3,1,4,3,2,2,0,5,2,5,3
630,2,4,0,3,0,3,0,5,0,5,4,0,2,5,2,0,4,1,1
631,4,0,1,2,3,3,5,5,5,2,0,1,1,3,5,5,1,4,5
632,1,2,0,0,5,5,0,2,0,4,3,0,4,1,0,5,3,3,5
633,2,3,0,4,5,1,0,1,2,3,4,2,0,3,0,3,4,4,1
634,1,3,5,1,3,3,0,5,0,3,1,2,1,1,0,4,0,1,1
635,4,0,5,3,0,3,0,5,0,5,2,0,0,4,0,5,5,3,5
636,0,3,3,0,4,3,0,3,0,4,2,1,5,1,3,4,3,0,2
637,1,5,3,1,4,5,1,3,2,4,3,1,2,5,5,0,1,3,0
638,0,0,4,2,4,2,0,0,0,1,4,3,5,3,3,4,1,0,2
639,2,1,2,0,1,0,0,0,0,3,4,2,0,1,0,1,4,2,1
640,2,2,0,0,2,1,0,3,1,4,0,1,0,2,5,0,1,1,4
641,0,5,2,1,4,3,0,3,0,2,4,3,0,2,4,3,3,5,4
642,0,5,2,2,0,3,0,4,0,3,4,2,5,2,2,4,0,1,3
643,5,3,4,0,3,3,0,5,0,2,5,0,3,3,0,5,2,4,3
644,3,3,0,0,3,4,0,0,0,0,3,3,3,3,5,1,1,5,4
645,0,4,1,0,1,0,0,4,3,0,0,4,5,4,2,1,4,3,1
646,1,3,3,1,2,2,0,0,4,1,1,0,5,4,0,0,4,1,2
647,1,0,1,0,4,1,0,5,0,4,3,2,0,2,5,1,5,1,4
648,4,1,3,1,0,1,0,0,0,0,2,4,0,5,0,1,1,3,1
649,0,2,4,1,5,3,0,3,1,0,2,3,1,4,2,2,1,1,3
650,1,1,2,0,1,5,0,3,4,4,3,4,0,2,4,0,1,0,0
651,1,2,4,1,5,3,4,4,0,0,2,3,0,4,2,1,4,1,3
652,2,0,5,0,3,3,0,0,0,5,3,2,0,5,5,4,0,5,1
653,1,3,4,0,2,5,2,1,5,4,2,4,0,3,0,0,2,0,2
654,3,0,3,2,2,3,0,4,0,5,5,3,5,3,4,2,4,5,2
655,1,0,2,0,0,3,0,5,0,1,3,2,0,3,1,0,1,2,0
656,3,4,3,3,4,5,5,2,0,2,0,2,3,0,0,2,5,1,0
657,2,4,4,0,1,3,0,5,0,0,0,1,0,2,0,3,2,1,4
658,1,3,2,1,2,0,0,0,1,2,4,3,3,4,2,4,0,2,5
659,1,0,5,0,4,4,0,0,0,3,3,2,0,3,3,0,1,3,2
660,1,0,5,0,4,4,0,0,0,5,3,5,0,3,1,0,1,1,5
661,5,5,2,2,5,0,5,4,3,0,0,2,1,3,2,4,1,0,3
662,1,0,1,0,2,4,0,5,3,2,1,2,0,3,4,0,5,4,2
663,1,0,5,0,4,0,0,0,0,2,5,0,0,3,0,0,1,4,3
664,0,5,2,5,1,1,2,5,3,5,2,2,4,0,0,3,2,1,3
665,1,3,2,0,5,1,0,5,2,2,3,0,4,2,0,2,3,5,2
666,1,4,1,0,5,3,0,0,0,0,1,2,1,3,1,0,3,3,0
667,1,3,3,0,2,5,0,1,0,5,0,2,3,1,5,4,0,0,5
668,1,0,1,0,4,5,0,0,0,4,3,1,0,3,2,0,1,2,1
669,2,5,0,1,3,3,0,3,0,2,1,0,4,4,0,2,4,1,4
670,5,5,3,2,4,5,0,3,0,0,2,2,0,3,5,1,5,4,3
671,1,0,2,0,4,5,0,4,0,0,0,1,2,4,0,1,1,0,4
672,3,4,1,0,5,3,0,1,0,0,0,4,5,2,0,2,2,1,5
673,5,0,0,3,3,1,3,3,0,5,0,2,1,4,0,3,4,1,3
674,1,5,4,0,4,1,0,5,0,2,3,5,0,2,0,4,1,1,2
675,1,5,0,2,2,5,0,5,1,0,5,2,0,4,1,2,3,0,2
676,4,4,2,2,3,3,1,1,0,1,2,4,5,5,4,3,2,1,2
677,3,4,0,0,2,1,0,1,1,1,2,2,5,2,1,3,0,1,4
678,1,0,2,0,4,1,0,0,3,1,5,4,2,3,1,0,0,2,5
679,1,0,5,0,4,5,0,0,0,2,3,5,0,4,3,0,1,4,5
