CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,전체_clust_id
756,-2,-1,0,3,-3,3,4
757,-2,1,2,-3,3,-3,3
758,-3,1,2,0,-3,3,4
759,-3,2,0,0,-2,3,2
760,-3,3,-1,0,-1,1,2
761,-1,1,-3,3,-3,0,2
762,0,0,-2,1,0,0,5
763,-2,3,-3,2,0,-2,2
764,-3,3,-3,2,-1,0,2
765,0,0,-1,2,-1,-2,2
766,-2,2,-3,2,-1,2,2
767,1,0,1,0,-1,0,4
768,-1,0,-1,1,-2,3,4
769,3,-2,0,2,-3,2,0
770,1,-3,0,3,-2,1,0
771,0,0,-1,1,-1,1,4
772,3,-3,0,2,-2,1,0
773,2,-3,0,1,0,2,0
774,3,-3,2,-1,1,-1,1
775,0,-1,0,1,1,-3,5
776,1,-2,2,1,-2,-1,0
777,-1,3,-3,2,-2,2,2
778,-1,0,0,0,1,-2,3
779,1,-1,0,1,1,-2,5
780,-1,-2,3,-2,0,0,1
781,0,1,-2,3,-3,3,2
782,1,1,-1,0,0,2,5
783,1,1,-3,1,2,-1,5
784,-2,0,2,1,-2,2,4
785,-1,0,1,-1,1,-1,3
786,3,-2,2,-3,3,-1,1
787,-1,0,0,2,-2,0,4
788,-2,1,0,-2,2,1,3
789,1,-3,3,-2,-1,3,1
790,-1,1,-1,0,0,2,3
791,-2,3,0,-2,-1,3,3
792,3,-1,-1,0,0,0,5
793,-1,1,-1,0,-1,2,4
794,-1,2,1,-2,2,-3,3
795,2,-1,2,-3,3,-1,1
796,2,0,0,0,-1,-1,0
797,0,0,2,-3,1,1,1
798,0,-1,0,0,1,0,5
799,-2,-1,2,-1,2,-3,1
800,-2,1,0,-1,1,-1,3
801,-1,0,0,1,0,-2,4
802,-1,1,1,-3,2,-1,3
803,1,1,-3,3,-3,3,2
804,0,1,-1,1,-1,0,2
805,1,-3,1,1,-1,1,0
806,-1,1,-1,0,2,-3,3
807,0,0,-1,1,-1,2,4
808,-1,2,-3,3,-1,-2,2
809,-2,-1,2,0,-1,0,4
810,1,-1,0,2,-3,1,0
811,3,-2,2,-2,-1,2,1
812,2,-3,2,0,0,-1,0
813,0,0,0,-1,0,1,4
814,1,0,0,0,0,0,5
815,-2,3,-3,2,-1,-1,2
816,1,-1,0,1,-2,1,0
817,-1,2,-2,0,0,2,2
818,-1,2,-2,1,-1,0,2
819,2,0,-3,3,-2,0,2
820,1,-1,1,0,0,-2,0
821,0,0,-1,1,-1,-1,4
822,0,-1,0,1,-1,2,4
823,0,2,-1,-1,1,1,3
824,-1,2,0,0,-1,1,4
825,-3,1,2,-1,1,-3,3
826,-1,0,-1,3,-1,-2,2
827,3,-1,-2,2,0,0,5
828,1,1,0,-1,-1,3,4
829,-2,1,-2,2,1,-3,2
830,-1,1,-2,3,-2,0,2
831,-2,1,-1,2,-2,1,2
832,-3,3,-3,2,0,0,2
833,0,2,-3,3,-3,2,2
834,0,-1,0,1,0,-1,4
835,-1,2,-1,2,-3,2,2
836,0,1,-2,0,1,-1,5
837,-3,1,1,0,-1,2,4
838,-1,1,0,-1,1,-1,3
839,3,-2,0,0,1,0,0
840,2,0,-2,1,-2,3,5
841,-1,1,0,-1,1,-1,3
842,2,-1,1,-1,2,-3,1
843,0,0,1,0,0,-1,4
844,-2,0,0,2,-2,-1,4
845,0,-2,1,2,-2,0,0
846,2,-3,3,-2,0,1,1
847,1,-1,2,-3,1,1,1
848,2,0,-2,3,-2,1,2
849,-3,1,1,0,-1,0,4
850,-2,-1,3,-1,-1,0,4
851,-2,0,1,-2,1,2,3
852,0,1,-1,-1,3,-2,3
853,1,-1,1,-1,1,0,1
854,2,0,-2,3,-2,1,2
855,3,0,-3,3,0,-2,5
856,-2,1,0,1,-3,0,4
857,-1,-1,0,1,-1,1,4
858,-1,-1,0,-1,3,-2,3
859,0,-2,1,2,0,-3,0
860,-1,1,-1,1,-1,1,2
861,3,-1,-1,1,0,-2,5
862,1,0,0,-1,1,0,5
863,1,-3,3,-1,-2,3,0
864,0,-1,1,0,-2,2,4
865,-1,1,-1,2,-3,3,2
866,3,-1,-2,1,2,-3,5
867,2,-3,2,1,-2,0,0
868,1,0,-1,1,-1,-1,5
869,-3,0,1,2,-1,-2,4
870,3,-3,2,-1,-1,3,0
871,0,1,-1,0,1,0,5
872,-1,-1,1,2,-3,2,4
873,0,-1,2,-1,-2,0,4
874,-1,0,2,-3,1,1,1
875,1,0,-1,0,-1,2,5
876,2,-1,1,0,-1,0,0
877,-1,1,0,0,-2,3,4
878,-3,1,0,1,-1,2,4
879,-1,1,-1,1,0,0,2
880,1,0,-2,2,-1,0,5
881,2,0,0,-1,-1,2,5
882,0,-3,1,2,-2,0,0
883,0,0,2,-3,2,-1,1
884,1,2,-3,1,1,0,5
885,1,-1,-1,3,-2,1,0
886,-3,1,2,0,-2,1,4
887,-3,3,-2,2,-3,3,2
888,-1,0,0,1,0,-1,4
889,0,-1,2,1,-2,0,4
890,-3,1,0,2,-3,2,2
891,0,-1,1,0,0,-2,4
892,1,-2,0,0,1,1,0
893,-1,-1,-1,3,-2,0,2
894,-1,3,-1,-1,1,1,3
895,3,-3,2,-1,2,-2,1
896,-2,1,-1,1,-1,0,2
897,1,0,-1,2,-3,0,4
898,0,-3,3,-1,-1,0,1
899,1,2,-3,2,1,-2,5
900,-1,2,-2,1,-1,1,2
901,0,1,0,2,0,-3,4
902,2,-2,1,-2,2,0,1
903,2,-2,0,1,0,-2,0
904,1,-1,3,-2,1,1,1
906,-1,1,-1,2,-1,1,2
907,2,-2,-1,3,-2,2,0
908,3,-2,-1,1,1,-2,0
909,1,-1,0,1,-1,1,0
910,0,1,0,0,-1,1,4
911,1,-2,2,0,0,-1,0
912,3,-1,-1,0,0,1,5
913,0,0,-1,-1,1,2,5
914,1,-1,-2,2,1,-3,5
915,1,0,1,-1,1,-3,1
916,-2,0,1,0,0,-2,4
917,1,0,1,1,-1,1,4
918,-1,0,0,1,0,-2,4
919,1,2,-3,2,1,-3,5
920,1,0,0,2,0,-3,5
921,2,-1,0,-1,2,-1,1
922,0,0,1,-1,0,0,4
923,-3,3,-3,0,1,0,3
924,-1,1,1,-3,0,3,3
925,0,3,-3,3,-1,-2,2
926,1,-1,1,-1,2,-3,1
927,2,-2,2,-1,-1,-1,0
928,0,-1,1,-1,1,0,1
929,2,1,-3,2,-1,1,5
930,1,-1,-1,2,0,0,5
931,0,-1,-1,1,2,-2,5
932,0,-2,3,-1,-1,1,1
933,0,1,-3,2,0,-2,2
934,-1,1,0,-2,3,-2,3
935,3,-3,3,-3,1,1,1
936,-3,3,-2,1,0,0,2
937,0,-1,-1,3,-2,2,4
938,2,1,-2,0,1,-1,5
939,-2,0,1,-1,1,0,3
940,3,-1,-1,0,0,2,5
941,0,-2,1,-2,1,2,1
942,1,-1,0,2,-3,2,0
943,0,-1,0,0,2,-2,5
944,2,0,1,-3,3,-3,1
945,-2,3,-3,2,-1,2,2
946,0,0,1,1,-3,1,4
947,0,-2,3,-3,0,3,1
948,-3,3,-2,2,0,-3,2
949,0,2,1,0,-3,0,4
950,2,-2,-1,3,-1,-1,0
951,0,-2,0,1,-1,1,0
952,1,0,-1,1,-2,3,4
953,-2,-1,0,3,-3,3,4
954,-1,1,-1,1,-2,2,2
955,2,-2,0,0,0,0,0
956,1,-2,2,-1,2,-2,1
957,3,-2,0,2,-1,-2,0
958,-1,3,-3,2,0,-1,2
959,1,1,-1,1,1,-3,5
960,-2,3,-2,-1,0,3,3
961,-1,1,-1,0,1,0,3
962,1,-3,2,-1,0,0,1
963,-3,1,1,1,-3,3,4
964,-2,2,-1,1,-1,0,2
965,0,-1,1,-1,0,0,1
966,-2,2,-3,3,-2,1,2
967,0,2,0,-3,2,1,3
968,0,-1,1,-1,1,-2,1
969,-2,3,-1,-1,0,0,3
970,-2,1,-2,1,0,2,2
971,0,-1,-1,2,-1,0,4
972,1,2,-3,1,2,-3,5
973,0,1,1,-2,0,1,3
974,-3,2,-1,2,-3,3,2
975,3,-1,-1,0,-1,3,0
976,-1,1,0,0,-1,1,4
977,3,-3,3,-3,3,-3,1
978,0,-2,2,1,-2,1,0
979,0,0,1,-1,1,0,1
980,0,0,-1,1,0,0,5
981,-1,0,1,-2,3,-2,3
982,-1,2,-3,3,-2,2,2
983,-2,2,-1,0,1,-1,3
984,1,0,0,0,0,1,5
986,1,-2,2,-1,2,-3,1
987,3,-1,-1,0,1,0,5
988,0,1,-1,0,-1,3,4
989,-2,3,-1,-2,1,2,3
990,3,-3,3,-3,0,1,1
991,2,-1,-1,1,0,-1,5
992,-2,2,0,0,-1,1,3
993,-2,0,0,2,-1,-1,4
994,2,-1,-2,3,-3,3,0
995,0,1,0,-2,2,-2,3
996,2,-2,1,0,-1,1,0
997,0,-2,3,-3,0,3,1
998,0,-3,1,1,-1,-1,0
999,0,-1,0,0,2,-2,5
1000,-1,1,-1,1,-1,1,2
1001,2,-3,3,-3,3,-2,1
1002,1,-3,2,-1,2,-3,1
1003,0,1,-1,2,-2,0,2
1004,3,-3,1,0,0,2,0
1005,0,-2,1,-1,-1,0,0
1006,3,0,-3,2,-2,0,5
1007,3,-3,2,-2,3,0,1
1008,2,1,-3,1,2,-3,5
1009,-3,2,0,-1,0,1,3
1010,0,1,-2,2,-1,0,2
1011,3,-2,2,-3,2,1,1
1012,2,1,-3,2,1,-2,5
1013,-1,2,-1,1,-3,3,2
1014,3,-3,3,-3,3,-3,1
1015,0,1,1,-1,-2,1,4
1016,-1,0,0,0,1,-1,3
1017,1,1,1,-3,2,0,1
1018,0,1,0,-1,1,-1,3
1019,0,-1,-1,2,-1,1,4
1020,3,-2,2,-1,-2,3,0
1021,-2,2,-1,2,0,-2,2
1022,-3,3,-2,2,-3,3,2
1023,3,-3,0,2,0,0,0
1024,0,-1,1,0,-1,-1,4
1025,-1,2,-2,2,-3,1,2
1026,-3,2,-1,0,2,-2,3
1027,2,-1,1,-1,1,-2,1
1028,2,-3,1,1,-1,-1,0
1029,-1,0,2,-3,1,1,1
1030,2,-1,0,1,-1,1,0
1031,-1,0,0,0,0,1,4
1032,1,-1,2,-2,1,-1,1
1033,-1,1,-2,2,0,0,2
1034,1,-1,1,-2,3,-1,1
1035,-3,1,-1,2,-1,1,2
1036,0,-1,0,1,-1,2,4
1037,-1,0,2,-3,1,0,1
1038,2,-2,1,0,-2,3,0
1039,0,2,0,1,-3,1,2
1040,2,-3,1,1,-1,0,0
1041,0,-1,1,-1,1,0,1
1042,1,-1,2,-3,0,0,1
1043,3,-2,0,2,-3,2,0
1044,1,1,-3,1,2,-3,5
1045,-1,1,-1,2,-3,3,2
1046,-1,1,-2,3,-3,1,2
1047,-3,2,-1,1,-1,1,2
1048,0,1,0,-1,-1,1,4
1049,0,0,1,0,-2,0,4
1050,1,1,0,-1,1,-2,5
1051,3,-2,0,1,-1,1,0
1052,-3,3,-3,1,1,0,2
1053,-1,-2,2,-2,3,-3,1
1054,-2,0,0,-1,3,-3,3
1055,0,0,1,-3,2,-1,1
1056,0,-1,2,-3,3,-3,1
1057,-2,1,-2,3,-3,3,2
1058,1,-1,0,0,0,1,5
1059,-2,-1,3,-1,0,-1,1
1060,0,0,-2,3,-2,2,2
1061,-1,0,-1,2,-3,2,2
1062,3,-3,3,-3,3,-3,1
1063,0,-1,1,0,0,0,4
1064,2,0,0,-2,2,0,1
1065,-1,1,-1,2,-3,2,2
1066,-3,3,-2,1,0,-1,2
1068,-2,0,0,0,1,0,3
1069,1,-2,0,3,-3,2,0
1070,0,0,0,1,-1,1,4
1071,3,-2,2,-2,1,-1,1
1072,0,2,0,-3,2,0,3
1073,1,-1,-2,2,-1,2,5
1074,3,-3,3,0,-2,0,0
1075,-1,0,0,1,-1,1,4
1076,2,-2,1,-1,0,1,1
1077,0,1,-1,1,-1,0,2
1078,1,0,0,-1,-1,3,4
1079,-2,0,3,-2,0,0,3
1080,1,-1,1,0,-1,0,0
1081,0,0,1,-1,1,-1,1
1082,3,-3,1,2,0,-1,0
1083,-1,-2,2,1,-3,2,4
1084,-1,-2,3,-1,-1,1,1
1085,1,-1,1,0,-2,1,0
1086,-1,1,-1,0,2,-2,3
1087,3,-3,1,1,1,-3,0
1088,1,-1,-1,-1,2,0,5
1089,-1,0,0,1,-1,1,4
1090,-1,2,-1,-1,1,2,3
1091,1,0,-1,-2,0,1,5
1092,3,-3,3,-3,2,1,1
1094,1,-3,3,-1,0,-1,1
1095,1,1,0,-2,3,-2,3
1096,3,-1,-1,0,-1,1,0
1097,-3,2,-1,2,0,-3,2
1098,-1,1,-1,0,0,2,3
1099,-1,0,-1,3,-2,1,2
1100,2,-3,2,0,0,0,0
1101,-1,1,-2,-1,0,3,3
1102,-1,1,-1,0,-1,3,4
1103,0,2,-1,1,-1,0,2
1104,-3,3,-3,3,-2,1,2
1105,0,0,-2,1,1,-1,5
1106,0,-1,2,-3,2,-1,1
1107,-1,1,-1,-2,2,0,3
1108,-1,-1,1,-2,1,0,1
1109,-1,0,1,-2,1,0,3
1110,-2,3,-3,3,-2,2,2
1111,-2,2,-2,3,-1,0,2
1112,1,0,-1,0,1,0,5
1113,-1,0,1,-1,1,-2,3
1114,-2,1,-1,0,1,-1,3
1115,2,0,-2,3,-1,-1,5
1116,1,-3,2,1,-1,-1,0
1117,2,-1,2,-1,-2,3,0
1118,1,-3,0,3,-3,3,0
1119,3,-2,-1,2,1,-2,0
1120,1,0,-2,3,-1,-2,2
1122,-1,0,1,0,-2,3,4
1123,-3,1,1,-1,-1,2,3
1124,-1,2,-2,0,1,-1,3
1125,-2,3,-1,-1,2,-3,3
1126,-2,2,0,0,-1,1,3
1127,2,-1,2,-2,2,-3,1
1128,3,-3,2,0,-2,3,0
1129,0,-1,3,-3,3,-1,1
1130,-2,1,-1,0,0,0,3
1131,2,0,-2,3,-1,0,5
1132,1,-1,-2,3,-3,1,0
1133,-1,2,0,-1,1,1,3
1134,1,0,-2,2,-2,2,2
1135,0,-1,2,-2,2,-2,1
1136,1,-3,1,0,1,-2,1
1137,1,-1,0,1,-1,1,0
1138,1,-1,1,0,-2,3,0
1139,0,1,-1,0,1,-1,5
1140,-1,1,0,-1,0,1,3
1141,1,-1,0,1,-2,1,0
1142,0,-2,2,-1,0,-1,1
1143,-1,2,-1,-1,-1,2,3
1144,1,-2,0,-1,0,3,1
1145,0,0,-1,0,0,0,5
1146,-1,1,0,-2,3,-1,3
1147,-1,0,0,1,-2,3,4
1148,-3,3,-2,0,1,0,3
1149,2,-1,0,0,-1,0,0
1150,2,-2,0,0,1,-2,0
1151,0,2,-3,3,-3,2,2
1152,-2,2,-1,0,0,-1,3
1153,-1,1,-2,1,0,-1,2
1154,0,-1,0,2,-2,0,4
1155,2,-1,1,-2,1,2,1
1156,0,-1,0,0,0,1,4
1157,-1,0,1,0,-1,1,4
1158,-1,2,-1,1,0,1,2
1159,-1,0,-1,1,-1,0,4
1160,0,1,1,-3,2,-2,3
1161,0,1,-2,2,-3,3,2
1162,-2,2,0,-2,3,-3,3
1163,-2,1,-1,1,-2,1,2
1164,-1,2,0,0,0,-1,3
1165,-2,3,-2,0,0,1,2
1166,3,-3,2,0,-1,0,0
1167,3,-2,2,-3,2,0,1
1168,1,-1,1,0,0,-1,0
1169,-1,1,-1,1,0,-1,2
1170,1,-1,1,-1,1,0,1
1172,3,-1,-2,3,-3,3,0
1173,-2,2,-1,2,-3,2,2
1174,2,-3,2,0,-1,1,0
1175,1,-1,-2,2,-1,0,5
1176,2,-1,2,-3,1,1,1
1177,-1,0,-1,3,-2,2,2
1178,-3,2,-1,0,1,0,3
1179,-1,1,0,-1,2,-2,3
1180,0,-1,0,1,-1,0,4
1181,-2,3,-2,1,0,1,2
1182,0,0,2,-3,3,-2,1
1183,1,-1,1,-1,0,0,1
1184,2,-2,1,0,-1,1,0
1185,0,0,-1,1,-1,-1,4
1186,0,1,-1,1,-2,2,2
1187,0,-3,3,-1,-2,2,0
1188,3,-1,0,0,-1,-1,0
1189,-1,3,0,-2,2,-3,3
1190,-1,3,-2,2,-1,0,2
1191,-1,1,2,-1,1,-3,3
1192,0,0,-1,1,-2,3,4
1193,1,-1,1,-1,0,-1,1
1194,-2,0,-1,2,1,-3,2
1195,1,0,0,-1,-1,0,4
1196,2,0,-1,2,-1,0,5
1197,-1,0,-2,3,-1,0,2
1198,2,-1,2,-3,2,0,1
1199,-1,-1,1,0,0,-1,4
1200,-2,2,-1,2,-3,3,2
1201,1,-1,1,-1,1,0,1
1202,0,1,0,-1,0,1,3
1203,2,-2,1,-2,1,2,1
1204,0,0,0,1,0,0,4
1205,1,0,-2,3,-3,3,2
1206,1,-1,-1,1,0,-1,5
1207,0,-1,-1,1,1,-2,5
1209,1,-1,1,0,-1,1,0
1210,-2,2,0,0,0,-1,3
1211,-1,0,2,-3,0,2,1
1212,-2,1,0,-1,-1,1,3
1213,0,0,0,-1,2,0,3
1214,0,-2,0,3,-3,0,0
1215,2,0,0,0,-1,0,0
1216,0,-3,1,0,1,1,1
1217,0,0,-2,3,-3,3,2
1218,2,1,-1,0,-2,2,5
1219,0,-3,3,-3,2,-1,1
1220,-1,1,-1,1,-1,1,2
1221,1,-2,0,1,0,-1,0
1222,2,-3,2,0,-2,0,0
1223,1,-2,0,0,1,0,0
1224,-2,0,1,-1,1,-2,3
1225,0,1,-1,1,-1,1,2
1226,2,-3,3,-2,1,0,1
1227,3,-2,0,0,1,-2,0
1228,-3,3,-2,0,0,1,2
1229,2,-2,3,-3,3,0,1
1230,-3,3,-2,1,-1,2,2
1231,-1,1,-1,1,0,0,2
1232,1,-2,3,-2,-1,1,1
1233,1,-1,0,1,-2,2,0
1234,2,0,-1,1,-1,1,5
1235,1,0,0,0,-1,1,4
1236,-1,-1,3,-2,0,1,1
1237,1,-3,2,0,-1,1,0
1238,0,2,-2,-1,3,-3,3
1239,0,0,1,1,-3,0,4
1240,-2,2,0,-1,2,-2,3
1241,1,0,-2,1,1,0,5
1242,0,1,0,0,0,-1,4
1243,-2,3,-3,1,0,2,2
1244,-1,1,-1,1,0,-1,2
1245,-1,-1,2,0,-2,1,4
1246,0,0,1,-2,2,1,1
1247,0,3,-3,3,-1,1,2
1248,-3,1,1,-1,1,-1,3
1249,0,1,0,-1,1,-1,3
1250,-1,1,-1,0,2,-2,3
1251,0,1,-1,0,1,-1,5
1252,0,0,1,1,-2,-1,4
1253,-1,1,-1,0,1,-1,3
1254,0,2,-2,3,-1,-2,2
1255,-2,0,2,-2,1,-1,3
1256,1,0,-1,0,1,-2,5
1257,-1,2,-3,1,2,-2,2
1258,0,-1,1,-1,0,0,1
1259,1,-3,0,3,-1,-1,0
1260,1,0,-1,0,1,-1,5
1261,0,-1,2,-2,0,1,1
1263,-1,-2,3,-3,1,1,1
1264,0,1,-1,2,-3,2,2
1265,-1,1,-1,-2,2,-1,3
1266,-1,-1,3,-3,2,0,1
1267,2,-2,0,1,-2,3,0
1268,-3,3,-3,1,2,0,2
1269,3,0,-3,3,-1,0,5
1270,0,1,-2,3,-1,0,2
1271,-2,1,1,-2,-1,2,3
1272,0,2,-1,2,-2,2,2
1273,3,-2,0,0,0,0,0
1274,-1,2,-1,0,0,0,3
1275,-1,2,-3,3,-2,-1,2
1276,0,0,0,1,0,-1,4
1277,1,-1,1,0,0,-1,0
1278,1,0,-1,1,-1,0,5
1279,3,0,-1,0,1,-2,5
1280,0,-1,2,-2,-1,2,1
1281,-1,-1,2,0,-1,0,4
1282,-1,-1,0,0,2,-3,3
1283,0,-1,1,-2,2,1,1
1284,-1,2,1,-1,-1,2,3
1285,-1,1,-2,3,-3,1,2
1286,3,-2,0,0,0,1,0
1287,-2,-1,3,-2,0,1,1
1288,3,-3,0,2,-1,1,0
1289,-3,2,0,-1,1,-1,3
1290,2,-2,-1,3,-1,-2,0
1291,-2,-1,3,-2,1,-2,1
1292,1,-3,1,1,1,-3,0
1293,2,-3,2,0,-1,0,0
1294,-1,1,0,1,0,-1,4
1295,-1,0,2,-3,2,-2,1
1296,-2,1,-2,3,0,-3,2
1297,-2,3,-2,1,-1,1,2
1298,1,-2,3,-3,3,-3,1
1299,0,3,-1,-2,2,-2,3
1300,0,0,-1,0,1,-1,5
1301,3,0,-1,-2,3,0,5
1302,-3,2,0,1,-3,2,2
1303,0,-1,1,0,-2,3,4
1304,0,0,-1,0,1,-1,5
1305,3,-3,2,-2,3,-2,1
1306,0,0,0,1,0,-1,4
1307,2,-1,0,-2,2,0,1
1308,-3,1,1,1,-1,-2,4
1309,-1,-2,3,-2,0,2,1
1310,-3,1,0,0,1,0,3
1311,0,0,2,-2,2,-3,1
1312,-2,-1,3,-2,0,0,1
1313,-1,0,3,-1,0,-2,1
1314,1,-3,3,-2,-1,1,1
1315,0,-1,-1,3,-2,-1,4
1316,1,0,-1,0,2,0,5
1317,1,-2,3,-3,2,1,1
1318,1,0,-1,0,0,1,5
1319,0,2,-3,3,0,-3,2
1320,0,0,0,1,-1,1,4
1321,-3,1,2,-2,1,-1,3
1322,1,-1,1,0,-2,2,0
1323,-2,0,-1,0,1,0,3
1324,1,-1,1,-1,1,0,1
1325,2,0,0,0,-1,1,0
1326,0,0,1,-1,2,-3,1
1327,2,-1,-1,3,0,-3,0
1328,2,0,-1,0,1,-1,5
1329,-3,2,-1,1,-2,3,2
1331,-1,1,-2,2,-1,2,2
1332,3,-1,-1,0,1,0,5
1333,1,-1,-2,2,-1,1,5
1334,3,-3,3,-3,3,0,1
1335,0,-1,1,-1,-1,1,4
1336,3,-2,1,-2,3,-2,1
1337,-1,1,-1,0,0,1,3
1338,0,1,-1,0,0,0,5
1339,1,0,0,0,0,-1,5
1340,-3,1,0,1,0,0,3
1341,2,-3,3,-2,2,-3,1
1342,3,-3,0,3,-3,1,0
1343,0,1,-3,3,-2,0,2
1344,-2,1,-2,3,-3,3,2
1345,2,-1,-1,-1,3,-3,5
1346,1,0,0,-1,0,2,5
1347,-2,0,0,1,-2,3,4
1348,0,2,-1,-1,1,-1,3
1349,1,-1,1,1,-3,1,0
1350,1,-1,0,0,2,-3,5
1351,-2,1,-1,1,-1,0,2
1352,-1,1,0,0,-1,0,4
1353,1,-1,1,-1,1,0,1
1354,0,0,-1,0,1,-2,5
1355,1,1,0,-1,1,1,5
1356,1,-3,1,2,-2,1,0
1357,-1,1,1,-2,-1,1,3
1358,0,1,1,-3,1,1,3
1359,0,-1,1,-1,0,1,1
1360,1,-1,1,1,-1,-2,0
1361,-3,3,-3,3,-3,3,2
1362,0,-1,0,1,1,-2,5
1363,0,1,-1,0,1,-1,5
1364,0,-1,-1,0,3,-3,5
1365,1,1,-1,1,0,0,5
1366,-2,3,-2,1,-2,1,2
1367,-2,2,-3,3,-2,1,2
1368,0,-1,0,1,-1,1,4
1369,1,0,-1,-1,3,-2,5
1370,0,2,-2,1,0,-1,2
1371,1,0,-2,3,-2,0,2
1372,-1,1,0,-2,1,-1,3
1373,3,-1,-1,2,-3,2,0
1374,-1,1,0,0,-1,0,4
1375,-2,3,-3,3,-1,0,2
1376,0,-3,2,-2,2,-1,1
1377,1,0,-1,0,2,-2,5
1378,1,-1,1,0,1,-2,1
1380,2,-1,0,1,-2,3,0
1381,1,-1,-2,2,0,-1,5
1382,-2,1,0,1,-3,1,4
1383,1,-1,1,-2,1,1,1
1384,2,-2,1,0,1,-2,1
1385,-1,0,2,-2,0,0,1
1386,3,0,-2,0,0,2,5
1387,0,0,0,0,-2,1,4
1388,0,0,2,-2,1,-2,1
1389,0,2,-3,1,1,0,2
1390,-1,-1,2,0,0,-1,4
1391,1,2,-2,2,-3,1,2
1392,-1,1,0,-2,2,0,3
1393,3,-1,0,0,0,-1,0
1394,-2,-1,3,-1,-2,2,4
1395,-1,0,2,-1,-2,3,4
1396,0,0,-1,1,0,-1,5
1397,0,0,-1,1,-1,1,4
1398,-1,0,0,1,-2,3,4
1399,2,0,-1,1,-2,1,0
1400,1,-2,0,0,1,-1,0
1401,2,-2,0,1,-1,0,0
1402,-1,2,-3,2,0,-1,2
1403,-2,2,0,-2,2,-1,3
1404,0,1,-1,1,0,-1,5
1405,0,-1,0,1,-1,1,4
1406,0,0,2,-3,1,1,1
1407,1,0,-1,2,-2,1,4
1408,-3,3,-1,0,-2,3,2
1409,-1,0,1,0,-1,1,4
1410,2,0,-1,1,0,-1,5
1411,1,0,-2,3,-3,3,2
1412,3,-2,1,-1,1,-1,1
1413,1,-1,0,0,1,-1,5
1414,0,1,0,-1,0,1,3
1415,-1,3,-3,1,1,-2,2
1416,2,-3,1,1,0,-2,0
1417,0,-2,2,-1,0,2,1
1418,-1,0,0,0,0,0,4
1419,-1,1,-1,0,0,1,3
1420,2,-2,3,-2,2,-3,1
1421,-1,1,-1,1,-2,2,2
1422,2,-3,2,0,0,-1,0
1423,-1,1,0,-1,0,1,3
1424,0,0,2,-3,3,-2,1
1425,-1,-2,0,1,-1,3,4
1426,-3,1,0,1,0,0,3
1427,0,1,-1,2,-2,0,2
1428,0,-2,2,-1,1,-1,1
1429,0,0,-1,0,2,-1,5
1430,2,-1,2,-2,0,2,1
1431,2,-2,3,-2,1,0,1
1432,1,-1,1,0,-2,1,0
1433,1,1,-3,0,0,2,5
1434,-2,-1,1,2,0,-3,4
1435,-2,3,-2,1,-1,0,2
1436,-1,1,0,1,-2,1,4
1437,-1,2,-3,2,0,0,2
1438,1,0,-1,1,-1,-1,5
1439,1,-1,2,0,1,-3,1
1440,-1,-2,1,2,-1,-2,4
1441,-1,2,-3,2,0,1,2
1442,-1,3,-3,1,0,2,2
1443,3,-2,0,0,1,-1,0
1444,0,0,-1,1,-1,0,4
1445,1,0,-2,3,-1,0,2
1446,1,2,-1,0,-2,2,2
1447,1,2,0,-3,1,2,3
1448,-2,1,-2,0,2,1,3
1449,1,0,0,0,2,-1,5
1450,-1,0,1,-3,3,-2,3
1451,2,-2,2,0,0,-2,0
1452,2,-3,1,1,0,-1,0
1453,0,-3,1,2,-1,-2,0
1454,-1,1,-2,2,-1,1,2
1455,-2,2,-2,1,2,-3,3
1456,-3,2,1,-3,2,0,3
1457,3,-3,1,1,1,-1,0
1458,-1,-1,2,-3,0,3,1
1459,-2,0,0,0,0,2,4
1460,2,-1,2,-1,0,-2,1
1461,-3,2,-1,2,-3,3,2
1462,2,-2,-1,3,-1,0,0
1463,1,1,0,-1,0,-1,5
1464,3,-1,-1,1,0,1,5
1465,-1,0,0,2,-2,-1,4
1466,0,1,-1,0,1,-1,5
1467,0,2,-3,1,1,-2,2
1468,-2,1,-2,2,-1,1,2
1469,-1,0,-2,2,0,-1,2
1470,0,1,-1,-2,2,0,3
1471,1,0,-2,3,-2,0,2
1472,-1,0,0,0,-2,1,4
1473,-2,1,-1,1,-2,2,2
1474,-1,1,0,0,-1,1,4
1475,-1,-1,0,1,1,-2,4
1476,1,-2,1,2,-3,3,0
1477,3,-3,1,2,-3,0,0
1478,-2,0,0,2,-2,0,4
1479,-3,3,-3,3,-3,3,2
1480,1,1,-3,2,-1,0,2
1481,1,-1,1,-1,0,2,1
1482,-1,-1,3,0,-3,3,4
1483,2,-1,1,-2,3,-2,1
1484,-2,2,0,-2,2,0,3
1485,-2,1,-1,1,-1,1,2
1486,3,-3,3,-3,2,-2,1
1487,0,0,0,-1,2,-3,3
1488,-3,3,0,-3,1,-1,3
1489,0,-2,3,0,-2,0,0
1490,3,-1,-1,0,-1,3,0
1491,1,-1,-1,2,-3,0,0
1492,-3,3,-2,1,-2,2,2
1493,-1,1,-1,1,0,-2,2
1494,-1,-1,1,-1,0,0,4
1495,1,-2,3,-2,2,-3,1
