CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_중가_clust_id
746,-1,0,2,-2,0,1,2
747,-1,0,-2,3,-1,-1,4
748,-2,3,-2,0,0,-1,0
749,3,0,-1,-2,0,-1,5
750,-3,-1,0,0,0,4,3
751,0,0,0,0,0,4,3
752,0,0,1,-1,-1,3,3
753,0,-3,-1,0,0,0,3
754,-2,1,-2,3,-3,3,4
755,1,-3,1,1,1,-2,5
756,-2,2,-2,3,-3,2,4
757,-3,1,2,-3,1,1,2
758,-3,1,1,1,-3,3,4
759,3,-2,0,0,2,-1,5
760,-3,2,-1,1,0,-2,4
761,-2,-1,-1,0,0,0,3
762,0,-3,-1,4,-3,-1,1
763,-2,2,-3,3,0,-3,4
764,-2,3,-2,1,0,-2,4
765,2,-1,-2,3,-1,-2,1
766,3,-3,0,3,-1,0,1
767,0,3,-1,-1,2,-3,0
768,0,-2,2,-1,-2,3,2
769,-1,3,-3,3,-3,2,4
770,-1,-1,2,0,0,-1,2
771,3,-2,0,-1,1,2,5
772,0,-1,-1,3,-2,1,1
773,3,-3,1,-1,0,3,5
774,-2,1,2,-3,1,1,2
775,2,-2,-1,2,1,-3,1
776,4,-3,0,0,3,-3,5
777,-1,3,-1,-1,-1,3,0
778,-2,3,-2,-1,3,-3,0
779,-3,3,-3,3,-1,-2,4
780,0,-1,1,-2,2,-1,3
781,0,1,-2,3,-1,-1,4
782,0,4,-3,-1,0,0,0
783,-3,3,-3,3,-1,-2,4
784,-2,0,1,0,-2,3,3
785,1,2,0,-3,3,-3,0
786,3,-1,0,-2,3,-2,5
787,1,-2,1,1,0,0,3
788,-3,2,1,-2,-1,3,0
789,-1,1,-2,3,-3,2,4
790,0,0,4,-3,-1,0,2
791,-2,0,2,-2,-1,3,2
792,1,-3,3,-2,0,1,2
793,0,4,-3,-1,0,0,0
794,3,-3,1,2,-3,0,1
795,-1,1,2,-2,0,1,2
796,0,3,-1,-1,-1,1,0
797,-1,1,0,2,-2,0,4
798,0,0,4,-3,-1,0,2
799,-3,0,3,-3,3,-3,2
800,-1,-1,-1,3,-2,-1,1
801,-2,2,-1,2,-2,0,4
802,-3,0,3,-3,0,-1,2
803,3,-1,-2,0,3,-2,5
804,0,0,0,4,-3,-1,1
805,0,4,-3,-1,0,0,0
806,-2,-1,2,-1,0,-1,2
807,2,0,-1,0,0,1,3
808,-2,1,-2,2,0,-2,4
809,-1,-2,2,1,-3,1,1
810,-1,-1,3,0,-3,2,2
811,2,-1,2,-2,1,-1,5
812,1,-3,3,-1,0,0,5
813,4,-3,3,-3,-1,0,5
814,2,-3,2,0,-2,0,5
815,-2,-1,1,1,1,-3,3
816,1,-1,-1,3,-3,1,1
817,-2,2,-1,-1,3,-1,0
818,0,2,-3,3,-2,1,4
819,2,0,-1,1,-2,0,1
820,4,-3,3,-3,-1,0,5
821,0,0,0,0,0,0,3
822,2,-3,0,-1,4,0,5
823,1,2,-1,-2,3,0,0
824,-1,2,-2,3,-3,3,4
825,-3,3,-1,0,-2,-1,4
826,-3,3,-3,-1,0,0,0
827,2,-3,2,-2,3,-3,5
828,0,3,-1,-1,-1,3,0
829,-3,3,-3,2,1,-3,4
830,-3,1,-1,2,1,-3,4
831,-3,-1,0,0,0,0,3
832,-1,-2,2,0,-2,3,2
833,0,0,-2,3,-3,3,1
834,0,0,0,0,0,0,3
835,0,-1,3,-1,-1,-1,2
836,0,4,-3,-1,0,0,0
837,-3,-1,0,4,-3,3,1
838,0,-1,3,-2,1,-2,2
839,0,2,-1,-1,3,-3,0
840,0,-2,2,-2,-1,3,2
841,1,-2,2,-1,0,1,5
842,3,-3,2,-1,2,-3,5
843,-2,-1,3,0,-1,-2,2
844,3,-1,0,-1,0,1,5
845,-1,-1,3,-1,-2,2,2
846,3,-3,1,1,1,-2,5
847,2,-2,0,3,-2,0,1
848,-1,3,-3,3,-3,3,4
849,0,-3,-1,4,-3,-1,1
850,0,-2,3,-3,2,0,2
851,4,-3,-1,0,0,0,5
852,-2,1,-2,3,-3,3,4
853,3,-1,-1,2,-3,3,1
854,1,0,-2,3,-3,3,1
855,3,-1,-2,3,-3,3,1
856,0,-3,1,2,-3,0,1
857,-2,0,0,1,-1,2,3
858,-2,3,-3,2,0,-1,4
859,-3,0,2,1,-2,-1,3
860,0,0,0,0,0,0,3
861,2,-2,0,1,0,-2,5
862,0,-1,0,0,4,0,3
863,-2,3,0,-3,0,3,0
864,-3,0,3,-3,-1,4,2
865,-3,2,-1,2,-2,0,4
866,2,-2,0,3,0,-2,1
867,3,-3,2,0,-1,0,5
868,1,2,-3,3,-3,-1,4
869,0,-1,1,2,-3,0,1
870,3,-3,3,-2,-1,3,5
871,0,-1,0,0,0,0,3
872,2,-2,-1,4,-3,3,1
873,-2,3,-2,0,2,-2,0
874,-2,1,1,0,-1,1,3
875,-2,-1,3,-3,2,-1,2
876,-1,4,-2,0,-1,-1,0
877,-3,-1,0,4,-3,-1,1
878,-1,0,-2,3,-3,2,4
879,0,-1,3,0,-1,-2,2
880,3,-1,-2,3,-2,-1,1
881,-1,0,0,0,0,0,3
882,-1,-1,1,-1,0,1,3
883,-2,2,0,-2,3,-3,0
884,3,-3,0,2,-2,3,1
885,2,-3,2,-1,2,-2,5
886,-2,1,2,-1,-2,3,2
887,-2,1,-1,3,-2,1,4
888,0,-2,0,3,-1,0,1
889,-2,-1,3,0,-2,0,2
890,-1,1,-1,2,-3,2,4
891,-3,-1,0,4,-3,-1,1
892,0,0,0,0,0,4,3
893,1,-2,-1,3,-2,1,1
894,-1,3,0,-3,2,-2,0
895,3,-3,0,3,0,-3,1
896,3,-3,-1,0,0,0,5
897,0,1,-1,2,-3,0,4
898,0,-3,3,-3,3,-3,2
899,-1,3,-3,3,0,-2,4
900,-3,3,-2,1,-2,3,4
901,-3,3,-3,-1,4,-3,0
902,0,0,0,4,-3,-1,1
903,1,1,0,-1,1,-2,3
904,1,-1,3,-3,1,-1,2
906,-1,1,-2,3,-3,3,4
907,3,-3,3,-1,-1,2,5
908,-1,0,0,0,0,0,3
909,3,-3,-1,0,4,-3,5
910,4,0,-3,3,-3,3,1
911,-1,0,3,-2,-1,3,2
912,2,-2,-1,3,-2,0,1
913,-2,3,-2,-1,0,3,0
914,0,-1,-1,1,0,-2,3
915,0,2,-2,1,1,-2,0
916,3,-3,1,1,0,-1,5
917,-1,0,0,0,0,0,3
918,-2,0,0,1,1,-3,3
919,1,-1,-1,2,1,-3,3
920,1,0,0,1,1,-3,3
921,0,3,-2,-1,3,-2,0
922,-3,0,-1,0,0,0,3
923,-1,0,-2,3,-1,-1,4
924,2,-2,2,-3,0,2,5
925,0,3,-3,3,-1,1,4
926,0,0,0,0,0,0,3
927,0,2,-2,3,-3,2,4
928,1,-1,1,0,-1,1,3
929,1,1,-1,2,-3,3,1
930,4,-3,-1,0,0,0,5
931,-1,-2,3,-1,1,-3,2
932,1,-3,-1,0,0,4,5
933,-2,2,-3,-1,0,0,0
934,2,-1,2,-3,3,-1,5
935,1,-3,3,-3,2,0,2
936,1,-2,3,-2,-1,1,2
937,-1,1,-2,3,-2,0,4
938,-3,-1,0,0,4,-3,3
939,-1,-2,3,-2,1,0,2
940,4,-1,-2,-1,0,4,5
941,-1,0,0,-1,-1,3,3
942,-3,-1,0,4,-3,2,1
943,2,-2,0,-1,3,-3,5
944,2,-1,2,-3,1,1,5
945,3,0,-3,3,-3,3,1
946,0,1,0,0,-1,0,3
947,-2,0,3,-3,0,3,2
948,-3,-1,0,0,4,-3,3
949,-3,3,0,0,-3,0,4
950,-1,3,-3,2,1,-3,4
951,-2,-1,3,-3,3,0,2
952,2,-2,1,0,-2,3,5
953,-2,-1,0,3,-3,2,1
954,0,0,1,-1,0,0,3
955,-1,2,-2,0,1,-1,0
956,-3,0,-1,0,0,0,3
957,-1,1,-2,3,-2,0,4
958,0,1,-1,2,-2,-1,4
959,-2,2,1,-3,3,-3,0
960,0,-3,0,0,-1,0,3
961,-2,0,-1,0,0,0,3
962,-1,3,-2,2,-2,1,4
963,2,-1,1,-1,1,0,5
964,-2,0,-1,-1,0,0,3
965,1,-3,2,-1,0,0,5
966,2,0,-2,3,-3,3,1
967,-1,4,-2,-1,-1,4,0
968,-1,-1,3,-3,2,-2,2
969,-3,3,0,-3,2,0,0
970,0,0,0,0,0,0,3
971,3,-3,0,3,-1,-1,1
972,0,3,-3,1,2,-3,0
973,0,-1,-1,1,-2,3,1
974,-2,1,1,1,-2,1,4
975,3,-2,1,0,-2,3,5
976,-3,-1,0,0,0,0,3
977,0,0,2,-3,2,-1,2
978,0,-2,1,2,-2,0,1
979,4,-3,-1,0,0,4,5
980,0,-3,0,0,3,-2,3
981,-1,3,0,-3,3,-3,0
982,3,-2,0,2,-1,-2,1
983,2,-2,-1,3,0,-3,1
984,-1,0,1,0,-2,3,3
986,1,-1,1,-1,2,-1,3
987,0,4,-3,-1,0,0,0
988,3,-2,-1,3,-3,-1,1
989,-3,3,-2,1,-1,2,4
990,3,-3,1,-1,-1,4,5
991,0,0,0,-1,1,-1,3
992,0,1,-1,2,-3,1,4
993,-2,-1,3,-3,2,0,2
994,3,-1,-2,3,-3,3,1
995,-3,-1,0,0,4,-3,3
996,0,0,2,-2,0,1,2
997,2,-2,-1,3,-3,3,1
998,2,-3,3,-2,0,1,5
999,-1,-1,1,-1,2,-2,3
1000,-1,2,-2,3,-3,2,4
1001,3,-3,3,-1,0,-2,5
1002,2,1,-1,-2,3,-3,3
1003,3,0,-3,-1,0,0,5
1004,-2,0,-1,2,-1,1,4
1005,0,0,2,-2,-1,1,2
1006,3,-1,-2,2,0,-1,1
1007,3,-3,2,-2,3,-3,5
1008,1,0,-2,3,0,-3,1
1009,0,0,4,-3,-1,0,2
1010,0,4,-3,3,-2,0,4
1011,3,0,-2,0,0,2,5
1012,3,0,-3,3,0,-3,1
1013,-1,1,1,-3,1,-1,2
1014,1,-1,0,1,-1,2,1
1015,-2,0,3,0,-3,0,2
1016,-1,1,-2,2,1,-2,3
1017,1,2,-1,-2,3,-2,0
1018,2,-2,-1,2,-1,1,1
1019,1,-2,2,-2,3,-2,5
1020,4,-1,-2,0,3,0,5
1021,-1,-2,3,-3,-1,4,2
1022,-1,1,0,-2,0,1,3
1023,4,-2,-1,3,-3,-1,1
1024,-3,0,3,-1,-2,0,2
1025,-2,1,-1,0,0,1,3
1026,-2,2,-1,0,1,-1,0
1027,2,-1,1,-1,1,-2,5
1028,0,-1,-1,1,0,0,3
1029,0,-1,2,-2,0,1,2
1030,0,3,-3,3,-3,2,4
1031,1,-3,-1,4,-3,-1,1
1032,1,-2,3,-2,1,-1,2
1033,0,1,-2,2,-1,1,4
1034,0,0,0,0,0,0,3
1035,-3,-1,0,4,-3,-1,1
1036,1,-3,3,-2,1,0,2
1037,-3,0,3,-3,0,0,2
1038,1,-3,3,-1,-2,3,2
1039,-1,2,0,-1,0,0,0
1040,1,-3,2,-1,1,-2,5
1041,0,0,0,0,0,0,3
1042,1,-1,2,-3,1,-1,2
1043,3,-1,-1,1,-1,1,1
1044,-2,0,0,1,1,-3,3
1045,1,-1,1,1,-3,3,1
1046,-3,3,-3,2,-2,3,4
1047,-3,3,-2,1,0,-2,4
1048,-2,0,0,-1,0,0,3
1049,0,-3,2,-1,-1,3,2
1050,-1,-1,0,0,0,4,3
1051,-1,0,4,-3,3,-3,2
1052,-3,2,-2,3,0,-2,4
1053,-2,3,-3,2,0,-1,4
1054,-1,-2,3,-3,3,-3,2
1055,-1,-1,0,4,-3,-1,1
1056,0,-3,0,3,-3,3,1
1057,-1,-2,3,-1,-2,3,2
1058,1,-1,1,-1,1,-1,3
1059,0,-3,2,0,1,-3,2
1060,0,-2,-1,3,-1,1,1
1061,2,-2,0,2,-2,-1,1
1062,-2,0,1,-1,2,-2,3
1063,0,0,0,0,0,0,3
1064,-1,4,-3,3,-3,3,4
1065,-1,-1,3,-2,-1,2,2
1066,0,2,-3,3,-3,1,4
1068,-1,-2,0,-1,4,0,3
1069,1,1,-2,3,-3,2,1
1070,0,4,-3,-1,0,4,0
1071,0,-1,0,2,-1,-2,1
1072,-3,3,-3,2,0,-1,4
1073,-3,3,-2,1,-1,2,4
1074,0,0,0,0,4,-3,3
1075,3,-2,0,2,-3,3,1
1076,2,-3,3,-2,0,1,5
1077,-2,2,0,0,-2,3,4
1078,-1,3,-3,0,-1,4,0
1079,1,-1,3,-3,2,-1,2
1080,0,0,0,0,4,-3,3
1081,0,0,0,0,0,0,3
1082,-1,0,0,0,0,0,3
1083,4,-3,-1,4,-3,-1,1
1084,-1,0,0,1,-2,3,3
1085,0,1,0,1,-3,1,1
1086,-2,0,1,-2,3,-3,3
1087,2,-2,2,1,-3,3,1
1088,2,0,-1,1,-1,1,1
1089,-3,3,-3,3,-3,1,4
1090,0,3,-1,-2,2,-1,0
1091,3,-2,1,-1,-1,1,5
1092,3,-3,0,3,-2,-1,1
1094,0,0,0,2,-1,-1,1
1095,-1,2,-2,2,0,0,4
1096,1,0,-1,0,-1,1,3
1097,-3,3,-3,3,-1,-2,4
1098,-1,0,0,1,-1,-1,3
1099,-1,-1,-1,3,-2,0,1
1100,1,-1,0,1,0,-1,3
1101,-1,4,-3,-1,0,0,0
1102,0,0,0,0,0,0,3
1103,-3,1,1,1,-3,0,4
1104,0,-3,1,0,2,-2,3
1105,-1,-1,1,1,0,-1,3
1106,0,0,4,-3,-1,0,2
1107,-2,1,0,-1,1,-1,3
1108,0,-2,1,0,0,-1,3
1109,-1,0,0,0,0,0,3
1110,-1,3,-3,3,-1,1,4
1111,-2,1,-2,3,-1,-2,4
1112,0,0,0,0,0,4,3
1113,4,-2,-1,-1,0,4,5
1114,1,-3,3,-3,3,-1,2
1115,1,0,-2,3,0,0,1
1116,0,0,0,0,0,0,3
1117,-1,0,-1,-1,0,3,3
1118,0,-3,2,-2,3,0,2
1119,2,-2,0,1,1,-2,5
1120,-1,0,0,4,-3,-1,1
1122,-3,0,3,-3,0,3,2
1123,-3,3,-1,-2,0,3,0
1124,-2,2,-3,3,-1,-2,4
1125,1,2,-1,-1,2,-3,0
1126,-1,0,2,-3,2,1,2
1127,-3,1,0,1,-1,-1,4
1128,2,-2,-1,2,0,1,1
1129,-2,2,0,-1,0,1,0
1130,-1,0,-1,1,0,-2,3
1131,0,3,-2,2,-1,-1,4
1132,4,-1,-2,-1,0,0,5
1133,1,1,0,-2,3,0,3
1134,-1,3,-3,3,-3,3,4
1135,0,-2,2,-1,2,-2,2
1136,1,-3,2,-1,0,2,5
1137,2,-2,0,1,-1,0,1
1138,1,-1,-1,3,-2,2,1
1139,-2,2,-2,3,-1,-1,4
1140,-2,-1,4,-3,3,-3,2
1141,0,-1,0,1,-2,1,1
1142,-2,0,1,-2,2,-2,3
1143,-1,4,0,-2,-1,-1,0
1144,-1,1,-2,3,-3,3,4
1145,-1,0,0,0,0,0,3
1146,-2,0,2,-2,0,1,2
1147,-1,1,-1,0,0,2,3
1148,-3,3,-2,-1,3,-3,0
1149,4,-3,-1,0,0,0,5
1150,2,-3,2,-2,2,-2,5
1151,2,1,-3,2,0,-2,1
1152,-2,3,-1,-2,0,-1,0
1153,0,-3,3,-1,0,-2,2
1154,2,-2,-1,3,-2,0,1
1155,2,-1,1,-1,0,1,5
1156,3,-1,-2,-1,0,0,5
1157,-1,-1,3,-2,1,0,2
1158,-2,2,0,0,1,-2,0
1159,0,4,-3,-1,0,0,0
1160,3,-3,3,-3,3,-3,5
1161,-3,3,-3,2,1,-3,4
1162,-2,2,-1,-1,3,-3,0
1163,-2,2,0,-1,1,-1,0
1164,-1,3,0,-3,3,-3,0
1165,3,-1,-2,3,-3,2,1
1166,0,1,-1,2,-3,3,4
1167,-1,1,-2,0,-1,3,4
1168,3,-3,-1,4,-3,-1,1
1169,-1,4,-3,3,-3,0,4
1170,4,-3,3,-1,-2,0,5
1172,3,-2,-1,3,-2,1,1
1173,-3,-1,4,0,-3,0,2
1174,2,-3,0,-1,0,4,5
1175,-3,3,-3,3,-3,-1,4
1176,1,-3,3,-2,0,1,2
1177,0,-3,2,1,-2,0,1
1178,-1,0,0,0,0,1,3
1179,-1,0,1,1,0,-2,3
1180,-2,-1,-1,4,-3,-1,1
1181,-3,3,-3,3,-3,3,4
1182,0,0,0,0,0,0,3
1183,3,-3,-1,4,-3,-1,1
1184,-2,3,-3,-1,4,-3,0
1185,3,-1,-2,3,0,-3,1
1186,-3,-1,0,0,0,0,3
1187,-2,3,-1,0,-2,3,4
1188,3,-3,-1,0,0,0,5
1189,-2,-1,4,-2,1,-2,2
1190,0,0,4,-2,-1,3,2
1191,0,-3,2,1,-3,0,1
1192,1,-3,2,0,-2,3,5
1193,-1,2,1,-3,1,-1,0
1194,-1,-1,0,1,1,-2,3
1195,-1,0,0,0,0,0,3
1196,3,-3,1,2,-2,1,1
1197,-3,3,-3,3,-1,-1,4
1198,-1,0,0,0,0,0,3
1199,-1,-1,0,1,0,-1,3
1200,-3,3,-1,0,-2,2,4
1201,1,-2,2,-3,2,0,2
1202,0,-1,4,-3,3,-3,2
1203,3,-3,3,-3,3,-3,5
1204,0,-3,-1,0,0,0,3
1205,0,0,0,0,4,-3,3
1206,0,4,-2,0,2,-1,0
1207,-2,-1,2,0,1,-3,3
1209,-2,-1,2,1,-1,0,3
1210,-3,-1,4,-3,3,-1,2
1211,1,-1,1,-1,-1,3,3
1212,-1,0,0,1,-2,1,3
1213,-1,-2,3,-2,0,2,2
1214,0,0,-2,0,0,3,3
1215,2,0,1,-2,0,-1,5
1216,4,-3,3,-3,3,-3,5
1217,3,-2,-1,3,-3,3,1
1218,2,0,-2,3,-2,0,1
1219,-1,-2,3,-2,2,-3,2
1220,0,0,0,0,0,0,3
1221,0,-3,3,-3,3,-2,2
1222,2,-2,3,-2,-1,-1,5
1223,0,-1,-2,-1,4,0,3
1224,0,-1,1,-2,2,-2,3
1225,0,0,2,-2,-1,0,2
1226,0,-1,1,0,-2,2,3
1227,3,-3,1,0,1,-1,5
1228,-3,2,-2,0,3,-1,0
1229,-3,1,-1,3,-2,-1,4
1230,-3,3,-3,3,-2,2,4
1231,-2,-1,0,3,-3,0,1
1232,2,-2,3,-3,1,1,5
1233,1,-1,1,0,-2,2,1
1234,0,-1,4,-2,-1,0,2
1235,-1,1,2,-1,-2,3,2
1236,-3,-1,0,0,0,0,3
1237,-2,3,-1,-2,1,-1,0
1238,-1,3,-2,1,0,-2,0
1239,0,0,0,0,4,-3,3
1240,0,1,1,-3,3,-2,2
1241,3,-2,2,-2,-1,3,5
1242,0,0,0,0,-1,0,3
1243,1,-2,-1,3,-2,-1,1
1244,-3,2,-2,1,2,-3,0
1245,-1,0,1,0,-1,-1,3
1246,-2,1,1,-2,3,-1,3
1247,0,3,-3,3,0,0,4
1248,-3,-1,4,-3,-1,0,2
1249,-3,0,3,-2,0,2,2
1250,-2,3,-3,1,2,-2,0
1251,3,-3,-1,0,0,0,5
1252,0,0,0,0,4,-3,3
1253,0,0,0,0,0,0,3
1254,-2,1,1,1,-1,-2,3
1255,-2,0,-1,3,-3,3,4
1256,0,4,-3,-1,4,-3,0
1257,-1,-1,3,-2,2,-3,2
1258,4,-2,-1,3,0,-3,1
1259,0,-2,0,2,-3,2,1
1260,0,0,0,0,0,0,3
1261,0,-3,3,-3,0,0,2
1263,-2,-1,1,1,0,0,3
1264,0,1,0,-1,0,0,3
1265,-1,-1,2,-3,3,-3,2
1266,2,-2,0,-1,3,-3,5
1267,2,-3,2,-2,2,1,5
1268,-2,3,-2,0,2,-3,0
1269,3,-3,0,3,-1,1,1
1270,-3,3,-3,3,0,-1,4
1271,-2,1,-2,0,3,-1,0
1272,1,1,-1,2,-2,1,1
1273,3,-1,-1,-1,2,-1,5
1274,0,0,0,2,-3,2,1
1275,-2,3,-2,1,-2,0,4
1276,4,-3,3,-3,-1,0,5
1277,1,1,1,-2,1,-2,3
1278,0,-1,0,0,0,0,3
1279,3,-2,-1,3,0,-2,1
1280,4,-3,3,-3,2,1,5
1281,4,-3,-1,0,0,0,5
1282,-2,0,0,0,1,0,3
1283,2,-2,3,-3,3,-2,5
1284,0,2,0,-1,1,1,0
1285,0,1,-1,1,-1,0,3
1286,0,0,0,0,0,4,3
1287,-1,-2,3,-2,-1,3,2
1288,2,-3,0,2,-1,1,1
1289,-2,0,0,1,-1,1,3
1290,2,-2,-1,3,-1,-1,1
1291,0,-1,3,-1,0,-2,2
1292,3,-3,1,-1,3,-3,5
1293,0,0,0,0,0,0,3
1294,-2,1,-1,3,-1,-1,4
1295,1,-1,0,1,-1,0,1
1296,-3,1,-1,0,3,-3,0
1297,-2,-1,-1,0,0,4,3
1298,-2,2,0,-2,3,-3,0
1299,0,-1,4,-3,-1,0,2
1300,4,-3,-1,0,0,0,5
1301,1,0,-1,1,-1,1,1
1302,-2,1,-1,1,-1,1,4
1303,-1,-2,-1,4,-3,-1,1
1304,1,0,-1,0,0,-1,3
1305,1,-1,0,0,3,-3,3
1306,3,-1,-2,-1,0,0,5
1307,2,-3,3,-3,2,-2,5
1308,-2,1,0,-1,3,-2,3
1309,-3,0,3,-3,-1,4,2
1310,-3,0,3,-3,3,0,2
1311,-1,2,-1,1,-1,0,4
1312,-2,3,-1,0,-2,3,4
1313,-1,0,3,-2,1,-2,2
1314,4,-3,3,-3,0,-1,5
1315,-1,-1,-1,3,-2,-1,1
1316,3,-1,-1,-1,3,0,5
1317,2,-3,2,-2,2,0,5
1318,0,-3,-1,0,0,4,3
1319,2,-1,-1,3,0,-3,1
1320,0,-2,-1,4,-3,3,1
1321,-2,0,-1,-1,0,0,3
1322,4,-3,-1,4,-3,0,1
1323,-3,3,-3,-1,0,0,0
1324,0,-1,3,-3,3,-2,2
1325,3,-3,3,-3,3,-3,5
1326,0,0,0,0,4,-3,3
1327,0,0,0,0,2,-3,3
1328,3,-1,-2,-1,0,0,5
1329,-1,0,-1,1,-2,3,4
1331,0,0,0,0,0,0,3
1332,3,-2,0,1,-1,-1,5
1333,0,0,0,0,0,0,3
1334,-2,0,2,-3,2,0,2
1335,0,-1,0,1,-2,1,1
1336,2,0,0,-2,2,-1,5
1337,4,-3,0,3,-1,-2,1
1338,0,4,-3,-1,0,0,0
1339,0,-1,0,4,-3,3,1
1340,-2,-1,0,3,0,-1,3
1341,3,-3,3,-2,1,-1,5
1342,3,-2,1,0,-2,3,5
1343,1,1,-3,3,-3,3,4
1344,-2,2,-2,2,-3,3,4
1345,2,-2,1,-2,2,0,5
1346,-1,2,-2,0,0,1,0
1347,-2,1,-2,2,-1,1,4
1348,-1,3,-1,-1,0,0,0
1349,1,-2,3,-2,-1,2,2
1350,-2,0,-1,-1,0,0,3
1351,2,-2,-1,-1,0,0,5
1352,-3,-1,0,4,-1,-2,1
1353,0,-2,3,-3,3,-1,2
1354,1,-3,0,-1,0,0,5
1355,0,0,0,0,-2,2,3
1356,3,0,-3,3,-3,3,1
1357,0,3,-3,3,-3,0,4
1358,-2,0,3,-1,-1,0,2
1359,3,-2,-1,1,2,0,5
1360,-2,3,-1,0,-2,2,4
1361,0,-1,-2,2,-2,3,1
1362,-2,2,-3,-1,0,0,0
1363,-2,-1,2,-1,0,1,2
1364,1,-3,1,-1,3,-3,5
1365,1,2,-2,1,0,-1,4
1366,0,2,-2,0,-1,2,0
1367,-3,3,-3,3,-2,0,4
1368,-3,2,-2,3,-3,3,4
1369,-2,3,-2,-1,3,-3,0
1370,2,0,-1,1,1,-3,3
1371,0,0,0,4,-3,3,1
1372,-2,-1,3,-3,3,-2,2
1373,0,-3,2,-2,0,-1,2
1374,0,4,0,-3,-1,0,0
1375,-1,3,-3,3,-2,1,4
1376,-1,0,4,-2,-1,2,2
1377,3,-2,-1,3,-3,3,1
1378,1,-1,1,0,0,-1,3
1380,0,3,-3,3,-3,3,4
1381,-1,0,0,1,0,-2,3
1382,-3,2,-1,2,-3,2,4
1383,0,0,0,0,0,0,3
1384,3,-3,1,2,-3,0,1
1385,1,-1,1,-1,1,-2,3
1386,3,0,-3,-1,0,0,5
1387,0,4,-3,-1,0,0,0
1388,1,-2,3,-3,3,-3,2
1389,1,2,-2,-1,2,-2,0
1390,-1,3,-3,-1,0,0,0
1391,1,0,-1,1,-2,1,1
1392,0,4,0,-3,-1,0,0
1393,-1,4,-3,0,-1,0,0
1394,-3,2,0,-1,0,1,0
1395,0,-1,3,-1,-2,3,2
1396,3,-3,3,-3,3,-3,5
1397,0,0,0,0,4,-3,3
1398,-3,0,-1,4,-3,3,4
1399,-1,-2,3,-3,0,3,2
1400,0,0,0,4,-3,-1,1
1401,3,-2,-1,-1,4,-3,5
1402,3,-2,1,-2,0,3,5
1403,-2,3,-2,-1,3,-2,0
1404,0,0,0,4,-3,-1,1
1405,0,0,0,0,0,0,3
1406,1,-1,1,-1,1,-1,3
1407,1,-1,1,1,-2,1,1
1408,-2,-1,3,-1,-2,3,2
1409,-1,-2,1,2,-3,2,1
1410,-1,0,0,0,0,0,3
1411,1,-1,3,-1,-1,-1,2
1412,3,-3,0,3,-1,-2,1
1413,-1,0,0,1,0,-2,3
1414,-3,2,1,-3,2,-1,0
1415,-1,1,1,-1,1,-2,3
1416,0,0,0,0,0,0,3
1417,-1,1,0,-1,-1,3,3
1418,0,0,-1,3,-3,3,1
1419,-1,-1,0,1,-1,2,3
1420,0,-1,2,-2,1,-1,2
1421,-1,1,-1,1,0,-2,3
1422,1,-2,3,-2,1,0,2
1423,-3,1,0,2,-3,3,4
1424,-2,0,3,-3,3,-3,2
1425,0,-3,1,2,-3,3,1
1426,-3,1,1,-1,2,-2,3
1427,0,-2,3,-3,0,-1,2
1428,3,-3,3,-3,3,-3,5
1429,-1,-1,4,-1,-2,0,2
1430,-2,3,-2,-1,3,-2,0
1431,-1,3,-2,-1,-1,0,0
1432,-3,-1,0,0,0,0,3
1433,3,-2,-1,-1,0,0,5
1434,-2,2,0,1,-3,3,4
1435,-1,3,-3,-1,4,-1,0
1436,-3,2,-1,2,-1,-1,4
1437,3,0,-3,3,0,-3,1
1438,-2,2,1,-3,1,0,0
1439,0,1,1,1,-1,-2,3
1440,-3,3,-2,2,-2,1,4
1441,0,1,-3,2,-2,3,4
1442,-1,0,0,-1,0,2,3
1443,3,-2,2,-1,-2,3,5
1444,0,0,0,0,0,0,3
1445,1,0,-2,2,1,-1,3
1446,3,-1,1,-2,1,-2,5
1447,-2,3,-2,-1,3,-1,0
1448,-1,0,-2,3,-3,3,4
1449,1,-3,3,-1,0,-1,5
1450,-1,-1,2,-3,1,1,2
1451,-3,1,2,-3,3,-3,2
1452,1,-1,0,0,2,-2,3
1453,4,-3,0,-1,4,-1,5
1454,-1,1,-2,1,1,0,3
1455,2,-1,-1,-1,3,-3,5
1456,-1,-1,2,-3,2,1,2
1457,1,1,0,0,-1,0,3
1458,3,-2,-1,3,-3,3,1
1459,-2,1,-2,3,-2,0,4
1460,0,0,1,0,0,-2,3
1461,-2,2,0,0,-2,3,4
1462,-1,0,-1,3,-3,2,1
1463,-1,0,4,-3,-1,4,2
1464,0,3,0,-2,1,-2,0
1465,-2,1,0,2,-1,-1,4
1466,-3,0,3,-3,3,-3,2
1467,-2,0,0,1,0,-2,3
1468,0,0,0,0,0,0,3
1469,4,-3,0,-1,0,0,5
1470,0,1,-2,0,1,-1,3
1471,-3,2,-2,3,-1,0,4
1472,1,-2,1,0,-2,3,1
1473,-3,3,0,-3,0,-1,0
1474,-1,0,4,-3,-1,0,2
1475,-3,0,-1,0,0,0,3
1476,1,-2,1,1,0,0,3
1477,2,-3,2,-1,-1,-1,5
