CUSTNO,사치품_구매횟수 등급,일용품_구매횟수 등급,선매품_구매횟수 등급,사치품_구매액 등급,일용품_구매액 등급,선매품_구매액 등급,전체_구매횟수 등급,전체_구매액 등급
772,1,8,2,1,4,2,2,8
773,4,7,3,4,9,3,4,7
774,5,7,5,3,5,4,4,7
775,1,6,3,2,4,4,4,5
776,4,2,7,4,1,5,4,2
777,1,8,3,3,9,4,5,7
778,5,1,6,5,2,6,4,1
779,2,1,4,2,1,2,1,1
780,1,4,1,2,4,2,2,3
781,1,8,1,2,4,1,1,7
782,11,5,9,11,7,7,8,6
783,1,10,4,1,4,2,2,10
784,1,8,3,1,5,3,2,9
785,1,9,1,2,8,2,3,8
786,3,10,2,2,5,1,2,10
787,2,9,3,3,7,4,4,9
788,2,1,4,3,2,4,3,1
789,2,10,3,2,9,2,2,10
790,11,6,10,11,7,10,9,7
791,2,3,2,2,6,3,3,3
792,2,10,2,1,3,2,1,10
793,11,3,11,11,6,11,8,3
794,1,10,3,1,8,3,2,10
795,1,6,1,1,1,2,1,5
796,3,1,3,3,1,3,3,1
797,2,5,1,2,2,1,1,4
798,11,5,10,11,10,9,10,6
799,3,7,4,4,5,4,4,7
800,5,7,2,4,2,2,2,6
801,1,7,3,1,6,3,2,7
802,3,6,5,3,6,4,5,6
803,4,10,4,3,9,5,5,10
804,10,6,10,5,8,10,9,7
805,11,4,8,11,10,7,10,4
806,1,9,2,2,7,1,2,8
807,3,8,3,2,4,3,3,8
808,1,5,3,2,2,3,3,5
809,3,1,4,4,2,5,4,1
810,1,10,3,1,3,1,1,9
811,2,8,1,2,5,1,2,8
812,1,9,2,2,7,2,2,9
813,11,1,10,11,5,9,8,1
814,1,9,3,1,1,2,1,8
815,3,9,3,4,6,4,5,10
816,1,5,2,2,1,2,1,4
817,1,10,1,1,7,1,1,9
818,2,5,4,4,1,3,3,4
819,1,9,3,1,3,1,1,9
820,11,3,8,11,7,7,8,4
821,10,2,10,10,5,10,8,2
822,5,5,5,4,6,5,6,6
823,1,7,1,1,1,1,1,5
824,3,2,5,3,1,6,4,2
825,10,10,4,10,2,3,3,10
826,11,6,7,11,9,9,10,6
827,1,8,3,1,6,4,2,8
828,2,9,3,2,8,2,2,9
829,4,6,5,4,8,6,8,6
830,4,5,6,3,7,5,6,5
831,5,4,9,5,9,9,10,4
832,1,7,1,1,3,1,1,6
833,3,4,4,5,6,4,5,4
834,10,4,10,5,2,9,5,4
835,2,2,5,1,1,3,2,2
836,11,6,10,11,10,9,10,6
837,5,4,6,5,9,6,8,4
838,1,7,1,3,3,2,2,6
839,4,1,5,5,1,5,3,1
840,1,10,6,1,10,6,1,10
841,5,10,1,3,10,1,1,9
842,1,9,2,1,3,1,1,9
843,11,3,9,11,6,10,8,3
844,3,8,4,2,2,3,3,8
845,1,8,2,2,4,2,2,7
846,1,7,3,2,2,2,2,7
847,3,7,1,2,5,2,2,7
848,1,10,2,1,5,1,2,10
849,10,5,8,10,6,6,7,5
850,2,6,3,3,5,3,3,6
851,11,8,8,11,10,9,10,9
852,1,5,3,2,5,4,3,5
853,11,9,6,11,5,7,7,10
854,5,3,4,5,4,4,5,3
855,2,7,5,2,1,3,3,7
856,2,8,4,1,6,3,2,8
857,1,9,2,1,1,2,1,9
858,1,9,1,1,7,1,1,7
859,3,5,1,3,2,2,2,4
860,11,1,10,11,3,9,6,2
861,1,10,1,1,1,1,1,8
862,11,4,8,11,8,7,9,5
863,1,7,4,1,3,1,1,7
864,11,4,6,11,2,5,5,4
865,2,7,2,2,3,1,1,7
866,1,9,3,2,5,3,3,9
867,1,4,3,3,4,3,4,4
868,4,8,6,4,3,6,5,8
869,3,9,4,4,7,5,5,9
870,2,10,2,3,7,2,3,10
871,11,4,8,11,4,8,7,4
872,4,6,7,5,10,7,10,7
873,1,7,3,1,9,3,2,6
874,1,6,2,2,4,2,2,5
875,2,3,4,2,1,2,2,3
876,11,2,6,11,4,6,6,2
877,11,3,7,11,5,6,7,3
878,1,6,2,1,3,2,1,5
879,1,1,4,1,1,3,2,1
880,5,4,6,5,7,6,8,4
881,11,5,10,11,5,9,8,5
882,1,8,2,1,3,1,1,7
883,2,9,3,3,5,2,2,9
884,1,6,4,1,1,2,1,6
885,10,7,4,5,3,4,4,7
886,1,7,3,1,3,1,1,6
887,2,7,2,2,6,2,2,7
888,3,1,5,3,1,5,3,1
889,4,3,4,5,5,5,6,3
890,1,9,3,2,2,1,2,9
891,11,1,7,11,1,7,3,1
892,11,5,10,11,10,9,10,6
893,3,5,2,3,6,3,4,5
894,1,7,3,1,2,2,1,7
895,11,7,5,11,7,3,4,7
896,11,6,9,11,10,9,10,6
897,1,9,1,1,1,1,1,7
898,4,5,4,5,7,5,6,5
899,1,8,3,1,4,1,1,7
900,5,3,8,5,5,9,7,3
901,5,4,7,4,10,5,8,5
902,11,4,10,11,7,8,9,5
903,3,1,3,3,1,4,3,1
904,2,9,4,2,4,4,4,9
906,4,5,5,5,5,5,5,5
907,1,8,3,2,7,3,3,7
908,11,9,9,11,10,9,10,10
909,11,1,8,11,4,8,7,1
910,10,7,8,10,9,7,10,8
911,1,8,1,1,2,1,1,6
912,3,10,1,3,9,3,3,9
913,5,7,2,4,4,2,3,6
914,3,7,1,3,2,2,3,6
915,1,8,3,1,4,2,1,8
916,1,10,2,1,8,3,2,9
917,11,4,9,11,6,7,8,4
918,1,7,2,1,2,2,2,6
919,1,9,1,1,6,1,1,9
920,3,6,1,4,8,3,4,6
921,11,8,6,11,9,5,8,8
922,11,1,8,11,3,9,6,1
923,2,9,4,1,7,3,3,9
924,2,10,1,2,3,1,1,10
925,1,7,4,1,4,3,2,7
926,10,3,11,10,4,11,7,3
927,1,8,3,1,7,3,1,8
928,2,1,1,2,1,1,1,1
929,2,9,1,2,3,1,2,9
930,10,5,8,5,4,7,6,6
931,2,9,4,1,5,2,2,10
932,11,8,7,11,8,8,9,9
933,10,3,10,10,5,9,7,3
934,1,3,4,1,1,1,1,2
935,2,9,2,4,6,3,4,9
936,1,10,1,1,6,1,1,8
937,1,8,1,1,5,1,1,8
938,11,6,10,11,7,9,9,7
939,1,10,1,1,4,1,1,8
940,11,5,8,11,3,8,6,6
941,1,10,1,1,3,1,1,9
942,11,3,7,11,4,6,6,3
943,2,1,1,3,1,2,2,1
944,1,4,3,1,3,2,2,3
945,10,6,5,10,6,4,5,6
946,2,9,1,3,3,1,1,8
947,1,8,1,1,2,1,1,7
948,10,9,6,4,9,4,6,10
949,2,8,2,2,4,2,2,8
950,5,8,5,4,9,6,8,8
951,11,6,5,11,2,6,4,6
952,4,9,1,4,9,1,2,9
953,1,9,1,1,2,1,1,8
954,3,10,1,2,6,2,3,9
955,1,1,4,1,1,1,1,1
956,11,4,8,11,8,8,9,4
957,1,8,1,1,4,1,1,8
958,1,10,2,1,9,3,3,10
959,2,10,3,3,7,2,3,10
960,5,6,5,10,6,6,7,7
961,11,5,7,11,5,7,7,5
962,1,10,2,2,1,1,1,10
963,3,7,4,2,5,2,2,7
964,11,3,9,11,3,9,6,3
965,1,5,2,2,1,2,1,4
966,3,10,2,1,9,1,1,10
967,11,6,7,11,10,6,10,7
968,4,7,4,4,6,5,6,7
969,3,4,5,4,6,6,7,4
970,10,9,10,10,10,10,10,10
971,2,2,4,3,1,3,2,2
972,1,10,1,3,10,1,1,10
973,4,7,2,3,2,2,3,7
974,1,10,1,2,3,1,2,9
975,3,2,4,3,3,4,4,1
976,11,3,10,11,8,9,9,4
977,1,8,2,1,1,1,1,8
978,2,10,2,2,4,1,2,10
979,11,4,11,11,7,11,9,4
980,5,3,5,5,1,5,3,2
981,11,4,7,11,3,7,6,5
982,1,8,1,1,2,1,1,7
983,5,3,5,5,3,4,4,3
984,2,7,3,4,6,3,4,6
986,1,4,1,2,1,1,1,3
987,11,6,10,11,10,9,10,7
988,11,7,7,11,7,7,8,7
989,1,7,2,1,3,1,1,6
990,1,9,3,1,3,2,2,9
991,2,6,1,2,6,1,2,6
992,1,5,3,1,1,3,1,4
993,1,10,1,1,2,1,1,10
994,2,6,2,1,2,2,2,6
995,10,3,6,5,1,6,4,3
996,3,8,3,1,7,2,2,8
997,1,5,3,1,1,1,1,4
998,2,7,2,2,3,3,3,6
999,1,7,1,1,3,1,1,6
1000,11,1,7,11,4,7,6,1
1001,11,8,3,11,3,3,3,8
1002,1,8,1,1,1,1,1,7
1003,11,6,10,11,8,9,9,7
1004,2,8,2,4,2,3,3,7
1005,1,8,2,2,5,1,2,8
1006,2,3,4,1,1,2,2,3
1007,5,10,7,5,10,7,10,10
1008,1,9,2,1,5,1,1,9
1009,11,6,8,11,9,7,10,6
1010,10,1,6,10,6,6,7,1
1011,1,10,2,1,2,1,1,10
1012,11,4,8,11,8,6,8,4
1013,2,10,3,2,3,1,1,10
1014,1,10,3,2,1,3,1,10
1015,1,10,4,3,10,4,5,10
1016,5,2,5,5,3,4,4,2
1017,3,9,3,4,9,2,3,9
1018,1,8,1,1,5,2,1,7
1019,4,10,4,4,9,4,5,10
1020,1,9,5,1,9,5,4,9
1021,11,4,6,11,8,7,9,4
1022,3,9,4,3,7,4,4,9
1023,4,2,7,2,5,6,4,2
1024,4,5,5,5,7,5,6,5
1025,1,10,2,1,8,2,2,10
1026,2,9,3,2,5,2,2,9
1027,2,9,1,3,3,3,3,8
1028,4,6,3,5,3,2,3,5
1029,2,1,3,2,1,2,2,1
1030,11,9,5,11,10,6,9,10
1031,10,5,8,5,9,8,10,6
1032,2,10,1,3,7,3,3,9
1033,2,8,1,1,1,1,1,7
1034,11,4,11,11,4,11,7,4
1035,11,6,10,11,8,8,9,6
1036,1,9,2,3,10,4,5,9
1037,11,1,6,11,3,5,5,1
1038,2,6,4,3,2,4,3,5
1039,4,5,1,4,4,1,2,4
1040,1,10,2,2,2,1,1,10
1041,11,6,11,11,9,11,10,6
1042,5,8,2,4,9,1,2,7
1043,2,9,3,3,9,3,4,9
1044,2,10,1,1,4,1,1,10
1045,1,9,2,1,1,1,1,8
1046,5,6,3,5,2,3,3,6
1047,1,9,2,1,1,1,1,8
1048,11,3,9,11,2,6,5,3
1049,3,7,3,2,4,3,3,7
1050,11,3,9,11,9,9,10,4
1051,11,8,11,11,5,11,8,9
1052,10,2,5,10,3,4,4,2
1053,2,10,2,1,10,2,2,10
1054,11,7,6,11,10,8,10,8
1055,5,3,7,5,3,6,5,3
1056,4,5,5,3,2,3,3,5
1057,1,10,2,1,7,1,1,9
1058,3,10,2,3,10,2,3,10
1059,3,10,3,4,10,4,6,10
1060,3,5,2,3,5,2,2,4
1061,3,10,4,4,7,4,5,10
1062,5,6,2,4,1,3,3,6
1063,11,2,11,11,7,11,9,2
1064,11,3,6,11,3,5,5,3
1065,3,3,3,4,4,3,4,3
1066,1,10,4,1,8,3,2,10
1068,3,4,6,4,9,7,9,4
1069,2,9,2,2,3,1,1,8
1070,11,1,10,11,3,10,6,1
1071,2,8,3,2,7,3,3,8
1072,1,6,3,2,6,2,2,6
1073,1,8,3,1,6,2,2,7
1074,11,10,10,11,10,10,10,10
1075,5,7,5,5,10,7,10,8
1076,2,6,4,3,4,4,4,6
1077,3,4,2,5,4,4,4,4
1078,10,7,6,5,10,7,10,8
1079,5,5,5,5,10,4,5,6
1080,11,1,10,11,1,10,3,1
1081,11,4,8,11,7,8,8,4
1082,11,4,8,11,8,8,9,4
1083,11,6,8,11,8,7,9,7
1084,1,10,2,2,4,1,1,9
1085,2,7,3,2,1,3,3,7
1086,10,4,5,5,3,5,5,4
1087,2,8,3,2,8,3,3,8
1088,1,10,1,1,3,1,1,8
1089,11,1,9,11,7,9,9,1
1090,4,7,2,3,2,2,2,7
1091,1,8,2,1,2,2,2,7
1092,1,10,4,1,1,1,1,10
1094,2,9,4,3,10,5,7,10
1095,3,8,2,1,3,2,2,8
1096,5,9,1,10,9,4,6,8
1097,4,3,5,3,5,5,5,3
1098,1,1,2,1,1,2,1,1
1099,5,10,4,5,10,5,9,10
1100,4,8,2,4,7,3,3,8
1101,3,8,5,2,2,4,3,8
1102,11,4,11,11,9,11,10,4
1103,2,10,2,3,10,2,3,10
1104,1,7,3,1,2,2,1,7
1105,3,7,5,4,2,4,4,7
1106,11,2,10,11,2,9,5,2
1107,1,10,1,1,3,1,1,10
1108,1,10,3,1,5,1,1,9
1109,11,7,8,11,8,9,9,7
1110,1,7,2,2,2,2,2,6
1111,1,10,2,1,6,1,1,9
1112,11,1,10,11,7,10,9,2
1113,11,9,7,11,7,7,9,10
1114,11,3,7,11,1,7,4,3
1115,5,6,4,5,1,3,3,6
1116,11,7,11,11,10,11,10,7
1117,1,8,3,1,3,2,1,8
1118,2,5,4,2,2,1,1,4
1119,1,7,2,2,7,2,3,7
1120,11,4,10,11,6,10,8,5
1122,4,4,5,5,4,5,5,4
1123,3,3,4,2,3,2,2,3
1124,1,6,4,1,1,3,2,6
1125,10,3,5,5,5,4,5,3
1126,3,10,3,3,4,2,3,10
1127,1,7,3,1,1,2,1,6
1128,3,6,2,3,6,3,3,6
1129,2,9,3,2,1,1,1,9
1130,1,10,1,1,9,1,1,9
1131,2,5,3,2,2,3,3,4
1132,10,4,8,3,10,5,7,4
1133,1,10,2,1,1,1,1,9
1134,4,6,6,4,5,6,6,6
1135,1,9,2,2,9,3,4,9
1136,2,5,5,2,5,5,4,5
1137,3,7,2,2,6,2,3,7
1138,1,6,2,1,1,1,1,6
1139,4,10,3,3,8,3,4,10
1140,11,5,7,11,6,7,8,5
1141,2,4,1,3,2,3,3,3
1142,2,10,2,3,8,2,3,10
1143,11,8,7,11,9,7,9,9
1144,1,6,3,1,6,2,2,6
1145,11,8,11,11,10,11,10,9
1146,3,9,3,3,9,4,5,9
1147,1,10,2,1,7,1,1,9
1148,11,10,5,11,10,5,10,10
1149,11,3,10,11,7,10,9,4
1150,1,7,1,2,4,2,2,6
1151,2,9,3,3,6,3,3,9
1152,2,5,2,3,2,1,2,5
1153,1,7,5,2,8,5,5,8
1154,3,7,2,4,6,2,3,7
1155,3,9,1,2,2,1,1,8
1156,11,3,6,11,7,6,8,4
1157,1,9,1,2,2,1,1,8
1158,10,5,4,10,7,4,6,5
1159,10,3,9,5,4,8,7,3
1160,11,5,8,11,6,6,7,6
1161,1,8,5,1,3,4,1,8
1162,3,9,1,2,9,1,2,8
1163,2,7,1,1,1,1,1,6
1164,5,5,3,5,4,3,3,5
1165,1,1,5,1,1,4,3,1
1166,3,5,2,2,3,2,2,4
1167,4,9,5,5,6,6,7,10
1168,10,6,7,5,4,6,6,6
1169,5,2,8,5,1,8,4,3
1170,11,3,6,11,3,7,6,3
1172,2,6,1,2,1,1,1,5
1173,1,9,4,1,1,1,1,10
1174,11,3,10,11,3,9,6,3
1175,10,5,7,10,7,7,8,6
1176,1,7,2,1,2,1,1,7
1177,11,10,5,11,10,4,7,10
1178,2,10,1,1,3,1,1,9
1179,2,3,1,1,2,1,1,2
1180,11,7,8,11,5,8,8,8
1181,4,10,3,4,8,3,3,10
1182,11,6,9,11,6,9,8,7
1183,11,1,9,11,7,9,9,1
1184,10,1,6,5,3,7,6,1
1185,5,1,6,4,6,6,7,1
1186,10,4,6,5,2,7,5,4
1187,3,10,4,3,6,3,3,10
1188,11,7,10,11,9,10,10,7
1189,3,7,4,2,4,4,4,7
1190,11,8,8,11,9,9,10,9
1191,3,10,5,2,10,5,5,10
1192,4,7,4,4,8,4,5,8
1193,5,6,5,5,4,4,4,6
1194,2,7,3,3,4,2,2,7
1195,11,7,11,11,8,11,9,8
1196,4,4,4,4,4,4,4,4
1197,1,9,2,1,4,1,1,8
1198,11,2,6,11,1,5,3,2
1199,3,7,1,3,7,3,4,6
1200,1,4,2,1,1,1,1,3
1201,3,8,2,4,9,4,5,8
1202,5,3,8,5,3,6,5,3
1203,1,8,5,1,1,3,1,8
1204,11,5,11,11,8,11,9,5
1205,11,5,8,11,5,7,7,6
1206,5,2,5,4,2,5,4,2
1207,1,10,2,1,6,2,1,10
1209,3,6,4,3,3,4,4,5
1210,4,4,5,5,7,5,7,4
1211,1,5,3,2,2,2,2,5
1212,2,7,1,1,3,1,1,7
1213,5,4,4,2,7,5,4,3
1214,3,9,3,1,2,1,1,9
1215,5,7,4,4,8,4,5,7
1216,10,9,6,4,4,5,5,10
1217,5,8,6,3,8,6,7,8
1218,1,8,3,1,3,2,1,8
1219,1,9,2,3,7,3,3,9
1220,11,1,11,11,1,11,3,1
1221,3,7,4,5,7,5,7,8
1222,1,10,2,1,3,2,1,9
1223,11,6,7,11,9,6,9,6
1224,2,10,1,2,7,1,2,10
1225,11,6,6,11,8,6,8,6
1226,3,9,1,3,4,2,3,9
1227,10,5,1,5,1,2,2,4
1228,5,5,6,5,3,5,5,5
1229,2,6,2,2,1,1,1,5
1230,10,7,4,5,2,2,2,7
1231,11,2,6,11,6,6,7,2
1232,3,8,3,3,7,2,3,8
1233,2,10,1,3,10,1,1,10
1234,10,6,6,10,6,6,7,6
1235,2,7,3,2,6,3,3,7
1236,11,4,7,11,4,5,6,4
1237,4,6,6,5,8,6,8,7
1238,1,8,3,1,1,1,1,8
1239,11,3,8,11,3,6,6,3
1240,4,9,4,3,9,3,4,9
1241,3,3,5,5,6,6,7,3
1242,1,6,1,3,6,3,3,5
1243,1,9,2,1,5,2,1,8
1244,5,5,4,5,4,5,5,5
1245,2,10,1,2,8,2,3,9
1246,1,10,1,1,2,1,1,9
1247,2,8,2,2,7,2,3,7
1248,11,8,7,11,10,7,10,9
1249,11,6,7,11,8,9,9,7
1250,11,3,5,11,7,7,8,3
1251,11,7,10,11,7,9,9,7
1252,2,6,7,4,8,8,9,6
1253,11,1,10,11,7,10,9,2
1254,2,7,1,3,5,1,2,6
1255,1,10,3,1,7,2,1,10
1256,11,7,7,11,9,8,10,7
1257,3,10,1,3,5,1,2,9
1258,10,4,6,10,6,7,8,4
1259,2,10,1,2,6,1,2,10
1260,11,1,10,11,2,10,5,1
1261,11,7,5,11,8,5,7,7
1263,2,10,3,2,1,1,1,10
1264,1,10,1,2,7,1,2,9
1265,11,7,8,11,7,7,9,7
1266,1,9,1,1,2,1,1,8
1267,3,9,4,4,6,4,4,10
1268,1,9,1,1,8,1,1,8
1269,2,10,3,2,9,4,4,10
1270,10,1,6,10,4,6,6,1
1271,2,8,2,2,5,1,1,7
1272,3,9,1,2,2,1,1,8
1273,2,10,2,2,4,1,2,10
1274,2,9,1,2,6,2,3,8
1275,3,9,2,4,9,1,2,8
1276,11,4,10,11,8,10,9,5
1277,1,5,1,1,1,1,1,4
1278,11,8,11,11,8,11,10,9
1279,1,8,3,2,3,3,3,7
1280,10,6,8,5,9,8,9,7
1281,11,1,10,11,5,10,7,1
1282,1,3,1,1,1,1,1,2
1283,1,8,3,3,1,3,2,8
1284,2,7,1,3,4,1,1,7
1285,1,10,1,1,10,1,2,9
1286,11,5,10,11,10,10,10,5
1287,4,9,1,4,7,2,3,8
1288,2,9,1,1,4,1,1,8
1289,1,10,3,1,1,2,1,10
1290,1,6,1,2,4,1,1,5
1291,1,10,2,1,1,1,1,10
1292,1,4,4,2,2,3,3,4
1293,5,6,10,10,1,9,3,6
1294,10,9,4,5,10,4,7,9
1295,2,10,1,1,10,1,1,10
1296,3,9,2,3,3,2,2,9
1297,4,9,4,4,9,4,6,10
1298,3,6,4,2,2,1,1,6
1299,11,5,7,11,6,6,7,6
1300,11,3,9,11,3,8,6,3
1301,2,4,3,1,1,2,1,4
1302,1,9,1,1,7,2,2,8
1303,10,7,7,10,10,7,10,8
1304,5,7,4,10,9,5,7,7
1305,4,3,5,2,2,3,3,3
1306,11,2,7,11,2,8,5,2
1307,2,9,3,3,10,3,4,9
1308,2,9,3,1,3,2,2,9
1309,11,7,7,11,7,6,8,7
1310,1,6,3,1,2,1,1,5
1311,2,2,2,2,1,2,2,2
1312,4,5,3,4,1,3,3,4
1313,2,10,2,2,1,1,1,10
1314,11,2,6,11,3,4,4,2
1315,2,6,1,3,3,2,2,5
1316,1,8,1,1,2,1,1,5
1317,3,9,2,2,6,1,1,9
1318,11,4,8,11,3,8,6,4
1319,10,8,7,10,10,6,10,8
1320,11,4,8,11,7,7,8,4
1321,11,7,7,11,10,8,10,8
1322,10,3,7,10,5,8,7,3
1323,11,9,7,11,9,8,10,10
1324,11,5,7,11,8,8,9,5
1325,11,5,6,11,5,6,6,5
1326,11,4,7,11,5,6,6,4
1327,2,10,1,1,6,2,1,9
1328,11,1,6,11,1,4,3,1
1329,3,10,2,2,6,2,3,10
1331,5,5,10,5,2,9,5,5
1332,2,8,4,3,9,3,4,8
1333,11,7,5,11,5,6,7,7
1334,1,8,2,1,8,3,1,8
1335,4,7,4,4,1,4,4,8
1336,2,9,3,3,4,3,3,9
1337,11,1,6,11,1,7,4,1
1338,11,5,8,11,8,8,9,6
1339,5,9,7,5,10,8,10,10
1340,3,7,2,3,2,1,2,6
1341,2,8,2,2,3,2,2,7
1342,2,8,5,3,7,5,6,9
1343,2,4,3,2,1,2,2,3
1344,2,7,2,1,5,1,1,7
1345,2,7,2,1,2,1,1,6
1346,4,8,3,4,4,2,3,7
1347,2,10,1,2,3,1,1,8
1348,3,7,1,3,1,1,1,6
1349,2,4,3,1,1,1,1,4
1350,11,6,8,11,7,9,8,6
1351,11,1,8,11,2,8,5,1
1352,11,3,8,11,6,7,8,3
1353,5,7,3,3,4,4,4,7
1354,4,2,5,4,7,5,7,2
1355,2,10,2,1,3,1,1,10
1356,2,4,3,1,2,2,2,4
1357,3,3,6,4,6,6,6,3
1358,3,6,2,4,5,3,4,6
1359,11,6,4,11,8,5,6,6
1360,2,8,4,1,3,3,2,8
1361,5,8,5,3,10,5,8,9
1362,11,3,10,11,4,8,7,4
1363,4,5,5,4,4,6,6,5
1364,1,8,4,2,5,2,3,7
1365,2,7,1,2,5,1,1,5
1366,3,10,4,3,9,3,4,10
1367,1,10,4,1,6,4,2,10
1368,5,7,5,5,6,5,6,8
1369,10,7,6,10,10,6,10,8
1370,2,9,3,2,9,2,3,9
1371,11,5,9,11,8,8,9,6
1372,3,9,3,4,8,4,5,9
1373,4,5,8,3,6,8,6,5
1374,11,5,8,11,5,8,7,6
1375,2,6,1,2,1,1,1,5
1376,10,4,6,10,2,5,5,4
1377,5,5,2,5,4,4,4,5
1378,1,8,1,1,1,1,1,7
1380,11,8,6,11,9,5,7,9
1381,2,9,2,2,5,1,2,8
1382,1,8,2,2,3,2,2,8
1383,11,2,11,11,3,11,6,3
1384,4,5,5,5,6,4,4,4
1385,2,10,2,3,5,2,3,10
1386,11,7,7,11,4,7,6,7
1387,11,6,8,11,7,10,9,6
1388,3,5,4,5,8,4,5,4
1389,5,4,5,3,2,4,3,4
1390,11,6,8,11,8,8,9,6
1391,1,10,1,1,6,1,1,10
1392,11,6,9,11,8,8,9,7
1393,11,6,7,11,10,6,10,7
1394,1,9,1,1,9,1,1,8
1395,4,6,2,5,8,3,4,6
1396,4,3,4,4,1,3,2,3
1397,11,3,9,11,8,9,9,3
1398,11,4,10,11,6,9,8,5
1399,3,7,5,3,5,6,5,7
1400,10,5,7,5,6,8,8,5
1401,11,6,6,11,10,6,10,6
1402,10,4,5,4,8,6,8,4
1403,1,9,1,2,8,2,2,8
1404,11,2,8,11,1,7,4,2
1405,5,7,10,5,9,9,10,7
1406,1,9,1,1,1,1,1,8
1407,1,10,1,1,1,1,1,9
1408,1,9,1,1,1,1,1,8
1409,1,6,2,2,2,3,3,6
1410,11,6,10,11,7,8,9,7
1411,1,5,3,1,1,1,1,5
1412,11,1,6,11,1,5,3,1
1413,3,3,1,2,3,3,3,2
1414,11,1,5,11,2,5,4,1
1415,3,5,2,2,4,1,2,5
1416,11,6,10,11,9,9,10,6
1417,1,8,2,2,2,2,2,7
1418,5,4,4,10,3,5,5,4
1419,3,6,3,2,3,4,3,6
1420,1,6,2,2,4,3,3,5
1421,1,6,2,1,5,1,1,5
1422,1,10,2,2,4,1,1,9
1423,10,5,5,10,5,5,6,5
1424,2,7,4,3,4,4,4,8
1425,3,9,4,2,9,3,4,10
1426,1,9,3,2,10,3,3,9
1427,11,7,11,11,8,11,9,8
1428,11,7,7,11,8,7,9,7
1429,4,9,6,5,6,6,7,10
1430,1,9,4,2,8,3,3,9
1431,4,6,5,4,5,5,5,6
1432,11,6,10,11,8,9,10,6
1433,2,7,4,3,4,3,3,8
1434,2,8,1,2,7,2,2,8
1435,11,6,7,11,8,8,9,6
1436,2,2,4,2,2,4,3,2
1437,10,5,4,10,2,5,4,5
1438,1,4,2,1,1,2,2,3
1439,3,8,5,4,7,5,6,9
1440,3,1,1,2,1,1,1,1
1441,1,4,2,1,1,1,1,3
1442,1,9,2,1,5,2,1,9
1443,1,10,4,1,2,3,1,10
1444,11,3,8,11,6,7,8,3
1445,3,6,3,2,4,1,1,6
1446,1,9,3,1,2,2,1,9
1447,3,8,2,3,5,2,3,8
1448,10,7,7,3,5,7,6,7
1449,1,10,3,1,4,2,1,10
1450,1,9,1,1,1,1,1,7
1451,3,9,4,2,9,3,4,10
1452,2,1,2,3,1,2,2,1
1453,11,9,5,11,7,3,4,10
1454,3,3,4,3,1,4,3,3
1455,1,9,4,1,4,3,2,10
1456,10,1,5,10,3,5,4,1
1457,3,9,2,4,4,1,2,9
1458,3,10,5,3,3,1,1,10
1459,1,10,2,1,8,3,2,10
1460,1,5,1,1,1,1,1,4
1461,1,2,1,1,1,1,1,1
1462,3,5,3,2,2,2,2,4
1463,11,3,7,11,6,6,7,3
1464,4,1,6,5,1,4,3,1
1465,2,7,1,2,8,1,2,7
1466,4,2,6,5,7,7,8,2
1467,3,9,2,3,3,2,3,9
1468,11,4,10,11,5,8,7,4
1469,11,5,7,11,9,7,9,6
1470,2,9,4,4,4,4,4,9
1471,2,9,2,1,6,2,2,9
1472,1,3,3,1,1,1,1,3
1473,11,9,7,11,6,6,7,10
1474,11,4,10,11,9,9,10,4
1475,11,6,7,11,6,8,8,7
1476,1,10,2,2,2,2,2,10
1477,11,6,8,11,7,8,8,6
1478,3,5,5,4,6,6,7,5
1479,3,9,3,3,8,3,3,9
1480,4,3,3,5,1,4,2,2
1481,10,1,6,10,2,5,4,1
1482,4,3,5,4,1,4,3,2
1483,11,5,8,11,3,7,6,5
1484,4,7,5,3,4,6,5,7
1485,11,1,5,11,5,5,6,1
1486,2,9,5,3,5,4,4,9
1487,11,6,7,11,9,6,8,7
1488,11,10,6,11,10,5,9,10
1489,3,10,1,3,10,2,2,10
1490,3,9,3,4,7,3,4,9
1491,3,8,5,4,8,5,6,9
1492,1,9,3,1,7,1,2,9
1493,11,3,10,11,3,9,6,3
1494,2,10,1,2,1,1,1,9
1495,11,9,9,11,3,9,6,10
1496,11,5,7,11,8,6,8,5
1497,5,2,5,5,1,6,4,2
1498,2,9,1,3,7,2,3,8
1499,4,9,4,10,7,4,4,9
1500,11,4,10,11,7,9,9,4
1501,2,8,3,2,2,2,2,8
1502,1,10,2,1,9,3,3,10
1503,10,5,7,10,6,7,8,5
1504,11,7,9,11,10,9,10,7
1505,2,9,5,3,9,5,5,9
1506,11,2,7,11,5,6,7,2
1507,11,2,6,11,4,5,6,2
1508,11,1,5,11,4,6,6,1
1509,3,7,4,4,5,4,5,7
1510,5,4,5,5,5,5,5,4
1511,4,6,7,3,8,6,8,7
1512,2,10,2,3,4,1,2,10
1513,1,8,3,2,8,3,3,7
1514,3,5,3,4,2,4,3,5
1515,4,3,4,4,3,4,4,2
1516,2,8,2,1,4,1,1,7
1517,1,8,2,1,4,1,1,8
1518,3,10,2,3,9,2,3,9
1519,2,10,1,3,9,1,2,10
1520,11,4,9,11,7,9,9,4
1521,1,10,1,2,9,1,2,9
1522,10,4,7,10,9,7,10,4
1523,1,7,2,1,2,1,1,7
1524,1,8,2,1,3,1,1,7
