CUSTNO,Monetary_의류/이미용_고가_증감여부_q2_q1,Monetary_의류/이미용_고가_증감여부_q3_q2,Monetary_의류/이미용_고가_증감여부_q4_q3,Monetary_의류/이미용_고가_증감여부_q5_q4,Monetary_의류/이미용_고가_증감여부_q6_q5,Monetary_의류/이미용_고가_증감여부_q7_q6,Monetary_의류/이미용_고가_증감여부_q8_q7,Monetary_의류/이미용_고가_q2_q1_로그변환,Monetary_의류/이미용_고가_q3_q2_로그변환,Monetary_의류/이미용_고가_q4_q3_로그변환,Monetary_의류/이미용_고가_q5_q4_로그변환,Monetary_의류/이미용_고가_q6_q5_로그변환,Monetary_의류/이미용_고가_q7_q6_로그변환,Monetary_의류/이미용_고가_q8_q7_로그변환
196,3,2,3,1,4,2,4,11.722720859848316,-11.923132612061346,12.53991407583788,-13.025135362090126,12.241624840161599,-11.870459482760737,12.516819790731175
197,3,2,4,1,4,3,1,12.076924977180516,-12.03961243527319,15.074813487532259,-14.890667415914798,16.838664572579667,14.552111272579886,-16.627074309166304
198,3,4,1,2,4,1,0,7.2849195118049614,11.826864307784822,-11.708011795302768,-9.329852508357506,12.823031673057868,-12.85636362371987,0.0
199,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,3,3,3,1,4,1,4,12.475586547317336,12.951738218490028,10.687086597925964,-13.933482442739201,13.99568532309671,-13.99568532309671,13.813140104347148
201,3,2,3,2,2,2,4,12.406252901312111,-14.136490833786858,14.967664297317112,-14.240443112663732,-14.484425294365412,-14.1607033663055,14.850993545933694
202,1,3,1,3,3,3,4,-15.116821217750433,14.566308495946457,-14.876239961101106,13.822867599128173,-10.949430535712407,14.364452933949496,15.695249870116296
203,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,1,4,3,1,4,1,4,-8.99234234132009,9.020897790828805,9.540769025000369,-10.00734506505984,11.201603212895545,-10.787837005648568,12.104175144766005
205,2,3,2,3,1,4,2,-9.959355697684304,11.131682191475756,-12.007384932456006,13.313655148450708,-13.78475737151251,12.744650415221773,-11.723574039501568
206,0,4,1,4,1,4,1,0.0,12.342729297318103,-12.342729297318103,10.378543429243779,-10.378543429243779,11.862365570531345,-11.862365570531345
207,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2,4,1,2,1,4,1,8.797028375720561,15.654371000980056,-15.572134077094113,-12.50233231921516,-13.33114299253092,12.547141005626234,-12.547141005626234
209,1,4,1,3,4,1,1,-14.61381875244987,13.384786593495477,-13.22026232216134,9.824161900207514,14.186907699145461,-13.799439252873208,-13.087331991080902
210,4,3,1,0,0,0,0,10.433248396434871,9.057116502777237,-10.658409218000937,0.0,0.0,0.0,0.0
211,1,4,1,1,4,1,0,-10.812746998963213,12.8919804550274,-12.575497306129607,-11.587432803173296,10.97664986849559,-10.97664986849559,0.0
212,0,4,1,0,0,0,0,0.0,10.712475202303516,-10.712475202303516,0.0,0.0,0.0,0.0
213,2,1,4,2,3,2,3,-13.015490188650658,-14.025252708007342,14.142230209252054,-13.197038942674673,13.606968147655182,-13.628853336902722,13.292758630760805
214,4,1,4,4,4,1,2,12.765963956796298,-12.998170580646219,10.623510473133207,11.283719169680792,14.745019846463592,-14.595346959598478,-12.184942007173166
215,1,2,3,2,3,3,1,-11.999863846579863,-9.98508492072702,10.900568814917678,-10.33470455639402,8.551756430257791,9.616682335783997,-10.982681689557127
216,2,4,1,0,0,4,1,-11.862623049491502,12.162581200143892,-12.672550856711878,0.0,0.0,12.713935945738113,-12.713935945738113
217,3,1,4,1,0,4,2,9.72640298397024,-11.598330170099258,10.908683376831238,-10.908683376831238,0.0,12.135566636135405,-11.200750110339763
218,4,1,4,1,3,2,4,15.611643809931532,-15.401791151159347,15.109459382788687,-15.100627969139099,13.968934499559523,-13.78732273238976,15.626399354278542
219,1,1,4,1,4,3,4,-13.406771452315075,-12.586074103814985,13.249098075436187,-12.991485221136342,12.80922470236601,10.948734163422465,13.859669969538277
220,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,4,1,4,1,0,0,0,10.471566154071441,-10.471566154071441,10.323764325884982,-10.323764325884982,0.0,0.0,0.0
222,3,3,2,4,2,4,1,13.956915030492745,13.819367862910308,-14.144815229081724,14.96053651775902,-14.904187423096653,14.986192125562823,-15.095772489483764
223,1,4,3,4,1,3,3,-12.851238318110902,13.379499924493146,13.27560506700774,15.727127125009462,-15.809939505146884,12.08721277271342,13.96871215061755
224,1,4,1,4,3,1,1,-16.99120107395566,15.774156357361152,-15.791145985162395,14.15492879225737,13.858264050322937,-14.515466204481005,-12.963187126474827
225,4,1,4,3,2,1,4,15.108595592817814,-15.064896602169526,14.57289131648909,14.499362270279942,-14.708205633851295,-14.405253225708636,15.37288542169455
226,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.897606476820803,-12.897606476820803,0.0
227,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,3,1,3,2,4,3,1,14.986458759328963,-15.771148874837467,14.523938418438389,-14.101418909835257,15.147531686529028,15.332605689789192,-16.022782193807735
230,3,1,0,0,0,4,1,7.031100557067941,-9.963262429405807,0.0,0.0,0.0,10.76376738341883,-10.76376738341883
231,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,11.080926386276552
233,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,14.41383530533955,-14.41383530533955,0.0
234,2,3,1,3,1,4,2,-10.804474065570867,13.087390635022611,-13.313792102711458,11.721727617657208,-12.67048198795103,13.821565233848732,-12.935500476354177
235,2,4,1,2,4,1,1,-12.030211388038072,14.460917824153018,-14.464971714232986,-13.054251505858945,15.077547854690184,-14.775451369605266,-13.810504987338637
236,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2,3,2,3,3,3,4,-13.829034399895798,12.414157737975497,-13.08336050922564,12.926184116051278,12.344624598542307,13.077668572349772,15.56707069129978
238,4,1,4,1,4,1,1,13.966450074849707,-13.966450074849707,13.228914610845333,-13.172418327046877,13.788720673343096,-13.689646279621986,-11.694579988064167
239,2,1,4,2,3,1,4,-15.558743339743746,-15.59093449674186,15.663807413318589,-14.837206119577232,15.321933254068894,-15.832502172062279,15.300288286413906
240,3,1,3,2,3,2,3,12.608798217090559,-14.013303905088016,12.008854516393338,-11.64628854895372,12.022009123226166,-11.194279085317026,12.280843785795584
241,4,4,1,4,4,1,1,11.981319500994537,12.48200525564918,-12.955821032387288,11.292312406387564,11.8175525339123,-11.98088967879565,-10.935614300521346
242,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.986906704287241,-10.986906704287241
245,1,4,4,1,1,4,1,-12.006919649928761,10.813854987976818,14.206624053902026,-14.083174558206567,-12.442209469327562,12.584258539046438,-12.584258539046438
246,3,1,4,2,4,3,1,13.284065327237652,-13.53243645417493,14.161626595607387,-11.063936246187884,14.905802342656887,15.160007562215965,-15.577917906671365
247,2,2,3,3,1,4,1,-10.707283043055307,-12.092522922962015,12.782526659920936,13.208381048453687,-13.985835107443144,12.479123299132057,-12.479123299132057
248,4,1,4,4,1,3,1,14.28478012403173,-14.408217316132408,11.960334006029695,14.077001820469484,-13.912450852424499,10.396536987253437,-12.633069149985932
249,2,3,2,3,3,4,2,-15.052721029480475,12.226835523407956,-14.681862071790237,13.68589259909193,14.373298355127517,16.480676845735733,-16.09371368690404
250,4,3,1,3,4,2,1,15.241451465434565,13.848383146818582,-15.50926173539218,13.298770203292479,15.77082935311655,-15.106125245222179,-15.263084966212727
251,4,3,2,4,1,4,1,13.644909728409939,13.215603960314997,-13.705262702957038,14.460203981208979,-14.682519363071435,14.520574433249422,-14.541629252429589
252,1,3,4,2,2,1,4,-12.341032728927036,10.687772115090002,13.325533595017577,-10.136345536404757,-12.597317872992265,-12.842416432888871,12.440917305234866
253,3,2,2,2,2,4,1,13.4708490442625,-12.400237594740831,-13.06117279186259,-10.327365929318729,-12.528765441787941,13.89962348836485,-13.979141507065224
254,4,1,3,3,1,4,2,14.522135806929137,-14.78700047301337,13.139922442963389,14.152202220783643,-14.417736232864392,14.052108186220789,-13.964240226005476
255,1,2,4,1,2,3,3,-14.754751899252577,-11.711715934300877,14.965766554936694,-14.776609115251887,-12.003791488156297,12.236401877120246,-9.7243953769535
256,4,2,1,4,3,4,1,14.136761979496889,-13.851774502172194,-13.86608919030274,13.750324884741637,12.557307413756641,15.234058207308202,-15.40687842221376
257,1,0,0,4,1,0,0,-10.901778905606994,0.0,0.0,10.824819338503998,-10.824819338503998,0.0,0.0
258,4,2,3,3,2,4,3,15.954783010933841,-15.048716300491408,14.84243549078596,15.50616737578878,-15.314251221399621,16.76039520505442,17.478853040580844
259,1,0,0,0,0,0,0,-10.416861124653673,0.0,0.0,0.0,0.0,0.0,0.0
260,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2,1,4,1,4,1,4,-8.584809039548261,-14.031493339952831,14.08179559106692,-14.183321950444965,14.524956449445675,-14.513848584880071,11.876392566518266
262,4,1,4,1,4,1,3,13.784484562587274,-14.058566482033783,12.535572908188671,-12.56965416817596,13.743407664459024,-13.729392694650954,10.646866239016854
263,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0,0,4,1,0,0,0,0.0,0.0,12.503717965827967,-12.503717965827967,0.0,0.0,0.0
265,2,1,3,3,4,2,1,-14.692299945007345,-15.769997786090645,14.388335525412076,12.564328733124663,16.17508052605866,-15.246269823006218,-15.93559537369164
266,1,4,1,1,4,3,1,-13.905798189350326,15.735514592674626,-15.763704698259483,-12.50264830806904,13.761803978564435,12.976792016463813,-14.04541087607017
267,4,1,2,4,1,4,1,13.49564096179709,-13.520262058950207,-12.313521940431782,12.788924758593486,-12.8142521790133,13.66212926870024,-13.685720385200938
268,1,0,4,3,1,4,1,-15.324609330312835,0.0,14.342410301677198,14.236482672225339,-14.983995284252742,11.62980464341466,-11.62980464341466
269,4,2,2,3,1,2,3,15.222247670735669,-14.528445036565998,-11.104530943726884,14.477510449196808,-15.023111947655057,-12.072561817400816,13.328733291566335
270,0,4,1,0,0,0,0,0.0,9.261013117123888,-9.261013117123888,0.0,0.0,0.0,0.0
271,3,2,3,2,3,2,3,14.312705062263193,-14.060762228416356,11.77130372763895,-12.748930630031019,13.406116879457725,-14.027087709301584,12.315489864279296
272,2,2,1,4,1,4,3,-13.40189556399597,-11.524739355270418,-13.422257468347407,12.373429441408398,-12.197130211163339,12.851020552749983,13.057187509003727
273,1,4,4,3,1,3,3,-10.85626748894957,12.019381419729045,12.816919793419345,13.27449068724051,-13.833016790959148,11.848783814349742,12.472454810717208
274,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,4,2,1,4,3,4,1,12.705736687539444,-10.824067181077783,-12.65648480441101,11.829108337358198,11.600927829498188,14.966434247835018,-14.91337625158372
276,0,0,0,4,1,0,0,0.0,0.0,0.0,13.505822330588709,-13.505822330588709,0.0,0.0
277,4,3,2,2,3,2,3,11.998541792617367,11.793696507256051,-11.728488403680325,-11.921548793146357,11.017975482675993,-11.292146940885372,11.555725195442907
278,1,1,0,0,0,0,0,-12.619102070535583,-10.058568327489281,0.0,0.0,0.0,0.0,0.0
279,3,2,2,2,2,3,4,13.128427831557481,-12.524553434969935,-11.89743013056643,-12.473423108934085,-10.102066891273472,12.09517477774389,13.607019829567873
280,3,2,3,1,3,3,2,13.14796272614283,-11.740420646031852,13.688211746112172,-14.848252898928333,12.449384419750452,13.02785036243214,-13.152505407202835
281,2,1,4,1,4,4,1,-12.208762378181156,-12.189194405210648,12.00251021675837,-12.00251021675837,12.739238590736008,14.360164215923032,-14.540579810668476
282,2,2,1,4,1,4,2,-12.90833413883753,-12.150766713789384,-13.442837732290677,13.484625546206454,-13.512441000899358,13.235263672392406,-11.881255207408252
283,2,1,3,1,4,4,1,-15.176133194372996,-16.46207632878884,15.002866498861376,-15.796235660019,14.845763854819243,16.659949105829686,-16.4460849521038
284,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0,4,2,1,0,0,4,0.0,10.476092361670277,-9.361015555843382,-10.078800920920878,0.0,0.0,8.50342539274539
286,1,1,4,2,2,1,0,-13.985033684461579,-13.308888036893403,13.024193810982785,-12.14342608861618,-11.283823537166542,-12.349226363714823,0.0
287,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2,2,3,3,1,3,3,-12.034586441650756,-10.29296156199937,12.038922061314784,12.194953311452155,-12.767369649012526,11.248696127918615,10.928920408374932
289,4,3,1,0,4,1,0,12.073434239016201,12.147543654681265,-12.80431974717794,0.0,11.85783926697498,-11.85783926697498,0.0
290,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0,0,4,1,0,0,0,0.0,0.0,10.941230042414654,-10.941230042414654,0.0,0.0,0.0
292,2,4,2,2,2,2,4,-13.99557269069334,15.3896708353824,-14.115509779707267,-13.19629864960674,-14.350219074757259,-12.648142783147353,15.399084495033264
293,1,4,2,3,1,3,4,-13.14846945959753,14.144120813353476,-13.227947413467763,14.036305521097484,-14.412113674441942,13.218277889422765,14.36752255027573
294,1,0,4,4,1,4,4,-13.305281305382874,0.0,13.072474057455032,14.117384391125647,-14.249018687102787,13.583076735337823,14.75660392456646
295,4,1,1,4,1,2,3,13.814419529227024,-13.618721028795731,-12.17753606340313,14.69182214510959,-14.52803899595834,-9.334407159931107,12.366721000961718
296,2,3,2,2,2,3,2,-14.310784636945389,12.030265431300215,-12.948561695305166,-12.500630011114021,-12.919181573205647,12.361461646810783,-12.051046084186835
297,3,2,2,2,3,2,4,14.194214374481986,-14.120217136890846,9.966813041393062,-13.397247488267121,13.302980505179065,-12.84540330966332,14.641526385278748
298,4,1,4,2,3,1,4,14.766930515302871,-14.747336385025047,14.959835845583381,-13.192937314350988,14.740647329826523,-15.169862497692773,15.545050009061434
299,1,4,1,4,1,4,2,-13.799784661397412,13.659616088011909,-14.042352957133538,13.484920498008142,-13.359470041309025,12.237226987137507,-11.749466960150778
300,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,3,3,1,3,2,2,3,10.069662805536229,11.974325682172202,-12.721958984759238,12.573012156630401,-12.332794520812147,-10.747138966122519,8.69525316389925
302,2,3,3,1,4,3,3,-12.832890319035885,13.934769142453971,12.176607805293488,-14.53452729782236,14.10595050422437,11.955214799696979,12.15811040476306
303,4,1,4,4,2,3,1,12.558100348774051,-12.558100348774051,10.349081312787694,12.624626473398884,-11.016592390710233,11.918351940534684,-12.848803195816153
304,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.81980626267022,-11.81980626267022
305,1,4,1,1,4,3,1,-12.925393174694435,12.219454977049164,-11.878562470508497,-10.977675028407575,12.21530124436992,9.26783088308932,-12.266438480609496
306,1,3,2,3,3,1,4,-12.413462738997945,11.369137711507706,-11.74515177912604,11.689335968946603,12.214595837642747,-12.71206634069775,12.879062862291638
307,4,2,3,1,4,2,1,14.20416474010608,-12.83226201119314,12.768949420593804,-14.435052843652935,13.807995137113025,-13.399665295634387,-13.198895349736194
308,4,1,4,2,1,2,3,12.067190648604225,-12.265555102478352,12.98434243290193,-12.27575164263812,-11.96664459468947,-9.779022970445416,9.92964643726204
309,1,4,4,3,3,2,2,-14.014578462425423,13.03300567425097,14.381835110563994,11.26730650354867,9.278609709457335,-10.24423317944605,-13.334966408949898
310,2,1,0,4,1,4,1,-12.673875743915337,-13.97779577342038,0.0,13.81451464109873,-13.81451464109873,14.116978848109703,-14.00177851600975
311,3,2,3,2,3,2,2,14.681328397906212,-14.887250428992813,12.736056895662749,-13.502286566584282,11.264067713136814,-12.645440896927544,-12.713699615938685
312,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2,3,2,2,2,4,3,-13.704375106530374,13.716038242021854,-13.469227189150288,-11.365698080261097,-13.124290904235211,14.675146420962381,14.39436130581357
314,1,4,4,1,4,1,4,-15.08615538844623,13.317001372242197,15.59474229884175,-15.706246689804226,13.578114016843267,-13.40079728057881,14.307545323289544
315,4,1,4,1,4,2,3,14.840556036873766,-15.112448479211725,15.342911827115499,-15.240090709348259,14.262989403974014,-13.689095888775782,14.738783263697233
316,2,1,4,3,2,2,2,-10.557755762794786,-12.974328951838821,12.894074197567642,10.600883240159563,-12.504485002201198,-11.400736015071919,-11.101063454286942
317,1,1,4,1,1,4,3,-14.084629604031816,-11.826139303974804,13.945641188084904,-13.62697428340554,-12.301589091261176,14.72931302439052,10.787471793145135
318,1,1,4,2,3,3,2,-12.91748622990891,-11.723763378867627,10.548109134429284,-8.617580114397311,9.411910803937376,10.394031302553966,-9.459235257611404
319,1,4,2,2,2,3,1,-13.473411237146381,13.181530102620826,-11.944723657098523,-10.683692960859386,-12.28702179569706,12.616570680903378,-12.754949197843183
320,0,4,1,4,4,3,1,0.0,12.310781186261332,-12.310781186261332,12.031973084983822,12.649708814472854,11.92972796823033,-13.244696960805225
321,1,1,4,3,1,4,3,-15.78817696378556,-14.250411085327706,14.600553507149446,14.479244527690796,-15.211481357193193,13.705829895051128,12.850087203391091
322,1,4,4,1,4,2,2,-10.955845157117446,10.489337217331894,11.20323438097846,-11.601821408025293,11.828851938419765,-8.991175320812433,-10.626009842964804
323,3,2,2,3,3,1,4,14.283568467693541,-13.989890975826684,-13.927804641703453,13.268696460514688,13.187104885339375,-14.121633940342905,14.662816454750272
324,3,1,3,3,1,4,2,13.568134102854534,-13.969394635171625,12.96655842850591,13.78251834114665,-14.327283646971933,13.550531895107207,-12.03339599584574
325,2,3,3,1,4,4,1,-12.346470211933449,11.409136472073817,13.403341962956928,-14.02721445650246,12.760499536309185,13.7826425013007,-14.089996304110523
326,4,1,1,4,4,2,3,14.460208498311387,-14.520217744477426,-12.787281374365145,12.422168798370492,13.276165141420137,-12.669426566564935,13.452147243172881
327,1,3,4,1,2,3,3,-13.09901704532286,11.813418489680865,14.8440025137342,-14.695228142238754,-11.75106704371345,12.498649110776226,12.962051411862943
328,2,4,4,1,3,1,3,-11.807177071399119,13.370289866476506,15.241844202560378,-15.285206928854222,11.672460022997738,-12.987509574254764,12.680675098739206
329,3,3,1,3,2,3,3,14.825841588724545,14.643916783944674,-15.631170092667224,12.233827588532634,-12.268803163626261,13.161454697580114,11.682401656308153
330,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,4,1,1,0,0,0,0,12.287228543450865,-11.97855588451399,-11.323374106091341,0.0,0.0,0.0,0.0
332,2,2,3,3,1,3,3,-13.616256173968853,-13.18703548880353,12.471247643942748,13.701821121741165,-13.934132800240118,12.340836820852978,8.310158514741243
333,3,3,3,3,2,2,3,11.007067214366582,11.127111087339282,10.20416094027388,12.806980935185736,-11.790596190900414,-10.785719122885789,10.118563923162885
334,3,4,2,2,3,2,1,12.215422049982864,13.95620272770484,-12.591579394853703,-13.021965351991312,13.37264183993443,-13.31281252341206,-13.533731218252742
335,1,2,4,1,4,1,4,-13.032588374205883,-10.952350569848123,14.442831328257357,-14.231467470837993,13.781912803974341,-14.008545169198468,15.102477269809418
336,1,0,0,0,0,0,0,-10.904552781449752,0.0,0.0,0.0,0.0,0.0,0.0
337,2,3,2,4,1,2,3,-9.893053415943806,11.445660234633085,-11.41393364050941,13.690067823035594,-13.367928205833081,-11.949407604085476,11.196268941950823
338,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,1,2,3,3,2,2,2,-14.444427089456536,-12.16478993516127,13.189822935976833,13.949601306770814,-13.79986144053466,-12.293638419690824,-13.27110239405022
341,3,2,2,1,2,4,1,11.265460281845895,-11.361162907240391,-8.84378929780772,-12.742172792524435,-10.011634693517324,13.540812233482034,-13.430372168466517
342,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,4,3,3,2,3,3,1,12.91214649067671,11.486149099507756,13.72366696363218,-13.00695951309223,13.85580617021938,13.742320512730709,-14.962981959860896
344,1,4,4,1,2,4,1,-15.04430743669399,12.436162914923663,13.199240220166352,-13.504081091375086,-9.029263444105425,12.268590890134611,-12.483162786591562
345,4,1,4,2,3,2,4,15.172660281380283,-15.151061018032289,14.991461462676199,-14.482698677115577,12.519510225927707,-13.917457688968492,14.674340352712889
346,1,4,1,0,4,1,1,-10.868835367007039,10.986906704287241,-10.986906704287241,0.0,12.097387344910041,-11.956102531754706,-10.070641354819434
347,2,2,2,3,4,2,1,-12.428331543657482,-13.312968271805971,-12.75118181040144,9.467519601954454,13.550947364044207,-12.978022325002117,-13.201705251028818
348,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,12.671268670635175,-12.671268670635175,0.0
349,3,1,2,3,3,1,3,12.694096559897519,-13.433472839567496,-11.70977830044162,11.640526125076539,10.929526195791071,-12.36171707344073,10.900577672749282
