CUSTNO,1분기 대비2분기 증감여부,2분기 대비3분기 증감여부,3분기 대비4분기 증감여부,4분기 대비5분기 증감여부,5분기 대비6분기 증감여부,6분기 대비7분기 증감여부,7분기 대비8분기 증감여부
867,2,4,1,3,4,2,2
868,2,3,3,2,3,2,1
869,4,1,1,2,4,3,1
870,1,4,1,3,2,1,4
871,2,2,3,2,2,3,3
872,3,2,1,2,4,1,3
873,3,3,2,4,3,1,1
874,3,2,2,4,1,2,3
875,2,3,3,2,2,1,3
876,1,3,2,3,3,2,2
877,3,2,3,3,3,1,4
878,4,1,2,2,3,2,4
879,3,2,3,2,3,3,3
880,2,3,3,1,3,2,2
881,1,3,3,3,2,1,3
882,4,4,1,2,4,2,2
883,2,2,2,4,1,3,2
884,1,2,4,1,2,3,3
885,2,3,2,1,4,2,3
886,4,1,2,4,4,2,3
887,4,1,4,2,4,1,4
888,3,2,2,2,3,3,2
889,2,2,1,3,4,2,2
890,4,1,2,2,4,1,3
891,3,3,2,3,3,3,1
892,3,4,2,2,2,3,4
893,4,3,2,1,4,2,2
894,2,1,4,3,2,3,4
895,1,4,1,3,2,4,2
896,4,2,3,2,3,2,2
897,2,3,3,2,4,1,1
898,4,4,1,4,3,2,2
899,1,2,4,1,3,4,2
900,3,2,4,2,3,2,3
901,1,1,2,2,4,4,1
902,2,4,2,3,1,3,3
903,2,4,2,2,3,3,1
904,1,2,1,4,2,3,4
906,3,2,3,2,4,3,4
907,2,4,2,1,4,2,4
908,1,4,2,1,2,3,1
909,2,3,2,2,3,2,3
910,2,2,3,3,3,2,3
911,2,3,1,3,3,3,2
912,1,4,3,2,2,2,3
913,3,3,3,2,1,2,4
914,3,4,3,1,3,4,1
915,2,3,3,4,3,4,1
916,4,2,2,3,3,3,1
917,1,2,2,3,4,3,4
918,3,2,2,2,3,3,1
919,1,2,4,1,3,4,1
920,1,2,2,2,4,4,1
921,1,3,2,2,1,3,2
922,2,2,2,3,2,2,2
923,4,1,4,1,1,2,2
924,3,2,3,4,1,1,4
925,1,1,4,1,4,3,1
926,2,3,2,3,2,4,1
927,2,4,2,4,3,2,1
928,3,3,2,3,2,3,3
929,1,3,4,1,3,2,3
930,2,3,2,1,3,3,3
931,3,3,2,1,2,4,2
932,3,3,1,4,3,2,3
933,3,3,4,1,3,3,1
934,3,2,3,3,1,4,2
935,1,4,1,4,1,2,3
936,4,1,4,2,3,3,3
937,3,3,2,1,4,2,4
938,1,3,4,2,2,3,2
939,4,2,2,3,2,3,3
940,1,4,3,2,2,2,4
941,4,4,2,3,1,2,4
942,2,3,2,2,4,1,3
943,3,3,2,2,2,4,2
944,1,3,3,4,1,4,1
945,3,1,4,1,3,2,4
946,2,2,2,3,4,1,2
947,3,3,1,4,1,1,4
948,4,1,4,2,4,4,1
949,1,1,3,4,4,1,1
950,2,4,2,1,4,3,2
951,4,4,2,2,3,2,3
952,2,3,3,2,3,1,4
953,4,2,1,1,4,1,4
954,3,2,3,2,3,1,3
955,2,4,2,2,2,2,2
956,2,3,1,3,2,4,2
957,1,4,2,2,4,3,1
958,2,1,4,1,3,3,2
959,1,2,3,2,3,4,1
960,3,1,4,2,1,1,4
961,3,2,3,2,2,3,3
962,3,4,1,3,2,2,2
963,4,1,2,3,4,1,4
964,3,1,3,2,3,2,2
965,3,3,2,3,2,2,2
966,4,2,4,1,4,2,3
967,2,2,4,4,1,3,4
968,3,3,2,3,2,3,1
969,3,1,4,3,2,2,2
970,4,2,3,1,2,2,4
971,3,3,2,1,3,2,2
972,1,2,4,1,2,4,1
973,2,2,3,4,2,2,3
974,4,1,3,2,4,1,4
975,1,4,3,2,2,1,4
976,3,2,3,3,3,2,3
977,1,4,1,4,1,4,1
978,3,3,1,3,4,2,3
979,2,2,2,3,2,3,3
980,3,3,3,2,3,3,3
981,3,2,2,3,1,4,2
982,3,2,4,1,4,2,4
983,3,1,3,2,2,3,2
984,1,2,2,2,2,2,3
986,2,3,1,3,2,4,1
987,1,4,3,2,2,3,3
988,2,2,3,2,2,1,4
989,3,1,4,3,1,2,4
990,1,4,1,4,1,1,2
991,2,4,3,2,3,3,2
992,3,1,3,3,3,2,3
993,4,2,2,2,4,3,2
994,2,4,3,1,4,1,4
995,2,2,3,3,1,3,1
996,2,4,2,3,3,2,3
997,3,3,1,4,1,1,4
998,4,4,1,2,3,2,1
999,3,3,2,2,2,4,2
1000,3,2,3,2,3,2,3
1001,2,4,1,4,1,4,2
1002,3,4,1,3,2,4,1
1003,2,2,3,2,4,2,2
1004,1,4,1,2,2,2,4
1005,4,4,2,3,2,1,1
1006,1,4,4,1,3,1,1
1007,1,4,1,3,1,4,4
1008,1,3,4,1,2,4,1
1009,4,1,3,3,2,2,3
1010,2,2,3,1,3,2,2
1011,1,4,2,4,1,3,4
1012,1,3,4,1,3,4,2
1013,3,2,4,3,4,1,4
1014,1,4,1,4,1,4,1
1015,2,2,3,4,3,1,2
1016,3,2,2,2,2,3,2
1017,1,2,3,4,1,3,3
1018,2,2,3,3,2,3,2
1019,3,3,2,1,3,2,3
1020,1,4,2,4,3,1,4
1021,3,1,3,2,4,4,2
1022,4,1,4,2,4,1,4
1023,1,4,1,1,3,3,3
1024,3,3,2,3,3,2,1
1025,3,2,4,2,4,1,2
1026,4,1,3,2,2,4,2
1027,1,3,2,3,2,3,1
1028,2,4,1,2,3,2,1
1029,3,2,2,4,1,2,3
1030,1,3,2,2,3,2,3
1031,3,2,2,2,2,2,3
1032,2,3,2,4,2,3,2
1033,3,2,3,1,3,3,3
1034,2,3,2,3,1,4,3
1035,4,1,2,1,3,2,3
1036,3,3,2,2,3,2,4
1037,3,2,2,4,1,2,2
1038,2,4,2,3,3,1,4
1039,1,1,3,3,4,1,2
1040,2,4,1,2,3,2,2
1041,3,3,2,3,2,3,3
1042,2,3,2,4,1,1,1
1043,1,4,2,2,4,1,3
1044,2,3,4,1,2,4,1
1045,3,2,3,2,4,1,4
1046,3,2,3,1,4,1,2
1047,4,1,3,2,3,2,3
1048,2,2,3,3,2,1,2
1049,2,2,2,3,3,1,1
1050,1,2,3,3,2,3,1
1051,1,4,2,2,3,2,3
1052,4,1,4,1,2,3,3
1053,4,3,1,3,1,4,1
1054,4,2,2,2,1,4,1
1055,3,3,3,4,1,3,2
1056,3,3,2,4,1,4,1
1057,4,2,3,1,4,1,4
1058,2,3,2,2,2,2,3
1059,4,2,1,4,3,3,2
1060,3,3,3,1,4,2,4
1061,4,3,3,2,4,1,3
1062,1,4,1,4,1,4,1
1063,3,3,2,3,3,3,3
1064,1,3,3,3,1,3,3
1065,3,2,3,2,4,1,3
1066,4,1,4,2,3,3,2
1068,4,2,2,2,2,3,3
1069,2,3,1,1,4,1,3
1070,2,2,2,2,3,2,3
1071,1,4,2,4,2,3,2
1072,2,2,4,4,1,3,3
1073,3,4,3,1,3,2,4
1074,1,4,1,4,4,2,2
1075,3,2,2,2,3,2,3
1076,2,4,2,3,2,2,3
1077,2,2,3,2,3,2,2
1078,2,3,3,3,2,1,4
1079,3,1,1,4,2,2,2
1080,2,3,2,3,3,2,2
1081,2,2,2,3,2,3,2
1082,1,4,1,2,4,4,3
1083,4,3,1,3,4,1,3
1084,4,3,1,4,3,2,3
1085,2,3,2,3,3,1,2
1086,3,2,3,2,2,4,2
1087,1,4,1,2,3,4,1
1088,3,4,3,2,1,3,3
1089,3,2,2,2,3,2,3
1090,2,1,3,2,1,2,4
1091,3,4,4,3,1,1,2
1092,1,4,1,4,1,3,4
1094,3,4,1,4,3,3,2
1095,1,2,3,3,1,4,2
1096,1,4,3,2,2,1,2
1097,4,1,3,2,4,4,1
1098,3,2,3,2,2,2,4
1099,3,2,2,1,4,2,3
1100,2,4,1,3,3,3,3
1101,4,3,4,2,1,1,4
1102,3,2,3,2,2,1,4
1103,1,1,3,2,3,2,2
1104,4,1,4,1,4,2,3
1105,3,3,3,1,2,3,2
1106,3,3,2,4,1,3,2
1107,4,3,4,3,1,3,3
1108,4,3,2,3,1,2,2
1109,3,2,2,3,1,2,2
1110,3,1,4,1,4,2,4
1111,3,1,3,1,4,3,3
1112,2,3,3,2,2,3,3
1113,3,2,2,3,2,3,1
1114,4,2,3,2,2,3,2
1115,1,3,3,1,4,3,2
1116,3,4,1,3,4,3,2
1117,1,3,2,4,3,1,4
1118,3,4,1,1,4,1,4
1119,1,4,2,1,3,4,2
1120,2,3,3,1,4,3,1
1122,3,2,2,3,3,1,4
1123,4,1,2,3,2,1,3
1124,3,2,4,2,2,3,2
1125,3,1,4,3,2,4,1
1126,3,1,3,3,3,2,3
1127,1,3,2,4,2,4,1
1128,1,4,1,3,3,1,4
1129,2,2,1,4,1,4,3
1130,4,2,3,2,2,2,2
1131,1,3,3,1,4,3,3
1132,3,4,3,1,4,1,2
1133,2,1,3,3,2,3,4
1134,2,3,3,1,3,1,3
1135,3,3,2,4,2,4,2
1136,3,4,1,2,2,3,1
1137,2,3,2,2,3,2,3
1138,2,3,2,3,3,1,4
1139,2,2,3,2,2,3,2
1140,3,2,3,3,2,2,3
1141,2,3,2,2,3,1,2
1142,3,3,1,3,2,2,1
1143,3,2,4,3,2,1,3
1144,3,4,2,2,1,1,4
1145,3,3,3,2,2,2,2
1146,3,2,3,3,1,4,3
1147,3,2,2,2,3,1,4
1148,4,1,4,2,2,3,3
1149,2,4,3,3,3,2,2
1150,2,4,2,2,2,3,1
1151,2,2,4,1,4,1,3
1152,3,1,3,2,2,2,1
1153,3,2,3,1,2,2,1
1154,3,3,2,2,4,2,2
1155,1,3,2,3,1,2,4
1156,3,3,2,2,2,2,3
1157,3,2,2,3,3,2,3
1158,2,1,3,2,3,3,4
1159,4,3,3,2,3,2,2
1160,2,2,3,4,1,3,1
1161,3,3,4,2,4,1,4
1162,3,1,3,3,1,4,1
1163,4,2,3,2,3,1,2
1164,2,1,3,3,3,3,2
1165,3,1,4,2,2,2,3
1166,1,4,1,3,3,2,2
1167,1,4,2,4,1,3,3
1168,2,3,2,3,3,3,2
1169,3,2,3,2,3,3,2
1170,2,3,2,3,2,3,3
1172,1,4,3,1,4,1,4
1173,3,1,3,2,4,1,3
1174,2,4,1,3,3,2,3
1175,3,4,3,1,3,2,2
1176,1,3,2,4,1,2,3
1177,3,2,2,1,4,2,4
1178,4,1,3,2,2,3,3
1179,3,2,3,3,2,4,2
1180,3,3,2,2,3,2,2
1181,3,1,4,2,3,3,4
1182,2,2,2,4,1,4,2
1183,2,3,2,3,2,2,2
1184,2,4,2,3,3,2,3
1185,3,3,3,2,3,2,1
1186,2,2,3,2,3,1,3
1187,4,4,1,4,3,1,3
1188,1,4,3,3,3,2,1
1189,2,1,4,4,2,4,1
1190,2,1,4,2,4,3,3
1191,2,1,2,4,3,4,1
1192,3,3,3,2,3,1,4
1193,2,3,2,3,2,2,1
1194,4,2,2,1,3,4,1
1195,2,3,3,3,2,1,1
1196,1,3,3,2,4,3,3
1197,4,3,3,1,4,3,3
1198,1,3,2,4,1,3,3
1199,4,3,2,3,3,3,2
1200,3,1,3,2,4,1,4
1201,2,3,2,3,2,3,3
1202,2,2,3,3,2,2,3
1203,2,4,2,3,1,2,4
1204,2,2,2,2,3,3,3
1205,2,3,3,1,4,1,4
1206,3,4,3,2,3,3,2
1207,4,4,3,2,3,4,2
1209,2,3,2,3,3,2,3
1210,3,1,3,3,3,3,2
1211,3,2,2,4,1,1,3
1212,4,2,3,3,2,1,2
1213,3,3,3,3,2,4,4
1214,3,3,1,1,4,1,1
1215,1,3,3,3,3,2,2
1216,4,4,1,2,2,3,4
1217,3,3,3,1,4,1,4
1218,1,3,4,3,3,1,3
1219,4,4,1,4,1,3,2
1220,3,2,3,2,3,2,3
1221,3,4,2,2,3,3,2
1222,2,4,1,3,3,1,1
1223,3,4,2,2,2,3,3
1224,4,2,2,3,2,3,1
1225,2,2,3,2,3,2,3
1226,2,4,1,4,2,3,3
1227,1,4,2,2,2,3,1
1228,4,1,4,2,2,2,3
1229,1,3,1,4,1,4,4
1230,4,1,4,2,3,2,4
1231,3,2,3,2,3,3,3
1232,2,3,1,4,2,1,2
1233,2,3,2,2,3,1,3
1234,1,3,3,2,3,2,3
1235,2,3,3,3,3,2,3
1236,3,2,1,4,2,2,3
1237,3,4,1,3,3,2,3
1238,2,2,4,2,1,4,1
1239,2,2,2,3,4,1,1
1240,3,1,3,3,2,4,2
1241,2,3,3,1,2,3,3
1242,2,2,3,3,3,3,2
1243,3,1,4,1,2,2,4
1244,3,2,3,2,3,3,2
1245,3,2,1,3,3,1,2
1246,2,2,2,3,1,3,4
1247,1,1,4,1,4,3,4
1248,4,1,2,3,2,3,2
1249,2,2,3,3,2,3,2
1250,3,2,3,2,2,4,2
1251,2,2,3,2,2,3,2
1252,2,2,2,3,4,2,1
1253,3,2,3,2,2,3,2
1254,1,1,3,1,4,3,1
1255,4,2,2,4,2,3,2
1256,3,4,4,3,3,4,2
1257,3,2,4,1,2,4,2
1258,3,3,2,3,2,2,2
1259,3,4,1,1,4,3,2
1260,2,3,3,2,2,3,2
1261,3,3,2,4,2,2,3
1263,4,3,1,4,1,2,3
1264,2,2,3,2,4,1,3
1265,4,3,4,3,1,3,2
1266,3,2,1,4,1,3,3
1267,2,4,2,2,3,1,4
1268,4,1,4,1,2,4,4
1269,1,4,4,1,4,3,3
1270,2,2,3,1,4,3,3
1271,4,2,3,4,2,1,3
1272,1,1,3,2,4,2,4
1273,1,4,2,2,2,2,2
1274,2,1,3,2,2,2,2
1275,3,2,4,1,4,2,1
1276,2,2,2,2,3,3,2
1277,2,3,2,3,3,3,2
1278,2,3,3,2,3,2,2
1279,1,4,4,3,3,4,2
1280,3,3,2,4,2,1,3
1281,3,2,1,3,3,2,2
1282,4,3,2,2,2,4,1
1283,3,3,2,3,1,3,4
1284,2,1,3,4,3,2,4
1285,3,2,3,1,4,1,2
1286,1,4,2,2,2,2,3
1287,4,2,1,4,2,2,3
1288,1,4,1,1,3,2,3
1289,4,1,3,3,2,3,2
1290,2,4,2,1,4,3,1
1291,4,2,1,4,2,3,1
1292,3,4,1,2,3,4,1
1293,2,4,1,3,3,2,2
1294,2,1,2,2,3,3,2
1295,3,2,2,4,1,3,1
1296,4,2,3,1,4,4,1
1297,3,1,4,2,3,2,3
1298,2,3,1,4,1,4,1
1299,1,1,4,3,1,3,1
1300,3,3,3,2,2,3,2
1301,1,4,4,3,1,4,4
1302,4,1,3,3,4,1,3
1303,3,3,2,3,3,1,4
1304,3,3,3,2,2,3,2
1305,1,4,1,3,1,4,2
1306,2,2,2,2,3,3,2
1307,2,4,3,3,1,3,3
1308,4,1,2,3,4,3,1
1309,4,3,1,4,2,2,4
1310,4,1,2,2,2,3,3
1311,2,2,2,4,2,4,1
1312,4,2,1,4,2,2,2
1313,2,1,1,4,3,3,1
1314,3,4,1,4,2,1,2
1315,3,3,2,1,4,2,1
1316,2,3,3,2,2,4,4
1317,2,3,1,4,1,3,4
1318,2,3,3,2,2,2,3
1319,2,2,4,1,4,4,1
1320,2,2,2,2,3,2,3
1321,4,1,2,4,2,3,2
1322,2,3,2,3,3,1,3
1323,4,2,2,1,1,2,2
1324,2,3,2,3,2,3,3
1325,1,3,3,3,3,2,3
1326,2,2,2,3,2,4,1
1327,1,3,2,1,4,4,1
1328,1,3,3,2,2,3,2
1329,4,1,3,2,3,1,4
1331,3,2,3,1,3,2,4
1332,1,4,3,2,2,3,3
1333,3,4,3,1,3,2,3
1334,1,4,1,4,1,4,4
1335,3,3,2,3,2,1,2
1336,1,4,2,3,1,4,2
1337,3,2,3,2,2,2,3
1338,2,2,3,2,2,2,2
1339,2,3,3,3,3,3,2
1340,4,1,2,2,3,3,3
1341,2,4,1,4,2,4,1
1342,1,4,1,1,4,1,2
1343,3,3,4,1,4,2,2
1344,4,2,3,1,4,1,4
1345,2,4,3,2,1,4,1
1346,2,3,3,3,2,2,4
1347,4,2,2,2,3,1,4
1348,2,2,4,3,2,3,2
1349,2,3,2,3,4,1,2
1350,2,3,2,2,2,4,1
1351,4,2,3,2,3,2,2
1352,3,2,3,3,3,2,2
1353,2,3,2,3,2,3,3
1354,3,3,3,2,2,3,1
1355,1,2,3,3,2,3,4
1356,3,4,1,2,4,2,3
1357,3,2,3,4,2,1,2
1358,2,2,3,4,1,2,3
1359,3,3,2,3,2,2,3
1360,2,3,2,3,4,3,1
1361,4,1,4,1,4,1,4
1362,3,3,2,2,3,4,2
1363,2,2,3,2,2,3,2
1364,3,3,2,1,1,4,1
1365,1,2,3,2,3,3,3
1366,3,1,4,2,3,1,2
1367,4,2,4,1,4,2,3
1368,3,3,2,2,3,2,3
1369,2,3,3,2,1,4,2
1370,2,2,4,2,3,3,2
1371,2,3,3,1,4,2,2
1372,3,2,3,3,1,2,1
1373,1,4,3,2,4,1,3
1374,3,2,3,3,3,2,2
1375,3,1,4,1,4,3,3
1376,4,4,1,3,1,3,2
1377,2,3,3,2,2,4,2
1378,2,3,2,3,3,4,2
1380,1,3,2,2,3,1,4
1381,3,4,3,1,3,3,2
1382,4,2,3,3,4,1,2
1383,2,3,2,3,1,2,3
1384,2,4,2,3,3,4,2
1385,3,2,2,4,2,2,2
1386,1,4,4,2,2,2,4
1387,3,3,3,3,3,1,2
1388,2,2,2,4,2,3,1
1389,2,2,4,1,2,3,3
1390,3,2,1,3,3,3,2
1391,1,2,4,2,4,1,2
1392,3,2,3,3,1,3,3
1393,1,4,3,3,3,3,2
1394,4,2,1,4,3,1,3
1395,3,2,2,4,3,1,4
1396,3,3,3,2,3,3,2
1397,3,3,3,2,3,2,3
1398,3,2,2,2,3,1,4
1399,1,3,3,2,3,1,2
1400,3,4,2,2,2,3,2
1401,2,4,2,2,3,2,2
1402,3,2,4,1,3,3,2
1403,3,1,3,3,1,3,2
1404,2,2,3,2,3,3,2
1405,3,3,2,2,3,2,3
1406,2,2,2,4,1,2,3
1407,2,3,3,2,4,2,3
1408,4,1,4,3,3,1,4
1409,3,2,2,3,3,2,3
1410,1,3,3,2,3,3,2
1411,2,3,3,1,4,1,4
1412,1,4,2,3,2,3,2
1413,2,3,2,2,2,3,2
1414,2,2,3,3,2,2,3
1415,2,1,4,1,2,3,1
1416,2,4,1,2,3,3,1
1417,3,3,1,3,2,2,4
1418,3,2,2,2,2,2,2
1419,3,2,3,2,2,2,3
1420,1,3,1,4,2,4,1
1421,3,2,3,2,3,1,3
1422,2,4,1,3,3,3,2
1423,3,2,3,3,2,2,3
1424,2,2,2,4,1,4,2
1425,4,3,1,1,2,1,4
1426,4,1,2,2,3,3,3
1427,2,2,3,2,4,2,2
1428,3,3,1,3,2,3,2
1429,3,3,3,2,2,4,3
1430,1,3,2,4,2,2,4
1431,1,3,1,4,2,3,3
1432,2,3,2,3,3,1,2
1433,2,3,4,1,1,1,3
1434,4,2,1,2,4,4,1
1435,3,1,4,2,3,2,2
1436,3,2,3,3,4,2,3
1437,3,2,4,1,3,3,3
1438,2,3,3,2,3,2,1
1439,1,2,1,3,3,4,1
1440,4,3,1,2,4,3,1
1441,3,2,4,1,3,3,4
1442,2,1,4,1,2,2,4
1443,1,4,2,2,2,3,2
1444,3,3,3,2,3,2,2
1445,2,3,3,1,4,3,3
1446,1,2,4,3,3,1,3
1447,1,2,4,4,1,2,4
1448,4,2,3,1,1,3,4
1449,1,2,2,2,2,4,3
1450,4,3,3,4,1,4,2
1451,1,3,1,3,3,3,1
1452,2,4,1,2,3,3,2
1453,4,4,1,2,4,3,1
1454,3,2,3,1,3,2,3
1455,3,1,3,1,2,4,1
1456,4,1,3,4,1,3,3
1457,1,4,1,2,3,4,3
1458,4,3,2,4,1,1,4
1459,4,2,2,2,2,2,4
1460,1,3,2,4,3,3,1
1461,4,1,3,2,4,1,4
1462,2,4,2,1,4,3,3
1463,1,2,3,3,2,2,1
1464,1,4,3,2,3,3,4
1465,3,2,2,2,4,2,1
1466,2,2,3,2,2,3,2
1467,2,2,4,1,2,3,1
1468,4,2,3,1,3,2,3
1469,4,3,3,1,3,3,2
1470,3,3,4,3,1,3,3
1471,2,3,3,1,4,2,2
1472,4,3,3,3,3,1,2
1473,4,2,3,2,3,1,3
1474,3,2,3,3,3,2,3
1475,4,3,2,2,3,4,2
1476,2,3,1,2,4,1,4
1477,1,4,1,2,4,1,1
1478,4,2,2,2,4,2,2
1479,4,1,4,1,4,1,4
1480,2,3,4,1,3,2,2
1481,2,3,2,3,2,2,4
1482,3,2,1,4,4,1,4
1483,1,3,2,3,1,4,2
1484,3,1,3,3,1,3,3
1485,4,2,3,2,3,2,3
1486,1,4,1,4,1,3,1
1487,3,3,3,3,2,4,1
1488,4,1,4,4,1,2,1
1489,3,3,1,4,4,2,2
1490,1,4,3,2,2,1,4
1491,3,4,3,2,4,1,1
1492,4,1,4,2,3,1,3
1493,3,2,3,2,3,3,1
1494,4,3,2,3,2,2,2
1495,2,3,1,4,2,4,1
1496,4,3,2,3,3,4,1
1497,1,3,3,2,3,3,1
1498,3,3,2,3,2,3,2
1499,1,3,2,2,4,1,3
1500,2,3,3,2,2,3,3
1501,1,3,2,2,3,4,1
1502,4,2,1,2,2,3,4
1503,3,1,3,2,3,2,2
1504,3,3,2,3,2,2,1
1505,2,3,2,2,4,2,2
1506,2,2,3,1,3,4,2
1507,2,2,3,3,2,2,2
1508,1,4,3,3,2,2,3
1509,3,2,2,2,3,2,3
1510,3,2,1,4,2,2,2
1511,4,1,3,3,2,2,2
1512,1,4,2,3,2,1,4
1513,4,1,3,2,4,2,2
1514,1,2,3,1,4,2,2
1515,2,2,3,1,3,2,4
1516,4,1,3,2,3,2,1
1517,4,2,1,1,4,1,2
1518,2,1,2,4,1,4,1
1519,3,1,4,4,1,2,1
1520,2,2,3,2,3,2,2
1521,3,2,1,4,1,1,4
1522,3,3,3,2,2,3,4
1523,4,1,1,4,2,3,4
1524,3,1,4,1,4,4,1
1525,1,3,2,2,3,3,3
1526,1,4,1,2,4,2,1
1527,2,3,3,2,3,3,4
1528,3,2,3,1,3,3,3
1529,3,2,2,3,3,3,2
1530,4,3,1,3,2,4,1
1531,3,2,3,3,2,4,2
1532,2,2,3,2,2,3,3
1533,3,2,3,2,4,1,4
1534,3,2,2,2,3,2,3
1535,3,3,2,3,1,2,3
1536,2,4,1,4,3,2,1
1537,2,2,4,2,2,2,3
1538,2,2,4,2,3,3,4
1539,1,3,2,2,4,1,3
1540,3,4,3,1,2,3,2
1541,3,2,3,2,3,3,1
1542,3,3,4,1,2,4,3
1543,2,2,2,4,1,3,2
1544,3,2,2,4,2,4,1
1545,2,4,4,3,1,4,1
1546,3,2,2,3,1,4,1
1547,2,3,3,1,3,2,4
1548,1,2,3,1,4,2,2
1549,2,3,4,1,3,3,2
1550,1,2,3,4,1,4,1
1551,2,3,3,2,2,3,3
1552,1,3,3,4,4,1,4
1553,3,2,3,3,2,4,2
1554,3,2,3,1,4,2,4
1555,2,2,3,2,3,3,2
1556,1,4,3,3,2,2,3
1557,3,2,2,3,2,3,3
1558,4,2,4,2,4,1,2
1559,1,4,2,2,3,1,1
1560,2,2,2,3,2,3,3
1561,1,4,2,3,2,1,4
1562,1,3,2,2,3,2,2
1563,2,4,3,1,3,3,3
1564,3,3,3,1,4,2,4
1565,2,2,3,2,3,3,2
1566,3,2,3,2,4,2,1
1567,2,3,2,2,4,1,3
1568,3,2,3,1,3,3,2
1569,3,3,2,3,2,4,2
1570,3,2,3,2,3,2,3
1571,3,3,3,2,3,3,3
1572,3,3,3,1,4,3,3
1573,2,2,3,2,2,3,2
1574,4,3,3,1,3,3,2
1575,4,2,4,2,4,1,4
1576,4,3,3,3,3,1,3
1577,2,3,1,3,1,4,1
1578,4,2,2,4,1,2,3
1579,1,4,2,3,2,3,2
1580,2,2,2,4,1,3,1
1581,2,3,3,2,3,3,3
1582,2,3,2,3,2,3,3
1583,1,4,2,3,2,2,3
1584,2,2,2,3,3,1,3
1585,2,4,1,4,1,1,2
1586,4,1,4,3,2,1,2
1587,1,3,1,3,2,2,4
1588,4,1,3,4,2,3,3
1589,1,4,4,2,2,3,3
1590,3,2,3,2,4,2,1
1591,4,2,3,2,2,2,4
1592,4,1,4,2,4,1,3
1593,4,1,2,3,2,2,2
1594,4,1,2,3,1,3,2
1595,2,2,3,3,2,3,2
1596,1,4,2,2,3,2,2
1597,1,3,2,2,3,1,2
1598,2,2,3,3,3,2,2
1599,2,3,2,1,4,2,2
1600,2,2,2,3,3,2,2
1601,4,2,2,2,4,2,3
1602,3,2,3,3,3,2,3
1603,1,4,1,2,1,4,2
1604,4,3,2,3,3,2,1
1605,4,2,2,4,1,2,3
1606,3,3,2,3,3,1,3
1607,3,1,2,4,2,3,2
1608,3,2,3,3,2,4,3
1609,3,1,2,3,4,1,2
1610,4,1,2,3,3,1,4
1611,3,2,2,2,3,2,3
1612,2,3,3,1,2,3,2
1613,2,4,2,1,3,3,2
1614,2,2,3,1,4,3,2
1615,2,2,2,1,4,1,3
1616,3,1,4,2,3,3,1
1617,1,4,2,4,2,2,4
1618,3,2,4,3,1,3,1
1619,2,2,3,4,2,3,2
1620,1,4,1,1,4,3,2
1621,3,2,3,2,2,3,2
1622,4,3,2,2,3,2,3
1623,2,2,2,2,4,3,1
1624,2,1,3,1,2,2,3
1625,2,2,4,1,3,2,3
1626,2,2,2,2,3,2,2
1627,3,2,2,3,3,2,2
1628,4,3,4,1,2,3,3
1629,1,4,3,3,2,3,2
1630,2,2,4,3,1,3,3
1631,2,4,1,3,4,2,1
1632,3,3,2,2,2,4,1
1633,3,3,2,2,3,3,3
1635,1,1,2,2,4,4,3
1636,3,2,3,3,2,3,3
1637,3,1,2,3,3,1,2
1638,1,4,1,1,4,2,3
1639,3,2,3,3,3,1,2
1640,1,1,3,3,1,4,1
1641,1,4,2,4,1,3,2
1642,3,2,2,2,2,4,1
1644,1,3,3,2,3,3,2
1645,3,2,2,2,3,2,2
1646,3,4,2,1,4,3,1
1647,2,3,3,1,3,1,2
1648,1,3,3,2,3,3,1
1649,2,3,3,2,2,3,3
1650,1,4,2,3,2,3,2
1651,3,2,4,2,3,1,2
1652,4,2,3,1,2,2,3
1653,3,4,3,1,4,2,2
1654,2,3,1,3,4,1,4
1655,3,3,2,1,3,2,2
1656,4,3,1,1,3,3,2
1657,2,3,2,2,1,4,1
1658,4,1,4,3,4,1,4
1659,3,3,2,2,3,2,2
1660,4,2,3,2,3,3,1
1661,3,3,3,2,3,2,3
1662,2,1,2,2,4,2,1
1663,1,3,2,4,1,2,2
1664,4,1,3,4,1,2,4
1665,3,1,3,3,4,1,2
1666,3,3,4,3,3,4,1
1667,3,3,2,2,2,3,2
1668,3,4,1,2,4,2,1
1669,4,2,3,3,1,2,3
1670,4,2,2,2,3,1,3
1671,1,4,2,3,2,2,3
1672,2,2,3,2,3,3,3
1673,2,4,1,3,3,2,1
1674,3,4,1,3,1,3,2
1675,2,3,3,3,3,3,1
1676,1,3,3,3,3,2,2
1677,3,3,4,3,1,2,1
1678,4,1,4,2,4,2,1
1679,2,3,3,1,3,3,3
1680,4,2,3,1,1,3,4
1681,1,3,2,4,2,1,3
1682,4,3,2,1,4,2,3
1683,3,2,4,3,1,2,3
1684,1,2,2,3,3,2,3
1685,3,4,1,3,2,2,2
1687,1,4,4,1,2,3,2
1688,3,3,1,4,1,3,3
1689,4,2,3,3,2,2,1
1690,3,2,3,3,3,2,3
1691,3,4,1,1,4,1,3
1692,1,2,4,2,4,4,1
1693,3,2,2,3,2,3,2
1694,3,3,3,2,2,3,2
1695,1,1,2,4,1,4,2
1696,2,2,2,4,1,3,2
1697,4,2,3,1,3,3,2
1698,4,2,3,3,3,3,3
1699,3,2,1,4,1,3,3
1700,2,2,3,3,2,3,2
1701,2,3,3,2,3,2,3
1702,4,3,2,2,4,1,3
1703,2,3,2,2,3,3,3
