CUSTNO,Monetary_가전/레저취미/멀티샵_저가_증감여부_q2_q1,Monetary_가전/레저취미/멀티샵_저가_증감여부_q3_q2,Monetary_가전/레저취미/멀티샵_저가_증감여부_q4_q3,Monetary_가전/레저취미/멀티샵_저가_증감여부_q5_q4,Monetary_가전/레저취미/멀티샵_저가_증감여부_q6_q5,Monetary_가전/레저취미/멀티샵_저가_증감여부_q7_q6,Monetary_가전/레저취미/멀티샵_저가_증감여부_q8_q7,Monetary_가전/레저취미/멀티샵_저가_q2_q1_로그변환,Monetary_가전/레저취미/멀티샵_저가_q3_q2_로그변환,Monetary_가전/레저취미/멀티샵_저가_q4_q3_로그변환,Monetary_가전/레저취미/멀티샵_저가_q5_q4_로그변환,Monetary_가전/레저취미/멀티샵_저가_q6_q5_로그변환,Monetary_가전/레저취미/멀티샵_저가_q7_q6_로그변환,Monetary_가전/레저취미/멀티샵_저가_q8_q7_로그변환
245,4,1,4,1,4,1,4,7.712627008435877,-7.712627008435877,11.233977705007447,-11.233977705007447,9.3558954983009,-9.3558954983009,8.51337604570154
246,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.874554257856317,-9.874554257856317,0.0
247,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0,4,1,4,1,0,0,0.0,11.141530558925473,-11.141530558925473,10.434257574484233,-10.434257574484233,0.0,0.0
249,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,1,0,0,0,0,0,0,-9.709392999979201,0.0,0.0,0.0,0.0,0.0,0.0
252,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0,0,0,4,1,0,0,0.0,0.0,0.0,9.44510974222091,-9.44510974222091,0.0,0.0
256,0,0,4,1,0,0,4,0.0,0.0,8.656450120332186,-8.656450120332186,0.0,0.0,10.341162933303048
257,1,4,1,4,1,4,2,-10.38864498459452,9.35867540478815,-9.39496241314417,9.554559276117898,-9.728561763354215,10.630714600149293,-10.279467188702833
258,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0,4,1,0,0,4,4,0.0,10.053188315854817,-10.053188315854817,0.0,0.0,9.31086158600693,11.884811922947392
260,4,3,1,0,0,0,0,9.130670737618255,8.696696350405993,-9.630124278233177,0.0,0.0,0.0,0.0
261,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,4,1,0,0,0,0,0,9.789501913286037,-9.875054357164101,0.0,0.0,0.0,0.0,0.0
264,3,1,0,4,1,1,0,6.796298495876751,-7.775778533441135,0.0,6.864176835841354,-6.500962718980624,-5.678721615421278,0.0
265,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,7.795972845112833,-7.795972845112833,0.0
268,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.773196149800158
269,3,1,1,4,1,4,2,11.209265064279977,-11.271170396185532,-10.512960619020747,11.99380070720221,-11.59049866118795,11.956656358187013,-11.504982568973611
270,0,4,1,4,2,3,2,0.0,10.47165407143468,-10.386762424787216,11.458220164252952,-10.11276210908278,10.185428611396864,-10.868213058115824
271,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2,2,3,3,2,3,1,-11.522604605235433,7.84277934435254,9.92089489887355,11.459094937912258,-11.221195164512636,11.8098011056085,-12.370902821314447
273,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,9.444299140260867,-9.444299140260867,0.0
274,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.132327535290818,-8.132327535290818,0.0
275,0,0,0,4,2,3,1,0.0,0.0,0.0,9.450974399244428,-7.908212839456571,9.06342560581369,-9.83278092007237
276,1,4,1,4,3,2,4,-10.076702015286715,9.553968118028914,-9.553968118028914,8.667942907472911,7.27841745470847,-7.899755731670682,9.91448848011472
277,4,1,0,0,0,0,0,12.094211989632749,-12.094211989632749,0.0,0.0,0.0,0.0,0.0
278,1,4,3,2,3,1,0,-10.378350071028606,9.24351194526049,9.4300839273061,-9.491868214720446,8.789255852100457,-9.68692656353015,0.0
279,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.083296840469652,-10.083296840469652
281,1,4,1,4,1,3,3,-12.358479841300612,9.69880685660679,-9.911772146028886,10.85624186056612,-10.648927642980516,9.802270337247755,10.196371077015526
282,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,1,3,4,3,2,2,2,-11.180197738764946,10.267368548024537,11.929317619955242,11.661853444124883,8.460796956507112,-10.463123359943308,-11.46149946618002
285,0,4,2,4,1,1,4,0.0,10.18014281062357,-9.393410921975404,11.16542698980427,-11.060814757619925,-9.97035986040623,10.543372121342877
286,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,4,1,0,0,0,4,1,10.126580755221418,-10.246601948690707,0.0,0.0,0.0,8.68003623299402,-8.68003623299402
288,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,4,1,4,3,1,4,3,7.572932135603274,-7.572932135603274,8.251072008886746,7.302068900236676,-8.578118372525516,8.020949206780903,7.465282417800853
291,2,1,0,0,4,1,0,-10.001255962472092,-9.181958617344916,0.0,0.0,9.587389431919926,-9.587389431919926,0.0
292,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.398629597146765,-9.398629597146765
293,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,8.774042203855952,-8.774042203855952,8.251072008886746
294,0,0,4,1,0,0,0,0.0,0.0,9.260687165632989,-9.260687165632989,0.0,0.0,0.0
295,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,4,3,3,2,3,1,0,7.795972845112833,6.420438396329335,7.902499085082509,-8.102608315420644,6.158518201859163,-7.978225834827418,0.0
298,4,1,4,3,3,2,2,11.092302192241702,-11.11628637114953,10.431257951584273,8.066033312815016,10.846615923260279,-10.65714592940291,-10.231182601728134
299,1,4,1,0,0,0,4,-10.068626942209724,10.635604467578318,-10.635604467578318,0.0,0.0,0.0,8.810575942579913
300,1,4,1,4,1,0,4,-10.974022753568624,9.31999324741902,-9.31999324741902,10.363032236224033,-10.363032236224033,0.0,9.157156860088541
301,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0,0,4,1,0,0,0,0.0,0.0,9.955606550350023,-9.955606550350023,0.0,0.0,0.0
303,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,3,2,3,1,1,4,1,9.230196718602908,-8.7065229786292,9.768322312481603,-10.463639946072156,-9.453477332930209,8.705565250664549,-8.705565250664549
306,1,0,0,0,0,0,0,-9.022736640167459,0.0,0.0,0.0,0.0,0.0,0.0
307,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.678569492244153,-10.678569492244153
308,1,0,0,0,0,0,4,-9.108669135227467,0.0,0.0,0.0,0.0,0.0,8.809146563142729
309,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2,1,4,3,1,3,2,-10.414295166429755,-9.821128865486306,11.009887655710587,10.478131078848001,-11.355149834750243,9.375339433828223,-8.906654669973845
313,4,1,0,4,1,1,0,9.120799776505752,-9.230743882510186,0.0,9.26112207392849,-9.045454621773642,-7.621697814588038,0.0
314,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,4,1,4,1,0,4,3,9.295276279858802,-9.295276279858802,8.879558870862038,-8.879558870862038,0.0,11.333605757108321,10.866104263349104
316,4,1,0,0,0,0,0,9.645654457683023,-9.645654457683023,0.0,0.0,0.0,0.0,0.0
317,0,0,4,2,1,4,3,0.0,0.0,9.306954465191629,-8.720346779852207,-8.49475312682013,9.36444111369898,9.050625709835874
318,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.890932421478213
322,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,4,1,2,3,2,3,1,11.098793476081841,-10.658630932856603,-9.355565965479752,8.442190701259907,-7.9194294563999215,8.606105811884275,-9.869127206875277
325,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.855288837135243
327,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0,0,0,4,1,3,3,0.0,0.0,0.0,10.647345146047094,-10.21491982278429,9.498955702404862,8.323287822195667
331,0,4,1,1,0,0,0,0.0,10.140923614100888,-9.99479976335676,-8.145740490434704,0.0,0.0,0.0
332,0,0,0,4,1,0,0,0.0,0.0,0.0,10.839712880012597,-10.839712880012597,0.0,0.0
333,0,4,1,0,0,0,0,0.0,10.323238598812296,-10.323238598812296,0.0,0.0,0.0,0.0
334,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,3,1,0,0,0,0,0,9.722324319319588,-10.98852070961074,0.0,0.0,0.0,0.0,0.0
337,4,3,1,4,1,0,0,8.6712015771173,9.031252582908728,-9.560421610333963,10.335820543831382,-10.335820543831382,0.0,0.0
338,2,1,0,4,1,0,0,-10.148087123766091,-10.956825522861568,0.0,11.866339086498922,-11.866339086498922,0.0,0.0
339,1,1,0,0,4,1,0,-11.439304736815986,-8.488914310328726,0.0,0.0,11.691463360554035,-11.691463360554035,0.0
340,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,4,4,2,3,1,0,4,7.775778533441135,10.238137464856353,-9.940464905361459,9.259861539108844,-9.907703976584596,0.0,11.233977705007447
343,0,0,0,4,1,4,2,0.0,0.0,0.0,8.535219121487017,-8.535219121487017,9.071557163690088,-8.322847564345258
344,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,3,3,2,1,3,1,0,7.860583091854446,10.484647084778729,7.659203676606841,-11.049215295952113,8.626219170686245,-9.181958617344916,0.0
348,4,1,0,4,1,0,0,8.381352468110153,-8.381352468110153,0.0,9.91298077163476,-9.91298077163476,0.0,0.0
349,4,1,0,0,0,4,1,9.870042073843356,-9.870042073843356,0.0,0.0,0.0,11.138585091461364,-11.138585091461364
350,0,0,0,4,1,0,0,0.0,0.0,0.0,8.067418193375522,-8.067418193375522,0.0,0.0
351,1,4,1,0,0,0,0,-9.035474138911596,10.676230363833136,-10.676230363833136,0.0,0.0,0.0,0.0
352,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0,4,1,0,0,0,0,0.0,10.100103262594523,-10.100103262594523,0.0,0.0,0.0,0.0
354,4,1,0,4,1,0,0,7.835177735511235,-7.835177735511235,0.0,6.969432891850636,-6.969432891850636,0.0,0.0
355,0,0,0,4,1,4,1,0.0,0.0,0.0,8.59004471202,-8.59004471202,8.357327579553415,-8.357327579553415
356,0,0,4,1,0,0,0,0.0,0.0,7.98327273042546,-7.98327273042546,0.0,0.0,0.0
357,4,4,1,1,4,1,0,8.955084220578302,11.213350002285148,-11.247874731400296,-8.545538972929265,9.3642630275193,-9.3642630275193,0.0
358,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,4,2,3,1,4,4,1,9.3642630275193,-8.230054070677381,9.670266127875529,-10.0754023916714,10.61219159414475,11.811979866605748,-12.058798047141966
361,1,0,4,1,0,0,0,-10.17533360659425,0.0,8.918774229940999,-8.918774229940999,0.0,0.0,0.0
362,0,0,4,1,0,4,1,0.0,0.0,11.113026793966148,-11.113026793966148,0.0,10.585595280053944,-10.585595280053944
363,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,4,2,1,4,1,0,0,9.875054357164101,-9.137317223304988,-9.224692029026096,9.964271589639996,-9.964271589639996,0.0,0.0
365,3,3,2,3,2,2,2,9.482151834641911,10.620623903611596,-10.944986790177104,-9.00672773503405,-8.845950808657015,-9.475075943567177,-9.236266567739454
366,1,4,1,0,0,0,0,-11.37522298732746,10.610912456100152,-10.610912456100152,0.0,0.0,0.0,0.0
367,0,4,1,0,4,1,0,0.0,8.017611404203926,-8.017611404203926,0.0,9.711956132884689,-9.711956132884689,0.0
368,4,1,3,1,0,0,0,11.33545797816579,-11.244516691173725,7.2667744854606156,-9.347842384815076,0.0,0.0,0.0
369,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,2,1,4,1,0,4,2,-9.88704715428933,-9.181958617344916,10.752268344976011,-10.752268344976011,0.0,10.47165407143468,-9.493551510607317
371,3,1,4,4,2,3,1,8.419991823255998,-10.34503869544982,8.944088691614283,9.789333087249222,-9.439654155092176,8.102944552795227,-9.694658691932194
372,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,0,4,1,0,0,0,0,0.0,9.866499220647613,-9.866499220647613,0.0,0.0,0.0,0.0
374,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,1,0,0,0,0,0,0,-7.269293702677815,0.0,0.0,0.0,0.0,0.0,0.0
377,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,0,4,3,1,4,1,4,0.0,7.328130480326707,7.785707117329745,-8.275758256124275,8.6712015771173,-8.6712015771173,7.328907157172738
379,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0,0,4,1,0,4,1,0.0,0.0,8.567635070512416,-8.567635070512416,0.0,8.443922581711256,-8.443922581711256
381,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,1,0,4,1,0,0,4,-8.576116746966449,0.0,7.452883235695907,-7.452883235695907,0.0,0.0,9.951050950530098
383,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,1,0,0,0,0,4,1,-8.067418193375522,0.0,0.0,0.0,0.0,10.634872510039205,-10.634872510039205
385,0,4,1,0,0,0,0,0.0,8.531643418691655,-8.531643418691655,0.0,0.0,0.0,0.0
386,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,0,0,0,4,1,0,0,0.0,0.0,0.0,10.006370825861106,-10.006370825861106,0.0,0.0
388,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.976258472569832,-8.976258472569832
390,4,1,1,0,4,2,1,12.162479591760638,-12.001914900768162,-10.254248074502641,0.0,11.565108220827526,-11.10962798408145,-10.559620458848235
391,2,4,1,0,4,4,3,-8.506329469118631,11.641126313998786,-11.723164529256742,0.0,8.129467145082154,10.041594009501658,10.397140991234693
392,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.352555423626132,-8.352555423626132
395,2,1,0,0,4,1,4,-10.892603593478906,-9.875054357164101,0.0,0.0,9.573967338455494,-9.573967338455494,10.196758436944778
396,0,0,0,4,1,0,0,0.0,0.0,0.0,9.154649273088532,-9.154649273088532,0.0,0.0
397,2,1,3,4,1,1,4,-9.013880007644909,-10.528402344595836,8.952840246272503,11.17001401986314,-11.27053719817915,-9.604508059718615,11.171867064586738
398,0,0,4,1,0,0,0,0.0,0.0,6.8655602773400375,-6.8655602773400375,0.0,0.0,0.0
399,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,4,1,0,0,0,0,0,9.573967338455494,-9.573967338455494,0.0,0.0,0.0,0.0,0.0
404,0,4,1,0,0,0,4,0.0,7.6156483392108765,-7.6156483392108765,0.0,0.0,0.0,6.8655602773400375
405,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.477384584268432,-10.477384584268432
407,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,0,0,0,4,1,0,0,0.0,0.0,0.0,9.108669135227467,-9.108669135227467,0.0,0.0
410,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0,0,4,1,0,0,4,0.0,0.0,8.11471752053315,-8.11471752053315,0.0,0.0,7.548140707966356
412,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,8.710593767992478,-8.710593767992478
413,0,0,0,4,1,4,1,0.0,0.0,0.0,8.516254980143383,-8.516254980143383,8.308549148846902,-8.308549148846902
414,4,1,4,1,4,1,0,10.5168838757462,-10.5168838757462,8.11757789822951,-8.11757789822951,8.957590164452379,-8.957590164452379,0.0
415,4,3,1,4,3,2,2,9.717684507971866,9.509108273912453,-10.066358717561867,11.365223230444986,9.38535811548644,-10.119759033249627,-10.909389414682325
416,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,1,1,3,3,3,2,1,-12.67582158060185,-10.794715994099032,7.921157190200794,-7.9726576337763735,10.236906725286124,-9.178136752962967,-10.502379460344224
419,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,3,3,3,3,2,3,3,8.443380683501866,8.739600075601048,7.935659831967943,9.623519408764556,-7.7764555665486075,9.202774027869827,9.200920939963602
421,3,2,3,2,3,2,2,-9.912041357673631,-12.153573900479065,10.517279065745576,-11.260209290942276,9.524121635737977,-11.34503439307505,-9.60610325781555
422,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.132327535290818,-8.132327535290818,0.0
425,4,2,1,0,4,1,1,11.836141070576732,-9.901375283675732,-12.063677677768624,0.0,10.86827374020222,-10.67718501641955,-9.119342466095366
426,4,3,2,1,4,2,2,9.769699557274812,10.380028878755288,-9.904298940437569,-10.29853752244136,10.884802729805294,-8.663196431698879,-10.224073010440058
427,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0,0,0,0,4,3,1,0.0,0.0,0.0,0.0,7.142426048734804,4.028370102631692,-7.185130677787549
432,1,4,1,0,0,0,0,-9.165821398940366,9.917789920829517,-9.917789920829517,0.0,0.0,0.0,0.0
433,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,1,0,0,0,0,0,4,-8.758740770409661,0.0,0.0,0.0,0.0,0.0,9.715283492385597
435,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,10.048812130063238,-10.048812130063238
437,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,8.2633197061045,-8.2633197061045,0.0
438,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,4,1,1,4,1,4,2,10.297230615845733,-10.391812912557672,-8.697127785926972,9.450974399244428,-9.450974399244428,10.703945132593129,-10.109017032749732
440,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,4,1,0,0,0,0,0,8.958840785408816,-8.958840785408816,0.0,0.0,0.0,0.0,0.0
442,4,1,1,0,4,1,4,11.111941751283654,-10.83639643595649,-9.688389466413522,0.0,10.5168838757462,-10.5168838757462,10.889886971828835
443,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,4,1,4,1,0,0,4,10.5168838757462,-10.5168838757462,9.840099474737244,-9.840099474737244,0.0,0.0,8.199792450122539
445,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0,10.834051078283611,9.86235763875007
447,4,1,1,0,0,0,4,10.811116447140076,-10.584730724864883,-9.214642688880016,0.0,0.0,0.0,11.618115827748516
448,1,4,1,0,0,0,0,-9.593229047025583,9.224692029026096,-9.224692029026096,0.0,0.0,0.0,0.0
449,1,1,0,0,0,0,0,-10.74351366009203,-8.825327763363672,0.0,0.0,0.0,0.0,0.0
450,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,0,4,1,0,0,0,0,0.0,10.289338180257376,-10.289338180257376,0.0,0.0,0.0,0.0
452,3,4,3,1,3,3,2,5.783989030230986,11.443588963935966,11.524583578113752,-12.036249328987951,10.669533465192554,9.345890741911584,-10.104910564479054
453,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,0,4,1,0,4,1,4,0.0,9.224692029026096,-9.224692029026096,0.0,8.488914310328726,-8.488914310328726,9.206422838778801
455,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.222690223900662,-9.222690223900662
456,1,0,4,4,4,1,2,-9.509380701082948,0.0,8.809146563142729,9.646854280274466,11.490366360112402,-11.625649712287746,-6.519130285373164
457,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.43335006829539
461,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,9.214642688880016,-9.214642688880016
465,2,1,4,3,1,0,0,-8.892153430545468,-9.17190932067103,9.855288837135243,7.032518679107227,-9.91298077163476,0.0,0.0
466,0,0,0,4,1,0,0,0.0,0.0,0.0,9.267163815802279,-9.267163815802279,0.0,0.0
467,4,1,4,4,1,4,1,8.265822191818053,-8.265822191818053,10.461857503113874,12.450361330121508,-12.565520043742664,9.80815740214665,-9.997521111308814
468,3,1,4,1,4,2,2,8.379203375476305,-10.621715242347088,11.816116773137969,-11.816116773137969,10.692600385350488,-10.367406169557386,-8.97644001256194
469,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,2,1,0,4,1,0,0,-8.834054414823596,-8.227610998067318,0.0,8.329710087869667,-8.329710087869667,0.0,0.0
471,0,4,1,0,0,0,0,0.0,9.117118015007906,-9.117118015007906,0.0,0.0,0.0,0.0
472,1,0,4,1,0,4,1,-10.925506628269895,0.0,8.551108937920148,-8.551108937920148,0.0,9.990107143568027,-9.990107143568027
473,1,1,4,1,4,3,3,-12.976227855746076,-10.280502317770628,11.609457843279586,-11.609457843279586,10.393827328574739,9.743787174656106,8.8248079635951
474,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,0,0,4,3,1,0,0,0.0,0.0,8.390799909990871,-6.382724813963647,-8.246906568496907,0.0,0.0
476,0,0,4,1,4,1,0,0.0,0.0,10.152957484031443,-10.152957484031443,11.372402831220036,-11.372402831220036,0.0
477,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,1,4,1,4,1,0,0,-8.955124891980104,11.692701335164477,-11.692701335164477,11.311010377684225,-11.311010377684225,0.0,0.0
479,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,0,0,0,4,1,0,0,0.0,0.0,0.0,10.814395574727044,-10.814395574727044,0.0,0.0
481,4,2,1,0,0,0,0,9.518401459581142,-8.150262917798162,-9.224692029026096,0.0,0.0,0.0,0.0
482,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,4,1,0,0,0,0,0,10.053192148200667,-10.053192148200667,0.0,0.0,0.0,0.0,0.0
484,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,8.803408526103105
486,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,0,4,1,0,0,0,4,0.0,10.319899807448182,-10.319899807448182,0.0,0.0,0.0,8.89280226595828
489,4,1,3,4,3,2,1,10.110115702884789,-9.9920361467884,7.578087638385057,10.313994730199465,9.048435173357245,-9.679803239620506,-10.074030147477925
490,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,3,1,4,1,4,3,1,7.80231165171087,-8.740405180322563,9.75216492029322,-9.75216492029322,8.748149917953043,-5.451810234569795,-8.710593767992478
