CUSTNO,가구인테리어_잡화_고가_clust_ids,가구인테리어_잡화_중가_clust_ids,가구인테리어_잡화_저가_clust_ids,가전_레저취미_멀티샵_고가_clust_ids,가전_레저취미_멀티샵_중가_clust_ids,가전_레저취미_멀티샵_저가_clust_ids,교육문화_아동_고가_clust_ids,교육문화_아동_중가_clust_ids,교육문화_아동_저가_clust_ids,식품_생활_고가_clust_ids,식품_생활_중가_clust_ids,식품_생활_저가_clust_ids,의류_이미용_고가_clust_ids,의류_이미용_중가_clust_ids,의류_이미용_저가_clust_ids,침구_주방_고가_clust_ids,침구_주방_중가_clust_ids,침구_주방_저가_clust_ids
356,3,4,4,2,4,0,0,4,0,5,5,5,4,3,1,0,4,1
357,1,4,1,0,2,4,4,4,3,0,3,1,0,5,3,3,1,3
358,2,3,3,2,2,3,0,3,0,2,2,1,0,1,2,4,4,1
359,1,1,3,4,4,3,0,2,0,5,1,3,0,0,2,2,5,1
360,4,1,4,0,3,0,2,5,0,4,3,1,0,1,4,3,2,2
361,0,1,0,4,3,0,3,5,1,4,3,3,4,1,1,2,0,0
362,1,5,5,0,3,1,0,5,4,5,5,1,1,4,1,2,2,5
363,5,0,5,3,1,3,0,0,0,0,4,2,2,2,0,5,1,1
364,1,0,2,5,3,2,0,4,5,2,1,0,1,2,4,5,2,5
365,2,2,4,0,1,3,0,4,4,1,5,1,3,1,5,4,4,1
366,1,0,4,0,4,5,0,3,3,0,4,3,0,3,1,0,1,3
367,1,3,4,4,1,4,0,0,0,0,0,0,0,4,4,2,0,3
368,3,5,5,1,4,0,0,0,3,1,4,2,1,0,5,4,1,1
369,4,0,1,2,4,3,0,0,0,4,0,3,1,4,3,3,2,1
370,1,0,1,0,5,1,2,4,4,2,0,0,0,3,4,0,3,5
371,1,4,5,0,4,1,4,0,0,3,3,4,2,0,4,0,4,5
372,1,0,0,0,0,3,0,0,0,5,2,4,0,3,5,0,2,1
373,4,5,3,0,1,5,1,4,4,5,2,0,3,1,1,2,1,2
374,4,1,5,5,4,3,0,4,0,1,5,3,0,3,0,4,0,5
375,0,4,4,0,1,3,0,0,2,5,1,0,2,0,4,1,3,5
376,1,0,5,0,4,3,0,0,0,3,4,4,0,3,4,0,1,2
377,1,2,4,5,2,3,2,5,0,4,3,4,5,0,1,5,4,1
378,2,1,3,1,2,4,2,1,5,2,4,3,4,1,1,0,3,2
379,5,0,4,4,0,3,0,3,0,3,0,0,2,1,2,4,0,1
380,3,0,5,0,2,1,0,0,0,2,0,4,0,3,0,0,1,1
381,3,5,5,3,0,3,0,1,0,5,1,2,5,4,0,3,2,1
382,2,4,2,1,2,0,2,2,0,2,1,4,3,2,0,1,0,2
383,4,4,1,1,2,3,0,5,0,5,0,0,0,1,5,3,3,0
384,1,2,3,0,0,1,4,4,4,2,0,0,0,3,4,0,4,1
385,1,0,2,0,0,5,0,0,0,2,3,4,2,1,1,0,2,0
386,3,4,3,1,1,3,0,0,4,3,3,2,0,1,0,2,3,1
387,1,5,4,2,0,2,0,5,0,1,0,4,3,5,2,2,2,3
388,1,1,5,4,2,3,0,5,0,2,4,3,5,0,2,5,0,0
389,1,0,1,0,0,1,2,3,2,0,4,3,0,2,3,0,5,5
390,1,0,0,0,4,4,4,5,3,4,0,3,2,3,5,0,0,0
391,2,4,3,1,5,4,0,0,3,0,4,3,5,3,4,2,2,5
392,1,0,4,5,2,3,0,0,0,4,3,2,0,3,1,0,5,0
393,4,3,1,2,0,3,0,1,0,2,0,3,5,0,3,5,1,1
394,1,3,0,0,0,1,0,3,0,0,0,2,1,4,0,4,0,1
395,0,3,5,3,4,4,0,1,5,1,2,5,4,0,4,0,0,5
396,1,3,0,0,4,2,0,0,2,2,0,4,1,4,0,4,0,2
397,0,1,4,0,5,2,0,3,1,5,2,3,4,5,4,5,2,5
398,2,5,3,3,4,0,0,4,0,1,2,2,5,0,3,4,4,2
399,1,2,0,3,5,3,0,3,0,0,1,5,0,4,0,5,3,1
400,4,0,4,0,5,3,0,4,0,4,4,2,0,4,0,4,2,4
401,3,1,1,2,5,3,3,3,0,4,4,0,4,5,0,0,3,1
402,5,2,0,2,2,3,0,4,0,3,0,4,2,2,0,1,1,1
403,1,0,2,0,4,3,0,0,2,4,0,4,0,2,0,0,0,2
404,0,1,4,1,0,5,0,2,3,4,3,2,2,4,2,4,3,0
405,3,5,4,0,5,3,0,5,3,3,4,5,1,3,0,5,1,1
406,1,5,3,0,5,1,0,5,4,2,2,2,0,3,1,0,5,4
407,4,4,3,5,3,3,0,0,0,3,1,2,5,4,0,0,1,1
408,1,5,5,0,4,3,3,1,0,0,3,0,1,1,0,4,1,1
409,4,3,3,3,0,2,1,5,3,4,2,2,3,3,4,4,0,0
410,1,1,1,0,4,3,3,0,3,3,0,4,0,0,4,0,3,2
411,4,4,4,3,0,0,2,5,0,1,5,1,5,3,0,5,1,1
412,1,1,3,1,3,1,0,5,2,0,1,2,0,0,5,4,1,1
413,3,5,2,1,2,2,5,1,4,3,4,0,3,1,5,2,3,4
414,4,2,0,2,1,0,0,4,2,0,0,2,3,0,2,4,3,4
415,1,4,2,0,0,2,0,4,0,0,4,2,0,2,2,0,1,0
416,1,3,2,0,5,3,0,4,3,2,1,5,0,3,5,3,1,0
417,4,3,4,2,0,3,0,1,0,2,2,4,0,0,4,0,1,1
418,1,0,2,0,2,3,0,5,1,1,5,0,0,2,1,0,0,1
419,1,0,1,0,4,3,0,0,0,2,2,2,0,3,2,4,0,1
420,1,1,4,2,2,3,0,2,1,2,3,2,1,3,1,0,3,5
421,5,0,5,1,3,3,0,0,4,2,5,0,1,2,0,4,0,0
422,2,4,1,1,3,3,0,0,0,5,1,4,4,4,0,0,4,1
423,1,5,2,3,2,3,0,4,0,3,4,3,2,1,0,5,2,1
424,1,0,2,0,4,4,3,0,0,2,1,4,0,3,0,0,1,1
425,1,2,5,0,2,4,0,1,3,4,0,1,3,3,3,0,0,5
426,1,2,5,2,4,4,0,5,0,1,2,0,4,2,5,1,1,0
427,5,1,2,5,5,3,0,1,0,1,3,3,3,5,0,5,1,1
428,2,5,3,1,4,3,3,3,1,0,4,1,3,1,2,2,2,0
429,1,1,1,0,4,3,2,4,5,0,1,3,1,2,4,4,4,1
430,3,3,4,1,2,3,0,3,0,0,2,3,5,3,0,2,5,1
431,1,4,2,3,1,4,0,0,0,4,4,1,3,5,0,2,0,0
432,1,1,5,4,2,5,0,4,0,2,0,5,4,3,4,0,1,5
433,2,3,0,2,1,3,3,5,5,3,3,4,5,3,5,4,3,2
434,0,4,1,5,3,3,0,5,0,3,4,2,0,1,2,3,1,4
435,2,4,0,2,3,3,0,2,0,5,1,2,0,2,0,4,4,4
436,0,3,0,0,0,1,3,2,0,0,4,2,4,0,5,4,3,0
437,1,0,3,1,3,4,0,0,0,3,4,4,0,1,0,0,1,2
438,3,5,1,0,3,3,0,5,0,3,0,1,0,0,5,2,2,3
439,1,0,5,0,4,2,0,0,0,2,1,2,0,3,2,0,1,5
440,4,5,2,0,4,3,0,0,0,0,4,4,2,5,2,5,1,1
441,5,2,3,1,0,3,0,0,4,4,3,1,1,1,5,0,3,2
442,1,0,2,0,3,4,3,0,0,2,3,0,3,3,4,0,4,5
443,3,3,4,2,0,3,0,0,0,2,2,2,0,3,3,4,0,1
444,2,4,4,1,4,0,1,2,0,3,3,1,2,4,3,1,0,4
445,1,5,2,0,4,3,0,0,4,2,2,2,4,4,4,0,1,5
446,5,3,5,0,4,1,5,0,3,4,5,5,5,4,4,0,2,0
447,2,0,5,3,1,3,0,2,2,1,3,5,1,5,0,2,5,0
448,4,1,4,1,3,5,4,0,2,5,2,0,1,0,0,2,1,4
449,2,4,3,1,2,3,0,1,1,2,1,3,0,4,3,5,5,5
450,0,0,4,3,3,3,0,4,0,0,4,0,0,3,5,5,4,0
451,1,1,4,0,1,5,5,0,5,2,3,5,4,1,4,4,5,2
452,3,0,2,0,1,4,5,2,4,1,3,4,0,5,4,4,1,1
453,0,3,5,4,3,3,0,3,0,4,0,5,0,1,2,4,3,3
454,1,1,3,2,2,4,1,5,1,3,0,0,1,2,0,0,1,4
455,1,0,2,1,3,1,0,0,0,4,0,0,2,5,0,4,1,1
456,0,4,3,4,3,0,0,3,0,2,3,3,4,3,1,0,0,2
457,1,0,0,0,3,3,0,4,0,4,3,2,5,2,4,5,1,5
458,1,0,4,0,4,3,0,1,5,1,5,0,0,0,2,0,2,4
459,4,2,3,0,4,3,0,0,0,4,3,4,2,1,1,0,4,1
461,3,4,3,0,5,3,2,5,0,2,0,4,0,1,3,2,3,3
462,2,0,0,0,0,3,0,5,0,0,3,5,2,1,4,2,5,1
463,2,1,3,5,4,3,0,3,0,4,4,2,0,3,0,3,0,1
464,5,3,3,0,0,1,5,2,0,0,2,1,3,1,0,0,3,5
465,5,1,4,0,4,0,0,0,5,5,0,5,0,4,1,4,0,3
466,1,5,1,3,0,2,0,4,5,2,4,3,5,1,1,4,5,5
467,5,2,2,0,0,1,0,1,0,1,0,0,0,5,0,5,0,0
468,5,2,1,2,3,0,0,4,4,4,1,5,0,2,3,1,1,1
469,1,4,3,2,0,3,0,2,0,4,3,0,1,4,3,0,3,1
470,1,3,2,0,4,2,0,4,0,2,0,1,0,2,4,0,3,3
471,4,3,2,4,4,5,0,0,0,0,3,3,1,2,1,1,0,1
472,1,5,3,0,3,1,0,0,2,2,0,5,0,2,2,5,1,2
473,1,4,2,0,5,0,0,0,1,2,2,4,0,0,0,0,4,5
474,0,1,3,5,1,3,0,5,0,4,3,1,5,4,4,4,0,5
475,1,3,0,5,5,0,0,5,4,3,4,5,2,5,5,1,0,1
476,1,3,5,0,2,0,0,0,0,1,0,4,0,3,5,0,1,5
477,2,4,0,1,5,3,4,0,5,3,4,3,2,4,5,2,5,5
478,4,2,4,3,3,5,0,5,4,5,2,0,0,3,2,4,3,3
479,2,1,1,0,0,3,0,0,3,3,1,1,0,2,4,0,1,4
480,2,0,2,1,2,2,0,1,2,3,2,1,0,3,3,5,2,3
481,0,2,2,5,4,3,0,4,3,1,4,0,5,0,1,1,1,4
482,1,1,4,0,4,3,0,0,0,2,2,0,5,3,5,0,2,3
483,1,0,4,0,0,3,0,2,0,2,3,2,3,0,0,4,4,0
484,4,3,0,0,1,3,0,5,0,2,4,1,4,1,0,0,2,1
485,1,4,2,1,1,3,1,2,4,3,4,1,3,3,3,5,4,2
486,1,3,1,0,2,3,0,0,0,1,2,2,0,3,0,5,5,4
487,1,2,1,0,4,3,0,0,3,0,3,1,2,1,0,0,4,1
488,1,0,2,0,4,5,0,0,0,1,0,5,0,4,3,0,1,3
489,1,2,0,3,3,3,0,0,3,2,1,4,4,3,4,4,0,4
490,2,3,5,2,3,3,0,4,0,5,1,2,0,4,3,0,2,1
491,1,3,2,4,2,0,0,3,0,1,4,5,3,4,0,0,1,1
492,2,2,4,4,5,3,0,1,0,4,3,2,1,3,3,5,4,1
493,1,3,2,0,2,0,0,0,0,1,2,1,0,5,5,0,1,1
494,2,2,4,2,2,3,0,4,5,2,0,1,0,4,0,3,4,2
495,2,4,2,0,0,0,0,0,0,4,3,2,0,5,0,0,1,1
496,2,4,2,3,2,3,0,4,0,2,0,4,3,5,2,1,5,3
497,1,3,4,0,0,4,0,2,2,3,4,2,0,3,0,0,1,2
498,2,1,3,5,1,0,0,0,0,4,4,4,4,1,4,2,5,5
499,1,0,1,0,4,3,0,4,2,1,2,5,0,3,0,0,5,3
500,2,2,3,2,4,0,0,4,5,4,1,1,3,2,3,2,4,1
501,0,3,0,2,4,3,1,0,1,0,2,0,5,0,4,4,3,1
502,0,3,2,0,1,1,0,0,0,4,1,2,4,1,5,0,1,1
503,4,4,1,3,0,3,1,5,0,4,5,5,4,1,5,2,4,1
504,2,5,5,0,1,5,2,0,5,0,0,3,0,2,2,0,1,4
505,0,0,4,5,5,2,0,1,4,2,0,0,4,4,5,5,3,4
506,1,0,1,2,5,3,0,3,3,1,1,1,4,2,1,0,4,3
507,1,2,2,0,4,5,0,0,0,0,0,5,0,0,2,4,4,2
508,0,1,3,2,3,5,0,5,3,4,4,4,5,2,0,1,5,0
509,2,3,2,5,5,3,3,0,0,4,4,5,3,3,0,0,3,3
510,0,5,4,4,0,0,0,0,5,5,2,4,4,3,2,1,4,3
511,1,1,5,0,3,0,4,5,2,2,0,1,4,3,2,5,0,4
512,1,0,4,0,0,3,0,0,0,3,1,3,0,3,1,0,3,4
513,5,4,2,4,5,3,0,0,0,5,0,2,5,3,0,3,0,1
514,5,1,3,0,4,3,0,0,0,1,1,3,5,1,4,4,0,0
515,4,5,1,2,0,5,0,0,3,4,5,3,5,0,5,2,3,0
516,1,5,1,0,4,2,0,0,3,5,2,2,1,5,2,0,5,2
517,2,3,0,3,2,3,0,5,2,5,0,1,0,5,0,3,0,4
518,1,0,0,2,1,3,0,0,0,0,1,3,2,5,2,2,1,1
519,4,2,4,2,2,0,2,5,1,5,0,0,4,3,5,2,0,4
520,0,0,4,0,4,3,0,2,1,5,2,0,3,3,0,1,0,1
521,5,3,2,2,0,4,0,3,2,3,2,4,0,0,5,2,4,1
522,1,3,5,0,2,3,0,3,3,5,5,4,1,1,3,5,0,4
523,1,3,5,0,4,1,0,0,0,0,1,2,0,3,2,0,4,2
524,4,1,1,4,5,5,0,3,0,4,4,0,0,4,1,0,0,2
525,1,1,1,0,4,0,2,3,5,3,1,4,5,0,3,5,0,0
526,3,5,1,0,4,0,5,0,0,4,1,4,3,1,5,4,2,2
527,1,0,4,0,2,0,0,0,0,0,3,2,0,3,4,0,1,0
528,1,0,5,0,4,2,0,0,0,2,1,4,0,3,4,0,4,5
529,4,4,2,1,4,2,0,5,0,1,1,2,4,2,1,3,0,0
530,1,4,4,0,1,3,0,0,0,2,3,3,5,1,0,3,3,1
531,2,0,0,4,2,3,0,0,4,0,4,3,3,4,5,0,2,1
532,4,4,2,1,2,3,2,2,0,4,4,3,2,1,1,3,4,5
533,1,0,5,0,4,0,0,4,5,2,3,5,0,3,2,0,3,5
534,1,4,3,0,2,3,0,5,0,1,1,1,1,3,0,2,5,1
535,4,0,1,1,2,3,0,0,0,2,2,5,1,5,3,5,5,4
536,1,0,3,0,4,3,0,0,0,5,4,0,4,1,2,5,3,5
537,1,0,2,0,3,2,0,0,1,2,1,2,0,3,2,0,2,0
538,3,1,1,5,3,3,0,4,0,2,4,1,5,2,0,5,3,1
539,5,3,5,1,3,5,0,3,1,0,2,5,2,3,1,2,3,2
540,3,3,0,3,3,1,0,0,0,2,2,3,3,4,2,5,1,5
541,1,0,3,0,5,5,2,5,1,1,3,5,0,2,5,0,1,2
542,2,1,4,1,5,3,0,0,0,2,3,3,0,1,1,4,3,3
543,1,0,0,5,4,3,0,0,0,2,0,2,0,3,0,4,4,5
544,4,4,0,5,0,0,0,0,0,3,1,2,3,0,3,5,3,1
545,3,2,0,5,4,5,0,4,0,0,4,3,0,1,3,3,2,1
546,5,5,0,4,4,1,0,0,0,1,4,2,4,2,1,2,2,3
547,2,2,3,4,3,4,0,5,5,2,5,1,0,5,3,3,1,3
548,1,1,3,4,3,5,4,1,4,3,4,3,1,1,2,2,3,0
549,0,3,0,0,3,3,1,4,5,2,4,0,4,0,2,0,1,5
550,4,1,3,0,2,5,0,4,3,4,5,1,2,1,1,4,3,3
551,5,2,3,3,0,0,0,2,2,5,1,2,0,2,1,2,2,1
552,5,4,2,4,3,3,0,4,0,2,1,2,4,4,2,0,1,0
553,4,4,5,0,2,3,0,4,2,0,3,3,5,3,4,5,0,1
554,0,5,5,0,1,3,0,3,0,4,0,1,1,3,0,3,0,1
555,4,3,3,2,4,1,0,0,2,5,5,5,1,3,1,4,2,2
556,1,3,2,0,2,5,0,4,2,2,5,2,0,1,1,0,1,0
557,3,3,4,0,4,1,0,0,3,1,2,0,4,4,2,0,0,0
558,4,3,1,0,3,3,0,3,0,2,0,1,4,0,5,3,1,1
559,4,1,5,5,0,3,0,0,0,2,5,2,2,4,3,3,3,1
560,2,4,3,3,3,3,0,5,0,3,3,4,5,3,0,0,5,1
561,4,2,3,1,1,4,0,0,4,0,1,3,1,5,3,3,3,3
562,1,3,0,1,3,3,0,5,0,2,2,2,3,3,2,4,3,1
563,1,5,5,3,0,3,0,1,1,5,1,3,2,2,3,0,2,4
564,4,4,3,3,4,5,0,0,0,5,2,2,0,0,1,4,5,1
565,4,4,5,3,5,0,0,2,0,5,1,5,0,3,0,1,0,5
566,5,1,5,0,0,3,0,5,0,4,3,0,5,2,4,2,4,1
567,2,4,0,0,4,3,0,4,2,1,4,5,1,3,5,3,1,0
568,1,2,1,0,5,4,0,0,0,3,1,2,3,5,0,0,1,0
569,4,0,3,4,3,1,0,1,0,2,5,0,0,3,4,4,0,1
570,1,0,1,0,4,3,0,0,0,1,1,2,0,3,5,0,1,0
571,3,3,5,4,2,3,2,5,0,3,4,4,2,4,5,1,1,2
572,0,5,1,5,1,3,0,1,5,4,3,4,3,3,5,3,1,4
573,1,4,1,3,2,3,0,0,4,1,4,1,1,5,4,2,5,1
574,5,2,4,1,3,1,0,0,4,5,4,1,1,0,1,5,0,0
575,1,1,1,0,4,4,2,1,3,0,1,2,3,2,3,4,0,2
576,2,1,0,1,3,3,2,2,3,2,1,3,2,2,5,4,0,5
577,3,3,5,4,4,3,0,0,0,4,5,1,5,3,2,4,0,4
578,3,2,1,0,2,3,0,0,2,2,2,0,5,2,5,3,4,0
579,1,0,0,0,3,1,0,0,5,5,1,2,0,3,5,0,1,1
580,1,3,2,2,1,2,0,0,3,0,4,3,4,2,2,2,4,0
581,1,0,1,0,4,3,0,0,0,2,1,1,0,2,5,0,1,0
582,1,5,4,0,0,3,0,0,0,5,1,2,3,2,4,3,2,1
583,2,0,1,0,3,4,0,0,2,5,5,0,0,1,3,0,4,4
584,5,0,2,0,2,3,0,1,0,2,3,5,4,1,0,5,3,1
585,5,1,5,4,3,3,0,3,1,2,4,3,0,5,3,1,4,3
586,5,2,1,4,0,3,4,4,5,2,5,2,0,0,4,2,3,3
587,2,1,0,0,1,3,0,0,0,2,3,4,4,3,3,1,4,2
588,5,0,0,0,3,3,0,0,3,2,3,5,0,0,5,2,3,1
589,2,4,5,2,5,3,0,4,5,0,0,1,3,2,5,0,1,4
590,2,0,1,0,4,1,0,3,0,2,3,4,4,5,1,0,1,4
591,1,0,2,0,1,2,0,0,0,1,1,2,0,3,2,0,1,4
592,5,0,3,0,2,2,0,0,0,2,1,3,1,2,1,4,0,0
593,0,4,3,3,1,3,0,5,5,2,0,1,1,4,5,4,3,0
594,5,5,4,0,3,3,2,5,4,2,0,2,0,0,0,3,0,2
595,1,1,4,0,5,3,0,0,0,5,0,0,3,2,0,5,5,1
596,3,0,1,4,1,3,0,5,0,1,5,2,2,0,0,1,3,1
597,1,1,5,0,0,3,3,4,0,5,2,0,0,3,0,0,2,5
598,0,1,2,0,3,4,0,0,0,2,5,2,0,3,0,4,4,3
599,1,2,2,2,2,5,0,0,0,5,0,1,5,1,0,4,2,4
600,4,1,5,0,5,3,0,2,4,3,4,3,3,5,4,1,2,3
601,3,4,2,1,4,3,0,2,0,4,4,2,2,0,0,2,4,1
602,0,1,4,1,4,3,0,0,0,3,4,1,3,2,2,3,5,3
603,4,0,4,4,3,1,0,5,2,2,2,1,2,3,3,2,1,0
604,1,5,3,2,5,3,0,4,0,1,2,1,1,4,3,2,3,2
605,1,0,3,0,4,5,0,0,0,2,3,1,0,3,4,0,2,4
606,4,1,4,4,0,1,0,5,2,5,2,1,5,0,3,0,0,1
607,0,4,4,1,5,0,0,0,0,2,2,0,3,1,1,1,4,2
608,5,4,3,4,0,3,1,3,5,2,5,3,3,3,2,2,3,1
609,1,0,5,0,0,1,4,0,5,1,3,4,0,0,0,0,2,0
610,2,0,4,0,3,3,0,0,0,5,2,2,2,1,3,0,1,1
611,5,0,0,0,3,3,0,1,0,0,2,2,0,1,0,1,3,5
612,4,0,4,0,3,3,0,5,0,5,2,3,4,2,4,1,0,0
613,5,3,2,3,1,2,4,5,0,2,5,2,5,1,5,4,2,2
614,0,0,0,2,5,3,0,0,0,3,1,4,0,2,0,0,4,1
615,0,2,1,0,0,3,4,3,2,3,0,4,1,2,5,4,0,1
616,1,4,3,0,1,3,5,1,3,4,1,5,2,2,2,0,3,0
617,5,4,0,5,2,3,0,4,3,5,1,0,0,5,5,4,0,4
618,1,0,1,3,4,0,0,0,2,4,5,1,1,0,4,5,1,4
619,1,4,1,3,2,4,1,3,1,5,0,4,0,1,3,0,1,1
620,4,4,3,2,5,3,0,0,3,2,0,2,0,0,0,0,4,1
621,1,0,5,0,3,1,0,0,3,4,5,0,0,3,5,0,1,4
622,4,4,4,2,2,3,0,4,0,2,2,3,1,2,1,2,1,1
623,1,5,3,1,1,2,0,0,2,2,5,5,5,0,0,0,0,4
624,1,0,1,0,4,3,0,0,5,2,0,2,0,3,3,0,4,2
625,1,2,1,0,4,2,0,4,0,2,2,4,2,5,0,2,1,1
626,1,3,0,0,4,5,0,0,1,0,1,5,0,3,3,0,1,2
627,3,3,4,3,1,3,0,4,0,2,0,1,0,1,0,5,2,3
628,4,0,2,0,3,0,0,2,2,4,1,2,0,5,5,2,2,1
629,4,3,0,0,0,3,0,4,3,1,4,3,2,2,0,5,2,5
630,2,4,0,3,0,3,0,5,0,5,4,0,2,5,2,0,4,1
631,4,0,1,2,3,3,5,5,5,2,0,1,1,3,5,5,1,4
632,1,2,0,0,5,5,0,2,0,4,3,0,4,1,0,5,3,3
633,2,3,0,4,5,1,0,1,2,3,4,2,0,3,0,3,4,4
634,1,3,5,1,3,3,0,5,0,3,1,2,1,1,0,4,0,1
635,4,0,5,3,0,3,0,5,0,5,2,0,0,4,0,5,5,3
636,0,3,3,0,4,3,0,3,0,4,2,1,5,1,3,4,3,0
637,1,5,3,1,4,5,1,3,2,4,3,1,2,5,5,0,1,3
638,0,0,4,2,4,2,0,0,0,1,4,3,5,3,3,4,1,0
639,2,1,2,0,1,0,0,0,0,3,4,2,0,1,0,1,4,2
640,2,2,0,0,2,1,0,3,1,4,0,1,0,2,5,0,1,1
641,0,5,2,1,4,3,0,3,0,2,4,3,0,2,4,3,3,5
642,0,5,2,2,0,3,0,4,0,3,4,2,5,2,2,4,0,1
643,5,3,4,0,3,3,0,5,0,2,5,0,3,3,0,5,2,4
644,3,3,0,0,3,4,0,0,0,0,3,3,3,3,5,1,1,5
645,0,4,1,0,1,0,0,4,3,0,0,4,5,4,2,1,4,3
646,1,3,3,1,2,2,0,0,4,1,1,0,5,4,0,0,4,1
647,1,0,1,0,4,1,0,5,0,4,3,2,0,2,5,1,5,1
648,4,1,3,1,0,1,0,0,0,0,2,4,0,5,0,1,1,3
649,0,2,4,1,5,3,0,3,1,0,2,3,1,4,2,2,1,1
650,1,1,2,0,1,5,0,3,4,4,3,4,0,2,4,0,1,0
651,1,2,4,1,5,3,4,4,0,0,2,3,0,4,2,1,4,1
652,2,0,5,0,3,3,0,0,0,5,3,2,0,5,5,4,0,5
653,1,3,4,0,2,5,2,1,5,4,2,4,0,3,0,0,2,0
654,3,0,3,2,2,3,0,4,0,5,5,3,5,3,4,2,4,5
655,1,0,2,0,0,3,0,5,0,1,3,2,0,3,1,0,1,2
656,3,4,3,3,4,5,5,2,0,2,0,2,3,0,0,2,5,1
657,2,4,4,0,1,3,0,5,0,0,0,1,0,2,0,3,2,1
658,1,3,2,1,2,0,0,0,1,2,4,3,3,4,2,4,0,2
659,1,0,5,0,4,4,0,0,0,3,3,2,0,3,3,0,1,3
660,1,0,5,0,4,4,0,0,0,5,3,5,0,3,1,0,1,1
661,5,5,2,2,5,0,5,4,3,0,0,2,1,3,2,4,1,0
662,1,0,1,0,2,4,0,5,3,2,1,2,0,3,4,0,5,4
663,1,0,5,0,4,0,0,0,0,2,5,0,0,3,0,0,1,4
664,0,5,2,5,1,1,2,5,3,5,2,2,4,0,0,3,2,1
665,1,3,2,0,5,1,0,5,2,2,3,0,4,2,0,2,3,5
666,1,4,1,0,5,3,0,0,0,0,1,2,1,3,1,0,3,3
667,1,3,3,0,2,5,0,1,0,5,0,2,3,1,5,4,0,0
668,1,0,1,0,4,5,0,0,0,4,3,1,0,3,2,0,1,2
669,2,5,0,1,3,3,0,3,0,2,1,0,4,4,0,2,4,1
670,5,5,3,2,4,5,0,3,0,0,2,2,0,3,5,1,5,4
671,1,0,2,0,4,5,0,4,0,0,0,1,2,4,0,1,1,0
672,3,4,1,0,5,3,0,1,0,0,0,4,5,2,0,2,2,1
673,5,0,0,3,3,1,3,3,0,5,0,2,1,4,0,3,4,1
674,1,5,4,0,4,1,0,5,0,2,3,5,0,2,0,4,1,1
675,1,5,0,2,2,5,0,5,1,0,5,2,0,4,1,2,3,0
676,4,4,2,2,3,3,1,1,0,1,2,4,5,5,4,3,2,1
677,3,4,0,0,2,1,0,1,1,1,2,2,5,2,1,3,0,1
678,1,0,2,0,4,1,0,0,3,1,5,4,2,3,1,0,0,2
679,1,0,5,0,4,5,0,0,0,2,3,5,0,4,3,0,1,4
680,1,4,0,1,3,1,3,5,4,5,5,0,4,1,3,4,4,3
681,4,4,2,4,2,3,0,2,0,2,0,5,0,2,0,4,1,1
682,1,1,3,0,4,4,0,3,3,2,0,1,0,3,1,0,2,0
683,1,4,5,2,2,3,0,0,2,5,0,1,0,2,5,3,1,2
684,0,4,0,5,1,3,0,0,0,1,0,5,4,4,0,4,4,1
685,1,0,0,0,4,0,0,0,0,0,5,3,0,3,5,1,1,1
686,1,4,1,0,1,3,0,1,0,0,3,1,0,1,0,5,5,1
687,2,3,1,0,2,3,0,5,0,2,0,1,5,4,0,3,3,1
688,1,2,2,0,5,5,0,4,5,1,5,3,0,5,2,0,5,3
689,3,2,1,3,4,3,0,4,0,2,5,3,5,4,4,5,2,1
690,3,3,1,5,2,3,5,5,2,0,1,3,0,4,2,2,0,1
691,1,1,1,1,3,3,3,4,2,0,5,0,1,5,4,5,0,3
692,3,3,1,2,3,4,0,4,0,3,0,2,2,3,0,1,2,4
693,1,2,2,3,5,5,1,1,0,5,2,3,3,5,3,3,4,1
694,0,3,4,5,2,3,1,3,1,1,3,2,3,3,0,5,2,3
695,0,5,3,2,0,2,0,0,0,4,0,2,3,3,4,4,3,3
696,3,2,0,2,0,3,0,0,0,4,0,0,3,4,1,0,1,1
697,2,4,2,0,3,3,0,2,4,0,4,5,5,2,3,1,5,1
698,1,5,1,0,3,3,0,0,0,2,0,2,4,1,0,0,4,1
699,1,3,3,0,4,1,0,0,5,5,4,2,0,3,2,0,1,2
700,5,1,1,0,4,0,0,0,0,1,1,1,1,2,0,0,1,4
701,3,0,1,0,2,0,0,0,0,3,4,3,2,4,4,5,5,4
702,1,1,2,0,0,2,0,1,0,2,4,3,5,2,0,5,0,1
703,2,4,2,3,2,3,0,3,0,4,0,3,3,3,1,2,4,0
704,0,5,4,0,3,3,0,4,0,5,0,4,3,2,4,1,1,1
705,1,2,0,0,2,4,0,4,2,5,1,1,0,1,0,0,5,4
706,2,4,2,0,5,2,0,0,0,1,3,0,2,2,3,1,5,0
707,5,3,0,3,0,3,0,0,0,1,1,2,4,0,0,0,1,1
708,4,2,4,3,2,0,2,1,0,4,0,1,2,5,4,3,4,1
709,4,5,0,1,1,1,0,0,0,1,1,2,5,4,3,3,2,3
710,1,1,2,1,2,4,0,5,2,0,3,3,0,4,1,0,4,2
711,5,2,5,1,3,3,0,0,0,5,4,2,2,5,1,5,0,1
712,5,0,5,0,0,3,0,0,0,1,4,4,0,2,5,4,5,0
713,1,3,1,2,4,2,0,2,0,2,3,1,2,0,3,0,1,0
714,1,4,2,0,3,5,0,0,5,3,3,3,1,5,3,5,2,0
715,2,0,2,1,5,3,0,0,0,1,2,0,5,0,5,2,2,1
