CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,침구_주방_중가_clust_id
750,-1,-1,1,-2,-1,0,1
751,0,0,0,0,0,0,1
752,0,0,0,0,4,-3,2
753,0,0,0,0,0,0,1
754,1,-1,0,0,0,0,1
755,2,-2,-1,2,0,0,3
756,1,0,-2,2,0,-1,1
757,4,-3,3,-3,3,-3,5
758,3,-3,3,-2,2,-3,5
759,-1,-1,1,-2,-1,4,1
760,0,0,0,0,4,-3,2
761,0,0,0,4,-3,-1,3
762,-2,2,-3,-1,4,-3,2
763,-1,3,-3,-1,0,4,0
764,-2,2,-1,1,-2,3,0
765,-3,3,-3,3,-3,1,0
766,-2,2,-1,2,-3,-1,0
767,4,-2,-1,3,-2,0,3
768,4,-2,-1,3,-3,2,3
769,-1,0,0,0,0,0,1
770,0,-1,3,-1,1,-3,4
771,-3,3,-1,-1,1,0,0
772,0,-2,0,-1,3,-2,2
773,4,-3,3,-3,3,-3,5
774,0,4,-3,-1,4,-3,2
775,-1,4,-1,-2,3,-3,2
776,0,0,0,0,4,-1,2
777,2,-3,0,3,-3,0,3
778,-3,-1,0,0,4,-3,2
779,-3,0,2,0,-2,2,1
780,2,-2,1,-1,1,-1,5
781,-2,3,-1,-1,-1,2,0
782,0,0,0,0,0,0,1
783,0,-2,1,-1,1,-1,1
784,-1,-1,3,-2,0,1,4
785,-1,3,-3,-1,0,0,0
786,3,-3,3,-1,-1,1,5
787,-2,1,-2,-1,0,4,1
788,3,-3,3,-3,3,-1,5
789,-3,-1,4,-2,0,-1,4
790,3,-2,-1,-1,4,-2,5
791,-3,3,-1,-2,0,3,0
792,4,-2,2,-3,0,-1,5
793,0,0,0,0,0,0,1
794,-1,0,1,-1,0,0,1
795,-3,-1,0,0,0,4,1
796,-1,4,0,-3,-1,4,0
797,1,-2,3,-2,1,-1,4
798,0,0,0,0,0,0,1
799,-3,3,-1,-1,1,-2,0
800,4,-1,-1,-1,-1,0,5
801,-1,0,0,-1,2,-3,2
802,0,0,0,0,4,-1,2
803,3,-2,-1,-1,0,4,5
804,0,0,0,0,0,0,1
805,0,0,0,0,0,0,1
806,-3,2,-2,-1,4,-1,2
807,-3,3,-3,-1,0,4,0
808,0,0,0,-1,-1,3,1
809,-1,-2,3,-1,0,0,4
810,2,0,0,-2,0,3,1
811,-2,2,-3,2,-2,3,0
812,-1,0,0,0,4,-3,2
813,0,0,0,0,0,0,1
814,-1,0,-2,3,-2,1,3
815,4,-3,0,-1,0,0,5
816,0,2,-1,-1,-1,1,0
817,0,0,0,4,-2,-1,3
818,-3,3,-3,-1,4,-2,2
819,-1,0,2,-2,0,1,4
820,0,0,4,-3,-1,4,4
821,0,0,0,0,0,0,1
822,0,0,4,-1,0,-2,4
823,0,-1,2,-1,-1,0,4
824,-3,3,-3,3,-2,1,0
825,4,-3,3,-2,1,-2,5
826,0,0,0,0,0,0,1
827,0,0,0,-1,-1,1,1
828,-1,0,-1,3,-2,0,3
829,0,0,0,0,4,-3,2
830,0,4,-1,-2,-1,0,0
831,0,0,0,0,0,4,1
832,0,4,-3,3,-3,-1,0
833,1,0,1,-2,-1,0,1
834,4,-3,-1,0,4,-3,5
835,0,-1,4,-3,-1,0,4
836,0,0,4,-3,3,-3,4
837,4,-3,-1,0,0,0,5
838,-1,3,-2,0,0,1,0
839,1,0,-1,0,1,-1,1
840,0,0,4,-3,-1,4,4
841,-1,0,0,0,0,0,1
842,-1,0,4,0,-1,-2,4
843,0,0,0,0,0,0,1
844,0,-1,1,-1,-1,-1,1
845,-1,-2,0,-1,4,-2,2
846,0,-3,3,-2,-1,-1,4
847,-2,0,-1,3,-3,3,3
848,4,-3,1,0,2,-3,5
849,-3,-1,0,4,-3,-1,3
850,-1,4,-3,-1,0,4,0
851,0,0,0,0,0,0,1
852,-1,0,0,4,-2,-1,3
853,4,-3,-1,0,0,0,5
854,0,0,0,0,0,0,1
855,0,-2,-1,1,2,-2,1
856,-3,3,-3,-1,0,0,0
857,0,0,-1,0,1,0,1
858,-1,0,4,-2,2,-2,4
859,0,1,-1,1,0,-2,1
860,0,0,0,0,4,-3,2
861,-1,-1,2,-2,1,-2,4
862,0,0,4,-3,3,-3,4
863,-1,0,0,0,0,0,1
864,0,0,0,-2,3,-3,2
865,1,-1,3,-3,-1,4,4
866,1,-1,2,-3,3,-3,4
867,4,-1,-1,2,-1,-2,5
868,-3,-1,0,0,4,-3,2
869,-2,-1,-1,4,-3,3,3
870,-2,0,1,0,-1,1,1
871,0,0,0,0,4,0,2
872,4,-3,-1,0,0,0,5
873,0,0,0,0,0,0,1
874,1,-1,1,-1,0,1,1
875,3,-3,3,-3,3,-3,5
876,-1,0,0,0,0,0,1
877,0,0,4,-3,-1,0,4
878,-2,1,1,-1,0,1,1
879,-1,3,-3,3,-1,-1,0
880,-3,-1,0,0,4,-3,2
881,0,0,0,0,0,0,1
882,-1,1,0,0,-1,1,1
883,-2,0,-1,4,-2,-1,3
884,-1,0,4,-3,-1,0,4
885,3,-3,3,-2,-1,3,5
886,-3,-1,4,-2,1,-1,4
887,0,-3,-1,4,-3,0,3
888,-3,3,-3,-1,0,4,0
889,-1,0,0,4,-3,3,3
890,-2,3,-1,-1,0,1,0
891,3,-3,1,1,1,-3,5
892,0,0,0,0,0,0,1
893,-1,-2,-1,4,-3,3,3
894,-1,0,0,4,-3,1,3
895,-2,-1,4,-2,2,-3,4
896,0,0,0,0,0,4,1
897,3,-1,-1,0,1,-1,5
898,0,4,-3,-1,4,-3,2
899,1,-2,-1,4,-2,-1,3
900,0,0,0,4,-1,-2,3
901,0,0,0,0,4,-3,2
902,0,0,0,0,0,0,1
903,0,3,-2,-1,3,-2,2
904,3,-2,-1,-1,4,-3,5
906,-2,-1,3,-1,0,1,4
907,4,-3,-1,4,-3,3,3
908,-3,-1,0,0,0,0,1
909,-2,-1,-1,0,0,0,1
910,0,0,0,0,0,0,1
911,2,0,0,-2,3,-2,2
912,1,0,-1,1,-2,2,1
913,-1,0,0,0,4,-2,2
914,-3,3,-3,3,-3,-1,0
915,0,0,4,-2,1,-2,4
916,-2,-1,3,-3,-1,0,4
917,0,0,0,0,0,0,1
918,-1,0,0,0,0,0,1
919,2,-3,3,-3,-1,0,5
920,3,-1,-1,2,-2,1,3
921,0,0,0,0,0,0,1
922,0,0,0,4,-3,3,3
923,3,0,-3,0,-1,0,1
924,-3,2,-1,-1,-1,4,0
925,4,-1,-1,0,1,0,5
926,0,0,4,-3,3,-3,4
927,0,0,4,-3,-1,0,4
928,-2,0,1,0,-2,3,1
929,-2,1,0,-1,0,2,1
930,-1,0,0,0,0,0,1
931,-3,3,0,-3,1,2,2
932,0,0,0,0,0,0,1
933,0,0,0,0,4,-3,2
934,-3,-1,4,-1,0,-1,4
935,3,-3,3,-1,-2,3,5
936,0,3,-3,-1,0,4,0
937,1,-2,-1,4,-3,3,3
938,0,4,-2,-1,-1,4,0
939,3,0,-3,0,-1,0,1
940,4,-1,-2,3,0,-3,3
941,4,-2,1,-2,3,-2,5
942,0,0,0,0,0,0,1
943,-1,0,1,-2,3,-2,2
944,-2,0,1,-2,3,-3,2
945,-1,-2,3,-1,-1,-1,4
946,-1,4,-3,3,-3,3,0
947,2,-3,2,0,-2,3,5
948,-3,-1,4,-2,-1,-1,4
949,1,-1,2,-2,0,0,4
950,4,-1,-2,-1,0,0,5
951,-3,-1,0,0,4,-3,2
952,-2,1,-2,3,0,-3,0
953,0,-3,1,2,-3,3,3
954,-2,3,-2,2,-3,1,0
955,0,-1,0,0,1,0,1
956,0,0,4,-1,-1,1,4
957,3,-3,3,-2,-1,1,5
958,0,-2,-1,3,-2,-1,3
959,0,-1,-1,4,-2,-1,3
960,-3,3,-1,-2,-1,0,0
961,-3,3,-3,-1,4,-2,2
962,3,-1,-2,3,-3,1,3
963,-1,0,0,0,-1,-1,1
964,0,4,-3,-1,0,0,0
965,1,0,-2,3,-1,-1,3
966,-3,3,-3,3,-3,3,0
967,0,0,0,0,4,-3,2
968,0,4,-1,-2,3,-2,2
969,0,0,0,4,-3,-1,3
970,0,0,0,0,0,0,1
971,-1,0,4,-2,-1,3,4
972,4,-3,-1,0,4,-3,5
973,-1,-1,4,-3,1,1,4
974,0,0,4,-2,0,-1,4
975,-1,0,4,-3,-1,4,4
976,0,0,0,0,0,0,1
977,0,0,0,0,4,-3,2
978,0,-2,0,3,-2,0,3
979,0,0,0,0,4,-3,2
980,0,0,0,0,4,-3,2
981,-2,-1,-1,0,4,-3,2
982,0,3,0,-1,-1,-1,0
983,-1,4,-3,-1,4,-1,2
984,-2,-1,-1,4,-3,-1,3
986,0,-3,3,0,-2,1,4
987,0,0,0,0,0,0,1
988,-1,0,0,0,0,0,1
989,-1,0,4,-3,-1,4,4
990,-3,3,0,-3,-1,0,0
991,4,-1,-2,0,3,0,5
992,-1,-1,0,1,-1,1,1
993,-2,-1,3,-1,-2,1,4
994,-3,3,-2,2,-3,2,0
995,-1,-1,4,-3,-1,0,4
996,-3,-1,4,-1,-2,3,4
997,2,-3,2,1,-3,-1,3
998,-3,-1,0,4,-3,3,3
999,-1,0,0,0,0,4,1
1000,0,0,0,0,0,0,1
1001,-2,-1,0,4,-2,0,3
1002,2,-1,-1,1,-1,-1,1
1003,0,0,4,-3,3,-3,4
1004,0,-1,1,0,-1,0,1
1005,-2,3,-1,0,-1,-1,0
1006,0,4,-2,-1,3,-2,2
1007,0,0,0,0,0,0,1
1008,0,4,-3,2,-2,-1,0
1009,0,0,0,0,0,0,1
1010,-1,0,0,0,0,4,1
1011,2,0,-2,3,-2,-1,3
1012,0,0,0,0,0,0,1
1013,0,-2,2,0,-2,2,1
1014,-1,4,0,-3,0,-1,0
1015,0,-3,-1,4,-1,-2,3
1016,0,0,0,0,0,0,1
1017,0,1,0,-2,0,3,1
1018,-1,3,0,-2,-1,3,0
1019,-2,0,-1,3,-2,-1,3
1020,0,4,-1,-2,2,-2,2
1021,0,0,0,0,0,0,1
1022,4,0,-2,1,-2,3,3
1023,-1,0,0,0,0,0,1
1024,0,4,-2,0,0,-1,0
1025,-3,-1,4,-3,-1,0,4
1026,-1,4,-2,-1,-1,4,0
1027,-1,-1,3,-3,-1,0,4
1028,-1,0,0,0,0,4,1
1029,-1,-1,-1,3,-1,0,3
1030,0,0,0,0,0,0,1
1031,-3,-1,0,0,0,0,1
1032,-3,3,0,-1,-2,0,0
1033,4,-3,3,-2,-1,3,5
1034,0,0,0,0,0,0,1
1035,-1,-2,-1,0,0,0,1
1036,2,-1,-1,-1,4,-1,2
1037,0,0,0,0,0,0,1
1038,3,-1,-2,1,1,-1,5
1039,0,1,0,0,-1,0,1
1040,3,-3,2,0,-1,-1,5
1041,0,0,0,0,0,0,1
1042,0,0,4,-3,-1,4,4
1043,3,-3,3,-1,-2,-1,5
1044,-2,1,-2,0,3,-1,2
1045,-3,-1,4,-2,1,-2,4
1046,3,-2,1,0,-2,3,5
1047,-3,1,-1,3,-2,1,3
1048,0,0,4,-1,0,-2,4
1049,-2,-1,3,-3,3,-3,4
1050,0,0,4,-3,-1,0,4
1051,0,-3,3,-3,-1,0,4
1052,0,0,4,-3,-1,0,4
1053,1,-2,3,-3,2,0,4
1054,0,0,0,0,0,0,1
1055,0,0,0,0,0,0,1
1056,-3,3,-2,1,-2,3,0
1057,4,-3,-1,4,-3,3,3
1058,0,-1,-1,0,4,-3,2
1059,0,0,4,-3,-1,0,4
1060,-3,3,-1,-2,3,0,2
1061,4,-1,-2,3,-3,3,3
1062,0,-1,2,-2,1,-1,4
1063,0,0,0,0,0,0,1
1064,0,0,4,-3,3,-3,4
1065,-1,-2,-1,4,-2,1,3
1066,-1,3,-2,1,-2,3,0
1068,0,0,0,0,0,0,1
1069,0,1,-2,1,2,-2,2
1070,0,0,0,0,0,0,1
1071,0,3,0,-3,3,-2,2
1072,0,4,0,-2,1,0,0
1073,-3,3,-3,-1,0,0,0
1074,0,0,0,0,0,0,1
1075,3,-3,-1,0,0,0,5
1076,-1,4,-1,-1,2,-3,2
1077,2,-2,1,-1,1,-1,5
1078,0,0,0,0,0,0,1
1079,-2,0,-1,3,-2,-1,3
1080,0,0,0,0,0,0,1
1081,0,0,0,0,0,0,1
1082,0,0,0,0,0,0,1
1083,4,-3,-1,0,0,0,5
1084,-1,0,-1,2,0,-2,1
1085,0,-1,1,0,0,-2,1
1086,1,0,0,-2,3,-3,2
1087,2,1,-2,1,0,-2,1
1088,3,-2,2,-3,3,-3,5
1089,0,0,0,0,0,0,1
1090,-2,1,0,1,-2,3,1
1091,-1,3,-2,-1,0,3,0
1092,2,0,0,-2,3,-3,2
1094,0,0,0,0,0,0,1
1095,0,1,-2,3,0,-2,3
1096,-1,4,-3,3,-3,3,0
1097,3,-3,-1,4,-2,-1,3
1098,3,-1,0,-2,3,-2,5
1099,4,-1,-2,-1,0,0,5
1100,-3,3,-3,-1,0,0,0
1101,4,-3,3,-2,0,2,5
1102,0,0,0,0,0,0,1
1103,3,-1,-1,1,-1,-1,5
1104,-1,-2,3,-1,0,-2,4
1105,4,-3,3,-3,3,-3,5
1106,0,0,0,0,0,0,1
1107,0,4,-3,3,0,-3,0
1108,-1,-1,4,-2,1,-2,4
1109,0,0,0,0,0,0,1
1110,-3,3,-3,3,-1,0,0
1111,0,-1,0,0,0,0,1
1112,0,0,0,0,0,0,1
1113,-1,0,0,0,0,0,1
1114,1,0,-2,3,-1,-2,3
1115,3,-1,-2,3,-2,-1,3
1116,0,4,-3,-1,0,4,0
1117,-1,-2,3,0,-3,3,4
1118,0,4,0,-1,-2,-1,0
1119,-1,0,0,0,0,4,1
1120,0,4,-3,-1,0,0,0
1122,-1,0,-2,-1,0,4,1
1123,-2,-1,-1,0,0,0,1
1124,-2,-1,3,-1,0,0,4
1125,0,4,0,-3,3,-3,2
1126,-1,-1,3,0,-2,-1,4
1127,0,0,4,-3,-1,0,4
1128,-1,-1,0,0,-1,3,1
1129,0,-2,3,-2,2,-3,4
1130,-1,-1,3,0,-2,0,4
1131,0,1,0,-2,0,3,1
1132,0,0,0,0,0,0,1
1133,-1,4,-1,-1,0,-1,0
1134,0,4,-3,-1,0,4,0
1135,-3,-1,0,4,-3,3,3
1136,0,0,0,0,0,4,1
1137,-1,0,-1,3,-2,-1,3
1138,-1,-1,3,-2,0,-1,4
1139,-1,0,-1,0,1,0,1
1140,-2,-1,-1,0,0,0,1
1141,-1,4,-1,-1,-1,-1,0
1142,0,0,-1,3,-1,-2,3
1143,-3,3,-2,-1,-1,0,0
1144,0,0,0,0,4,-1,2
1145,0,0,0,0,0,0,1
1146,0,4,0,-3,-1,4,0
1147,-2,-1,0,4,-2,2,3
1148,3,-1,-2,3,-3,3,3
1149,0,0,0,0,0,0,1
1150,-1,4,-2,1,-2,3,0
1151,-2,3,-3,3,-1,1,0
1152,-2,1,0,2,-3,3,3
1153,3,-3,-1,4,-3,3,3
1154,-3,3,-3,3,-2,1,0
1155,-1,3,0,-3,3,-2,2
1156,0,0,0,0,0,0,1
1157,-1,1,-2,3,-1,-1,3
1158,-1,0,4,-3,3,-3,4
1159,0,0,0,0,4,-3,2
1160,-1,0,0,0,0,0,1
1161,-3,-1,4,-3,3,0,4
1162,-1,-2,2,-2,-1,0,4
1163,-3,-1,4,-3,-1,4,4
1164,2,-1,1,0,-2,2,1
1165,-1,4,-3,-1,0,0,0
1166,4,-3,-1,0,4,-3,5
1167,0,0,0,0,0,0,1
1168,0,0,0,0,0,4,1
1169,0,-2,3,-3,-1,4,4
1170,-1,-1,0,-1,0,0,1
1172,-2,0,1,-1,1,0,1
1173,-3,3,-1,0,-2,2,0
1174,0,0,0,4,-1,-1,3
1175,-2,1,-2,-1,0,0,1
1176,2,-1,1,0,0,-2,5
1177,-1,0,0,0,0,4,1
1178,-3,2,-1,-1,3,-2,2
1179,4,-1,1,-3,2,0,5
1180,0,0,0,0,0,0,1
1181,0,0,0,4,-2,2,3
1182,-1,-2,3,-3,3,-3,4
1183,0,0,0,0,0,0,1
1184,0,4,-3,-1,0,0,0
1185,-1,-2,3,-3,-1,4,4
1186,-1,3,-3,-1,0,0,0
1187,4,-3,-1,4,-3,-1,3
1188,0,0,4,-3,-1,0,4
1189,0,0,4,-2,0,-1,4
1190,-1,0,-2,3,-3,3,3
1191,0,0,0,0,0,0,1
1192,3,-3,-1,4,-3,-1,3
1193,0,0,0,0,0,0,1
1194,-3,3,-3,2,-1,0,0
1195,4,-3,-1,0,0,0,5
1196,-3,-1,0,0,4,-3,2
1197,-3,3,-2,2,-3,-1,0
1198,-1,4,-3,3,-2,0,0
1199,4,-1,-2,3,-2,-1,3
1200,-1,0,4,0,-3,-1,4
1201,0,4,0,-3,-1,0,0
1202,0,0,4,-3,-1,0,4
1203,0,0,4,-3,-1,0,4
1204,0,0,0,0,0,0,1
1205,0,0,0,0,0,0,1
1206,-2,-1,-1,4,-3,-1,3
1207,0,0,4,-3,3,-3,4
1209,-1,3,-3,3,-2,2,0
1210,0,-1,4,-3,-1,0,4
1211,-1,-2,3,-1,-1,1,4
1212,-3,3,-3,3,-1,-2,0
1213,-1,0,0,0,0,0,1
1214,4,-3,-1,4,-3,0,3
1215,3,-2,2,-2,0,1,5
1216,0,0,4,-3,-1,0,4
1217,0,0,4,-3,0,3,4
1218,0,4,-3,3,-3,0,0
1219,1,-1,0,0,0,0,1
1220,0,0,0,0,0,0,1
1221,-1,-1,-1,3,-3,3,3
1222,-2,2,-2,3,-3,-1,0
1223,4,-1,-2,-1,0,4,5
1224,-3,-1,4,-3,0,3,4
1225,4,-3,-1,0,0,4,5
1226,4,-3,3,-1,0,-2,5
1227,4,-3,-1,4,-1,-2,3
1228,0,0,0,0,0,0,1
1229,-2,1,-2,0,-1,0,0
1230,-2,3,-3,-1,4,-3,2
1231,0,0,0,0,0,0,1
1232,-2,3,-1,-1,0,0,0
1233,-2,3,-2,0,-1,3,0
1234,0,4,-2,1,-1,0,0
1235,-1,-1,0,0,0,0,1
1236,-3,-1,4,-3,-1,0,4
1237,0,0,0,0,0,0,1
1238,-3,-1,0,4,-1,-2,3
1239,0,0,0,4,-3,-1,3
1240,3,-3,-1,4,0,-3,3
1241,1,0,-2,-1,4,-3,2
1242,0,0,0,0,0,-2,1
1243,3,-2,0,0,1,-2,5
1244,-1,-1,2,0,-2,2,1
1245,4,-3,3,-3,0,-1,5
1246,3,-3,3,-1,-2,-1,5
1247,-1,4,-1,-1,1,-1,0
1248,3,-3,-1,0,0,4,5
1249,0,0,0,0,0,0,1
1250,-1,4,-3,3,-3,-1,0
1251,3,-2,-1,3,-1,-2,3
1252,-3,-1,0,0,4,-3,2
1253,0,0,0,0,0,0,1
1254,0,4,-3,2,1,-3,0
1255,3,-3,3,-3,-1,4,5
1256,0,0,4,-3,3,-3,4
1257,0,0,4,-2,1,-1,4
1258,4,-3,3,-3,3,-3,5
1259,-1,4,-2,-1,3,-1,2
1260,0,0,0,0,0,0,1
1261,0,0,4,-1,-2,-1,4
1263,0,0,4,-3,3,-1,4
1264,3,-1,-2,-1,4,-3,2
1265,0,0,0,0,0,0,1
1266,-3,-1,4,-3,1,1,4
1267,3,0,-3,3,-3,3,3
1268,0,4,-3,3,-1,-2,0
1269,3,-2,1,-1,-1,3,5
1270,0,0,0,4,-3,-1,3
1271,-3,3,0,-2,-1,3,0
1272,1,0,-2,3,0,0,3
1273,2,-1,-1,1,-2,3,3
1274,0,0,0,0,0,0,1
1275,0,0,0,0,4,-3,2
1276,0,0,0,0,0,0,1
1277,0,-1,-1,1,0,0,1
1278,0,4,-3,-1,4,-3,2
1279,3,-3,3,-1,-1,1,5
1280,1,-2,3,-1,0,-1,4
1281,0,0,0,0,0,0,1
1282,-1,0,0,0,4,-3,2
1283,2,-3,0,3,-3,3,3
1284,-3,-1,0,4,-2,0,3
1285,4,-1,-2,-1,0,0,5
1286,0,0,0,0,0,0,1
1287,1,-3,2,0,-1,-1,5
1288,-1,0,4,-3,-1,0,4
1289,1,-2,3,-3,3,-2,4
1290,3,-3,-1,4,-2,-1,3
1291,3,-3,3,-1,-1,0,5
1292,-1,1,-2,0,3,-3,2
1293,0,0,0,0,0,0,1
1294,0,0,0,0,0,0,1
1295,-2,-1,0,4,-2,0,3
1296,0,0,-2,2,0,-1,1
1297,-1,-1,0,4,-3,3,3
1298,3,-3,-1,0,0,0,5
1299,-1,-1,3,-3,3,-3,4
1300,-1,0,0,0,4,-3,2
1301,-2,-1,0,0,0,4,1
1302,0,-2,3,-1,0,-2,4
1303,0,0,0,0,0,0,1
1304,0,-3,2,-2,3,-3,4
1305,-3,0,3,-2,0,-1,4
1306,0,0,4,-1,-2,-1,4
1307,-1,-1,-1,3,-2,1,3
1308,-1,1,-2,3,-2,1,3
1309,0,0,0,0,0,0,1
1310,0,1,-2,3,-3,2,3
1311,-3,2,1,-3,2,-1,2
1312,-1,4,0,-3,0,3,0
1313,0,0,0,0,0,0,1
1314,0,0,0,4,-3,-1,3
1315,-1,-1,0,1,0,-1,1
1316,-2,-1,-1,4,-2,0,3
1317,0,0,4,-3,3,-3,4
1318,0,0,4,0,-3,-1,4
1319,-3,-1,0,0,4,-3,2
1320,0,0,0,0,0,0,1
1321,4,-3,-1,0,0,0,5
1322,-1,-2,-1,0,0,0,1
1323,-1,0,-1,-1,-1,0,1
1324,0,0,0,0,0,4,1
1325,0,0,0,0,0,4,1
1326,0,4,-1,-2,3,-1,2
1327,0,4,-3,-1,0,0,0
1328,0,4,-3,-1,0,0,0
1329,-3,3,0,-3,0,-1,0
1331,0,0,0,0,0,0,1
1332,0,0,0,4,-2,0,3
1333,0,0,0,0,0,0,1
1334,-1,0,0,4,-3,-1,3
1335,0,0,0,0,0,0,1
1336,0,-1,1,-2,2,0,1
1337,0,0,4,-3,-1,0,4
1338,0,0,4,-2,-1,-1,4
1339,0,0,0,4,-3,3,3
1340,-1,3,-2,1,-2,3,0
1341,-1,4,-2,-1,-1,0,0
1342,-2,2,-3,-1,0,4,0
1343,2,-3,0,-1,0,0,5
1344,2,-3,3,-2,-1,3,5
1345,-2,-1,3,-3,3,-2,4
1346,3,-3,3,-1,-1,2,5
1347,-2,-1,4,-2,-1,3,4
1348,-2,3,0,-2,-1,-1,0
1349,-3,0,3,0,-3,3,4
1350,0,-1,-1,0,4,-3,2
1351,0,0,4,-3,-1,4,4
1352,0,0,0,0,0,4,1
1353,-3,2,0,-1,2,-2,2
1354,0,4,-3,-1,0,0,0
1355,0,1,-1,1,-1,2,1
1356,3,-3,-1,0,4,-1,5
1357,0,0,0,0,0,0,1
1358,-1,4,-1,-2,3,-3,2
1359,0,0,0,0,0,0,1
1360,-3,-1,0,4,0,-2,3
1361,0,0,0,0,0,0,1
1362,0,0,0,0,0,4,1
1363,4,-3,-1,0,0,4,5
1364,-1,0,-1,-1,0,3,1
1365,0,-1,0,4,-3,3,3
1366,-2,1,-2,3,-1,-2,3
1367,-3,2,-2,-1,4,-3,2
1368,-3,-1,0,0,0,4,1
1369,0,0,0,0,0,0,1
1370,-2,2,0,-1,1,0,1
1371,0,0,0,0,0,0,1
1372,0,2,-2,0,1,0,0
1373,0,4,-3,3,-3,3,0
1374,4,-1,-1,1,0,-1,5
1375,-2,2,-1,-2,0,3,0
1376,4,-3,-1,4,-3,-1,3
1377,4,-3,3,-2,2,-2,5
1378,3,-3,0,-1,4,-3,5
1380,0,4,-2,-1,-1,4,0
1381,4,-3,-1,0,4,-3,5
1382,0,0,1,0,0,-2,1
1383,0,0,0,0,0,0,1
1384,-3,2,-2,3,-2,0,0
1385,-1,0,2,-2,1,-1,4
1386,0,0,0,0,0,0,1
1387,0,4,-3,-1,0,4,0
1388,-2,-1,3,-3,-1,0,4
1389,0,0,0,0,0,0,1
1390,0,0,0,0,0,0,1
1391,3,-1,-1,0,-1,3,5
1392,0,0,0,0,0,0,1
1393,0,-1,0,0,4,-3,2
1394,0,0,0,4,-3,3,3
1395,4,-2,-1,-1,0,0,5
1396,3,0,-1,-1,1,0,5
1397,0,0,0,0,0,0,1
1398,4,-3,3,-3,3,-1,5
1399,-1,-1,0,4,-2,1,3
1400,0,0,0,0,0,0,1
1401,-1,0,0,0,0,0,1
1402,0,0,0,0,0,0,1
1403,-1,-1,4,-3,3,-1,4
1404,-2,-1,1,-1,3,-3,2
1405,0,4,-3,-1,0,0,0
1406,-2,-1,3,-1,0,-1,4
1407,2,-2,-1,0,4,-1,5
1408,3,-3,3,-3,-1,4,5
1409,-1,1,0,0,-1,1,1
1410,-3,3,-3,3,-3,-1,0
1411,2,-1,-1,-1,3,-3,5
1412,4,-2,1,-2,3,-3,5
1413,4,0,-3,3,-1,0,3
1414,-2,3,0,-2,-1,3,0
1415,-1,0,0,0,4,-2,2
1416,0,0,0,0,0,0,1
1417,3,-3,0,3,-3,3,3
1418,0,4,-3,-1,0,4,0
1419,0,-2,3,-3,3,-2,4
1420,-1,3,-1,0,-2,3,0
1421,3,-3,1,-1,-1,0,5
1422,1,-3,1,-1,3,-3,5
1423,-3,-1,4,-3,-1,0,4
1424,-2,-1,0,0,0,0,1
1425,0,0,4,-3,-1,0,4
1426,-1,3,-3,3,-2,1,0
1427,0,-1,1,0,0,-2,1
1428,-3,-1,0,4,-2,-1,3
1429,0,0,0,0,0,0,1
1430,0,4,-3,3,-2,1,0
1431,-1,3,-2,0,1,-1,0
1432,0,0,4,-3,-1,0,4
1433,-3,-1,0,0,0,0,1
1434,1,-2,2,-1,-1,-1,4
1435,-1,3,-3,-1,0,0,0
1436,4,-1,-1,2,-3,2,3
1437,-2,1,-2,1,-1,3,0
1438,-1,3,-3,3,-3,1,0
1439,1,1,0,-2,2,-2,2
1440,2,-3,2,0,0,-2,5
1441,-3,-1,0,4,-1,1,3
1442,4,-3,3,-3,-1,0,5
1443,-1,0,0,0,0,0,1
1444,0,0,0,0,0,0,1
1445,0,4,-2,2,-2,0,0
1446,-2,3,0,-1,-1,-1,0
1447,-1,-2,3,-2,1,-1,4
1448,0,0,0,0,0,0,1
1449,-1,0,0,0,0,0,1
1450,-1,-1,0,-1,0,3,1
1451,1,-2,0,-1,0,4,1
1452,2,-2,1,-1,1,0,5
1453,4,0,-3,-1,4,-3,2
1454,-2,-1,-1,0,0,4,1
1455,-1,2,0,0,0,-2,1
1456,-3,0,3,-3,1,1,4
1457,-1,0,0,4,-1,1,3
1458,0,-2,3,-2,-1,-1,4
1459,4,-3,-1,4,-3,-1,3
1460,0,0,0,0,4,-2,2
1461,-3,3,0,-2,-1,-1,0
1462,-1,-1,0,0,1,-1,1
1463,0,0,0,0,0,0,1
1464,0,0,4,-3,-1,0,4
1465,-1,-1,1,-1,1,-2,1
1466,-3,-1,0,0,4,-3,2
1467,3,-2,0,1,-1,2,5
1468,0,0,0,0,0,0,1
1469,0,0,0,0,0,0,1
1470,-2,3,0,-1,-2,2,0
1471,2,-3,2,-2,-1,4,5
1472,0,0,0,4,0,-3,3
1473,0,0,4,-3,3,-3,4
1474,0,0,4,-2,1,0,4
1475,-1,-2,-1,0,0,4,1
1476,3,0,-2,0,1,0,5
1477,0,0,0,4,-3,-1,3
1478,4,-3,-1,0,0,0,5
1479,-2,1,0,-2,0,3,1
1480,0,0,0,4,-3,-1,3
1481,-3,-1,0,0,0,0,1
1482,0,-2,3,-2,0,1,4
1483,0,0,0,0,0,0,1
1484,-3,-1,0,0,0,0,1
1485,0,0,4,-1,-2,-1,4
1486,0,4,-3,-1,0,0,0
1487,0,4,-2,2,-3,3,0
1488,0,0,0,0,4,-3,2
1489,0,0,0,0,0,0,1
1490,4,-3,-1,4,-3,-1,3
