CUSTNO,전체 분기 중요 카테고리 top_1,전체 분기 중요 카테고리 top_2
282,[{'의류/이미용_중가': 14180596.819076702}],[{'가구인테리어/잡화_고가': 7226648.970561261}]
283,[{'의류/이미용_고가': 91860346.63610034}],[{'의류/이미용_중가': 26882381.080647253}]
284,[{'가전/레저취미/멀티샵_저가': 1459079.766038795}],[{'의류/이미용_저가': 494679.6299054806}]
285,[{'식품/생활_중가': 3050664.376027201}],[{'가전/레저취미/멀티샵_중가': 651186.6891887009}]
286,[{'식품/생활_중가': 13487560.03312791}],[{'가전/레저취미/멀티샵_고가': 5930128.61188997}]
287,[{'식품/생활_중가': 2723802.8908651993}],[{'식품/생활_고가': 2660865.1414709464}]
288,[{'식품/생활_중가': 14095292.549039725}],[{'식품/생활_고가': 12073116.390966475}]
289,[{'식품/생활_중가': 6676394.006460244}],[{'식품/생활_고가': 4256738.895413435}]
290,[{'식품/생활_중가': 6093586.65253735}],[{'식품/생활_저가': 1846212.395275638}]
291,[{'식품/생활_중가': 7688817.042226303}],[{'식품/생활_고가': 1888949.2666837492}]
292,[{'의류/이미용_고가': 29885811.447632402}],[{'의류/이미용_중가': 16707135.002000686}]
293,[{'의류/이미용_고가': 9941557.680827789}],[{'식품/생활_중가': 5753571.148687495}]
294,[{'교육문화/아동_중가': 16055600.79643065}],[{'가구인테리어/잡화_고가': 12330317.269452294}]
295,[{'가구인테리어/잡화_고가': 6571082.307459066}],[{'의류/이미용_고가': 5398229.136442387}]
296,[{'의류/이미용_중가': 15439510.27513249}],[{'식품/생활_중가': 10451661.490101846}]
297,[{'의류/이미용_중가': 20233890.76169266}],[{'의류/이미용_고가': 13071632.437093321}]
298,[{'가구인테리어/잡화_고가': 49252096.97050194}],[{'식품/생활_고가': 26149422.461876996}]
299,[{'식품/생활_중가': 5278798.409067337}],[{'의류/이미용_고가': 4295596.512534533}]
300,[{'식품/생활_중가': 6899916.851154985}],[{'식품/생활_고가': 3999557.515956311}]
301,[{'의류/이미용_중가': 15366932.590603173}],[{'가구인테리어/잡화_고가': 8400119.347743364}]
302,[{'의류/이미용_고가': 17471928.42483962}],[{'식품/생활_중가': 5762220.259391928}]
303,[{'가전/레저취미/멀티샵_고가': 11005534.414521545}],[{'식품/생활_중가': 7875478.173309982}]
304,[{'가구인테리어/잡화_고가': 51359858.47582092}],[{'침구/주방_고가': 32774978.377355497}]
305,[{'의류/이미용_중가': 34427786.01378207}],[{'침구/주방_고가': 32151205.671022646}]
306,[{'의류/이미용_중가': 22036236.78943589}],[{'식품/생활_고가': 14141007.5051585}]
307,[{'가구인테리어/잡화_고가': 11018837.062001122}],[{'의류/이미용_고가': 8426572.083811378}]
308,[{'식품/생활_중가': 5409056.922559945}],[{'의류/이미용_중가': 3044321.2644177875}]
309,[{'의류/이미용_고가': 14443828.91858299}],[{'침구/주방_고가': 14175714.072991366}]
310,[{'식품/생활_중가': 5704630.364926703}],[{'의류/이미용_고가': 5169626.9657791145}]
311,[{'의류/이미용_고가': 20487795.511757746}],[{'식품/생활_중가': 5047406.490659259}]
312,[{'식품/생활_저가': 11071847.929418368}],[{'식품/생활_중가': 2109691.9679008173}]
313,[{'식품/생활_중가': 15622703.299358558}],[{'침구/주방_고가': 14256231.806022266}]
314,[{'가구인테리어/잡화_고가': 48187039.70108987}],[{'가전/레저취미/멀티샵_고가': 20173221.85455313}]
315,[{'가구인테리어/잡화_고가': 128208016.45275941}],[{'의류/이미용_고가': 20754440.16905861}]
316,[{'가전/레저취미/멀티샵_고가': 81718407.15090401}],[{'침구/주방_고가': 13082320.486919358}]
317,[{'의류/이미용_고가': 8340422.163544575}],[{'의류/이미용_중가': 6820271.198332522}]
318,[{'식품/생활_고가': 9279206.188400693}],[{'식품/생활_중가': 4682923.083037226}]
319,[{'의류/이미용_중가': 27425299.142975993}],[{'교육문화/아동_중가': 8346277.210926736}]
320,[{'식품/생활_중가': 6623537.38463766}],[{'의류/이미용_중가': 6617731.629557014}]
321,[{'의류/이미용_고가': 23162381.232375104}],[{'의류/이미용_중가': 19757104.684962362}]
322,[{'식품/생활_고가': 10253543.514666568}],[{'식품/생활_중가': 8428535.428628951}]
323,[{'의류/이미용_고가': 15951518.063652698}],[{'가구인테리어/잡화_고가': 14829011.222265676}]
324,[{'가구인테리어/잡화_고가': 18022494.024661813}],[{'의류/이미용_중가': 12768602.96492333}]
325,[{'가구인테리어/잡화_고가': 14854445.640488533}],[{'의류/이미용_중가': 6330383.08441372}]
326,[{'의류/이미용_중가': 7496116.410133807}],[{'가구인테리어/잡화_고가': 7334770.652513808}]
327,[{'가구인테리어/잡화_고가': 23767703.579892885}],[{'의류/이미용_중가': 13068071.146123156}]
328,[{'의류/이미용_중가': 26331900.626222417}],[{'의류/이미용_고가': 8390428.995737981}]
329,[{'의류/이미용_고가': 25614686.72447947}],[{'가구인테리어/잡화_고가': 9563489.554500159}]
330,[{'식품/생활_중가': 5400163.295308847}],[{'식품/생활_저가': 1160058.8665352864}]
331,[{'식품/생활_중가': 5392911.145354546}],[{'식품/생활_고가': 1395401.26976418}]
332,[{'의류/이미용_중가': 9783163.355967797}],[{'의류/이미용_고가': 8332206.731836615}]
333,[{'식품/생활_중가': 13978250.417806882}],[{'식품/생활_고가': 4781342.872947546}]
334,[{'의류/이미용_중가': 14774213.976787997}],[{'의류/이미용_고가': 6425723.554840737}]
335,[{'의류/이미용_중가': 61312990.68950708}],[{'가구인테리어/잡화_고가': 17620738.314674906}]
336,[{'의류/이미용_중가': 3523823.080776441}],[{'식품/생활_중가': 3237354.8303646967}]
337,[{'가전/레저취미/멀티샵_고가': 93010641.98303081}],[{'의류/이미용_중가': 14408192.737872284}]
338,[{'식품/생활_중가': 5194966.048696787}],[{'의류/이미용_저가': 2776532.2657583077}]
339,[{'식품/생활_중가': 9737375.13206108}],[{'식품/생활_고가': 5330813.008220734}]
340,[{'의류/이미용_고가': 13028905.995482283}],[{'의류/이미용_중가': 9596291.193133036}]
341,[{'식품/생활_고가': 23060657.418009054}],[{'가구인테리어/잡화_고가': 17757321.494795986}]
342,[{'식품/생활_중가': 6851494.579042601}],[{'식품/생활_저가': 1941324.7333781142}]
343,[{'의류/이미용_고가': 10155207.64662787}],[{'의류/이미용_중가': 8459932.519396462}]
344,[{'의류/이미용_중가': 6485749.377422145}],[{'식품/생활_고가': 5736511.404938823}]
345,[{'의류/이미용_중가': 17466340.33099402}],[{'가구인테리어/잡화_고가': 16880206.67844205}]
346,[{'식품/생활_중가': 6134164.860694405}],[{'침구/주방_고가': 1462471.6685110102}]
347,[{'의류/이미용_고가': 6440585.168482658}],[{'가구인테리어/잡화_저가': 2774614.568957409}]
348,[{'식품/생활_중가': 7387663.2638961235}],[{'식품/생활_저가': 2942757.8382842047}]
349,[{'식품/생활_고가': 37135491.23795671}],[{'식품/생활_중가': 11059059.521723295}]
350,[{'식품/생활_중가': 7539576.493538214}],[{'의류/이미용_중가': 1816731.329023207}]
351,[{'의류/이미용_고가': 12548193.22594504}],[{'식품/생활_중가': 9862580.625469042}]
352,[{'의류/이미용_중가': 118301276.99955237}],[{'가구인테리어/잡화_고가': 45466860.570153356}]
353,[{'식품/생활_중가': 7605969.9508230705}],[{'식품/생활_고가': 2022040.9610821218}]
354,[{'식품/생활_중가': 5217197.157635875}],[{'식품/생활_저가': 2091220.3990723984}]
355,[{'가구인테리어/잡화_고가': 24131077.148092676}],[{'의류/이미용_고가': 12161572.135494767}]
356,[{'의류/이미용_중가': 13139440.478548285}],[{'가전/레저취미/멀티샵_중가': 8976874.000822352}]
357,[{'식품/생활_중가': 4563008.041604334}],[{'식품/생활_고가': 1828357.9737621364}]
358,[{'의류/이미용_고가': 25525290.056576185}],[{'가전/레저취미/멀티샵_고가': 14253675.06817858}]
359,[{'의류/이미용_중가': 8924329.354734907}],[{'식품/생활_중가': 7726496.904253259}]
360,[{'식품/생활_중가': 9747681.065780787}],[{'식품/생활_고가': 3630158.2686172277}]
361,[{'가구인테리어/잡화_고가': 32308976.426397063}],[{'가전/레저취미/멀티샵_고가': 19698841.504024625}]
362,[{'식품/생활_중가': 5630604.377896003}],[{'식품/생활_고가': 3108354.8067834303}]
363,[{'의류/이미용_고가': 114105395.67045696}],[{'가전/레저취미/멀티샵_고가': 22851078.534072842}]
364,[{'식품/생활_중가': 4213061.7233866295}],[{'식품/생활_고가': 2858770.2930176216}]
365,[{'침구/주방_고가': 17932441.898431767}],[{'가전/레저취미/멀티샵_고가': 15681158.484814096}]
366,[{'식품/생활_고가': 3169227.3848872124}],[{'식품/생활_중가': 1851433.1289235114}]
367,[{'가구인테리어/잡화_고가': 24678685.21746288}],[{'의류/이미용_중가': 19468235.296681892}]
368,[{'의류/이미용_중가': 17950292.78995338}],[{'가구인테리어/잡화_고가': 10703916.32461539}]
369,[{'의류/이미용_중가': 12458724.21986743}],[{'가전/레저취미/멀티샵_고가': 8140248.109656821}]
370,[{'식품/생활_중가': 6275620.702913951}],[{'식품/생활_저가': 1580190.2349925227}]
371,[{'식품/생활_중가': 5488749.356648332}],[{'교육문화/아동_저가': 2732992.725273652}]
372,[{'식품/생활_중가': 5519121.661660076}],[{'식품/생활_고가': 2201906.6310887327}]
373,[{'가구인테리어/잡화_고가': 51826495.98664349}],[{'의류/이미용_고가': 14795577.057515828}]
374,[{'의류/이미용_중가': 12484876.003659356}],[{'식품/생활_고가': 11360157.671818096}]
375,[{'의류/이미용_중가': 151275923.36626202}],[{'식품/생활_중가': 3893399.7594379857}]
376,[{'식품/생활_저가': 2225803.309134393}],[{'식품/생활_중가': 2078973.4188306758}]
377,[{'의류/이미용_중가': 17745416.222831283}],[{'의류/이미용_고가': 16010853.579864675}]
378,[{'침구/주방_고가': 11048314.468609896}],[{'가구인테리어/잡화_고가': 10997971.614113882}]
379,[{'의류/이미용_중가': 6583434.502648333}],[{'의류/이미용_고가': 4919504.640263833}]
380,[{'식품/생활_중가': 3481643.7320361612}],[{'식품/생활_저가': 1645737.6745134078}]
381,[{'가구인테리어/잡화_고가': 6497097.511503687}],[{'식품/생활_고가': 4947172.025304994}]
382,[{'가구인테리어/잡화_고가': 32768668.485951595}],[{'의류/이미용_중가': 11537755.20498863}]
383,[{'가전/레저취미/멀티샵_고가': 15161894.128097124}],[{'의류/이미용_고가': 10074590.140661139}]
384,[{'식품/생활_중가': 4853781.218923786}],[{'식품/생활_저가': 1265647.292607626}]
385,[{'식품/생활_중가': 3488893.21814657}],[{'식품/생활_고가': 1993957.1327400377}]
386,[{'가전/레저취미/멀티샵_고가': 12289061.980328498}],[{'의류/이미용_중가': 5731652.622558261}]
387,[{'가구인테리어/잡화_고가': 34593591.78394063}],[{'가전/레저취미/멀티샵_고가': 13423394.174622148}]
388,[{'가구인테리어/잡화_고가': 70304404.99642737}],[{'의류/이미용_중가': 56103944.6745526}]
389,[{'식품/생활_중가': 6530402.6840805095}],[{'식품/생활_저가': 3115124.882175957}]
390,[{'식품/생활_중가': 3641035.2329762024}],[{'식품/생활_고가': 3147502.1877008183}]
391,[{'의류/이미용_고가': 40056681.32332583}],[{'가전/레저취미/멀티샵_고가': 34457104.16760637}]
392,[{'가전/레저취미/멀티샵_중가': 5063574.881857812}],[{'식품/생활_중가': 3732637.0228589466}]
393,[{'가구인테리어/잡화_고가': 60078142.81044657}],[{'의류/이미용_고가': 11801878.810565455}]
394,[{'식품/생활_중가': 6924092.0554817505}],[{'식품/생활_고가': 2913150.6041631387}]
395,[{'식품/생활_중가': 6158924.22656993}],[{'식품/생활_고가': 2834320.939708883}]
396,[{'식품/생활_중가': 5749246.107275761}],[{'의류/이미용_고가': 1835652.553400641}]
397,[{'식품/생활_중가': 5996635.1528489785}],[{'식품/생활_저가': 2171598.4055131353}]
398,[{'가구인테리어/잡화_고가': 36109972.02046441}],[{'의류/이미용_고가': 23931441.27062852}]
399,[{'가구인테리어/잡화_고가': 77720012.227191}],[{'의류/이미용_고가': 54317190.571045056}]
400,[{'가전/레저취미/멀티샵_고가': 50876630.51222657}],[{'의류/이미용_중가': 32297554.921254788}]
401,[{'의류/이미용_중가': 58767303.039078005}],[{'가전/레저취미/멀티샵_고가': 18904198.090724483}]
402,[{'의류/이미용_중가': 10075341.105269847}],[{'의류/이미용_고가': 9321445.238544412}]
403,[{'식품/생활_중가': 4201986.1179035995}],[{'식품/생활_저가': 1244079.8936645836}]
404,[{'의류/이미용_중가': 17457599.051335257}],[{'가구인테리어/잡화_고가': 6730857.473405729}]
405,[{'식품/생활_중가': 5905320.662777837}],[{'의류/이미용_중가': 4465182.430529062}]
406,[{'식품/생활_중가': 5143566.359451005}],[{'식품/생활_저가': 1585070.5247466008}]
407,[{'의류/이미용_고가': 33402421.311884694}],[{'의류/이미용_중가': 32950703.03332083}]
408,[{'가전/레저취미/멀티샵_고가': 541044603.1134356}],[{'가구인테리어/잡화_고가': 115898162.36510134}]
409,[{'의류/이미용_중가': 29606395.85817938}],[{'의류/이미용_고가': 13951398.039160023}]
410,[{'식품/생활_중가': 3698598.354770563}],[{'식품/생활_고가': 1130139.1309683314}]
411,[{'의류/이미용_중가': 22976893.59907196}],[{'의류/이미용_고가': 10574955.18312794}]
412,[{'의류/이미용_고가': 15833606.374718463}],[{'의류/이미용_중가': 6821367.508144703}]
413,[{'가구인테리어/잡화_고가': 37084836.52159654}],[{'의류/이미용_중가': 21085564.427301966}]
414,[{'의류/이미용_고가': 34627572.978359014}],[{'가구인테리어/잡화_고가': 9691353.775972938}]
415,[{'식품/생활_중가': 4006412.7968471693}],[{'식품/생활_저가': 1867012.1145857743}]
416,[{'의류/이미용_고가': 50235772.23577189}],[{'가구인테리어/잡화_고가': 39425870.177163705}]
417,[{'가구인테리어/잡화_고가': 9480410.952180205}],[{'식품/생활_고가': 4894698.200703676}]
418,[{'의류/이미용_저가': 5595171.9127241615}],[{'식품/생활_중가': 4828776.649296998}]
419,[{'의류/이미용_중가': 19350560.557739265}],[{'가구인테리어/잡화_고가': 11890136.31993468}]
420,[{'의류/이미용_중가': 7012562.488273886}],[{'식품/생활_중가': 6432008.65234218}]
421,[{'의류/이미용_중가': 29845352.37256288}],[{'식품/생활_중가': 17319132.428402007}]
422,[{'식품/생활_중가': 6145803.0522502465}],[{'의류/이미용_중가': 4536407.472867467}]
423,[{'의류/이미용_중가': 20629963.672931932}],[{'의류/이미용_고가': 6152362.172272393}]
424,[{'식품/생활_중가': 1790592.34291538}],[{'식품/생활_저가': 1340946.1980029205}]
425,[{'식품/생활_중가': 5536549.333249828}],[{'가전/레저취미/멀티샵_중가': 2436296.862191988}]
426,[{'의류/이미용_중가': 12721767.781021547}],[{'가전/레저취미/멀티샵_고가': 8448136.07106359}]
427,[{'의류/이미용_고가': 5843396.934576471}],[{'식품/생활_중가': 4985226.805095322}]
428,[{'가구인테리어/잡화_고가': 54496051.70056625}],[{'가전/레저취미/멀티샵_고가': 17707408.125853866}]
429,[{'의류/이미용_고가': 33643363.85381083}],[{'의류/이미용_중가': 7398604.967297638}]
430,[{'의류/이미용_고가': 34153600.402581304}],[{'의류/이미용_중가': 31175840.475124985}]
431,[{'식품/생활_고가': 3859990.4534275085}],[{'식품/생활_중가': 3532832.4896033136}]
432,[{'식품/생활_중가': 17764412.859552406}],[{'의류/이미용_중가': 6840553.164494891}]
433,[{'의류/이미용_고가': 15998048.761613067}],[{'의류/이미용_중가': 11789711.901179958}]
434,[{'식품/생활_중가': 12628305.501641894}],[{'식품/생활_고가': 12427524.492920673}]
435,[{'의류/이미용_중가': 14257754.213095948}],[{'식품/생활_중가': 2857759.2407786595}]
436,[{'의류/이미용_고가': 28091515.84115297}],[{'가전/레저취미/멀티샵_고가': 12942784.36580393}]
437,[{'식품/생활_중가': 2185096.8622450116}],[{'식품/생활_저가': 1772371.8122503357}]
438,[{'의류/이미용_중가': 24926065.265165336}],[{'가구인테리어/잡화_고가': 21912199.05868316}]
