CUSTNO,Count_전체 분기 중요 카테고리 top_1,Count_전체 분기 중요 카테고리 top_2
247,[{'Frequency_식품/생활_중가': 1645.628754768193}],[{'Frequency_식품/생활_고가': 313.80306613635975}]
248,[{'Frequency_식품/생활_중가': 864.7647393917321}],[{'Frequency_식품/생활_저가': 566.1922510844953}]
249,[{'Frequency_식품/생활_중가': 370.71473524611207}],[{'Frequency_식품/생활_고가': 79.69523239751479}]
250,[{'Frequency_식품/생활_중가': 305.83884000552877}],[{'Frequency_식품/생활_저가': 141.73062576886142}]
251,[{'Frequency_식품/생활_중가': 355.2198091881942}],[{'Frequency_식품/생활_저가': 110.08031280917129}]
252,[{'Frequency_식품/생활_중가': 492.4113673498414}],[{'Frequency_식품/생활_고가': 50.87502910211114}]
253,[{'Frequency_식품/생활_중가': 197.46414540019452}],[{'Frequency_의류/이미용_중가': 62.45801885522961}]
254,[{'Frequency_식품/생활_중가': 475.1255167703043}],[{'Frequency_가구인테리어/잡화_저가': 121.82149357041189}]
255,[{'Frequency_식품/생활_중가': 443.79208593905474}],[{'Frequency_식품/생활_고가': 129.15773409270582}]
256,[{'Frequency_식품/생활_중가': 444.67498570979984}],[{'Frequency_식품/생활_저가': 351.1010905906653}]
257,[{'Frequency_식품/생활_중가': 1833.8885039665008}],[{'Frequency_식품/생활_저가': 607.3756920549779}]
258,[{'Frequency_식품/생활_중가': 327.51720376858606}],[{'Frequency_식품/생활_저가': 123.9647024657701}]
259,[{'Frequency_식품/생활_중가': 1685.6294816520167}],[{'Frequency_식품/생활_저가': 1308.6069690949587}]
260,[{'Frequency_식품/생활_중가': 916.6594612580841}],[{'Frequency_식품/생활_저가': 295.6368321606001}]
261,[{'Frequency_식품/생활_중가': 314.5887054488267}],[{'Frequency_식품/생활_고가': 129.89504289570584}]
262,[{'Frequency_식품/생활_중가': 1192.1979568354059}],[{'Frequency_식품/생활_고가': 253.226661781575}]
263,[{'Frequency_식품/생활_중가': 556.892733521525}],[{'Frequency_식품/생활_저가': 511.30065814006707}]
264,[{'Frequency_식품/생활_저가': 1119.4276829634225}],[{'Frequency_식품/생활_중가': 919.9636886073442}]
265,[{'Frequency_의류/이미용_중가': 228.90291845436454}],[{'Frequency_의류/이미용_고가': 113.40195203793732}]
266,[{'Frequency_식품/생활_중가': 375.23652556519403}],[{'Frequency_식품/생활_고가': 107.96154133978726}]
267,[{'Frequency_식품/생활_중가': 171.55617088741843}],[{'Frequency_의류/이미용_중가': 138.8827826079269}]
268,[{'Frequency_식품/생활_중가': 859.7500176561216}],[{'Frequency_식품/생활_저가': 420.3088014906114}]
269,[{'Frequency_식품/생활_저가': 2106.9736495111397}],[{'Frequency_식품/생활_중가': 1890.10272603053}]
270,[{'Frequency_식품/생활_중가': 832.064042973098}],[{'Frequency_식품/생활_저가': 464.4802959729579}]
271,[{'Frequency_식품/생활_중가': 381.1657175903107}],[{'Frequency_식품/생활_고가': 115.00638820302348}]
272,[{'Frequency_식품/생활_중가': 1030.3576815328952}],[{'Frequency_식품/생활_저가': 453.55895844656516}]
273,[{'Frequency_식품/생활_중가': 444.45732135144806}],[{'Frequency_의류/이미용_중가': 130.10067802322934}]
274,[{'Frequency_식품/생활_중가': 756.6120781525407}],[{'Frequency_식품/생활_저가': 456.7614002706565}]
275,[{'Frequency_식품/생활_중가': 1243.766644365256}],[{'Frequency_식품/생활_저가': 912.9810350084124}]
276,[{'Frequency_식품/생활_저가': 2174.5716475350955}],[{'Frequency_식품/생활_중가': 645.1530232890238}]
277,[{'Frequency_식품/생활_중가': 725.830634732492}],[{'Frequency_식품/생활_저가': 443.30433796746934}]
278,[{'Frequency_식품/생활_저가': 1211.9438998273633}],[{'Frequency_식품/생활_중가': 685.8220784873523}]
279,[{'Frequency_식품/생활_중가': 504.9427645947264}],[{'Frequency_식품/생활_고가': 83.21742202378823}]
280,[{'Frequency_식품/생활_중가': 475.3767729122317}],[{'Frequency_식품/생활_고가': 110.71897842907852}]
281,[{'Frequency_식품/생활_중가': 666.639976347034}],[{'Frequency_식품/생활_저가': 526.2960486246158}]
282,[{'Frequency_식품/생활_중가': 368.78254143036804}],[{'Frequency_의류/이미용_중가': 106.3898586979544}]
283,[{'Frequency_식품/생활_중가': 455.49308503106914}],[{'Frequency_의류/이미용_고가': 60.263043029776625}]
284,[{'Frequency_가전/레저취미/멀티샵_저가': 338.30721982657775}],[{'Frequency_식품/생활_중가': 98.9644694301065}]
285,[{'Frequency_식품/생활_중가': 615.665811760641}],[{'Frequency_식품/생활_저가': 96.74573684725789}]
286,[{'Frequency_식품/생활_중가': 742.3396037469549}],[{'Frequency_식품/생활_저가': 95.50715169912598}]
287,[{'Frequency_식품/생활_중가': 447.9326543539754}],[{'Frequency_식품/생활_저가': 303.69448933039394}]
288,[{'Frequency_식품/생활_중가': 1208.394833663328}],[{'Frequency_식품/생활_저가': 795.2171959899172}]
289,[{'Frequency_식품/생활_중가': 522.0148574254188}],[{'Frequency_식품/생활_고가': 215.53028923283}]
290,[{'Frequency_식품/생활_중가': 936.9781656359082}],[{'Frequency_식품/생활_저가': 626.2515204417771}]
291,[{'Frequency_식품/생활_중가': 1165.0370578758564}],[{'Frequency_식품/생활_저가': 679.3505509634592}]
292,[{'Frequency_식품/생활_중가': 782.7612372122888}],[{'Frequency_식품/생활_고가': 214.99177547432885}]
293,[{'Frequency_식품/생활_중가': 656.5916173354514}],[{'Frequency_식품/생활_저가': 291.8100522402004}]
294,[{'Frequency_식품/생활_중가': 135.5455970353205}],[{'Frequency_교육문화/아동_중가': 110.64406527657471}]
295,[{'Frequency_식품/생활_중가': 203.90999434307165}],[{'Frequency_식품/생활_고가': 37.634063058956826}]
296,[{'Frequency_식품/생활_중가': 1070.7462437873055}],[{'Frequency_식품/생활_고가': 232.34110636706947}]
297,[{'Frequency_식품/생활_중가': 395.1183913816767}],[{'Frequency_식품/생활_저가': 233.05477775368914}]
298,[{'Frequency_식품/생활_중가': 535.0339692565641}],[{'Frequency_식품/생활_저가': 267.19464565088424}]
299,[{'Frequency_식품/생활_중가': 486.20930807141536}],[{'Frequency_식품/생활_저가': 101.223979679169}]
300,[{'Frequency_식품/생활_중가': 858.4681776622899}],[{'Frequency_식품/생활_저가': 726.9142379782121}]
301,[{'Frequency_식품/생활_중가': 416.747836232697}],[{'Frequency_식품/생활_고가': 79.35810318548144}]
302,[{'Frequency_식품/생활_중가': 662.1789466174071}],[{'Frequency_의류/이미용_고가': 130.01948462879855}]
303,[{'Frequency_식품/생활_중가': 1326.631309408592}],[{'Frequency_식품/생활_저가': 759.0117471217237}]
304,[{'Frequency_식품/생활_중가': 215.18797591013825}],[{'Frequency_식품/생활_고가': 70.98600185223901}]
305,[{'Frequency_식품/생활_저가': 516.5173795656169}],[{'Frequency_식품/생활_중가': 419.66378996937465}]
306,[{'Frequency_식품/생활_중가': 372.3889769966206}],[{'Frequency_의류/이미용_중가': 159.87449460185246}]
307,[{'Frequency_식품/생활_중가': 464.6358868299023}],[{'Frequency_식품/생활_고가': 120.6406185794025}]
308,[{'Frequency_식품/생활_중가': 545.399822685368}],[{'Frequency_식품/생활_고가': 97.74835776476452}]
309,[{'Frequency_식품/생활_중가': 369.2218282353799}],[{'Frequency_식품/생활_고가': 172.559530862159}]
310,[{'Frequency_식품/생활_중가': 851.957353250237}],[{'Frequency_식품/생활_저가': 426.6450492460341}]
311,[{'Frequency_식품/생활_중가': 512.5157788765467}],[{'Frequency_의류/이미용_고가': 156.0161724644592}]
312,[{'Frequency_식품/생활_저가': 1002.8705698017199}],[{'Frequency_식품/생활_중가': 255.5808539687048}]
313,[{'Frequency_식품/생활_중가': 863.5602809054463}],[{'Frequency_식품/생활_저가': 384.9402822727275}]
314,[{'Frequency_식품/생활_중가': 568.0113976029501}],[{'Frequency_식품/생활_고가': 168.46903737878432}]
315,[{'Frequency_식품/생활_중가': 635.1505907083864}],[{'Frequency_식품/생활_저가': 281.5170819751586}]
316,[{'Frequency_식품/생활_중가': 563.8666525878048}],[{'Frequency_식품/생활_저가': 446.2616094446908}]
317,[{'Frequency_식품/생활_중가': 822.807191446819}],[{'Frequency_식품/생활_저가': 338.58936028844914}]
318,[{'Frequency_식품/생활_중가': 427.75458417072394}],[{'Frequency_식품/생활_고가': 170.22273052054769}]
319,[{'Frequency_식품/생활_중가': 290.85026827719605}],[{'Frequency_의류/이미용_중가': 111.49476406291042}]
320,[{'Frequency_식품/생활_중가': 567.2261245579307}],[{'Frequency_의류/이미용_중가': 136.35882299342035}]
321,[{'Frequency_식품/생활_중가': 628.5630529201702}],[{'Frequency_식품/생활_저가': 504.99566455161437}]
322,[{'Frequency_식품/생활_중가': 983.8914358715506}],[{'Frequency_식품/생활_저가': 534.444549192291}]
323,[{'Frequency_식품/생활_중가': 524.8281410253721}],[{'Frequency_식품/생활_저가': 227.8996200537081}]
324,[{'Frequency_식품/생활_중가': 606.812391699968}],[{'Frequency_식품/생활_저가': 275.3386596514207}]
325,[{'Frequency_식품/생활_중가': 400.66235984925265}],[{'Frequency_식품/생활_고가': 79.85592541745662}]
326,[{'Frequency_식품/생활_중가': 639.1885625055764}],[{'Frequency_식품/생활_저가': 189.11534393406595}]
327,[{'Frequency_식품/생활_중가': 178.1703868508869}],[{'Frequency_의류/이미용_중가': 70.13465729379286}]
328,[{'Frequency_의류/이미용_중가': 205.75813812964785}],[{'Frequency_식품/생활_중가': 67.74410392804835}]
329,[{'Frequency_식품/생활_중가': 894.5775013388841}],[{'Frequency_식품/생활_저가': 404.64715521457117}]
330,[{'Frequency_식품/생활_중가': 921.1312546557507}],[{'Frequency_식품/생활_저가': 452.55745132047616}]
331,[{'Frequency_식품/생활_중가': 751.340558705479}],[{'Frequency_식품/생활_저가': 427.2966611656382}]
332,[{'Frequency_식품/생활_중가': 740.5575085267903}],[{'Frequency_식품/생활_저가': 469.9889633175745}]
333,[{'Frequency_식품/생활_중가': 1717.1040442982928}],[{'Frequency_식품/생활_저가': 808.6153174389024}]
334,[{'Frequency_식품/생활_중가': 207.02782068636097}],[{'Frequency_의류/이미용_중가': 97.75227478874703}]
335,[{'Frequency_식품/생활_중가': 326.5787745623751}],[{'Frequency_의류/이미용_중가': 311.19096499756535}]
336,[{'Frequency_식품/생활_저가': 449.7363684593341}],[{'Frequency_식품/생활_중가': 421.0563156766617}]
337,[{'Frequency_식품/생활_중가': 319.65439480138616}],[{'Frequency_식품/생활_저가': 179.123811255812}]
338,[{'Frequency_식품/생활_중가': 614.3128856543091}],[{'Frequency_식품/생활_저가': 435.24186063162665}]
339,[{'Frequency_식품/생활_저가': 1138.7852770433883}],[{'Frequency_식품/생활_중가': 1073.1064744829646}]
340,[{'Frequency_식품/생활_중가': 266.06298209513113}],[{'Frequency_의류/이미용_중가': 73.97696069592587}]
341,[{'Frequency_식품/생활_중가': 275.82257285165497}],[{'Frequency_교육문화/아동_중가': 66.75823075395654}]
342,[{'Frequency_식품/생활_중가': 897.2330325292049}],[{'Frequency_식품/생활_저가': 619.3534854990451}]
343,[{'Frequency_식품/생활_중가': 530.0431849182094}],[{'Frequency_식품/생활_저가': 167.72060633028823}]
344,[{'Frequency_식품/생활_중가': 489.8163040173911}],[{'Frequency_식품/생활_저가': 183.02264313786625}]
345,[{'Frequency_식품/생활_중가': 269.2116524541729}],[{'Frequency_의류/이미용_중가': 62.811783516938846}]
346,[{'Frequency_식품/생활_중가': 552.9675126084893}],[{'Frequency_식품/생활_고가': 54.835912846697745}]
347,[{'Frequency_식품/생활_중가': 517.7744727513516}],[{'Frequency_식품/생활_저가': 307.0956070868727}]
348,[{'Frequency_식품/생활_중가': 1123.5188589744807}],[{'Frequency_식품/생활_저가': 959.0022889217283}]
349,[{'Frequency_식품/생활_중가': 762.6614817329693}],[{'Frequency_식품/생활_저가': 323.5238729072547}]
350,[{'Frequency_식품/생활_중가': 1033.118929048083}],[{'Frequency_식품/생활_저가': 247.82809752257324}]
351,[{'Frequency_식품/생활_중가': 569.3927076974803}],[{'Frequency_식품/생활_고가': 134.14681385856522}]
352,[{'Frequency_식품/생활_중가': 243.15031961974637}],[{'Frequency_의류/이미용_중가': 162.20469173146506}]
353,[{'Frequency_식품/생활_중가': 884.6013874960717}],[{'Frequency_식품/생활_저가': 232.0026566587445}]
354,[{'Frequency_식품/생활_중가': 696.6823937901963}],[{'Frequency_식품/생활_저가': 399.07975714504215}]
355,[{'Frequency_식품/생활_중가': 572.0118292638215}],[{'Frequency_식품/생활_저가': 157.2132504205921}]
356,[{'Frequency_식품/생활_중가': 242.8561650617231}],[{'Frequency_의류/이미용_중가': 136.65923517445978}]
357,[{'Frequency_식품/생활_중가': 688.3586689424657}],[{'Frequency_식품/생활_저가': 571.4001942350304}]
358,[{'Frequency_식품/생활_중가': 190.46276237745263}],[{'Frequency_의류/이미용_고가': 98.03256081787865}]
359,[{'Frequency_식품/생활_중가': 1080.1230957878759}],[{'Frequency_식품/생활_저가': 460.3544158546622}]
360,[{'Frequency_식품/생활_중가': 1259.8423777252447}],[{'Frequency_식품/생활_저가': 930.1965310085274}]
361,[{'Frequency_식품/생활_중가': 442.8793561985762}],[{'Frequency_식품/생활_저가': 373.38382238850863}]
362,[{'Frequency_식품/생활_중가': 832.6595623929536}],[{'Frequency_식품/생활_저가': 507.09849027577803}]
363,[{'Frequency_식품/생활_중가': 384.3277167305418}],[{'Frequency_식품/생활_고가': 121.17331488667527}]
364,[{'Frequency_식품/생활_중가': 655.6352055256602}],[{'Frequency_식품/생활_저가': 290.8244155945043}]
365,[{'Frequency_식품/생활_중가': 677.9416360976908}],[{'Frequency_식품/생활_저가': 369.41168210117536}]
366,[{'Frequency_식품/생활_저가': 459.9077049454166}],[{'Frequency_식품/생활_중가': 136.43929875360143}]
367,[{'Frequency_식품/생활_중가': 1017.8675296883804}],[{'Frequency_식품/생활_저가': 510.43077578818435}]
368,[{'Frequency_식품/생활_중가': 702.0085940319881}],[{'Frequency_식품/생활_저가': 523.4619146704371}]
369,[{'Frequency_의류/이미용_중가': 120.2254615332343}],[{'Frequency_식품/생활_중가': 111.84341708443287}]
370,[{'Frequency_식품/생활_중가': 899.2510445876902}],[{'Frequency_식품/생활_저가': 556.8705352525841}]
371,[{'Frequency_식품/생활_중가': 708.5171683936735}],[{'Frequency_식품/생활_저가': 443.3922604095168}]
372,[{'Frequency_식품/생활_중가': 891.711727078039}],[{'Frequency_식품/생활_저가': 592.578600926539}]
373,[{'Frequency_식품/생활_중가': 521.9071113839367}],[{'Frequency_식품/생활_저가': 226.35406052501273}]
374,[{'Frequency_식품/생활_중가': 290.42410027618655}],[{'Frequency_식품/생활_고가': 129.21578517766085}]
375,[{'Frequency_식품/생활_중가': 284.393336636341}],[{'Frequency_의류/이미용_중가': 245.51221528266265}]
376,[{'Frequency_식품/생활_저가': 878.1715423190778}],[{'Frequency_식품/생활_중가': 445.34796550411687}]
377,[{'Frequency_식품/생활_중가': 508.62585312045223}],[{'Frequency_식품/생활_고가': 147.07281982620466}]
378,[{'Frequency_식품/생활_중가': 396.65564583003805}],[{'Frequency_식품/생활_저가': 147.60968197936347}]
379,[{'Frequency_식품/생활_중가': 260.4273244493696}],[{'Frequency_식품/생활_고가': 82.88348600356493}]
380,[{'Frequency_식품/생활_저가': 752.4045410026192}],[{'Frequency_식품/생활_중가': 640.1498539456596}]
381,[{'Frequency_식품/생활_중가': 319.15714523812227}],[{'Frequency_식품/생활_고가': 128.47472256995064}]
382,[{'Frequency_식품/생활_중가': 430.23366675529894}],[{'Frequency_식품/생활_고가': 99.95677091509043}]
383,[{'Frequency_식품/생활_중가': 176.98422825921318}],[{'Frequency_식품/생활_고가': 50.11711762360221}]
384,[{'Frequency_식품/생활_중가': 933.6964366125214}],[{'Frequency_식품/생활_저가': 456.58563259255266}]
385,[{'Frequency_식품/생활_저가': 643.3596966932241}],[{'Frequency_식품/생활_중가': 640.7510953441353}]
386,[{'Frequency_식품/생활_중가': 433.528972396071}],[{'Frequency_식품/생활_저가': 158.55561048482156}]
387,[{'Frequency_식품/생활_중가': 811.4662640301902}],[{'Frequency_식품/생활_저가': 560.6978862749589}]
388,[{'Frequency_식품/생활_중가': 368.08409894927524}],[{'Frequency_식품/생활_저가': 150.59238713182765}]
