CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_고가_clust_id
785,-2,0,1,0,-2,3,0
786,0,-1,0,0,-1,-1,0
787,0,0,0,4,-3,3,1
788,-3,-1,0,0,0,4,0
789,-3,3,0,-3,2,-1,4
790,0,0,0,0,0,0,0
791,0,3,0,-2,1,-2,0
792,3,-3,3,-2,-1,3,5
793,0,0,0,0,0,0,0
794,-1,2,-2,3,-3,3,1
795,-1,0,-1,1,1,0,0
796,0,4,-3,-1,0,0,2
797,-1,-1,4,-3,2,-2,3
798,0,0,0,0,0,0,0
799,-1,-1,0,0,4,-2,4
800,0,0,0,0,0,0,0
801,0,-2,-1,4,-2,0,1
802,3,-1,-1,-1,-1,0,5
803,0,0,0,0,0,0,0
804,0,0,0,0,4,-3,4
805,0,0,0,0,0,0,0
806,-2,2,-3,3,0,-3,2
807,-3,2,-2,-1,0,4,2
808,-1,1,-1,-1,0,0,0
809,4,-3,-1,4,-2,-1,1
810,3,-2,-1,3,-3,2,1
811,-1,0,0,4,-3,3,1
812,0,4,-3,2,-2,3,2
813,0,0,0,0,0,0,0
814,3,-2,-1,3,-2,0,1
815,1,-1,0,-1,-1,0,0
816,1,-2,2,0,-1,0,0
817,-2,3,-2,1,-2,3,2
818,-1,-2,-1,0,0,0,0
819,0,-1,-2,3,-3,3,1
820,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0
824,-1,4,-1,-2,-1,0,2
825,0,0,0,0,4,-3,4
826,0,0,0,0,0,0,0
827,1,-1,-2,2,1,-1,0
828,0,0,0,0,0,0,0
829,0,0,0,0,4,-2,4
830,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0
832,-3,3,-3,-1,0,0,2
833,0,0,0,0,4,-2,4
834,0,0,0,0,0,0,0
835,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0
838,-1,1,-1,-2,3,-3,4
839,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0
841,0,0,0,0,4,-3,4
842,0,1,-1,0,1,-2,0
843,0,0,0,0,0,0,0
844,-1,4,-3,-1,4,-3,4
845,1,0,0,-1,1,0,0
846,-3,3,0,-3,3,-3,4
847,0,0,0,0,0,0,0
848,-1,4,-2,-1,-1,4,2
849,-3,0,-1,0,0,0,0
850,-3,3,-1,0,-2,3,2
851,0,0,0,0,0,0,0
852,-2,0,-1,-1,4,-1,4
853,0,0,0,0,0,0,0
854,-1,0,0,4,-3,-1,1
855,-1,4,-3,-1,0,4,2
856,0,0,0,0,0,0,0
857,-2,-1,-1,4,-3,0,1
858,0,-3,3,0,0,-1,3
859,3,-3,-1,0,4,-3,5
860,0,0,0,0,0,0,0
861,0,3,-2,1,0,-2,2
862,0,0,0,0,0,0,0
863,3,-3,-1,4,-3,3,1
864,0,0,0,0,0,0,0
865,-2,3,-3,3,-3,3,2
866,-1,0,0,0,4,-3,4
867,0,0,4,-3,3,-2,3
868,0,-1,0,4,-3,-1,1
869,-3,-1,0,0,4,-3,4
870,3,-3,3,-1,-2,-1,5
871,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0
873,3,-3,-1,4,0,-2,1
874,-3,-1,0,0,4,-2,4
875,0,-1,0,4,-3,3,1
876,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0
878,-1,1,-2,3,0,-2,1
879,4,-2,-1,3,-2,2,1
880,0,0,0,0,4,-3,4
881,0,0,0,0,0,0,0
882,-3,3,-3,-1,4,-3,4
883,-3,3,0,-2,-1,2,2
884,-2,-1,3,-2,0,2,3
885,0,0,0,0,0,0,0
886,-2,1,1,-1,-1,3,0
887,-3,3,-3,3,-3,-1,2
888,-3,-1,0,4,-3,3,1
889,-3,-1,0,0,0,4,0
890,-3,3,-3,3,-3,0,2
891,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0
893,0,4,-3,-1,0,0,2
894,3,-1,-2,2,0,0,5
895,0,0,0,0,0,0,0
896,0,0,0,0,0,0,0
897,3,-2,-1,3,-2,0,1
898,0,0,0,0,0,0,0
899,1,2,-2,-1,1,1,0
900,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0
902,0,0,0,0,0,0,0
903,4,-3,-1,0,4,-3,5
904,-3,-1,0,4,-3,-1,1
906,-3,-1,0,0,0,4,0
907,-1,0,-2,3,-3,3,1
908,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0
910,-1,0,0,0,0,0,0
911,1,-2,0,1,0,-1,0
912,-1,-1,-1,-1,0,0,0
913,3,-3,-1,0,0,4,5
914,-3,-1,4,0,-3,0,3
915,0,4,-3,-1,0,0,2
916,-3,3,-3,-1,4,-3,4
917,0,0,0,0,0,0,0
918,0,4,-3,3,-3,-1,2
919,0,3,0,-1,-1,-1,2
920,-3,-1,0,0,4,-3,4
921,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0
923,-1,-1,4,-3,2,-2,3
924,-1,0,4,-2,2,0,3
925,-1,3,-3,3,-3,0,2
926,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0
928,4,0,-3,-1,0,0,5
929,-1,1,-2,-1,0,-1,0
930,0,0,0,0,4,-3,4
931,-1,0,4,-3,3,-3,3
932,0,0,0,0,0,0,0
933,0,0,0,0,0,0,0
934,-2,3,-3,3,0,-3,2
935,0,0,0,4,-3,-1,1
936,0,4,-3,3,-3,3,2
937,-3,1,-1,3,-3,3,1
938,0,0,0,0,0,0,0
939,-2,1,-1,3,-2,-1,1
940,0,0,0,0,0,0,0
941,0,3,-3,3,-1,-2,2
942,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0
944,1,-1,-1,3,-3,-1,1
945,-1,0,0,0,0,0,0
946,-1,0,0,4,-3,1,1
947,-2,0,3,-1,-2,3,3
948,0,0,0,0,4,-3,4
949,0,0,4,-3,-1,0,3
950,0,0,0,0,4,-3,4
951,0,0,0,0,0,0,0
952,-3,-1,0,0,0,0,0
953,0,0,0,4,-3,3,1
954,-1,0,0,0,0,0,0
955,-1,1,0,-1,1,-1,0
956,0,0,0,0,0,0,0
957,4,-3,-1,4,-3,3,1
958,-1,3,-1,-2,2,0,4
959,-1,0,3,-1,1,-3,3
960,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0
962,-1,-1,-1,4,-3,-1,1
963,-3,0,3,0,-2,-1,3
964,0,0,0,0,0,0,0
965,-1,0,-1,0,4,-1,4
966,0,4,-3,-1,0,0,2
967,0,0,0,0,0,0,0
968,0,0,0,0,0,4,0
969,-3,3,-3,-1,0,0,2
970,0,0,0,0,0,0,0
971,-3,-1,4,-1,-2,-1,3
972,3,-1,0,-1,-1,3,5
973,0,0,0,0,4,-1,4
974,-3,3,-1,1,-2,0,2
975,0,0,1,-2,-1,0,0
976,0,0,0,0,0,0,0
977,-2,-1,3,0,-3,0,3
978,1,-2,3,-3,3,0,3
979,0,0,0,0,0,0,0
980,-3,-1,0,0,0,0,0
981,0,0,0,0,0,0,0
982,-2,3,-1,0,-2,3,2
983,0,4,-3,-1,0,0,2
984,-2,0,0,1,0,-1,0
986,-1,0,-1,3,-3,2,1
987,0,0,0,0,0,0,0
988,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0
990,-2,2,0,-3,0,-1,0
991,3,0,-3,3,-3,0,1
992,0,2,-1,0,-1,1,2
993,3,-3,3,0,0,-3,5
994,-3,3,-3,3,-3,3,2
995,0,0,0,0,0,0,0
996,0,3,0,-1,-1,-1,2
997,-2,1,1,-3,-1,4,3
998,0,-3,-1,4,-3,-1,1
999,0,0,1,0,1,-2,0
1000,0,0,0,0,0,0,0
1001,0,0,0,0,0,0,0
1002,3,-3,3,0,0,-3,5
1003,0,0,0,0,0,0,0
1004,-1,4,-1,-2,2,0,2
1005,-1,-2,1,2,-3,0,1
1006,0,0,0,0,0,4,0
1007,0,0,0,0,0,4,0
1008,-1,0,-1,-1,3,-3,4
1009,0,0,0,0,0,0,0
1010,0,0,0,0,0,4,0
1011,2,-3,0,3,-1,0,1
1012,0,0,0,0,0,0,0
1013,4,-2,-1,3,-3,3,1
1014,-2,1,0,-1,0,1,0
1015,1,0,0,-2,1,1,0
1016,0,0,0,0,0,0,0
1017,-1,0,4,-3,-1,0,3
1018,4,-1,0,0,-2,3,5
1019,0,4,-3,-1,0,0,2
1020,4,-3,-1,0,0,0,5
1021,0,0,0,0,0,0,0
1022,0,0,0,0,0,0,0
1023,0,0,0,0,0,0,0
1024,0,0,4,-3,-1,0,3
1025,-3,-1,4,0,-3,3,3
1026,2,1,-3,3,0,-2,1
1027,0,1,0,-2,3,-1,4
1028,0,0,0,0,0,0,0
1029,-2,-1,3,-2,-1,-1,3
1030,0,0,0,0,0,0,0
1031,0,0,0,0,0,0,0
1032,-1,-2,3,-1,-2,-1,3
1033,1,-1,1,-2,3,-3,4
1034,0,0,0,0,0,0,0
1035,0,0,0,0,0,0,0
1036,-2,-1,4,-3,3,-2,3
1037,0,0,0,0,0,0,0
1038,-1,0,-2,3,-3,-1,1
1039,0,4,-3,-1,0,0,2
1040,0,-3,2,0,-2,3,0
1041,0,0,0,0,0,0,0
1042,0,0,0,0,0,0,0
1043,0,0,0,4,-3,-1,1
1044,-1,-1,-1,3,-1,-2,1
1045,-2,1,-1,0,0,-1,0
1046,-3,3,-3,3,-3,0,2
1047,-3,-1,4,-3,-1,4,3
1048,0,0,0,0,0,0,0
1049,0,0,0,4,-3,-1,1
1050,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0
1052,0,0,0,0,0,4,0
1053,0,0,0,4,-3,-1,1
1054,0,0,0,0,0,0,0
1055,0,0,0,0,0,4,0
1056,-3,-1,0,4,-3,-1,1
1057,0,0,4,-2,1,1,3
1058,0,0,0,0,0,0,0
1059,-1,-2,-1,0,0,0,0
1060,-3,-1,4,-3,0,-1,3
1061,0,4,-3,3,-3,3,2
1062,0,0,4,-3,-1,0,3
1063,0,0,0,0,0,0,0
1064,0,0,0,0,0,0,0
1065,2,-2,3,-3,-1,0,3
1066,-1,-2,0,3,-3,3,1
1068,0,0,0,0,0,0,0
1069,0,-2,3,-3,3,-3,3
1070,0,0,0,0,0,0,0
1071,0,0,0,4,-3,3,1
1072,0,2,0,-3,1,0,0
1073,1,0,-1,0,1,-1,0
1074,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0
1076,4,-1,0,-2,1,0,5
1077,0,0,0,0,0,0,0
1078,0,0,0,0,0,0,0
1079,-3,-1,0,0,0,0,0
1080,0,0,0,0,0,0,0
1081,0,0,0,0,0,0,0
1082,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0
1084,-1,-2,3,-2,1,-2,3
1085,4,-3,-1,4,-3,3,1
1086,0,0,4,-3,-1,0,3
1087,-2,-1,4,-3,3,-3,3
1088,0,2,-1,-2,1,1,0
1089,0,0,0,0,0,0,0
1090,0,4,-3,-1,0,4,2
1091,-2,2,-3,2,-2,-1,2
1092,2,0,0,-1,0,1,0
1094,-1,0,4,-3,-1,4,3
1095,0,4,0,-3,0,3,2
1096,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0
1098,-2,0,1,-1,0,-1,0
1099,-3,-1,0,0,0,0,0
1100,0,0,0,0,0,0,0
1101,0,4,-3,-1,0,0,2
1102,0,0,0,0,0,0,0
1103,0,2,0,-2,0,-1,0
1104,-2,2,-1,1,-2,3,2
1105,3,-2,1,0,-1,-1,5
1106,0,0,0,0,0,0,0
1107,4,-1,-1,0,1,1,5
1108,-1,0,1,-1,0,1,0
1109,0,0,0,0,0,0,0
1110,2,-3,-1,4,-3,-1,1
1111,-1,4,-3,3,-3,3,2
1112,0,0,0,0,0,0,0
1113,-2,-1,0,0,0,0,0
1114,0,0,0,0,0,0,0
1115,4,-3,-1,0,4,-3,5
1116,0,0,0,0,0,0,0
1117,-1,3,0,-3,1,1,4
1118,4,-3,-1,0,0,0,5
1119,-1,4,-2,-1,3,-2,4
1120,0,0,0,0,0,0,0
1122,0,0,0,4,-3,-1,1
1123,-3,-1,0,0,0,0,0
1124,0,-1,-1,-1,2,0,4
1125,0,0,0,0,0,0,0
1126,0,-1,-1,4,-3,-1,1
1127,-3,3,0,-1,-2,0,2
1128,-1,-1,0,0,0,0,0
1129,-1,4,-1,-1,-1,2,2
1130,0,-2,3,0,-3,-1,3
1131,-1,4,-3,3,-3,3,2
1132,0,0,0,0,0,0,0
1133,-1,3,-3,-1,0,4,2
1134,0,0,0,0,0,0,0
1135,-1,0,0,0,0,0,0
1136,-1,0,-1,1,0,-2,0
1137,-1,0,4,-3,3,-1,3
1138,2,-3,0,-1,0,4,5
1139,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0
1141,0,3,-1,-2,0,-1,2
1142,-1,-2,-1,4,-3,-1,1
1143,0,0,0,0,0,0,0
1144,3,-3,0,3,-3,0,1
1145,0,0,0,0,0,0,0
1146,0,0,0,0,0,0,0
1147,0,0,1,-1,0,1,0
1148,0,0,0,0,0,0,0
1149,0,0,0,0,0,0,0
1150,2,-1,-1,2,-2,0,1
1151,0,3,-3,-1,0,0,2
1152,-1,1,-2,3,-3,0,1
1153,4,-3,-1,0,0,0,5
1154,0,0,0,0,0,0,0
1155,-1,4,-3,-1,0,0,2
1156,0,0,0,0,0,0,0
1157,-2,0,1,-2,3,-3,4
1158,0,0,0,0,0,0,0
1159,4,-3,-1,0,0,0,5
1160,0,0,0,0,0,0,0
1161,-3,3,-2,0,-1,3,2
1162,0,0,0,0,0,0,0
1163,4,-2,-1,-1,0,4,5
1164,-1,0,0,0,0,0,0
1165,-1,-1,0,4,-1,-2,1
1166,0,0,0,0,4,-3,4
1167,-3,-1,0,0,0,0,0
1168,0,0,0,0,0,4,0
1169,0,0,0,0,0,0,0
1170,0,0,0,0,0,0,0
1172,4,-1,1,-3,3,0,5
1173,0,-2,1,-2,0,-1,0
1174,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0
1176,-2,3,0,-3,2,-1,4
1177,-3,-1,0,0,0,0,0
1178,-3,0,3,-3,3,-3,3
1179,-1,-1,4,-2,-1,-1,3
1180,0,0,0,0,0,0,0
1181,4,-3,-1,0,4,0,5
1182,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0
1187,4,-3,3,-3,3,-3,5
1188,0,0,0,0,0,0,0
1189,0,0,0,4,-3,3,1
1190,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0
1192,0,4,-2,0,-1,-1,2
1193,0,0,0,0,0,0,0
1194,3,-3,-1,0,4,-3,5
1195,0,0,0,0,0,0,0
1196,0,4,-3,-1,0,0,2
1197,-3,3,-2,1,0,-1,2
1198,0,0,0,0,0,0,0
1199,0,0,0,4,-3,-1,1
1200,4,-3,-1,0,0,4,5
1201,0,0,4,-3,-1,0,3
1202,0,0,0,0,0,0,0
1203,2,-3,2,-2,0,3,5
1204,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0
1206,0,0,0,0,0,4,0
1207,0,0,4,0,-3,3,3
1209,-1,0,4,-3,-1,0,3
1210,0,0,0,0,0,0,0
1211,-1,-2,3,-2,1,-1,3
1212,3,-3,3,-1,-1,1,5
1213,0,0,0,0,0,0,0
1214,0,0,0,0,0,4,0
1215,0,0,4,-3,-1,0,3
1216,0,0,0,0,0,0,0
1217,0,0,0,0,0,4,0
1218,0,0,0,4,-3,-1,1
1219,-1,-2,2,-1,1,-1,3
1220,0,0,0,0,0,0,0
1221,0,4,-3,-1,0,4,2
1222,-2,0,0,-1,-1,0,0
1223,0,0,0,0,0,0,0
1224,-3,-1,0,0,0,0,0
1225,0,0,0,0,0,0,0
1226,0,-2,-1,0,4,-3,4
1227,0,0,0,0,4,-3,4
1228,0,4,-3,-1,0,0,2
1229,0,4,-1,-1,-1,3,2
1230,-3,-1,0,0,0,0,0
1231,0,0,0,0,0,0,0
1232,0,0,0,0,4,0,4
1233,0,0,0,0,0,0,0
1234,4,-3,-1,0,0,0,5
1235,4,-3,-1,4,-1,-2,1
1236,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,0
1238,-1,3,-2,0,0,2,2
1239,0,0,0,0,0,0,0
1240,-2,-1,0,4,0,-1,1
1241,0,0,0,0,0,0,0
1242,3,-3,2,-2,0,-1,5
1243,0,0,0,0,0,0,0
1244,0,0,0,0,0,0,0
1245,-1,2,-2,0,-1,3,2
1246,0,0,-1,3,-3,3,1
1247,-3,3,-3,-1,4,-1,4
1248,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0
1251,0,0,0,0,0,0,0
1252,0,0,0,0,0,0,0
1253,0,0,0,0,0,0,0
1254,-1,-1,0,4,-1,-2,1
1255,2,-1,-2,3,-3,3,1
1256,0,0,0,0,0,0,0
1257,0,4,-3,-1,4,-3,4
1258,0,0,0,4,-3,-1,1
1259,4,-3,-1,4,0,-3,5
1260,0,0,0,0,0,0,0
1261,0,0,0,0,0,0,0
1263,-1,-2,3,-3,0,-1,3
1264,2,-2,0,1,-1,1,5
1265,0,0,0,0,0,0,0
1266,1,-2,2,0,-1,-1,0
1267,0,0,0,0,0,0,0
1268,0,0,0,0,4,-3,4
1269,0,0,4,-2,-1,-1,3
1270,0,0,0,0,0,0,0
1271,2,-2,2,-3,1,-1,5
1272,-1,0,0,0,0,0,0
1273,0,0,0,0,0,0,0
1274,4,-3,-1,4,-3,0,1
1275,0,0,0,4,-3,-1,1
1276,0,0,0,0,0,0,0
1277,-1,1,-2,3,-3,3,1
1278,0,0,0,0,0,0,0
1279,3,0,-2,0,2,-2,5
1280,0,0,0,0,0,0,0
1281,0,0,0,0,0,0,0
1282,-1,0,-1,0,4,-3,4
1283,0,0,0,0,4,0,4
1284,-3,-1,0,4,-3,-1,1
1285,-1,1,-2,3,-1,-2,1
1286,0,0,0,0,0,0,0
1287,0,0,0,0,0,4,0
1288,0,4,-3,-1,0,0,2
1289,-1,-1,1,0,1,-2,0
1290,0,0,0,4,-1,-2,1
1291,-2,3,-1,0,0,-1,2
1292,-2,-1,3,-2,1,-2,3
1293,0,0,0,0,0,0,0
1294,0,0,0,0,0,0,0
1295,-1,0,0,0,0,0,0
1296,0,4,-3,-1,4,-3,4
1297,0,0,0,0,0,4,0
1298,0,0,0,0,0,0,0
1299,0,0,0,0,0,0,0
1300,0,0,0,0,0,0,0
1301,-2,1,1,-3,3,-2,4
1302,-1,3,-1,-1,-1,3,2
1303,0,0,0,0,0,0,0
1304,0,0,0,0,0,0,0
1305,4,-3,-1,0,0,0,5
1306,0,0,0,0,0,0,0
1307,0,-1,3,-3,3,0,3
1308,-3,-1,0,0,0,0,0
1309,0,0,0,0,0,0,0
1310,-2,3,-3,1,1,-1,2
1311,-2,-1,-1,0,0,4,0
1312,-2,-1,-1,4,-3,-1,1
1313,2,-2,-1,4,-3,-1,1
1314,0,0,0,0,0,0,0
1315,3,0,-3,-1,4,-3,4
1316,0,0,4,-3,0,-1,3
1317,1,-1,1,-2,0,3,0
1318,0,0,0,0,0,0,0
1319,0,0,0,4,-3,-1,1
1320,0,0,0,0,0,0,0
1321,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,0
1323,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0
1325,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0
1327,4,-1,-2,-1,4,-3,5
1328,-1,0,0,0,0,0,0
1329,0,-1,0,4,-1,0,1
1331,0,0,0,0,0,0,0
1332,-3,3,-3,2,0,-2,2
1333,0,0,0,0,0,0,0
1334,3,-2,-1,3,-3,1,1
1335,4,-3,-1,0,0,0,5
1336,4,-1,-2,3,-1,0,1
1337,0,0,0,0,0,0,0
1338,0,0,0,0,0,0,0
1339,0,0,0,0,0,0,0
1340,0,0,0,4,-2,2,1
1341,3,-3,3,-2,0,1,5
1342,3,-3,0,-1,0,0,5
1343,-3,3,0,-3,0,3,2
1344,0,0,0,0,0,0,0
1345,0,4,-3,-1,4,-2,4
1346,4,-3,-1,0,0,4,5
1347,0,0,0,0,0,0,0
1348,3,-3,-1,0,0,0,5
1349,2,-3,2,0,-2,3,5
1350,0,0,0,0,0,0,0
1351,0,0,0,0,0,0,0
1352,0,0,0,0,0,0,0
1353,0,0,0,0,0,4,0
1354,4,0,-3,-1,4,-3,5
1355,-1,4,-1,-2,3,-2,4
1356,-3,-1,0,0,4,-3,4
1357,0,0,4,-3,0,-1,3
1358,0,0,0,0,0,4,0
1359,0,0,0,0,0,0,0
1360,0,0,0,0,0,0,0
1361,0,0,0,0,0,0,0
1362,0,0,0,0,0,0,0
1363,0,0,0,0,0,4,0
1364,4,-1,-1,-1,3,-3,5
1365,-1,-2,-1,4,-3,3,1
1366,-3,0,-1,4,-3,1,1
1367,0,4,-2,1,-2,3,2
1368,0,0,0,0,0,0,0
1369,0,0,0,0,0,0,0
1370,0,0,0,0,0,4,0
1371,0,0,0,0,0,0,0
1372,0,0,0,0,4,-3,4
1373,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0
1375,-3,1,-1,3,-3,0,1
1376,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,0
1378,-1,0,1,-2,2,1,4
1380,-1,0,0,0,0,0,0
1381,-1,0,1,-2,0,3,0
1382,-2,1,-1,0,1,-2,0
1383,0,0,0,0,0,0,0
1384,0,0,0,0,4,-2,4
1385,-3,3,-2,-1,-1,4,2
1386,0,0,0,0,0,0,0
1387,0,0,0,0,0,0,0
1388,-1,0,0,0,0,0,0
1389,0,0,0,0,0,0,0
1390,0,0,0,0,0,0,0
1391,-2,3,-2,1,-1,1,2
1392,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,0
1394,0,-3,3,-2,-1,1,3
1395,-1,-2,-1,0,0,0,0
1396,-3,3,-3,-1,0,0,2
1397,0,0,0,0,0,0,0
1398,0,0,0,0,0,0,0
1399,0,0,0,0,0,0,0
1400,0,0,0,0,0,0,0
1401,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0
1403,-2,2,-1,-1,3,-3,4
1404,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0
1406,4,-3,-1,0,4,-3,5
1407,0,-3,0,-1,4,0,4
1408,-2,-1,3,-1,-2,3,3
1409,4,-2,-1,3,-3,2,1
1410,0,0,0,0,0,0,0
1411,1,0,-1,1,-2,3,0
1412,0,0,0,0,0,0,0
1413,0,0,0,0,0,0,0
1414,0,0,4,-3,-1,0,3
1415,-1,4,-3,-1,0,0,2
1416,0,0,0,0,0,0,0
1417,-1,-1,3,-2,0,0,3
1418,-1,0,0,0,0,4,0
1419,-2,-1,-1,0,4,-1,4
1420,3,-3,0,3,0,-3,5
1421,3,-3,-1,0,0,0,5
1422,0,0,0,0,0,0,0
1423,0,0,0,0,0,0,0
1424,0,4,-3,-1,4,-2,4
1425,-3,-1,0,0,0,4,0
1426,-2,-1,3,-2,0,1,3
1427,0,0,0,0,0,0,0
1428,0,0,0,0,0,0,0
1429,0,4,-3,-1,0,0,2
1430,1,-2,3,-3,0,0,3
1431,4,-3,-1,4,-3,3,1
1432,0,0,0,0,0,0,0
1433,1,2,-2,-1,-1,0,2
1434,-3,-1,0,4,-3,-1,1
1435,0,0,0,0,0,0,0
1436,0,0,0,4,-2,0,1
1437,0,0,0,0,0,0,0
1438,3,-1,-1,1,-1,-1,5
1439,0,0,0,4,-3,-1,1
1440,0,-3,-1,4,0,-3,1
1441,-2,3,-2,0,-1,3,2
1442,0,4,-2,-1,-1,0,2
1443,1,-1,0,0,1,-1,0
1444,0,0,0,0,0,0,0
1445,4,-3,-1,4,-3,-1,1
1446,0,0,0,0,0,0,0
1447,-1,4,-3,-1,0,4,2
1448,0,0,0,0,0,0,0
1449,-3,3,-3,3,-3,3,2
1450,-1,0,1,-3,-1,4,3
1451,0,0,0,0,0,0,0
1452,0,-3,-1,4,-3,3,1
1453,4,-3,0,-1,0,0,5
1454,0,3,-3,-1,4,-3,4
1455,2,-3,1,2,-1,-2,5
1456,0,0,0,0,0,0,0
1457,4,-3,-1,0,0,4,5
1458,-1,0,1,-3,0,3,3
1459,-1,0,0,0,0,1,0
1460,0,-3,3,-2,0,-1,3
1461,-1,2,-2,1,-1,1,2
1462,0,0,0,0,0,4,0
1463,0,0,0,0,0,0,0
1464,-1,0,0,4,-3,-1,1
1465,-3,3,-3,3,-3,3,2
1466,0,0,0,0,0,0,0
1467,0,4,-3,-1,0,0,2
1468,0,0,0,0,0,0,0
1469,0,0,0,0,0,0,0
1470,-1,-1,1,0,0,-2,0
1471,4,0,-3,3,-3,-1,1
1472,0,0,0,0,0,0,0
1473,0,0,0,0,0,0,0
1474,0,0,0,0,0,0,0
1475,0,0,0,0,0,0,0
1476,-2,0,1,0,-2,2,0
1477,0,0,0,0,0,0,0
1478,-3,3,-1,0,-2,0,2
1479,0,0,0,0,0,0,0
1480,-1,-1,0,0,0,4,0
1481,0,0,0,0,0,0,0
1482,3,-3,3,-3,-1,0,5
1483,0,0,0,0,0,0,0
1484,-3,-1,0,0,0,0,0
1485,0,0,0,0,0,0,0
1486,1,0,-1,-1,-1,0,0
1487,0,0,0,0,0,0,0
1488,0,0,0,0,0,0,0
1489,0,0,0,0,0,0,0
1490,0,0,0,0,0,0,0
1491,0,-1,3,-1,-2,-1,3
1492,-3,-1,4,0,-3,3,3
1493,0,0,0,0,0,0,0
1494,4,-2,0,-1,3,-2,5
1495,0,0,0,0,0,0,0
1496,0,0,0,0,0,0,0
1497,0,0,0,0,0,0,0
1498,3,-3,3,-3,0,3,5
1499,0,0,0,0,0,0,0
1500,0,0,0,0,0,0,0
1501,1,-1,0,3,-2,1,1
1502,-1,-1,-1,-1,0,4,0
1503,0,0,0,0,0,0,0
1504,0,0,0,0,0,0,0
1505,-1,0,-1,3,-3,3,1
1506,0,0,0,0,0,0,0
1507,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0
1509,0,-1,3,-2,-1,-1,3
1510,0,0,0,0,0,0,0
1511,-3,-1,0,0,0,0,0
1512,-2,-1,4,-3,3,-1,3
1513,1,-2,3,-1,-1,1,3
1514,0,0,0,0,0,0,0
1515,0,0,0,0,0,0,0
1516,-3,-1,0,0,0,0,0
1517,-1,-2,1,1,0,-1,0
1518,-1,0,3,-3,-1,0,3
1519,4,-1,1,-3,2,-2,5
1520,0,0,0,0,0,0,0
1521,4,-3,3,-3,-1,0,5
1522,0,0,0,0,0,0,0
1523,-2,3,-1,1,-3,3,2
1524,-1,4,-3,2,0,0,2
1525,0,0,0,0,0,0,0
1526,0,4,-3,3,-3,3,2
1527,0,0,0,0,0,0,0
1528,0,0,0,0,0,0,0
1529,0,0,0,0,0,0,0
1530,-3,-1,0,4,0,-3,1
1531,0,0,0,0,0,0,0
1532,0,0,4,-3,-1,0,3
1533,-2,3,-1,0,-2,3,2
1534,0,0,0,4,-3,-1,1
1535,-3,-1,0,0,0,0,0
1536,-2,3,-2,2,-2,-1,2
1537,0,0,4,-3,-1,0,3
1538,2,1,-2,-1,3,0,4
1539,0,0,0,0,0,0,0
1540,0,0,0,0,0,0,0
1541,0,0,0,0,0,0,0
1542,0,0,4,-3,-1,4,3
1543,0,0,0,0,0,0,0
1544,0,0,0,0,0,0,0
1545,-3,3,-3,3,-2,-1,2
1546,0,0,0,0,4,-3,4
1547,0,0,0,0,0,0,0
1548,0,-1,-1,4,-2,-1,1
1549,0,0,0,0,0,0,0
1550,2,0,0,-1,0,1,0
1551,0,0,0,0,0,0,0
1552,0,0,0,0,0,0,0
1553,0,0,0,0,0,0,0
