CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,가전_레저취미_멀티샵_중가_clust_id
750,-1,0,4,0,-2,0,0
751,0,0,0,0,0,0,4
752,1,2,-1,-2,2,0,5
753,0,0,0,0,0,0,4
754,-1,1,-3,3,-3,3,3
755,-1,0,1,0,0,-1,4
756,4,-1,-2,3,-3,3,3
757,0,-2,1,-1,1,-1,4
758,-2,-1,3,-3,1,2,0
759,-1,0,0,0,0,0,4
760,0,0,0,0,0,0,4
761,4,-1,-2,-1,0,0,1
762,0,4,-3,-1,0,0,2
763,-3,1,2,-1,0,-2,0
764,-2,-1,3,-1,-2,3,0
765,2,0,-2,-1,4,-3,5
766,0,4,-2,2,-3,3,2
767,0,3,-3,3,-3,3,2
768,0,4,-3,3,-3,-1,2
769,0,-1,4,-3,0,3,0
770,1,-1,-1,3,-1,-2,3
771,4,-3,-1,4,-3,0,3
772,1,1,0,-1,2,-2,5
773,0,2,-3,1,-1,-1,2
774,0,1,-1,0,2,-3,5
775,-2,-1,3,-3,-1,4,0
776,0,0,0,0,0,0,4
777,1,2,-3,2,-2,-1,2
778,-3,3,-3,3,-1,-2,2
779,3,-3,0,3,-3,3,3
780,0,-1,0,2,-2,1,3
781,-1,1,-1,1,-2,3,4
782,0,0,0,0,0,4,4
783,-3,2,0,-2,3,-3,5
784,0,-2,3,0,-3,3,0
785,-1,-1,0,4,-1,-2,3
786,3,-1,-2,3,0,-3,3
787,-1,3,-3,3,-3,1,2
788,-1,-2,-1,4,-1,-2,3
789,0,-3,-1,4,-1,-1,3
790,0,0,4,-3,-1,0,0
791,-1,3,-2,1,-1,1,2
792,-1,4,-1,-1,0,0,2
793,0,0,0,0,0,0,4
794,2,-3,2,1,-3,3,3
795,3,-3,3,-2,0,2,1
796,-2,3,-3,3,-3,1,2
797,1,0,-1,-1,3,-2,5
798,0,0,0,0,0,0,4
799,-3,-1,0,0,4,-3,5
800,-2,-1,3,-2,0,-1,0
801,1,-1,1,0,0,-2,4
802,-2,-1,0,4,-1,-2,3
803,3,0,-3,-1,0,4,1
804,0,0,0,0,0,0,4
805,-3,-1,0,0,0,0,4
806,3,-3,-1,4,-3,3,3
807,3,-1,-2,3,-3,3,3
808,1,-1,-1,3,-1,-1,3
809,-3,2,0,0,-1,-1,2
810,-3,0,3,-2,1,0,0
811,-1,0,4,0,-3,3,0
812,0,3,-1,-1,-1,2,2
813,0,0,4,-3,-1,0,0
814,3,-3,0,3,-2,1,3
815,1,2,-3,-1,4,-3,5
816,-1,-2,3,-3,3,-2,0
817,3,-3,3,-3,1,1,1
818,3,-3,3,-2,-1,2,1
819,1,-1,3,-1,1,-3,0
820,-1,0,0,4,0,-3,3
821,0,0,0,0,0,0,4
822,-3,-1,0,0,4,0,5
823,-3,3,-3,2,0,-2,2
824,-2,-1,4,-2,2,-2,0
825,-3,0,3,-3,0,-1,0
826,0,0,0,0,0,0,4
827,-2,-1,-1,0,4,-3,5
828,-1,-1,0,0,4,-3,5
829,0,4,-2,-1,3,-1,5
830,0,-3,-1,4,-2,1,3
831,0,0,0,4,-3,-1,3
832,-3,3,-2,2,-3,3,2
833,0,2,-3,1,1,0,2
834,4,-3,-1,0,0,0,1
835,-3,-1,4,-3,-1,0,0
836,0,0,0,0,0,0,4
837,-1,-2,-1,4,-3,3,3
838,-1,-1,-1,3,-2,-1,3
839,-1,0,0,0,0,0,4
840,-1,0,0,0,4,-3,5
841,-3,3,-3,3,-3,3,2
842,-1,0,-1,4,-3,-1,3
843,0,0,0,0,0,0,4
844,-3,3,-3,-1,4,-3,5
845,-1,-1,3,-2,1,-2,0
846,2,-1,1,-2,3,0,1
847,3,-1,0,-2,2,0,1
848,-1,0,-1,3,0,-2,3
849,0,-1,4,-3,-1,0,0
850,1,-2,3,-2,1,-2,0
851,-3,-1,0,0,0,0,4
852,4,-3,3,-3,3,-2,1
853,-1,0,0,0,0,0,4
854,0,3,-1,-1,2,-2,5
855,0,0,0,0,0,0,4
856,3,-3,-1,0,4,-3,1
857,-3,3,-2,2,-3,2,2
858,0,0,0,0,1,-1,4
859,2,-3,2,0,-2,0,1
860,0,0,0,0,0,0,4
861,1,2,-2,1,1,-3,2
862,-3,3,-1,-2,-1,0,2
863,-3,0,3,-2,1,-2,0
864,0,4,-2,0,-1,-1,2
865,0,0,-2,3,-2,1,3
866,3,-3,-1,0,0,0,1
867,3,-3,-1,4,-2,0,3
868,-1,0,0,4,-3,-1,3
869,1,-2,0,-1,4,-3,5
870,0,-1,-1,1,-2,3,3
871,0,0,0,0,4,-3,5
872,-3,-1,0,0,0,0,4
873,3,0,-2,1,-1,-1,3
874,-2,1,-2,3,-3,3,3
875,0,-2,1,-2,3,-3,5
876,-1,-2,-1,0,0,0,4
877,-3,-1,0,4,-3,-1,3
878,-1,-1,0,1,-2,2,4
879,-1,-2,3,0,-2,-1,0
880,4,-1,-2,-1,0,0,1
881,0,4,-3,3,-3,-1,2
882,-3,2,-2,3,-3,-1,2
883,0,-2,2,0,-2,0,4
884,-3,-1,0,4,0,-3,3
885,-3,3,-3,1,1,-2,2
886,-1,-1,3,-2,-1,1,0
887,-3,1,1,-2,2,-1,5
888,3,-3,-1,4,-3,3,3
889,0,0,0,4,-3,3,3
890,-1,0,4,0,-1,0,0
891,-1,0,4,-2,-1,3,0
892,0,0,0,0,0,0,4
893,0,4,-3,3,-3,3,2
894,-2,-1,-1,4,-3,3,3
895,0,3,-2,1,-2,0,2
896,0,0,0,0,0,0,4
897,-2,1,0,-2,3,-3,5
898,4,-3,-1,0,4,-1,1
899,-1,0,0,-2,-1,0,4
900,0,4,0,-3,-1,0,2
901,0,0,0,0,0,0,4
902,0,0,0,0,0,0,4
903,0,0,-1,1,-1,-1,4
904,1,-1,3,-3,3,-3,0
906,4,-3,0,3,-2,0,3
907,-3,2,-1,1,0,-2,2
908,-1,0,0,0,0,0,4
909,0,3,-3,3,-3,3,2
910,0,0,0,0,0,0,4
911,0,0,1,0,-2,1,4
912,1,0,-1,0,1,-2,4
913,1,-3,2,-1,1,-2,1
914,3,0,-3,1,1,-2,4
915,4,-3,3,-3,3,0,1
916,-1,-1,3,-3,1,0,0
917,0,0,0,0,0,0,4
918,0,0,-2,3,-1,-2,3
919,-3,-1,0,4,0,-3,3
920,-3,-1,0,4,-1,-2,3
921,0,3,-3,-1,4,-3,5
922,-1,0,0,4,-3,0,3
923,-1,0,1,-1,-1,3,4
924,1,-1,2,-2,0,2,0
925,-2,-1,-1,4,-2,-1,3
926,0,0,0,0,4,-3,5
927,4,-2,-1,3,-1,0,3
928,-3,3,-2,-1,3,-3,5
929,0,0,-1,1,-1,0,4
930,3,-3,3,-3,3,-3,1
931,-2,3,0,-3,3,-2,5
932,4,-3,-1,0,0,0,1
933,0,4,-3,-1,0,0,2
934,0,3,-1,-2,0,0,2
935,2,0,1,-2,0,1,1
936,-2,3,-3,3,-2,0,2
937,3,-3,0,3,-3,3,3
938,0,0,0,0,0,0,4
939,3,-3,-1,4,0,-3,3
940,0,-1,0,0,0,0,4
941,4,-1,-1,1,-2,2,1
942,0,0,0,0,4,-3,5
943,-1,-1,-1,3,-2,0,3
944,-2,2,0,-1,1,-2,5
945,-1,4,-3,-1,0,0,2
946,-2,3,-3,3,-1,-2,2
947,3,-3,3,-3,3,-3,1
948,-3,3,-3,-1,0,0,2
949,-3,0,0,3,-3,-1,3
950,-1,4,-3,-1,0,0,2
951,-3,0,-1,0,4,-3,5
952,0,2,-2,0,-1,1,2
953,3,-3,3,-3,0,3,1
954,0,-2,3,-3,3,-3,0
955,4,0,-3,3,0,-3,3
956,0,-1,0,0,4,-3,5
957,-3,3,-3,3,-3,1,2
958,-1,-1,4,0,-1,-2,0
959,1,-1,1,-1,3,-3,5
960,0,-1,4,-3,-1,0,0
961,-2,-1,-1,0,0,0,4
962,2,-3,3,-3,3,-3,1
963,3,-3,3,-1,-2,0,1
964,-1,-1,0,0,0,0,4
965,0,-3,1,-1,3,-3,1
966,0,-1,-2,1,0,-1,4
967,0,0,0,0,0,0,4
968,0,0,0,0,4,-1,5
969,-2,0,-1,3,-1,-1,3
970,0,0,0,0,0,0,4
971,-3,3,-3,-1,4,-3,5
972,0,0,1,0,-1,0,4
973,2,-2,3,-3,3,0,1
974,-2,1,-1,0,0,2,4
975,-1,4,0,-2,-1,3,2
976,0,0,0,0,0,0,4
977,-3,3,-3,3,0,-3,2
978,1,-1,0,2,0,-3,4
979,0,0,0,0,0,0,4
980,-3,-1,4,-3,3,-1,0
981,-1,3,-3,-1,4,-3,5
982,0,4,-3,3,-3,2,2
983,0,4,-3,3,-2,0,2
984,-1,1,-1,-1,4,-3,5
986,2,0,0,-1,2,-3,1
987,0,0,0,0,0,0,4
988,-3,3,-3,3,-3,-1,2
989,-1,0,0,0,0,0,4
990,-2,1,2,-3,3,-1,5
991,0,3,-2,2,-2,0,2
992,2,-1,1,-2,3,-3,1
993,1,-1,1,1,-2,0,4
994,-2,2,-3,2,0,-1,2
995,-3,-1,0,0,4,-3,5
996,0,0,0,4,-3,3,3
997,3,-3,-1,4,-3,1,3
998,-2,0,0,1,-2,-1,4
999,3,-2,0,1,1,-2,1
1000,0,0,0,0,0,4,4
1001,-1,-1,-1,3,0,-2,3
1002,-2,1,-2,2,1,-3,2
1003,0,0,0,0,0,0,4
1004,3,-3,2,-1,0,2,1
1005,-3,3,-3,3,-1,-2,2
1006,2,-2,0,0,2,-2,1
1007,-3,3,-1,-2,-1,4,2
1008,1,0,-1,0,-1,3,4
1009,-1,0,0,0,0,4,4
1010,4,-3,3,-3,3,-2,1
1011,-1,4,-2,1,-2,0,2
1012,0,0,0,0,0,0,4
1013,0,1,-3,3,-3,-1,3
1014,3,0,-2,-1,0,3,1
1015,-1,0,1,1,-2,-1,4
1016,3,-3,-1,0,4,-3,1
1017,-1,-1,0,1,-2,3,4
1018,-3,2,-2,2,1,-2,2
1019,-2,1,0,-1,-1,3,4
1020,0,-2,3,-1,-1,1,0
1021,0,0,0,0,0,0,4
1022,-3,-1,4,0,-3,3,0
1023,0,4,-3,-1,4,-2,5
1024,-2,-1,3,-1,-2,2,0
1025,3,-3,3,0,-3,3,1
1026,-2,0,0,1,-2,0,4
1027,-2,2,-1,-2,3,-3,5
1028,2,-3,1,2,-3,3,3
1029,-1,-2,3,-3,3,-3,0
1030,1,-2,0,-1,0,4,1
1031,0,0,0,0,0,0,4
1032,-1,1,-1,1,-1,2,4
1033,1,0,0,-1,1,-1,4
1034,0,0,0,0,0,0,4
1035,0,0,0,4,-1,-2,3
1036,-1,1,-1,1,-1,1,4
1037,4,-3,-1,0,0,0,1
1038,0,0,4,0,-3,3,0
1039,2,-3,2,1,-3,3,3
1040,4,-2,-1,3,-1,-1,3
1041,0,0,0,0,0,0,4
1042,-2,-1,3,-3,0,-1,0
1043,0,0,4,0,-3,-1,0
1044,-1,-2,2,-2,2,1,0
1045,-1,3,0,-3,0,3,4
1046,0,0,-1,0,1,-2,4
1047,-3,3,-3,3,-2,1,2
1048,-3,3,0,-3,-1,0,2
1049,-1,-1,0,4,-3,-1,3
1050,0,0,0,0,0,0,4
1051,1,-2,-1,4,-1,0,3
1052,-1,3,-3,1,-1,3,2
1053,1,-2,2,0,0,-1,1
1054,-1,0,0,0,0,0,4
1055,3,-3,3,-3,2,-2,1
1056,-1,0,-1,4,-1,1,3
1057,-1,-2,3,0,-1,-2,0
1058,-2,-1,-1,0,0,0,4
1059,-3,-1,0,0,4,-2,5
1060,4,-1,-2,3,-3,2,3
1061,-1,-2,-1,0,0,0,4
1062,-2,1,-2,3,-2,1,2
1063,0,0,0,0,0,0,4
1064,-2,3,-3,-1,0,0,2
1065,-3,3,-3,3,-3,1,2
1066,-2,1,-2,3,-3,3,3
1068,-2,-1,-1,0,0,0,4
1069,-3,2,-1,1,-2,3,2
1070,0,0,0,0,0,0,4
1071,-3,3,-3,-1,4,-3,5
1072,-2,0,-1,-1,0,4,4
1073,-1,-1,-1,0,0,0,4
1074,0,0,0,0,0,0,4
1075,0,0,0,0,0,0,4
1076,1,-3,3,-1,-1,0,0
1077,-2,0,-1,3,-3,3,3
1078,0,0,0,4,-3,-1,3
1079,-2,0,-1,3,-2,-1,3
1080,0,0,0,0,0,0,4
1081,0,-1,0,0,0,0,4
1082,0,0,0,0,0,0,4
1083,0,0,0,4,-3,-1,3
1084,2,-3,3,-2,0,1,1
1085,1,-1,-1,-1,4,-1,5
1086,-3,-1,0,4,-3,-1,3
1087,3,0,-3,-1,4,-3,5
1088,3,0,-3,3,0,-3,3
1089,0,4,-3,-1,0,0,2
1090,-2,0,-1,4,-2,0,3
1091,1,-1,-1,1,0,-2,4
1092,-1,4,-2,-1,3,-3,5
1094,0,-2,2,-1,1,-2,0
1095,-2,3,-1,-2,2,-2,5
1096,3,-3,-1,0,4,-3,1
1097,0,0,0,0,4,-3,5
1098,-1,2,-2,3,-2,-1,2
1099,-3,3,-2,2,-3,0,2
1100,0,0,0,4,-1,0,3
1101,4,-1,-2,-1,4,-1,1
1102,0,0,0,0,0,0,4
1103,3,-2,1,0,-1,1,1
1104,0,3,-2,2,-3,1,2
1105,-2,0,2,-3,3,-1,0
1106,0,0,0,0,4,-3,5
1107,0,-1,-1,-1,3,-1,5
1108,0,4,-3,-1,4,-2,5
1109,0,0,0,0,0,0,4
1110,0,0,0,0,4,-2,5
1111,-1,4,-3,3,-3,2,2
1112,0,0,0,0,0,0,4
1113,4,-3,-1,0,0,4,1
1114,-2,3,0,-1,-1,-1,2
1115,1,-1,3,-1,-1,-1,0
1116,-3,-1,0,4,-3,-1,3
1117,3,-3,1,2,-3,3,3
1118,2,-3,3,-1,-1,-1,1
1119,-1,-2,-1,4,-3,0,3
1120,0,0,0,4,-3,3,3
1122,3,-3,-1,4,-3,3,3
1123,3,-3,-1,0,0,0,1
1124,-2,0,1,-1,2,-2,5
1125,4,-2,-1,3,-2,-1,3
1126,-2,-1,3,-1,0,-2,0
1127,-2,-1,4,-2,-1,-1,0
1128,3,-3,2,1,-2,0,1
1129,1,-2,3,-2,0,2,0
1130,-3,3,-3,3,-3,0,2
1131,-1,0,0,0,4,-3,5
1132,0,4,-3,-1,0,0,2
1133,-1,0,4,-2,2,-2,0
1134,4,-1,-2,3,-1,0,3
1135,4,-3,0,-1,4,0,1
1136,-1,4,-3,3,-3,-1,2
1137,0,-2,-1,4,-3,0,3
1138,-3,3,-3,3,-2,1,2
1139,3,0,-3,3,-2,-1,3
1140,-1,4,0,-2,-1,3,2
1141,3,-3,-1,0,0,0,1
1142,-1,-2,1,-1,3,-1,5
1143,0,0,0,4,-3,-1,3
1144,4,-3,-1,0,0,4,1
1145,0,0,0,0,0,0,4
1146,-1,-2,3,-3,3,-2,0
1147,-3,3,-2,-1,3,-1,5
1148,-3,3,-2,0,-1,0,2
1149,-1,-2,-1,0,0,0,4
1150,-1,1,0,-2,3,-3,5
1151,-1,4,-3,3,-2,0,2
1152,3,0,-3,0,3,-3,5
1153,-3,3,-3,3,-3,3,2
1154,0,4,-2,2,-3,-1,2
1155,2,1,-3,0,3,-1,5
1156,0,0,4,-3,-1,0,0
1157,0,0,-1,3,-1,0,3
1158,-1,0,0,0,0,4,4
1159,0,0,0,0,0,0,4
1160,0,0,0,4,-3,0,3
1161,-1,4,-3,-1,0,4,2
1162,-2,3,-2,0,-1,3,2
1163,-3,2,-1,1,-1,0,2
1164,0,-2,-1,3,-1,0,3
1165,-3,3,-3,3,-3,3,2
1166,3,-2,0,1,0,-1,1
1167,-3,-1,4,0,-3,3,0
1168,0,4,-1,-2,-1,0,2
1169,0,0,0,0,0,0,4
1170,-1,0,0,0,4,-3,5
1172,-2,1,0,-2,3,-1,5
1173,-3,-1,4,0,-2,0,0
1174,0,0,0,0,0,4,4
1175,0,0,0,0,4,-3,5
1176,-3,0,0,3,-3,3,3
1177,-3,-1,0,0,0,4,4
1178,0,1,-2,-1,0,4,4
1179,3,-3,3,0,-1,-2,1
1180,-3,-1,4,-2,1,-2,0
1181,2,0,-1,0,0,2,4
1182,0,0,0,0,0,0,4
1183,0,0,0,0,0,0,4
1184,-3,3,-3,3,-1,-2,2
1185,0,4,-3,3,-3,-1,2
1186,-1,-2,-1,4,-3,3,3
1187,0,-3,0,3,-3,-1,3
1188,0,4,-3,3,-3,-1,2
1189,0,0,4,-3,1,-1,0
1190,-1,0,0,4,-3,-1,3
1191,0,0,0,0,0,0,4
1192,-1,0,1,-1,-1,3,4
1193,-3,-1,0,4,-2,-1,3
1194,0,0,-1,3,0,-3,3
1195,0,0,0,0,0,4,4
1196,-1,0,0,4,-3,3,3
1197,0,-1,-2,1,-1,3,4
1198,0,0,4,-3,3,-3,0
1199,0,-2,2,-2,1,0,0
1200,0,-1,0,0,1,-1,4
1201,2,-1,1,0,0,0,1
1202,0,0,0,0,4,-3,5
1203,3,-3,3,-3,3,-2,1
1204,0,0,0,0,0,0,4
1205,0,4,-3,3,-3,-1,2
1206,-2,2,-3,3,-1,-2,2
1207,-1,3,-1,0,-2,2,2
1209,1,0,1,0,-2,3,4
1210,-3,-1,4,0,-1,-1,0
1211,1,-2,3,-3,3,0,0
1212,-2,-1,-1,0,4,-3,5
1213,0,0,0,4,-3,-1,3
1214,3,-3,3,-1,0,-2,1
1215,0,4,-3,3,0,-2,2
1216,4,0,-3,-1,0,0,1
1217,-3,3,-3,3,-3,-1,2
1218,-1,0,0,4,-3,-1,3
1219,2,-3,2,0,0,-1,1
1220,0,0,0,0,0,0,4
1221,0,0,-2,0,-1,4,4
1222,-1,1,-1,2,-3,-1,3
1223,-1,0,0,0,0,0,4
1224,1,-2,-1,0,4,-2,5
1225,-2,2,-2,1,-2,-1,2
1226,3,-3,0,3,-2,1,3
1227,4,-3,0,-1,4,-3,1
1228,-3,-1,0,0,0,4,4
1229,-1,0,1,-1,-1,3,4
1230,-3,3,-3,-1,0,0,2
1231,0,-1,-1,-1,0,0,4
1232,-1,-2,3,-2,1,-1,0
1233,-3,3,-3,-1,4,-3,5
1234,4,-1,-1,2,-3,3,3
1235,1,0,0,0,-2,0,4
1236,0,0,0,4,-3,-1,3
1237,4,-3,3,-2,1,-2,1
1238,-2,3,-3,2,0,-2,2
1239,4,-3,-1,0,0,0,1
1240,-2,0,-1,3,0,-3,3
1241,2,1,-3,3,-1,-2,3
1242,2,0,0,0,0,0,4
1243,-3,3,-1,-2,0,-1,2
1244,-3,0,-1,4,-2,1,3
1245,-1,0,3,0,-2,1,0
1246,-2,1,-1,-1,3,-1,5
1247,0,0,0,0,0,4,4
1248,-2,-1,-1,4,-1,-2,3
1249,0,0,0,4,-3,-1,3
1250,0,4,-3,2,1,-2,2
1251,0,0,0,0,0,0,4
1252,0,0,0,0,0,0,4
1253,-3,-1,0,0,0,0,4
1254,-2,-1,2,1,-2,-1,4
1255,-2,1,-1,2,-2,-1,2
1256,0,4,-3,-1,0,0,2
1257,1,-2,3,-2,0,1,0
1258,-2,1,-2,3,-2,1,2
1259,2,-3,3,-2,2,-1,1
1260,-1,4,-3,3,-3,-1,2
1261,-1,0,0,4,-3,3,3
1263,-2,-1,0,4,-1,-2,3
1264,4,-3,3,-1,-2,3,1
1265,-3,-1,0,0,0,0,4
1266,4,0,-3,2,-2,-1,3
1267,-2,1,-2,3,-3,-1,3
1268,-3,3,-3,0,3,-3,5
1269,2,-1,-2,3,-2,0,3
1270,3,-1,-1,-1,3,-2,1
1271,1,-2,3,-2,-1,3,0
1272,1,-2,3,-3,0,3,0
1273,-2,1,-2,3,-2,0,2
1274,-3,3,-3,3,-1,0,2
1275,2,-3,0,2,1,-3,1
1276,0,0,4,-3,-1,0,0
1277,0,3,-1,-2,3,-1,5
1278,0,0,0,0,0,0,4
1279,-1,4,0,-3,2,-2,5
1280,-1,4,0,-3,0,-1,2
1281,0,0,0,0,0,0,4
1282,-3,-1,0,4,-3,3,3
1283,-2,-1,3,-3,3,0,0
1284,-1,1,-1,2,-3,3,3
1285,-1,1,-2,-1,3,-1,5
1286,0,0,0,0,0,0,4
1287,-3,1,2,-2,0,2,0
1288,0,0,0,4,-1,1,3
1289,-3,-1,0,4,-2,1,3
1290,2,-1,2,-2,2,-3,1
1291,1,-2,1,1,-1,1,4
1292,3,-3,-1,0,4,-3,1
1293,0,0,0,0,0,0,4
1294,0,0,0,0,4,-3,5
1295,4,-3,0,-1,4,-2,1
1296,-1,4,-3,3,-1,1,2
1297,-3,3,-3,3,0,-2,2
1298,4,-3,-1,4,-3,-1,3
1299,0,0,0,0,0,0,4
1300,-2,-1,0,0,4,-1,5
1301,0,0,-2,0,3,-2,5
1302,-1,3,-2,0,-1,-1,2
1303,0,0,0,0,0,4,4
1304,4,-3,-1,4,-1,-2,3
1305,2,-3,-1,0,4,-3,1
1306,-3,-1,0,0,0,4,4
1307,0,3,-3,2,0,-2,2
1308,-3,3,-1,-1,-1,1,2
1309,0,0,0,0,0,4,4
1310,-1,-1,1,0,-2,2,4
1311,-1,-1,3,-1,-2,3,0
1312,1,-3,3,-2,2,-3,0
1313,-2,0,1,0,0,-1,4
1314,4,-3,-1,0,0,4,1
1315,-1,-1,-1,3,-3,3,3
1316,0,-2,3,-1,-1,0,0
1317,-2,1,-1,1,-1,2,4
1318,4,-3,3,-3,3,-3,1
1319,0,0,0,0,4,-3,5
1320,-3,3,-3,3,-3,-1,2
1321,-3,-1,0,0,0,4,4
1322,-1,0,4,-3,-1,4,0
1323,-3,-1,0,0,4,-3,5
1324,-3,3,-1,-2,0,3,2
1325,0,4,-3,3,-2,-1,2
1326,-3,3,0,-3,-1,0,2
1327,0,-2,3,-1,0,0,0
1328,0,4,-3,3,-3,-1,2
1329,-2,0,1,-1,1,-1,4
1331,0,0,0,0,0,0,4
1332,-3,3,-2,1,-2,3,2
1333,0,0,0,0,0,0,4
1334,4,-2,-1,3,-2,0,3
1335,0,2,-3,3,0,-3,2
1336,0,3,-1,-2,3,-2,5
1337,4,-3,-1,0,0,4,1
1338,4,-3,-1,4,-1,-2,3
1339,0,4,-3,-1,0,4,2
1340,-3,-1,4,-2,1,0,0
1341,1,-1,-2,2,0,-2,3
1342,0,0,0,4,-3,-1,3
1343,2,-1,-1,3,-1,-2,3
1344,0,3,-3,-1,0,0,2
1345,3,-1,0,-2,3,-2,1
1346,-1,-2,3,-2,0,1,0
1347,0,-2,2,0,-1,1,4
1348,0,-1,2,-2,3,-1,0
1349,-1,-2,3,0,-3,3,0
1350,0,0,0,0,0,0,4
1351,0,0,0,0,0,0,4
1352,0,4,-3,-1,0,4,2
1353,1,0,-1,1,-1,1,4
1354,0,0,0,4,-3,-1,3
1355,-2,0,1,-1,0,1,4
1356,0,-3,0,-1,0,0,4
1357,-1,-2,3,-3,-1,0,0
1358,3,-3,-1,0,0,4,1
1359,-2,1,0,-2,0,-1,4
1360,2,-3,0,-1,4,-3,1
1361,0,0,0,0,4,-3,5
1362,-2,-1,-1,4,-1,-2,3
1363,0,4,-3,3,-1,-1,2
1364,-3,-1,0,0,4,-2,5
1365,-1,1,-2,2,0,-1,2
1366,-2,3,-2,0,1,-1,2
1367,0,-2,-1,-1,0,0,4
1368,-1,-1,4,-2,0,2,0
1369,-1,0,4,-3,-1,4,0
1370,3,-3,3,-2,0,2,1
1371,-1,4,-3,-1,0,0,2
1372,0,0,1,0,0,-2,4
1373,0,0,0,4,-3,-1,3
1374,0,0,4,-2,-1,0,0
1375,3,-1,-2,1,2,-3,1
1376,0,0,4,-3,-1,0,0
1377,1,0,-2,1,2,-2,5
1378,3,-3,2,1,-2,-1,1
1380,3,-3,-1,4,-3,-1,3
1381,1,-1,1,0,0,-1,4
1382,-3,3,-3,2,-2,-1,2
1383,0,0,0,0,0,0,4
1384,3,-3,0,-1,0,0,1
1385,0,-1,1,0,-2,3,4
1386,0,4,-3,-1,0,0,2
1387,-1,0,0,0,0,0,4
1388,-2,3,-3,3,-3,-1,2
1389,-2,-1,-1,0,0,0,4
1390,0,0,0,0,0,0,4
1391,-2,2,0,-1,0,0,4
1392,0,0,0,0,0,0,4
1393,-2,-1,4,-3,-1,0,0
1394,0,-3,3,-2,1,-1,0
1395,-2,-1,3,-3,2,1,0
1396,3,-3,3,-3,-1,4,1
1397,-3,3,-3,-1,4,-3,5
1398,-1,-2,0,3,0,-2,3
1399,-1,4,-2,-1,-1,0,2
1400,4,-2,1,-2,-1,0,1
1401,4,-3,-1,4,-2,1,3
1402,0,0,0,0,0,0,4
1403,-2,2,0,-1,-1,3,4
1404,0,-1,0,0,0,0,4
1405,3,-3,-1,0,0,0,1
1406,-3,3,-2,2,-1,-1,2
1407,2,-1,-1,3,-2,2,3
1408,-1,3,-1,-1,-1,3,2
1409,-2,3,-2,2,0,-3,2
1410,0,0,0,0,0,0,4
1411,-3,0,-1,0,0,4,4
1412,-1,-2,3,-3,3,-3,0
1413,-1,-1,1,-1,-1,-1,4
1414,-1,0,0,4,-3,-1,3
1415,-1,0,-1,-1,4,-3,5
1416,4,-3,-1,0,0,0,1
1417,-1,-2,2,-2,1,2,0
1418,-3,3,-3,0,-1,0,2
1419,-1,3,0,-2,1,-1,5
1420,1,-2,3,-2,-1,3,0
1421,1,0,-1,0,1,-1,4
1422,-2,-1,4,-3,3,-3,0
1423,0,4,-3,3,-3,-1,2
1424,-3,3,-3,-1,4,-3,5
1425,-3,2,-1,0,-1,3,2
1426,-1,0,-1,0,3,-1,5
1427,0,0,0,0,0,4,4
1428,-2,-1,-1,0,4,-3,5
1429,0,0,0,0,0,4,4
1430,3,-2,1,0,-2,3,1
1431,-1,3,-2,1,1,-1,2
1432,0,0,0,0,0,0,4
1433,3,-1,0,-2,-1,0,1
1434,-1,1,-1,-1,1,-2,4
1435,-3,-1,0,0,4,-3,5
1436,-3,3,-3,3,-3,3,2
1437,-1,0,0,0,-1,-1,4
1438,0,0,-2,0,-1,0,4
1439,-2,-1,0,0,4,-3,5
1440,-3,2,-1,0,0,1,2
1441,0,3,-3,3,0,-3,2
1442,0,4,-3,3,-3,-1,2
1443,2,-1,1,-1,-1,3,1
1444,4,-1,-2,-1,0,4,1
1445,-2,-1,3,-3,3,-2,0
1446,-1,-1,4,-2,0,-1,0
1447,-1,4,-2,-1,3,-1,5
1448,0,4,0,-2,-1,3,2
1449,0,-2,1,-1,-1,0,4
1450,2,-1,2,-1,-2,-1,1
1451,0,2,-2,-1,2,-2,5
1452,2,-2,-1,3,-2,1,3
1453,4,-3,3,-3,-1,0,1
1454,0,0,1,-2,3,-1,5
1455,1,-1,3,-2,1,-2,0
1456,0,4,0,-3,0,3,2
1457,0,1,-2,0,0,2,4
1458,0,3,-3,3,-1,-1,2
1459,-2,1,-2,1,1,0,2
1460,0,-1,1,-2,3,-2,5
1461,3,-3,3,0,-2,1,1
1462,4,-3,-1,4,-2,2,3
1463,-1,0,0,0,4,-1,5
1464,-3,3,-3,-1,0,0,2
1465,3,-3,3,0,-3,3,1
1466,0,4,-3,-1,0,4,2
1467,0,2,-2,1,0,-2,2
1468,0,0,0,0,0,0,4
1469,0,4,-3,-1,4,-3,5
1470,-1,3,-3,3,-2,1,2
1471,-3,3,-3,3,-2,0,2
1472,0,-1,-1,3,-3,3,3
1473,0,0,0,0,0,4,4
1474,0,0,0,0,0,0,4
1475,0,1,-2,3,0,-3,3
1476,0,2,-3,3,-3,2,2
1477,4,-3,-1,4,-3,-1,3
1478,0,0,0,4,-3,-1,3
1479,-1,-1,-1,3,-3,3,3
1480,-1,-2,3,-2,2,-3,0
1481,0,4,-3,-1,0,4,2
1482,-3,0,3,-1,-2,-1,0
1483,0,4,-3,3,0,-3,2
